SAMPLE NUMBER:   9
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
-23.19   	 80.57   	 77.99   	 -40.69		  3.74   	  25.43		
-35.10   	 62.26   	 77.82   	 -45.78		  3.85   	  25.43		
-37.84   	 34.18   	 77.64   	 -45.78		  3.95   	  25.43		
-35.10   	  4.88   	 77.46   	 -45.78		  4.05   	  40.69		
-33.26   	-19.84   	 77.27   	 -35.61		  4.21   	  50.86		
-35.10   	-39.37   	 77.13   	 -40.69		  4.42   	  55.95		
-39.98   	-54.32   	 76.97   	 -40.69		  4.64   	  61.04		
-45.17   	-65.31   	 76.81   	 -40.69		  4.88   	  30.52		
-48.52   	-69.58   	 76.64   	 -40.69		  5.01   	 -81.38		
-49.74   	-65.31   	 76.48   	 -40.69		  4.68   	-228.89		
-49.74   	-51.57   	 76.32   	 -35.61		  3.76   	-300.10		
-48.83   	-32.04   	 76.17   	 -35.61		  2.56   	-228.89		
-47.61   	-12.21   	 76.03   	 -35.61		  1.65   	 -50.86		
-45.17   	  1.53   	 75.89   	 -35.61		  1.44(E)	 162.77		
-40.28   	  3.05   	 75.75   	 -35.61		  2.10   	 325.53		
-30.21   	-11.60   	 75.60   	 -30.52		  3.40   	 371.31		
-12.21   	-41.81   	 75.48   	 -35.61		  4.88   	 310.27		
 14.95   	-76.29   	 75.34   	 -35.61		  6.12   	 193.29		
 49.74   	-90.64   	 75.20   	 -30.52		  6.90   	  91.56		
 87.28   	-48.22   	 75.08   	 -30.52		  7.26   	  30.52		
127.56   	 83.31   	 74.95   	 -35.61		  7.39   	  20.35		
180.36   	314.03   	 74.81   	 -40.69		  7.47   	  20.35		
254.82   	623.78   	 74.65   	 -35.61		  7.55   	  15.26		
343.32   	969.85   	 74.51   	 -30.52		  7.61   	   0.00		
420.23   	1293.34   	 74.38   	 -40.69		  7.61   	  15.26		
403.14   	1555.48(R)	 74.22   	 -35.61		  7.67   	  25.43		
282.90   	1369.32   	 74.08   	 -35.61		  7.77   	  40.69		
119.02   	976.26   	 73.94   	 -40.69		  7.93   	  40.69		
-43.03   	474.24   	 73.77   	 -40.69		  8.10   	  45.78		
-159.91   	 11.90   	 73.61   	 -35.61		  8.28   	  45.78		
-201.72   	-289.92   	 73.47   	 -35.61		  8.46   	  50.86		
-165.10   	-393.07   	 73.33   	 -30.52		  8.67   	  45.78		
-81.18   	-336.00   	 73.20   	 -25.43		  8.85   	  30.52		
  0.92   	-199.89   	 73.10   	 -30.52		  8.97   	  30.52		
 41.50   	-68.05   	 72.98   	 -35.61		  9.09   	  25.43		
 32.04   	  5.19   	 72.84   	 -35.61		  9.20   	  45.78		
 -3.97   	  8.24   	 72.70   	 -35.61		  9.38   	 116.99		
-32.96   	-36.32   	 72.55   	 -25.43		  9.85   	 269.58		
-36.93   	-90.64   	 72.45   	 -30.52		 10.93   	 417.09		
-22.58   	-122.99   	 72.33   	 -30.52		 12.59   	 488.30		
 -6.71   	-122.07   	 72.21   	 -35.61		 14.55   	 447.61		
 -0.61   	-97.96   	 72.06   	 -40.69		 16.34   	 259.41		
 -3.97   	-68.36   	 71.90   	 -40.69		 17.38   	  76.30		
-10.07   	-43.03   	 71.74   	 -35.61		 17.68   	  86.47		
-14.04   	-21.97   	 71.60   	 -35.61		 18.03   	 274.67		
-15.26   	 -4.27   	 71.45   	 -35.61		 19.13   	 534.08		
-15.26   	  8.54   	 71.31   	 -35.61		 21.26   	 732.45		
-15.26   	 12.21   	 71.17   	 -35.61		 24.19   	 808.75		
-15.56   	  4.27   	 71.03   	 -40.69		 27.43   	 762.97		
-15.87   	-14.95   	 70.86   	 -50.86		 30.48   	 488.30		
-15.87   	-66.83   	 70.66   	 -55.95		 32.43   	 412.00		
-15.87   	-85.45   	 70.44   	 -45.78		 34.08   	 717.19		
-15.87   	-93.38   	 70.25   	 -40.69		 36.95   	1195.32		
-16.17   	-90.64   	 70.09   	 -35.61		 41.73   	1022.38		
-16.78   	-80.57   	 69.95   	 -40.69		 45.82   	 300.10		
-17.70   	-67.14   	 69.79   	 -45.78		 47.02   	-274.67		
-19.53   	-52.49   	 69.60   	 -50.86		 45.92   	-528.99		
-20.75   	-37.84   	 69.40   	 -50.86		 43.80   	-432.35		
-21.06   	-24.72   	 69.20   	 -35.61		 42.08   	 -71.21		
-19.84   	-14.65   	 69.05   	 -35.61		 41.79   	 264.50		
-16.78   	 -9.46   	 68.91   	 -40.69		 42.85   	 432.35		
-13.43   	-11.29   	 68.75   	 -45.78		 44.58   	 427.26		
 -9.77   	-19.84   	 68.57   	 -50.86		 46.29   	 300.10		
 -7.02   	-33.57   	 68.36   	 -55.95		 47.49   	 137.33		
 -5.49   	-49.13   	 68.14   	 -50.86		 48.04   	  25.43		
 -4.88   	-62.26   	 67.93   	 -50.86		 48.14   	  15.26		
 -4.88   	-69.58   	 67.73   	 -40.69		 48.20   	  71.21		
 -5.49   	-68.36   	 67.57   	 -50.86		 48.48   	 162.77		
 -5.49   	-58.59   	 67.36   	 -45.78		 49.14   	 228.89		
 -5.49   	-42.72   	 67.18   	 -50.86		 50.05   	 254.32		
 -4.88   	-25.02   	 66.98   	 -40.69		 51.07   	 233.98		
 -4.88   	 -9.16   	 66.82   	 -30.52		 52.00   	 188.20		
 -5.19   	  2.75   	 66.69   	 -25.43		 52.76   	 137.33		
 -5.80   	 10.38   	 66.59   	  -5.09		 53.31   	 111.90		
 -4.88   	 15.26   	 66.57(D)	  76.30		 53.75   	 137.33		
  3.66   	 20.14   	 66.88   	 162.77		 54.30   	 178.03		
  9.46   	 20.75   	 67.53   	 279.75		 55.02   	 223.80		
 12.21   	 19.23   	 68.65   	 412.00		 55.91   	 254.32		
  9.77   	 14.65   	 70.29   	 493.39		 56.93   	 279.75		
  2.14   	  6.41   	 72.27   	 498.47		 58.05   	 269.58		
 -7.93   	 -3.97   	 74.26   	 432.35		 59.12   	 244.15		
-18.01   	-14.04   	 75.99   	 356.05		 60.10   	 193.29		
-25.94   	-19.84   	 77.42   	 320.45		 60.87   	 122.07		
-31.43   	-18.01   	 78.70   	 325.53		 61.36   	  81.38		
-36.01   	 -7.93   	 80.00   	 356.05		 61.69   	  91.56		
-41.81   	  6.41   	 81.42   	 376.40		 62.05   	 101.73		
-49.13   	 20.45   	 82.93   	 396.74		 62.46   	 127.16		
-57.98   	 28.08   	 84.52   	 391.66		 62.97   	 132.25		
-68.36   	 27.47   	 86.08   	 386.57		 63.50   	 132.25		
-79.04   	 18.92   	 87.63   	 381.48		 64.03   	 106.82		
-90.33   	  4.88   	 89.16   	 381.48		 64.46   	  71.21		
-101.62   	-11.60   	 90.68   	 381.48		 64.74   	  50.86		
-111.39   	-28.08   	 92.21   	 376.40		 64.94   	  61.04		
-118.41   	-42.42   	 93.71   	 371.31		 65.19   	  96.64		
-121.15   	-54.32   	 95.20   	 366.22		 65.57   	  86.47		
-120.54   	-63.78   	 96.66   	 350.97		 65.92   	  50.86		
-119.02   	-72.02   	 98.07   	 325.53		 66.12   	   5.09		
-118.41   	-80.87   	 99.37   	 310.27		 66.14   	 -20.35		
-119.93   	-91.55   	100.61   	 295.01		 66.06   	 -10.17		
-122.38   	-104.06   	101.79   	 279.75		 66.02   	  35.61		
-122.99   	-123.90   	102.91   	 264.50		 66.16   	  45.78		
-119.32   	-123.60   	103.97   	 259.41		 66.35   	  30.52		
-113.83   	-115.36   	105.00   	 254.32		 66.47(S)	   0.00		
-108.64   	-102.23   	106.02   	 228.89		 66.47   	 -50.86		
-106.20   	-90.33   	106.94   	 203.46		 66.27   	 -96.64		
-106.81   	-83.31   	107.75   	 167.85		 65.88   	-127.16		
-110.17   	-81.79   	108.42   	 142.42		 65.37   	-137.33		
-113.53   	-82.70   	108.99   	 111.90		 64.82   	-137.33		
-115.36   	-83.31   	109.44   	  86.47		 64.27   	-132.25		
-113.53   	-80.87   	109.79   	  55.95		 63.74   	-157.68		
-108.34   	-75.68   	110.01   	  30.52		 63.11   	-208.54		
-101.62   	-69.58   	110.13   	  10.17		 62.28   	-254.32		
-95.21   	-65.00   	110.17(S)	   0.00		 61.26   	-289.93		
-90.94   	-64.09   	110.17   	  -5.09		 60.10   	-335.71		
-89.11   	-67.75   	110.15   	 -25.43		 58.76   	-391.66		
-89.42   	-75.07   	110.05   	 -50.86		 57.19   	-417.09		
-90.03   	-82.40   	109.85   	 -86.47		 55.52   	-396.74		
-89.42   	-85.45   	109.50   	-106.82		 53.94   	-376.40		
-87.28   	-81.79   	109.07   	-132.25		 52.43   	-376.40		
-83.92   	-72.63   	108.54   	-172.94		 50.93   	-401.83		
-80.57   	-61.65   	107.85   	-193.29		 49.32   	-432.35		
-76.90   	-54.02   	107.08   	-178.03		 47.59   	-483.21		
-72.33   	-50.96   	106.37   	-137.33		 45.66   	-539.16		
-67.44   	-52.19   	105.82   	-122.07		 43.50   	-605.29		
-62.26   	-55.54   	105.33   	-132.25		 41.08   	-671.41		
-58.29   	-58.90   	104.80   	-167.85		 38.39   	-701.93		
-56.15   	-61.34   	104.13   	-198.37		 35.58   	-701.93		
-55.24   	-62.26   	103.34   	-218.72		 32.78   	-651.07		
-53.71   	-61.34   	102.46   	-218.72		 30.17   	-590.03		
-50.66   	-58.29   	101.59   	-213.63		 27.81   	-549.34		
-47.30   	-53.10   	100.73   	-208.54		 25.62   	-528.99		
-43.95   	-48.83   	 99.90   	-218.72		 23.50   	-544.25		
-41.50   	-48.52   	 99.02   	-218.72		 21.32   	-559.51		
-40.59   	-54.93   	 98.15   	-228.89		 19.08   	-549.34		
-40.89   	-68.36   	 97.23   	-239.06		 16.89   	-518.82		
-41.50   	-85.14   	 96.28   	-244.15		 14.81   	-462.87		
-42.11   	-99.79   	 95.30   	-239.06		 12.96   	-406.92		
-41.81   	-107.73   	 94.34   	-239.06		 11.33   	-371.31		
-40.28   	-105.90   	 93.39   	-233.98		  9.85   	-350.97		
-36.93   	-94.60   	 92.45   	-239.06		  8.44   	-325.53		
-32.96   	-75.68   	 91.50   	-228.89		  7.14   	-289.93		
-30.21   	-52.80   	 90.58   	-213.63		  5.98   	-259.41		
-29.30   	-31.13   	 89.72   	-193.29		  4.94   	-228.89		
-30.52   	-16.17   	 88.95   	-188.20		  4.03   	-218.72		
-31.43   	-12.21   	 88.20   	-188.20		  3.15   	-208.54		
-31.13   	-21.97   	 87.45   	-183.11		  2.32   	-193.29		
-29.60   	-44.86   	 86.71   	-172.94		  1.55   	-172.94		
-28.38   	-76.90   	 86.02   	-172.94		  0.85   	-157.68		
-27.77   	-110.17   	 85.33   	-162.77		  0.22   	-137.33		
-27.16   	-136.11   	 84.68   	-152.59		 -0.33   	-116.99		
-25.33   	-148.62   	 84.07   	-147.51		 -0.79   	-122.07		
-22.58   	-146.18   	 83.48   	-142.42		 -1.28   	-172.94		
-21.06   	-134.28   	 82.91   	-132.25		 -1.97   	-183.11		
-22.28   	-119.32   	 82.38   	-137.33		 -2.71   	-127.16		
-26.86   	-107.73   	 81.83   	-137.33		 -3.21   	 -61.04		
-33.26   	-101.01   	 81.28   	-142.42		 -3.46   	 -25.43		
-39.98   	-97.66   	 80.71   	-137.33		 -3.56   	  10.17		
-44.86   	-95.83   	 80.16   	-127.16		 -3.52   	  20.35		
-46.08   	-94.30   	 79.65   	-116.99		 -3.44   	  10.17		
-42.42   	-92.77   	 79.19   	-111.90		 -3.40   	  20.35		
-33.57   	-89.42   	 78.74   	-111.90		 -3.32   	  35.61		
-21.06   	-82.40   	 78.29   	-111.90		 -3.17   	  61.04		
 -9.46   	-70.80   	 77.84   	-101.73		 -2.93   	  71.21		
 -2.75   	-55.54   	 77.44   	 -96.64		 -2.64   	  66.12		
 -2.44   	-40.59   	 77.05   	 -91.56		 -2.38   	  45.78		
 -6.71   	-30.82   	 76.68   	 -86.47		 -2.20   	  20.35		
 -9.77   	-27.16   	 76.34   	 -76.30		 -2.12   	   0.00		
 -6.71   	-26.25   	 76.03   	 -76.30		 -2.12   	 -20.35		
  4.58   	-23.50   	 75.73   	 -71.21		 -2.20   	 -25.43		
 20.45   	-15.87   	 75.44   	 -71.21		 -2.30   	 -25.43		
 33.87   	 -5.80   	 75.16   	 -66.12		 -2.40   	 -40.69		
 39.06   	 -1.53   	 74.89   	 -61.04		 -2.56   	 -96.64		
 35.40   	-10.38   	 74.65   	 -45.78		 -2.95   	-172.94		
 25.33   	-35.40   	 74.47   	 -50.86		 -3.64   	-193.29		
 14.65   	-72.63   	 74.26   	 -45.78		 -4.42   	-122.07		
  6.10   	-113.22   	 74.08   	 -50.86		 -4.90(D)	  20.35		
 -1.22   	-146.18   	 73.88   	 -45.78		 -4.82   	 167.85		
 -9.77   	-162.05   	 73.69   	 -45.78		 -4.15   	 269.58		
-21.97   	-159.91   	 73.51   	 -35.61		 -3.07   	 305.19		
-38.15   	-145.87   	 73.37   	 -30.52		 -1.85   	 254.32		
-56.76   	-132.75   	 73.24   	 -30.52		 -0.83   	 172.94		
-74.46   	-130.62   	 73.12   	 -35.61		 -0.14   	  96.64		
-87.89   	-142.52   	 72.98   	 -40.69		  0.24   	  50.86		
-94.60   	-161.13   	 72.82   	 -35.61		  0.45   	  20.35		
-95.21   	-177.00   	 72.68   	 -30.52		  0.53   	   0.00		
-92.16   	-184.02   	 72.55   	 -25.43		  0.53   	 -30.52		
-88.81   	-185.55   	 72.45   	 -30.52		  0.41   	 -50.86		
-88.50   	-187.38   	 72.33   	 -35.61		  0.20   	 -45.78		
-91.25   	-193.48   	 72.19   	 -30.52		  0.02   	 -15.26		
-95.21   	-202.03   	 72.06   	 -35.61		 -0.04   	  25.43		
-98.57   	-205.69   	 71.92   	 -35.61		  0.06   	  91.56		
-99.49   	-199.28   	 71.78   	 -20.35		  0.43   	 162.77		
-98.57   	-183.41   	 71.70   	 -25.43		  1.08   	 233.98		
-97.05   	-163.57   	 71.60   	 -25.43		  2.01   	 254.32		
-95.83   	-149.23   	 71.50   	 -25.43		  3.03   	 228.89		
-91.55   	-148.93   	 71.39   	 -30.52		  3.95   	 152.59		
-78.74   	-168.15   	 71.27   	 -30.52		  4.56   	  71.21		
-54.32   	-203.86   	 71.15   	 -30.52		  4.84   	  30.52		
-20.75   	-241.70   	 71.03   	 -30.52		  4.96   	  15.26		
 14.04   	-249.02   	 70.91   	 -20.35		  5.03   	  15.26		
 42.72   	-185.55   	 70.82   	 -25.43		  5.09   	  15.26		
 69.27   	-21.06   	 70.72   	 -30.52		  5.15   	  20.35		
110.47   	245.97   	 70.60   	 -30.52		  5.23   	  10.17		
178.83   	588.68   	 70.48   	 -35.61		  5.27   	   5.09		
260.93   	961.00   	 70.34   	 -35.61		  5.29   	   0.00		
321.04   	1304.32   	 70.19   	 -30.52		  5.29   	 122.07		
232.85   	1562.81(R)	 70.07   	 -30.52		  5.78(E)	 198.37		
 86.67   	1341.25   	 69.95   	 -30.52		  6.57   	 172.94		
-73.85   	897.52   	 69.83   	 -40.69		  7.26   	  25.43		
-202.33   	348.82   	 69.66   	 -40.69		  7.37   	-157.68		
-269.78   	-143.13   	 69.50   	 -50.86		  6.73   	-259.41		
-267.64   	-458.07   	 69.30   	 -40.69		  5.70   	-249.24		
-207.21   	-566.41   	 69.14   	 -40.69		  4.70   	-157.68		
-120.85   	-512.08   	 68.97   	 -35.61		  4.07   	 -30.52		
-47.91   	-370.18   	 68.83   	 -35.61		  3.95   	 111.90		
-15.26   	-216.67   	 68.69   	 -40.69		  4.39   	 218.72		
-25.02   	-104.98   	 68.52   	 -40.69		  5.27   	 295.01		
-55.54   	-57.37   	 68.36   	 -55.95		  6.45   	 300.10		
-77.51   	-68.05   	 68.14   	 -50.86		  7.65   	 279.75		
-77.51   	-110.78   	 67.93   	 -50.86		  8.77   	 269.58		
-61.65   	-155.64   	 67.73   	 -40.69		  9.85   	 269.58		
-46.08   	-184.33   	 67.57   	 -40.69		 10.93   	 325.53		
-39.98   	-197.14   	 67.41   	 -45.78		 12.23   	 442.52		
-42.11   	-202.33   	 67.22   	 -45.78		 14.00   	 549.34		
-46.39   	-203.55   	 67.04   	 -45.78		 16.20   	 625.63		
-47.91   	-199.28   	 66.86   	 -50.86		 18.70   	 640.89		
-45.78   	-188.60   	 66.65   	 -40.69		 21.26   	 518.82		
-43.33   	-173.34   	 66.49   	 -35.61		 23.34   	 335.71		
-41.81   	-156.56   	 66.35   	 -45.78		 24.68   	 239.06		
-41.81   	-140.69   	 66.16   	 -40.69		 25.64   	 289.93		
-40.89   	-128.17   	 66.00   	 -45.78		 26.80   	 467.95		
-35.40   	-123.29   	 65.82   	 -45.78		 28.67   	 427.26		
-32.96   	-131.53   	 65.64   	 -50.86		 30.38   	 295.01		
-31.74   	-143.74   	 65.43   	 -50.86		 31.56   	 183.11		
-30.21   	-155.64   	 65.23   	 -45.78		 32.29   	 111.90		
-27.77   	-163.27   	 65.05   	 -45.78		 32.74   	  96.64		
-23.80   	-162.35   	 64.86   	 -45.78		 33.12   	 106.82		
-20.45   	-153.50   	 64.68   	 -45.78		 33.55   	 137.33		
-18.62   	-140.08   	 64.50   	 -45.78		 34.10   	 162.77		
-18.62   	-127.56   	 64.31   	 -50.86		 34.75   	 178.03		
-19.84   	-118.10   	 64.11   	 -40.69		 35.46   	 172.94		
-20.45   	-111.39   	 63.95   	 -45.78		 36.15   	 157.68		
-19.84   	-105.90   	 63.76   	 -45.78		 36.79   	 152.59		
-17.09   	-100.71   	 63.58   	 -45.78		 37.40   	 157.68		
-13.12   	-97.35   	 63.40   	 -55.95		 38.03   	 167.85		
 -7.32   	-97.05   	 63.17   	 -45.78		 38.70   	 193.29		
 -0.61   	-100.40   	 62.99   	 -45.78		 39.47   	 208.54		
  6.41   	-105.90   	 62.81   	 -45.78		 40.31   	 223.80		
 11.90   	-111.08   	 62.62   	 -45.78		 41.20   	 233.98		
 15.56   	-112.61   	 62.44   	 -45.78		 42.14   	 233.98		
 17.09   	-107.73   	 62.26   	 -45.78		 43.07   	 233.98		
 17.70   	-95.52   	 62.08   	 -40.69		 44.01   	 233.98		
 19.23   	-78.43   	 61.91   	 -30.52		 44.94   	 239.06		
 21.06   	-61.65   	 61.79   	 -25.43		 45.90   	 233.98		
 23.50   	-50.35   	 61.69   	 -15.26		 46.84   	 233.98		
 25.63   	-47.91   	 61.63(D)	  10.17		 47.77   	 300.10		
 27.77   	-66.53   	 61.67   	  40.69		 48.97   	 289.93		
 26.55   	-81.79   	 61.83   	  96.64		 50.13   	 249.24		
 23.80   	-96.74   	 62.22   	 178.03		 51.13   	 208.54		
 20.14   	-108.03   	 62.93   	 315.36		 51.96   	 203.46		
 16.48   	-112.61   	 64.19   	 447.61		 52.78   	 208.54		
 12.82   	-107.73   	 65.98   	 528.99		 53.61   	 208.54		
  7.93   	-93.69   	 68.10   	 503.56		 54.45   	 198.37		
  0.92   	-72.94   	 70.11   	 412.00		 55.24   	 178.03		
 -9.46   	-50.05   	 71.76   	 325.53		 55.95   	 142.42		
-21.97   	-29.60   	 73.06   	 289.93		 56.52   	 127.16		
-36.01   	-13.12   	 74.22   	 310.27		 57.03   	 111.90		
-48.52   	 -1.22   	 75.46   	 345.88		 57.48   	 122.07		
-58.29   	  5.49   	 76.85   	 386.57		 57.97   	 147.51		
-64.39   	  6.10   	 78.39   	 396.74		 58.56   	 198.37		
-67.44   	 -0.61   	 79.98   	 391.66		 59.35   	 244.15		
-69.89   	-14.95   	 81.55   	 401.83		 60.33   	 233.98		
-74.46   	-35.10   	 83.15   	 396.74		 61.26   	 172.94		
-82.40   	-58.29   	 84.74   	 396.74		 61.95   	  86.47		
-92.47   	-80.57   	 86.33   	 396.74		 62.30   	  35.61		
-101.93   	-97.96   	 87.91   	 391.66		 62.44   	  30.52		
-108.34   	-108.03   	 89.48   	 381.48		 62.56   	  40.69		
-110.78   	-110.17   	 91.01   	 371.31		 62.73   	  45.78		
-110.47   	-105.59   	 92.49   	 350.97		 62.91   	  50.86		
-109.56   	-99.18   	 93.90   	 340.79		 63.11   	  35.61		
-109.56   	-95.21   	 95.26   	 330.62		 63.26   	  20.35		
-108.03   	-102.54   	 96.58   	 305.19		 63.34   	   5.09		
-103.76   	-111.39   	 97.80   	 279.75		 63.36(S)	 -20.35		
-97.05   	-120.24   	 98.92   	 269.58		 63.28   	 -50.86		
-88.20   	-126.65   	100.00   	 239.06		 63.07   	 -45.78		
-79.65   	-129.09   	100.96   	 218.72		 62.89   	 -20.35		
-72.94   	-127.87   	101.83   	 193.29		 62.81   	   0.00		
-69.27   	-125.43   	102.60   	 167.85		 62.81   	 -10.17		
-69.58   	-123.90   	103.28   	 152.59		 62.77   	 -50.86		
-72.02   	-124.21   	103.89   	 132.25		 62.56   	-106.82		
-74.46   	-126.34   	104.41   	  96.64		 62.14   	-162.77		
-74.77   	-128.78   	104.80   	  71.21		 61.49   	-213.63		
-72.33   	-130.00   	105.09   	  45.78		 60.63   	-228.89		
-67.44   	-129.70   	105.27   	  30.52		 59.71   	-223.80		
-62.56   	-127.87   	105.39   	   5.09		 58.82   	-223.80		
-58.90   	-123.90   	105.41(S)	 -20.35		 57.92   	-249.24		
-56.15   	-115.36   	105.33   	 -55.95		 56.93   	-300.10		
-52.49   	-100.40   	105.11   	 -91.56		 55.73   	-335.71		
-47.00   	-79.04   	104.74   	-106.82		 54.38   	-350.97		
-39.67   	-54.32   	104.31   	-101.73		 52.98   	-371.31		
-32.35   	-32.65   	103.91   	 -66.12		 51.50   	-396.74		
-27.47   	-20.45   	103.64   	 -50.86		 49.91   	-391.66		
-26.25   	-21.36   	103.44   	 -61.04		 48.34   	-396.74		
-27.77   	-34.48   	103.19   	-106.82		 46.75   	-427.26		
-29.60   	-55.24   	102.77   	-132.25		 45.05   	-467.95		
-28.99   	-76.29   	102.24   	-142.42		 43.17   	-518.82		
-24.41   	-92.16   	101.67   	-142.42		 41.10   	-590.03		
-17.09   	-98.88   	101.10   	-142.42		 38.74   	-666.32		
-10.07   	-96.44   	100.53   	-142.42		 36.07   	-696.84		
 -6.41   	-86.67   	 99.96   	-162.77		 33.29   	-656.15		
 -7.02   	-72.63   	 99.31   	-203.46		 30.66   	-569.68		
-10.68   	-55.85   	 98.49   	-228.89		 28.38   	-493.39		
-14.34   	-37.23   	 97.58   	-228.89		 26.41   	-452.69		
-15.26   	-17.70   	 96.66   	-193.29		 24.60   	-457.78		
-13.12   	  0.31   	 95.89   	-188.20		 22.77   	-493.39		
 -8.85   	 12.21   	 95.14   	-203.46		 20.79   	-534.08		
 -5.19   	 14.65   	 94.32   	-233.98		 18.66   	-549.34		
 -2.75   	  6.10   	 93.39   	-249.24		 16.46   	-518.82		
 -1.22   	-12.21   	 92.39   	-254.32		 14.38   	-442.52		
  0.61   	-36.32   	 91.37   	-233.98		 12.61   	-361.14		
  2.44   	-61.95   	 90.44   	-203.46		 11.17   	-305.19		
  3.97   	-84.84   	 89.62   	-188.20		  9.95   	-269.58		
  3.97   	-101.32   	 88.87   	-183.11		  8.87   	-244.15		
  2.44   	-107.73   	 88.14   	-183.11		  7.89   	-228.89		
  0.61   	-100.40   	 87.41   	-188.20		  6.98   	-213.63		
  0.00   	-79.04   	 86.65   	-178.03		  6.12   	-203.46		
  0.61   	-47.00   	 85.94   	-162.77		  5.31   	-193.29		
  2.14   	-10.68   	 85.29   	-147.51		  4.54   	-183.11		
  1.83   	 20.45   	 84.70   	-137.33		  3.80   	-167.85		
 -0.61   	 39.67   	 84.15   	-127.16		  3.13   	-152.59		
 -5.19   	 43.33   	 83.64   	-127.16		  2.52   	-132.25		
-10.07   	 32.65   	 83.13   	-122.07		  1.99   	-122.07		
-12.51   	 10.68   	 82.64   	-122.07		  1.51   	-132.25		
-12.21   	-16.78   	 82.16   	-116.99		  0.98   	-127.16		
 -9.46   	-44.56   	 81.69   	-116.99		  0.47   	 -61.04		
 -6.41   	-69.89   	 81.22   	-106.82		  0.22   	 -15.26		
 -5.19   	-90.64   	 80.79   	 -96.64		  0.16   	   5.09		
 -7.93   	-107.12   	 80.41   	 -86.47		  0.18   	  -5.09		
-13.12   	-118.10   	 80.06   	 -86.47		  0.16   	 -15.26		
-18.62   	-120.54   	 79.71   	 -86.47		  0.10   	 -15.26		
-20.45   	-111.69   	 79.37   	 -86.47		  0.04(D)	  10.17		
-16.48   	-89.42   	 79.02   	 -91.56		  0.08   	  20.35		
 -7.63   	-54.02   	 78.66   	 -81.38		  0.16   	  45.78		
  2.75   	-11.29   	 78.33   	 -66.12		  0.35   	  61.04		
  9.46   	 30.82   	 78.07   	 -50.86		  0.59   	  76.30		
 10.07   	 63.78   	 77.86   	 -45.78		  0.90   	  71.21		
  6.41   	 82.09   	 77.68   	 -40.69		  1.18   	  40.69		
  2.75   	 87.59   	 77.52   	 -45.78		  1.34   	  10.17		
  5.19   	 86.36   	 77.33   	 -45.78		  1.38   	   0.00		
 15.87   	 85.45   	 77.15   	 -35.61		  1.38   	   5.09		
 31.13   	 87.59   	 77.01   	 -35.61		  1.40   	  30.52		
 44.56   	 89.42   	 76.87   	 -20.35		  1.53   	  45.78		
 50.35   	 82.70   	 76.79   	 -20.35		  1.71   	  55.95		
 46.08   	 61.04   	 76.70   	 -15.26		  1.93   	  61.04		
 36.01   	 23.80   	 76.64   	 -20.35		  2.18   	  71.21		
 23.80   	-22.89   	 76.56   	 -20.35		  2.46   	  81.38		
 12.51   	-67.75   	 76.48   	 -15.26		  2.79   	  91.56		
  1.83   	-97.96   	 76.42   	 -15.26		  3.15   	  86.47		
-10.07   	-107.12   	 76.36   	 -10.17		  3.50   	  61.04		
-23.80   	-95.83   	 76.32   	 -10.17		  3.74   	  15.26		
-39.06   	-73.55   	 76.28   	 -10.17		  3.80   	 -35.61		
-53.10   	-51.88   	 76.24   	 -10.17		  3.66   	 -81.38		
-64.39   	-39.06   	 76.20   	 -10.17		  3.34   	-111.90		
-72.33   	-39.67   	 76.15   	 -10.17		  2.89   	-116.99		
-78.74   	-51.27   	 76.11   	 -15.26		  2.42   	 -86.47		
-83.62   	-71.11   	 76.05   	 -15.26		  2.08   	 -45.78		
-87.28   	-94.91   	 75.99   	 -10.17		  1.89   	   0.00		
-88.20   	-118.41   	 75.95   	 -10.17		  1.89   	  25.43		
-85.75   	-137.63   	 75.91   	 -15.26		  1.99   	  45.78		
-80.57   	-150.15   	 75.85   	 -15.26		  2.18   	  61.04		
-75.07   	-154.42   	 75.79   	 -20.35		  2.42   	  81.38		
-72.33   	-151.37   	 75.71   	 -25.43		  2.75   	 106.82		
-73.24   	-142.21   	 75.60   	 -25.43		  3.17   	 152.59		
-77.51   	-128.78   	 75.50   	 -20.35		  3.78   	 193.29		
-82.40   	-112.92   	 75.42   	 -20.35		  4.56   	 223.80		
-84.23   	-98.27   	 75.34   	 -25.43		  5.45   	 228.89		
-78.43   	-90.94   	 75.24   	 -20.35		  6.37   	 193.29		
-61.65   	-94.30   	 75.16   	 -25.43		  7.14   	 111.90		
-33.87   	-104.98   	 75.06   	 -25.43		  7.59   	  20.35		
  0.92   	-106.20   	 74.95   	 -35.61		  7.67   	 -40.69		
 35.71   	-68.05   	 74.81   	 -30.52		  7.51   	 -50.86		
 68.05   	 41.50   	 74.69   	 -35.61		  7.30   	 -35.61		
105.90   	238.65   	 74.55   	 -25.43		  7.16   	   5.09		
162.96   	513.92   	 74.45   	 -25.43		  7.18(E)	  30.52		
240.17   	834.96   	 74.34   	 -30.52		  7.30   	  55.95		
317.69   	1156.92   	 74.22   	 -45.78		  7.53   	  66.12		
363.16   	1411.13(R)	 74.04   	 -40.69		  7.79   	  55.95		
