SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
-31.43   	-674.74   	 77.52   	 -55.95		  4.52   	 -20.35		
-32.04   	-675.05   	 77.29   	 -50.86		  4.44(D)	  15.26		
-32.96   	-674.74   	 77.09   	 -50.86		  4.50   	  45.78		
-34.18   	-675.05   	 76.89   	 -45.78		  4.68   	  71.21		
-35.71   	-675.35   	 76.70   	 -45.78		  4.96   	  96.64		
-36.62   	-675.05   	 76.52   	 -45.78		  5.35   	 106.82		
-36.62   	-673.52   	 76.34   	 -45.78		  5.78   	 111.90		
-36.01   	-670.78   	 76.15   	 -50.86		  6.23   	 111.90		
-35.71   	-668.64   	 75.95   	 -45.78		  6.67   	 101.73		
-36.62   	-667.72   	 75.77   	 -50.86		  7.08   	  86.47		
-38.45   	-667.72   	 75.56   	 -50.86		  7.43   	  66.12		
-40.59   	-667.72   	 75.36   	 -50.86		  7.69   	  45.78		
-41.81   	-667.11   	 75.16   	 -50.86		  7.87   	  20.35		
-42.42   	-665.89   	 74.95   	 -50.86		  7.96   	  -5.09		
-43.03   	-664.98   	 74.75   	 -50.86		  7.93   	 -30.52		
-43.64   	-665.28   	 74.55   	 -50.86		  7.81   	 -40.69		
-43.95   	-666.20   	 74.34   	 -45.78		  7.65   	 -50.86		
-43.64   	-666.81   	 74.16   	 -50.86		  7.45   	 -50.86		
-43.33   	-665.89   	 73.96   	 -45.78		  7.24   	 -50.86		
-43.33   	-662.54   	 73.77   	 -45.78		  7.04   	 -45.78		
-44.25   	-657.96   	 73.59   	 -45.78		  6.86   	 -35.61		
-46.39   	-653.38   	 73.41   	 -40.69		  6.71   	 -25.43		
-48.52   	-649.41   	 73.24   	 -45.78		  6.61   	 -10.17		
-50.05   	-646.67   	 73.06   	 -40.69		  6.57   	   0.00		
-50.05   	-645.75   	 72.90   	 -40.69		  6.57   	  10.17		
-48.83   	-646.67   	 72.74   	 -35.61		  6.61   	  25.43		
-47.61   	-648.80   	 72.59   	 -40.69		  6.71   	  30.52		
-47.61   	-651.25   	 72.43   	 -35.61		  6.84   	  35.61		
-48.83   	-652.47   	 72.29   	 -35.61		  6.98   	  40.69		
-51.27   	-651.55   	 72.15   	 -35.61		  7.14   	  40.69		
-53.10   	-648.19   	 72.00   	 -40.69		  7.30   	  35.61		
-54.32   	-644.23   	 71.84   	 -35.61		  7.45   	  35.61		
-54.93   	-641.17   	 71.70   	 -40.69		  7.59   	  25.43		
-56.15   	-639.65   	 71.54   	 -40.69		  7.69   	  20.35		
-57.37   	-638.73   	 71.37   	 -35.61		  7.77   	  20.35		
-58.90   	-637.21   	 71.23   	 -40.69		  7.85   	  10.17		
-60.12   	-635.38   	 71.07   	 -35.61		  7.89   	  10.17		
-60.42   	-633.54   	 70.93   	 -40.69		  7.93   	  10.17		
-60.12   	-632.93   	 70.76   	 -35.61		  7.98   	   5.09		
-58.90   	-632.63   	 70.62   	 -40.69		  8.00   	  10.17		
-57.07   	-631.10   	 70.46   	 -40.69		  8.04   	  10.17		
-54.93   	-628.05   	 70.29   	 -45.78		  8.08   	   5.09		
-52.80   	-623.47   	 70.11   	 -40.69		  8.10   	  10.17		
-50.05   	-619.81   	 69.95   	 -40.69		  8.14   	  15.26		
-47.00   	-617.07   	 69.79   	 -40.69		  8.20   	  10.17		
-42.72   	-614.62   	 69.62   	 -40.69		  8.24   	  15.26		
-37.23   	-610.66   	 69.46   	 -35.61		  8.30   	  10.17		
-29.60   	-604.55   	 69.32   	 -40.69		  8.34   	  15.26		
-19.53   	-597.53   	 69.16   	 -35.61		  8.40   	  15.26		
 -7.93   	-591.13   	 69.01   	 -35.61		  8.46   	  10.17		
  2.75   	-584.72   	 68.87   	 -35.61		  8.50   	  15.26		
 10.07   	-576.17   	 68.73   	 -40.69		  8.57   	  10.17		
 12.21   	-563.35   	 68.57   	 -35.61		  8.61   	  10.17		
 10.99   	-546.57   	 68.42   	 -35.61		  8.65   	   5.09		
 10.38   	-526.12   	 68.28   	 -35.61		  8.67   	   5.09		
 13.73   	-506.29   	 68.14   	 -35.61		  8.69   	   5.09		
 22.28   	-492.55   	 68.00   	 -40.69		  8.71   	   0.00		
 33.26   	-488.28   	 67.83   	 -35.61		  8.71   	   0.00		
 43.03   	-494.69   	 67.69   	 -40.69		  8.71   	   0.00		
 49.74   	-509.95   	 67.53   	 -35.61		  8.71   	   0.00		
 54.02   	-527.65   	 67.39   	 -40.69		  8.71   	   5.09		
 57.07   	-541.38   	 67.22   	 -35.61		  8.73   	   5.09		
 59.51   	-547.79   	 67.08   	 -35.61		  8.75   	  10.17		
 57.98   	-548.40   	 66.94   	 -35.61		  8.79   	  15.26		
 49.13   	-548.40   	 66.80   	 -35.61		  8.85   	  15.26		
 30.52   	-553.89   	 66.65   	 -35.61		  8.91   	  15.26		
  2.75   	-567.93   	 66.51   	 -30.52		  8.97   	  15.26		
-31.13   	-588.99   	 66.39   	 -35.61		  9.03   	  20.35		
-64.39   	-611.57   	 66.25   	 -30.52		  9.11   	  20.35		
-90.33   	-628.66   	 66.12   	 -25.43		  9.20   	  25.43		
-104.68   	-636.60   	 66.02   	 -30.52		  9.30   	  25.43		
-108.34   	-635.38   	 65.90   	 -30.52		  9.40   	  25.43		
-105.90   	-629.58   	 65.78   	 -25.43		  9.50   	  25.43		
-104.37   	-625.00   	 65.68   	 -25.43		  9.60   	  20.35		
-108.03   	-624.39   	 65.57   	 -25.43		  9.68   	  25.43		
-117.19   	-631.10   	 65.47   	 -30.52		  9.79   	  20.35		
-126.65   	-647.89   	 65.35   	 -25.43		  9.87   	  25.43		
-127.26   	-675.35   	 65.25   	 -25.43		  9.97   	  20.35		
-107.12   	-702.51   	 65.15   	 -30.52		 10.05   	  20.35		
-51.88   	-704.35   	 65.03   	 -25.43		 10.13   	  25.43		
 52.19   	-647.89   	 64.92   	 -30.52		 10.23   	  30.52		
212.71   	-509.95   	 64.80   	 -30.52		 10.36   	  30.52		
425.42   	-293.58   	 64.68   	 -40.69		 10.48   	  35.61		
673.83   	-29.91   	 64.52   	 -35.61		 10.62   	  30.52		
920.11   	242.61   	 64.37   	 -45.78		 10.74   	  30.52		
1088.26   	496.83   	 64.19   	 -45.78		 10.86   	  30.52		
1084.90   	704.04   	 64.01   	 -50.86		 10.99   	  20.35		
381.16   	842.90(R)	 63.80   	 -50.86		 11.07   	  20.35		
-186.46   	741.58   	 63.60   	 -45.78		 11.15   	  10.17		
-677.19   	569.15   	 63.42   	 -40.69		 11.19   	   5.09		
-949.10   	397.03   	 63.26   	 -40.69		 11.21   	  -5.09		
-974.73   	265.81   	 63.09   	 -35.61		 11.19(E)	   0.00		
-836.49   	154.42   	 62.95   	 -25.43		 11.19   	   0.00		
-655.82   	  9.77   	 62.85   	 -30.52		 11.19   	  10.17		
-515.14   	-190.12   	 62.73   	 -20.35		 11.23   	  20.35		
-425.42   	-403.44   	 62.64   	 -25.43		 11.31   	  30.52		
-356.14   	-560.30   	 62.54   	 -15.26		 11.43   	  40.69		
-282.29   	-623.17   	 62.48   	 -20.35		 11.60   	  45.78		
-206.30   	-614.93   	 62.40   	 -25.43		 11.78   	  55.95		
-147.40   	-592.04   	 62.30   	 -25.43		 12.00   	  71.21		
-119.32   	-594.18   	 62.20   	 -35.61		 12.29   	  81.38		
-118.10   	-621.34   	 62.05   	 -40.69		 12.61   	  91.56		
-127.87   	-650.02   	 61.89   	 -45.78		 12.98   	 106.82		
-132.14   	-663.45   	 61.71   	 -50.86		 13.41   	 137.33		
-125.43   	-661.32   	 61.51   	 -50.86		 13.96   	 193.29		
-112.30   	-653.69   	 61.30   	 -50.86		 14.73   	 259.41		
-101.32   	-647.89   	 61.10   	 -50.86		 15.77   	 249.24		
-97.05   	-645.75   	 60.89   	 -55.95		 16.76   	 239.06		
-97.96   	-645.14   	 60.67   	 -45.78		 17.72   	 264.50		
-99.79   	-644.53   	 60.49   	 -40.69		 18.78   	 233.98		
-98.88   	-642.40   	 60.33   	 -30.52		 19.72   	 228.89		
-95.52   	-638.73   	 60.20   	 -20.35		 20.63   	 274.67		
-91.25   	-634.77   	 60.12(D)	   5.09		 21.73   	 310.27		
-87.59   	-631.41   	 60.14   	  50.86		 22.97   	 330.62		
-84.84   	-628.36   	 60.35   	 122.07		 24.29   	 366.22		
-82.40   	-624.69   	 60.83   	 223.80		 25.76   	 371.31		
-79.65   	-620.12   	 61.73   	 335.71		 27.24   	 361.14		
-76.60   	-614.01   	 63.07   	 452.69		 28.69   	 345.88		
-72.94   	-606.99   	 64.88   	 569.68		 30.07   	 320.45		
-68.97   	-599.37   	 67.16   	 661.24		 31.35   	 284.84		
-64.09   	-591.43   	 69.81   	 717.19		 32.49   	 244.15		
-58.59   	-582.58   	 72.68   	 732.45		 33.47   	 213.63		
-52.49   	-573.73   	 75.60   	 707.02		 34.32   	 172.94		
-46.69   	-565.19   	 78.43   	 645.98		 35.02   	 142.42		
-41.50   	-557.25   	 81.02   	 544.25		 35.58   	 116.99		
-36.62   	-549.93   	 83.19   	 432.35		 36.05   	 101.73		
-31.43   	-543.21   	 84.92   	 310.27		 36.46   	  76.30		
-25.94   	-535.89   	 86.16   	 208.54		 36.76   	  66.12		
-19.53   	-528.26   	 87.00   	 106.82		 37.03   	  50.86		
-13.12   	-521.24   	 87.43   	  25.43		 37.23   	  35.61		
 -6.71   	-514.83   	 87.53   	 -20.35		 37.38   	  25.43		
 -0.31   	-508.42   	 87.45   	 -50.86		 37.48   	  10.17		
  6.41   	-500.18   	 87.24   	 -55.95		 37.52(S)	   0.00		
 13.73   	-489.81   	 87.02   	 -55.95		 37.52   	 -10.17		
 21.36   	-477.91   	 86.80   	 -35.61		 37.48   	 -15.26		
 29.60   	-465.39   	 86.65   	   0.00		 37.42   	 -25.43		
 38.15   	-452.58   	 86.65   	  40.69		 37.31   	 -30.52		
 47.00   	-440.67   	 86.82   	  81.38		 37.19   	 -45.78		
 55.54   	-428.77   	 87.14   	 101.73		 37.01   	 -45.78		
 64.09   	-417.48   	 87.55   	 116.99		 36.83   	 -55.95		
 72.02   	-407.10   	 88.02   	 137.33		 36.60   	 -61.04		
 80.26   	-397.64   	 88.57   	 127.16		 36.36   	 -66.12		
 89.42   	-388.49   	 89.07   	 116.99		 36.09   	 -66.12		
 99.18   	-378.42   	 89.54   	 106.82		 35.83   	 -66.12		
109.25   	-367.43   	 89.97   	  91.56		 35.56   	 -66.12		
118.10   	-355.22   	 90.34   	  86.47		 35.30   	 -71.21		
125.73   	-343.02   	 90.68   	 101.73		 35.02   	 -71.21		
131.84   	-331.42   	 91.09   	 116.99		 34.73   	 -66.12		
137.94   	-321.04   	 91.56   	 132.25		 34.47   	 -61.04		
144.35   	-311.58   	 92.09   	 152.59		 34.22   	 -66.12		
151.37   	-302.73   	 92.70   	 162.77		 33.96   	 -55.95		
158.08   	-294.19   	 93.35   	 157.68		 33.73   	 -55.95		
163.57   	-286.25   	 93.98   	 137.33		 33.51   	 -50.86		
167.24   	-278.93   	 94.53   	 122.07		 33.31   	 -40.69		
169.68   	-271.91   	 95.01   	 111.90		 33.14   	 -30.52		
170.90   	-264.59   	 95.46   	  91.56		 33.02   	 -25.43		
171.20   	-256.96   	 95.83   	  66.12		 32.92   	 -15.26		
170.59   	-249.33   	 96.09   	  55.95		 32.86   	  -5.09		
168.15   	-243.23   	 96.32   	  50.86		 32.84   	  -5.09		
162.66   	-239.87   	 96.52   	  30.52		 32.82   	  -5.09		
153.50   	-239.56   	 96.64   	  30.52		 32.80   	   5.09		
140.69   	-241.39   	 96.76   	  30.52		 32.82   	   0.00		
123.90   	-245.67   	 96.89   	  35.61		 32.82   	  -5.09		
104.06   	-252.08   	 97.03   	  30.52		 32.80   	   0.00		
 82.40   	-260.93   	 97.15   	   5.09		 32.80   	 -10.17		
 59.20   	-272.22   	 97.17(S)	  -5.09		 32.76   	  -5.09		
 35.10   	-285.03   	 97.15   	 -30.52		 32.74   	 -15.26		
 10.99   	-298.16   	 97.03   	 -45.78		 32.68   	 -10.17		
-12.51   	-311.58   	 96.85   	 -66.12		 32.63   	 -25.43		
-34.18   	-325.62   	 96.58   	 -86.47		 32.53   	 -30.52		
-53.41   	-340.88   	 96.24   	-101.73		 32.41   	 -40.69		
-70.50   	-357.67   	 95.83   	-111.90		 32.25   	 -55.95		
-85.45   	-374.76   	 95.38   	-106.82		 32.02   	 -76.30		
-97.96   	-390.01   	 94.95   	-101.73		 31.72   	 -91.56		
-107.42   	-401.92   	 94.55   	-101.73		 31.35   	-111.90		
-114.44   	-410.77   	 94.14   	-101.73		 30.91   	-137.33		
-119.32   	-417.48   	 93.73   	-106.82		 30.36   	-152.59		
-123.29   	-422.97   	 93.31   	 -96.64		 29.75   	-178.03		
-126.65   	-426.64   	 92.92   	-106.82		 29.03   	-193.29		
-129.09   	-428.77   	 92.49   	-122.07		 28.26   	-208.54		
-130.00   	-428.77   	 92.00   	-127.16		 27.43   	-213.63		
-129.70   	-428.16   	 91.50   	-157.68		 26.57   	-233.98		
-129.70   	-428.47   	 90.86   	-178.03		 25.64   	-239.06		
-130.31   	-429.69   	 90.15   	-203.46		 24.68   	-249.24		
-131.53   	-431.21   	 89.34   	-218.72		 23.68   	-249.24		
-132.45   	-431.52   	 88.46   	-228.89		 22.69   	-249.24		
-132.14   	-429.69   	 87.55   	-223.80		 21.69   	-249.24		
-130.31   	-425.42   	 86.65   	-203.46		 20.69   	-259.41		
-127.56   	-419.31   	 85.84   	-178.03		 19.65   	-259.41		
-125.43   	-413.51   	 85.13   	-142.42		 18.62   	-279.75		
-124.51   	-408.63   	 84.56   	-106.82		 17.50   	-305.19		
-124.51   	-405.88   	 84.13   	 -71.21		 16.28   	-325.53		
-125.12   	-404.66   	 83.85   	 -45.78		 14.97   	-340.79		
-125.12   	-404.36   	 83.66   	 -25.43		 13.61   	-345.88		
-125.12   	-403.75   	 83.56   	 -15.26		 12.23   	-335.71		
-125.12   	-403.44   	 83.50   	 -10.17		 10.89   	-300.10		
-125.12   	-403.75   	 83.46   	 -15.26		  9.68   	-264.50		
-125.12   	-403.75   	 83.40   	 -30.52		  8.63   	-223.80		
-125.12   	-403.14   	 83.28   	 -45.78		  7.73   	-183.11		
-125.43   	-402.53   	 83.09   	 -61.04		  7.00   	-142.42		
-126.95   	-401.92   	 82.85   	 -81.38		  6.43   	-116.99		
-129.70   	-402.22   	 82.52   	 -96.64		  5.96   	 -86.47		
-132.75   	-403.44   	 82.14   	-106.82		  5.62   	 -66.12		
-135.50   	-404.66   	 81.71   	-116.99		  5.35   	 -40.69		
-138.24   	-405.88   	 81.24   	-116.99		  5.19   	 -15.26		
-140.99   	-406.49   	 80.77   	-111.90		  5.13   	   5.09		
-144.04   	-407.41   	 80.33   	-111.90		  5.15   	  25.43		
-147.09   	-408.33   	 79.88   	-101.73		  5.25   	  35.61		
-150.15   	-409.24   	 79.47   	 -96.64		  5.39   	  30.52		
-151.98   	-409.85   	 79.08   	 -86.47		  5.51   	  30.52		
-153.50   	-410.77   	 78.74   	 -86.47		  5.64   	  20.35		
-155.64   	-411.99   	 78.39   	 -76.30		  5.72   	  10.17		
-159.00   	-413.51   	 78.09   	 -76.30		  5.76   	  10.17		
-162.35   	-413.51   	 77.78   	 -76.30		  5.80   	   5.09		
-165.41   	-411.38   	 77.48   	 -71.21		  5.82   	 -10.17		
-167.54   	-407.10   	 77.19   	 -66.12		  5.78   	 -25.43		
-169.07   	-402.83   	 76.93   	 -66.12		  5.68   	 -35.61		
-170.90   	-400.09   	 76.66   	 -71.21		  5.53   	 -50.86		
-173.34   	-399.17   	 76.38   	 -66.12		  5.33   	 -71.21		
-175.78   	-400.09   	 76.11   	 -61.04		  5.05   	 -71.21		
-177.61   	-401.31   	 75.87   	 -71.21		  4.76   	 -81.38		
-178.53   	-402.53   	 75.58   	 -66.12		  4.44   	 -71.21		
-178.83   	-403.14   	 75.32   	 -61.04		  4.15   	 -66.12		
-179.44   	-403.14   	 75.08   	 -66.12		  3.89   	 -35.61		
-180.66   	-401.61   	 74.81   	 -61.04		  3.74   	 -20.35		
-181.27   	-398.86   	 74.57   	 -61.04		  3.66(D)	   0.00		
-180.66   	-395.20   	 74.32   	 -55.95		  3.66   	  25.43		
-179.14   	-391.85   	 74.10   	 -55.95		  3.76   	  35.61		
-177.31   	-389.40   	 73.88   	 -50.86		  3.91   	  45.78		
-176.39   	-387.57   	 73.67   	 -50.86		  4.09   	  55.95		
-177.00   	-386.35   	 73.47   	 -50.86		  4.31   	  50.86		
-178.83   	-385.74   	 73.27   	 -45.78		  4.52   	  45.78		
-180.36   	-386.05   	 73.08   	 -50.86		  4.70   	  40.69		
-181.88   	-386.66   	 72.88   	 -55.95		  4.86   	  35.61		
-183.41   	-385.74   	 72.65   	 -50.86		  5.01   	  30.52		
-185.55   	-382.69   	 72.45   	 -50.86		  5.13   	  15.26		
-187.68   	-378.11   	 72.25   	 -55.95		  5.19   	  10.17		
-189.82   	-373.54   	 72.02   	 -55.95		  5.23   	   0.00		
-190.73   	-371.40   	 71.80   	 -55.95		  5.23   	 -10.17		
-191.35   	-371.70   	 71.58   	 -55.95		  5.19   	 -15.26		
-192.26   	-373.23   	 71.35   	 -50.86		  5.13   	 -25.43		
-194.70   	-373.84   	 71.15   	 -55.95		  5.03   	 -30.52		
-197.75   	-373.84   	 70.93   	 -50.86		  4.90   	 -25.43		
-200.81   	-373.54   	 70.72   	 -50.86		  4.80   	 -25.43		
-202.33   	-373.54   	 70.52   	 -40.69		  4.70   	 -25.43		
-202.33   	-374.15   	 70.36   	 -45.78		  4.60   	 -15.26		
-201.42   	-374.15   	 70.17   	 -45.78		  4.54   	 -15.26		
-200.20   	-373.23   	 69.99   	 -40.69		  4.48   	  -5.09		
-199.89   	-371.09   	 69.83   	 -40.69		  4.46   	  -5.09		
-200.20   	-368.65   	 69.66   	 -40.69		  4.44   	   5.09		
-201.72   	-365.91   	 69.50   	 -40.69		  4.46   	   5.09		
-203.86   	-363.46   	 69.34   	 -35.61		  4.48   	  10.17		
-206.30   	-362.24   	 69.20   	 -40.69		  4.52   	  10.17		
-208.44   	-362.55   	 69.03   	 -40.69		  4.56   	  15.26		
-209.96   	-364.07   	 68.87   	 -40.69		  4.62   	  15.26		
-210.57   	-365.91   	 68.71   	 -40.69		  4.68   	  15.26		
-210.88   	-365.91   	 68.55   	 -40.69		  4.74   	  15.26		
-211.79   	-363.16   	 68.38   	 -35.61		  4.80   	  15.26		
-213.62   	-358.28   	 68.24   	 -40.69		  4.86   	  15.26		
-216.37   	-353.09   	 68.08   	 -40.69		  4.92   	  10.17		
-218.51   	-349.12   	 67.91   	 -40.69		  4.96   	  10.17		
-219.42   	-347.60   	 67.75   	 -40.69		  5.01   	  10.17		
-218.51   	-348.21   	 67.59   	 -35.61		  5.05   	   5.09		
-217.29   	-349.43   	 67.45   	 -35.61		  5.07   	   5.09		
-216.67   	-350.04   	 67.30   	 -40.69		  5.09   	   0.00		
-217.59   	-349.43   	 67.14   	 -40.69		  5.09   	   0.00		
-218.81   	-346.98   	 66.98   	 -35.61		  5.09   	   5.09		
-219.73   	-343.93   	 66.84   	 -40.69		  5.11   	   0.00		
-219.12   	-341.49   	 66.67   	 -40.69		  5.11   	   0.00		
-216.67   	-340.58   	 66.51   	 -35.61		  5.11   	   5.09		
-213.32   	-340.88   	 66.37   	 -40.69		  5.13   	   0.00		
-209.96   	-340.27   	 66.21   	 -35.61		  5.13   	   0.00		
-206.30   	-336.91   	 66.06   	 -40.69		  5.13   	   5.09		
-202.03   	-330.51   	 65.90   	 -35.61		  5.15   	   5.09		
-195.62   	-322.27   	 65.76   	 -35.61		  5.17   	   0.00		
-186.46   	-314.94   	 65.62   	 -35.61		  5.17   	   5.09		
-176.09   	-309.45   	 65.47   	 -40.69		  5.19   	   5.09		
-166.93   	-303.96   	 65.31   	 -35.61		  5.21   	   5.09		
-161.44   	-295.41   	 65.17   	 -35.61		  5.23   	   0.00		
-160.22   	-280.76   	 65.03   	 -35.61		  5.23   	   0.00		
-159.61   	-259.09   	 64.88   	 -35.61		  5.23   	   0.00		
-156.56   	-233.15   	 64.74   	 -35.61		  5.23   	   0.00		
-149.84   	-209.35   	 64.60   	 -35.61		  5.23   	   0.00		
-140.69   	-194.09   	 64.46   	 -30.52		  5.23   	   0.00		
-132.45   	-192.57   	 64.33   	 -35.61		  5.23   	   5.09		
-126.34   	-204.16   	 64.19   	 -35.61		  5.25   	   0.00		
-122.68   	-224.30   	 64.05   	 -30.52		  5.25   	   5.09		
-119.63   	-244.75   	 63.93   	 -35.61		  5.27   	   5.09		
-115.97   	-258.48   	 63.78   	 -30.52		  5.29   	   5.09		
-113.53   	-264.59   	 63.66   	 -35.61		  5.31   	  10.17		
-115.66   	-266.72   	 63.52   	 -30.52		  5.35   	  10.17		
-126.65   	-271.91   	 63.40   	 -35.61		  5.39   	  15.26		
-149.23   	-284.42   	 63.26   	 -30.52		  5.45   	  15.26		
-181.88   	-304.26   	 63.13   	 -30.52		  5.51   	  15.26		
-218.81   	-327.15   	 63.01   	 -35.61		  5.57   	  15.26		
-251.16   	-346.07   	 62.87   	 -25.43		  5.64   	  15.26		
-271.91   	-356.45   	 62.77   	 -30.52		  5.70   	  15.26		
-279.24   	-358.58   	 62.64   	 -25.43		  5.76   	  25.43		
-277.10   	-355.83   	 62.54   	 -30.52		  5.86   	  25.43		
-272.52   	-352.78   	 62.42   	 -25.43		  5.96   	  35.61		
-271.61   	-353.70   	 62.32   	 -30.52		  6.10   	  35.61		
-276.18   	-360.11   	 62.20   	 -25.43		  6.25   	  40.69		
-285.03   	-375.06   	 62.10   	 -25.43		  6.41   	  45.78		
-292.36   	-400.70   	 61.99   	 -25.43		  6.59   	  40.69		
-288.09   	-433.04   	 61.89   	 -25.43		  6.75   	  40.69		
-260.01   	-454.71   	 61.79   	 -25.43		  6.92   	  35.61		
-194.09   	-436.10   	 61.69   	 -30.52		  7.06   	  35.61		
-77.82   	-347.29   	 61.57   	 -30.52		  7.20   	  25.43		
 93.69   	-176.09   	 61.44   	 -30.52		  7.30   	  20.35		
314.64   	 60.12   	 61.32   	 -35.61		  7.39   	  15.26		
565.49   	322.57   	 61.18   	 -40.69		  7.45   	  10.17		
796.81   	578.92   	 61.02   	 -40.69		  7.49   	   0.00		
921.63   	806.88   	 60.85   	 -50.86		  7.49   	  15.26		
541.69   	1070.56(R)	 60.65   	 -45.78		  7.55(E)	  25.43		
 45.17   	1052.86   	 60.47   	 -45.78		  7.65   	  40.69		
-492.55   	936.58   	 60.28   	 -40.69		  7.81   	  55.95		
-900.88   	776.06   	 60.12   	 -35.61		  8.04   	  66.12		
-1082.15   	636.90   	 59.98   	 -35.61		  8.30   	  76.30		
-1053.77   	537.72   	 59.84   	 -30.52		  8.61   	  81.38		
-914.92   	437.32   	 59.71   	 -20.35		  8.93   	  76.30		
-768.43   	281.37   	 59.63   	 -20.35		  9.24   	  76.30		
-662.23   	 65.31   	 59.55   	 -20.35		  9.54   	  66.12		
-586.24   	-153.50   	 59.47   	 -20.35		  9.81   	  55.95		
-511.78   	-302.12   	 59.39   	 -20.35		 10.03   	  50.86		
-427.55   	-354.31   	 59.31   	 -20.35		 10.23   	  40.69		
-347.60   	-344.54   	 59.23   	 -25.43		 10.40   	  30.52		
-290.22   	-329.28   	 59.12   	 -30.52		 10.52   	  35.61		
-263.37   	-338.44   	 59.00   	 -35.61		 10.66   	  40.69		
-259.70   	-364.69   	 58.86   	 -35.61		 10.82   	  55.95		
-264.59   	-384.83   	 58.72   	 -45.78		 11.05   	  76.30		
-265.20   	-388.49   	 58.53   	 -45.78		 11.35   	 111.90		
-256.96   	-382.08   	 58.35   	 -45.78		 11.80   	 162.77		
-243.53   	-376.59   	 58.17   	 -50.86		 12.45   	 208.54		
-230.41   	-375.98   	 57.97   	 -50.86		 13.29   	 208.54		
-222.17   	-378.72   	 57.76   	 -45.78		 14.12   	 198.37		
-218.20   	-380.86   	 57.58   	 -45.78		 14.91   	 213.63		
-216.06   	-380.25   	 57.40   	 -40.69		 15.77   	 213.63		
-213.62   	-376.59   	 57.23   	 -35.61		 16.62   	 228.89		
-210.27   	-370.79   	 57.09   	 -25.43		 17.54   	 269.58		
-206.60   	-363.77   	 56.99   	 -15.26		 18.62   	 315.36		
-202.94   	-356.75   	 56.93(D)	  15.26		 19.88   	 335.71		
-199.89   	-350.65   	 56.99   	  66.12		 21.22   	 356.05		
-197.14   	-345.46   	 57.25   	 152.59		 22.64   	 376.40		
-194.09   	-341.80   	 57.86   	 249.24		 24.15   	 366.22		
-190.73   	-339.36   	 58.86   	 371.31		 25.62   	 361.14		
-186.46   	-336.91   	 60.35   	 493.39		 27.06   	 345.88		
-181.27   	-333.56   	 62.32   	 600.20		 28.44   	 325.53		
-176.09   	-328.67   	 64.72   	 686.67		 29.75   	 284.84		
-170.59   	-323.18   	 67.47   	 737.54		 30.88   	 244.15		
-165.10   	-317.69   	 70.42   	 737.54		 31.86   	 193.29		
-160.22   	-311.89   	 73.37   	 707.02		 32.63   	 142.42		
-155.64   	-305.79   	 76.20   	 635.81		 33.20   	  96.64		
-151.06   	-299.38   	 78.74   	 528.99		 33.59   	  61.04		
-146.18   	-293.27   	 80.85   	 412.00		 33.84   	  35.61		
-140.38   	-287.17   	 82.50   	 289.93		 33.98   	  15.26		
-133.36   	-281.37   	 83.66   	 188.20		 34.04   	   5.09		
-125.12   	-275.27   	 84.41   	  86.47		 34.06   	   5.09		
-116.58   	-268.55   	 84.76   	  15.26		 34.08   	   5.09		
-108.34   	-262.15   	 84.82   	 -35.61		 34.10   	   5.09		
-100.40   	-256.04   	 84.68   	 -55.95		 34.12   	   5.09		
-93.08   	-248.72   	 84.46   	 -66.12		 34.14   	  10.17		
-86.06   	-240.17   	 84.19   	 -61.04		 34.18   	  15.26		
-79.04   	-229.49   	 83.95   	 -35.61		 34.24   	  10.17		
-72.02   	-218.81   	 83.80   	  -5.09		 34.28   	  10.17		
-65.31   	-209.66   	 83.78   	  35.61		 34.32   	   5.09		
-57.98   	-202.64   	 83.93   	  66.12		 34.34(S)	  -5.09		
-50.05   	-196.84   	 84.19   	  91.56		 34.32   	  -5.09		
-41.50   	-190.12   	 84.56   	 111.90		 34.30   	 -10.17		
-32.35   	-181.27   	 85.00   	 132.25		 34.26   	 -10.17		
-22.58   	-170.90   	 85.53   	 132.25		 34.22   	 -15.26		
-12.51   	-160.52   	 86.06   	 132.25		 34.16   	 -20.35		
 -3.05   	-151.06   	 86.59   	 116.99		 34.08   	 -20.35		
  5.19   	-142.82   	 87.06   	 111.90		 34.00   	 -20.35		
 12.51   	-133.97   	 87.51   	 101.73		 33.92   	 -25.43		
 18.62   	-124.82   	 87.91   	  86.47		 33.81   	 -25.43		
 24.41   	-116.27   	 88.26   	  86.47		 33.71   	 -25.43		
 29.91   	-108.95   	 88.61   	  86.47		 33.61   	 -30.52		
 35.40   	-103.15   	 88.95   	  81.38		 33.49   	 -25.43		
 41.20   	-98.27   	 89.28   	  86.47		 33.39   	 -20.35		
 46.39   	-93.38   	 89.62   	  86.47		 33.31   	 -20.35		
 50.96   	-87.89   	 89.97   	  86.47		 33.22   	 -15.26		
 54.63   	-82.09   	 90.32   	  86.47		 33.16   	 -15.26		
 56.76   	-77.51   	 90.66   	  86.47		 33.10   	  -5.09		
 57.07   	-73.55   	 91.01   	  81.38		 33.08   	 -10.17		
 55.85   	-71.41   	 91.33   	  81.38		 33.04   	   0.00		
