SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		
 90.33   	230.41   	 51.54   	  91.56		 61.22   	-228.89		
 93.99   	232.24   	 51.90   	  81.38		 60.30   	-213.63		
 98.88   	234.99   	 52.23   	  66.12		 59.45   	-142.42		
104.37   	238.65   	 52.49   	  66.12		 58.88   	 -61.04		
110.47   	243.53   	 52.76   	  66.12		 58.64   	 -20.35		
116.58   	248.41   	 53.02   	  71.21		 58.56   	 -15.26		
121.46   	252.69   	 53.31   	  71.21		 58.49   	 -45.78		
125.12   	256.04   	 53.59   	  61.04		 58.31   	 -96.64		
125.43   	257.57   	 53.83   	  55.95		 57.92   	-137.33		
122.07   	256.35   	 54.06   	  45.78		 57.38   	-157.68		
113.83   	251.77   	 54.24   	  25.43		 56.74   	-152.59		
101.62   	242.92   	 54.34   	  10.17		 56.13   	-147.51		
 86.98   	229.49   	 54.38   	   0.00		 55.54   	-147.51		
 72.02   	210.27   	 54.38   	  -5.09		 54.95   	-127.16		
 57.68   	185.85   	 54.36   	 -10.17		 54.45   	 -66.12		
 44.86   	156.56   	 54.32   	 -10.17		 54.18   	 -10.17		
 32.35   	124.82   	 54.28   	 -15.26		 54.14   	 -15.26		
 20.14   	 93.38   	 54.22   	 -30.52		 54.08   	 -66.12		
  8.85   	 65.00   	 54.10   	 -45.78		 53.81   	 -86.47		
 -0.31   	 42.72   	 53.92   	 -66.12		 53.47   	-111.90		
 -7.02   	 26.86   	 53.65   	 -96.64		 53.02   	-142.42		
-11.90   	 15.26   	 53.27   	-127.16		 52.45   	-167.85		
-15.87   	  6.71   	 52.76   	-152.59		 51.78   	-193.29		
-19.53   	 -0.92   	 52.15   	-188.20		 51.01   	-223.80		
-22.28   	 -7.63   	 51.39   	-213.63		 50.11   	-183.11		
-23.50   	-12.82   	 50.54   	-239.06		 49.38   	-157.68		
-23.50   	-16.48   	 49.58   	-259.41		 48.75   	-249.24		
-22.89   	-18.62   	 48.55   	-264.50		 47.75   	-350.97		
-21.97   	-19.23   	 47.49   	-274.67		 46.35   	-356.05		
-21.06   	-18.31   	 46.39   	-300.10		 44.92   	-361.14		
-20.45   	-15.87   	 45.19   	-356.05		 43.48   	-381.48		
-19.84   	-13.12   	 43.76   	-427.26		 41.95   	-356.05		
-19.84   	-10.68   	 42.05   	-483.21		 40.53   	-228.89		
-19.84   	 -9.46   	 40.12   	-528.99		 39.61   	 -50.86		
-19.53   	 -8.54   	 38.01   	-544.25		 39.41   	 127.16		
-18.31   	 -7.32   	 35.83   	-528.99		 39.92   	 213.63		
-16.17   	 -5.19   	 33.71   	-498.47		 40.77   	 172.94		
-13.73   	 -3.05   	 31.72   	-478.13		 41.46   	  30.52		
-12.21   	 -1.53   	 29.81   	-457.78		 41.59   	-106.82		
-11.90   	 -1.22   	 27.98   	-447.61		 41.16   	-198.37		
-12.51   	 -1.53   	 26.19   	-432.35		 40.37   	-249.24		
-13.73   	 -2.14   	 24.46   	-432.35		 39.37   	-244.15		
-14.34   	 -3.05   	 22.73   	-417.09		 38.39   	-142.42		
-14.65   	 -3.66   	 21.06   	-412.00		 37.82   	 -20.35		
-15.26   	 -4.58   	 19.41   	-386.57		 37.74   	   5.09		
-16.48   	 -5.49   	 17.86   	-366.22		 37.76   	 -10.17		
-18.01   	 -5.49   	 16.40   	-340.79		 37.72   	  20.35		
-19.23   	 -4.88   	 15.04   	-325.53		 37.80   	  35.61		
-19.53   	 -3.66   	 13.73   	-300.10		 37.94   	 -10.17		
-18.62   	 -2.75   	 12.53   	-279.75		 37.90   	 -91.56		
-16.78   	 -2.75   	 11.41   	-249.24		 37.54   	-127.16		
-14.65   	 -2.44   	 10.42   	-213.63		 37.03   	 -81.38		
-11.60   	  0.31   	  9.56   	-178.03		 36.70   	 -50.86		
 -5.80   	  8.54   	  8.85   	-157.68		 36.50   	 -55.95		
  3.97   	 25.33   	  8.22   	-142.42		 36.28   	 -45.78		
 16.48   	 50.35   	  7.65   	-137.33		 36.09   	 -10.17		
 28.99   	 76.90   	  7.10   	-132.25		 36.05   	   5.09		
 38.45   	 94.60   	  6.57   	-116.99		 36.07   	 -10.17		
 43.03   	 96.13   	  6.10   	-111.90		 36.03   	 -40.69		
 42.42   	 85.75   	  5.66   	 -96.64		 35.87   	 -86.47		
 37.54   	 77.21   	  5.27   	 -81.38		 35.52   	-111.90		
 29.91   	 83.01   	  4.94   	 -66.12		 35.08   	-111.90		
 19.84   	100.40   	  4.68   	 -40.69		 34.63   	-106.82		
  8.24   	111.39   	  4.52   	 -35.61		 34.20   	 -61.04		
 -4.27   	 97.35   	  4.37   	 -15.26		 33.96   	  25.43		
-16.17   	 56.76   	  4.31   	 -10.17		 34.06   	  40.69		
-26.25   	  7.32   	  4.27   	 -15.26		 34.22   	   0.00		
-32.35   	-28.08   	  4.21   	 -10.17		 34.22   	 -15.26		
-33.57   	-39.98   	  4.17   	 -10.17		 34.16   	 -35.61		
-30.52   	-36.32   	  4.13   	 -10.17		 34.02   	 -76.30		
-25.94   	-32.65   	  4.09   	   0.00		 33.71   	-111.90		
-22.28   	-35.71   	  4.09   	   0.00		 33.27   	-116.99		
-21.06   	-43.03   	  4.09   	  10.17		 32.80   	 -61.04		
-22.28   	-47.61   	  4.13   	  10.17		 32.55   	  15.26		
-24.41   	-47.30   	  4.17   	  25.43		 32.61   	  10.17		
-27.16   	-44.25   	  4.27   	  20.35		 32.66   	 -30.52		
-29.60   	-43.03   	  4.35   	   5.09		 32.53   	 -30.52		
-31.43   	-44.25   	  4.37   	   0.00		 32.41   	 -35.61		
-32.04   	-47.30   	  4.37   	   5.09		 32.27   	 -81.38		
-31.74   	-49.44   	  4.39   	  25.43		 31.94   	 -96.64		
-31.13   	-49.74   	  4.50   	  40.69		 31.56   	 -86.47		
-32.65   	-42.11   	  4.66   	  45.78		 31.21   	 -61.04		
-39.06   	-14.34   	  4.84   	  55.95		 30.97   	  20.35		
-52.49   	 47.30   	  5.07   	  55.95		 31.05   	  86.47		
-68.97   	144.65   	  5.29   	  55.95		 31.39   	  45.78		
-72.94   	249.02   	  5.51   	  50.86		 31.58   	 -50.86		
-36.32   	271.91   	  5.72   	  25.43		 31.37   	 -81.38		
 58.90   	 90.03   	  5.82   	  15.26		 31.05   	 -66.12		
189.82   	-360.41   	  5.88   	  10.17		 30.78   	-106.82		
291.44   	-999.45   	  5.92   	   0.00		 30.36   	-122.07		
288.39   	-1587.22   	  5.92   	  10.17		 29.87   	 -50.86		
148.01   	-1836.55(R)	  5.96(E)	  15.26		 29.66   	  10.17		
-80.57   	-1616.52   	  6.02   	  35.61		 29.70   	  25.43		
-294.49   	-1062.32   	  6.16   	  35.61		 29.81   	  50.86		
-408.63   	-494.08   	  6.31   	  35.61		 30.01   	  40.69		
-411.68   	-199.89   	  6.45   	  30.52		 30.17   	 -66.12		
-357.67   	-251.46   	  6.57   	  20.35		 29.91   	-106.82		
-314.64   	-498.35   	  6.65   	  15.26		 29.48   	 -45.78		
-308.53   	-716.25   	  6.71   	  15.26		 29.30   	   5.09		
-313.42   	-760.80   	  6.78   	  25.43		 29.32   	  -5.09		
-286.56   	-623.47   	  6.88   	  40.69		 29.30   	 -15.26		
-210.57   	-387.57   	  7.04   	  40.69		 29.24   	 -10.17		
-107.12   	-150.15   	  7.20   	  61.04		 29.20   	 -10.17		
-17.40   	 22.89   	  7.45   	  71.21		 29.16   	 -30.52		
 28.08   	102.84   	  7.73   	 106.82		 29.03   	 -66.12		
 27.47   	100.71   	  8.16   	 142.42		 28.77   	 -81.38		
  4.58   	 59.81   	  8.73   	 147.51		 28.44   	 -76.30		
-13.73   	 27.47   	  9.32   	 137.33		 28.14   	 -40.69		
-14.65   	 27.16   	  9.87   	 152.59		 27.98   	 -30.52		
 -2.75   	 50.66   	 10.48   	 183.11		 27.85   	 -10.17		
  8.54   	 73.85   	 11.21   	 244.15		 27.81(D)	  30.52		
 11.90   	 81.48   	 12.19   	 300.10		 27.93   	  45.78		
  8.54   	 77.21   	 13.39   	 350.97		 28.12   	  15.26		
  4.88   	 72.33   	 14.79   	 371.31		 28.18   	 -25.43		
  5.19   	 74.16   	 16.28   	 361.14		 28.08   	 -25.43		
  8.85   	 81.48   	 17.72   	 340.79		 27.98   	 -10.17		
 13.12   	 89.11   	 19.08   	 305.19		 27.93   	  10.17		
 15.56   	 94.91   	 20.31   	 284.84		 27.98   	  40.69		
 16.17   	 98.88   	 21.44   	 279.75		 28.14   	 167.85		
 15.56   	101.62   	 22.56   	 274.67		 28.81   	 356.05		
 15.56   	104.06   	 23.66   	 279.75		 30.23   	 559.51		
 16.78   	106.81   	 24.78   	 274.67		 32.47   	 717.19		
 18.62   	109.56   	 25.88   	 274.67		 35.34   	 757.88		
 20.45   	111.69   	 26.98   	 254.32		 38.37   	 676.50		
 21.67   	113.53   	 28.00   	 244.15		 41.08   	 579.86		
 22.58   	115.66   	 28.97   	 228.89		 43.40   	 518.82		
 24.11   	119.93   	 29.89   	 208.54		 45.47   	 422.18		
 26.55   	126.04   	 30.72   	 198.37		 47.16   	 356.05		
 29.91   	133.06   	 31.52   	 198.37		 48.59   	 386.57		
 33.57   	139.77   	 32.31   	 198.37		 50.13   	 452.69		
 36.93   	145.57   	 33.10   	 203.46		 51.94   	 488.30		
 39.37   	150.15   	 33.92   	 218.72		 53.90   	 534.08		
 41.81   	154.72   	 34.79   	 223.80		 56.03   	 574.77		
 43.64   	159.30   	 35.69   	 223.80		 58.33   	 559.51		
 45.47   	163.88   	 36.58   	 218.72		 60.57   	 493.39		
 47.00   	167.85   	 37.46   	 213.63		 62.54   	 381.48		
 47.91   	170.90   	 38.31   	 208.54		 64.07   	 228.89		
 48.83   	174.26   	 39.15   	 188.20		 64.98   	  71.21		
 50.05   	178.22   	 39.90   	 178.03		 65.27(S)	 -20.35		
 52.49   	183.11   	 40.61   	 172.94		 65.19   	 -71.21		
 55.54   	187.68   	 41.30   	 162.77		 64.90   	-127.16		
 59.20   	191.65   	 41.95   	 162.77		 64.39   	-122.07		
 63.17   	194.70   	 42.60   	 162.77		 63.91   	  -5.09		
 67.44   	198.06   	 43.26   	 162.77		 63.89   	  91.56		
 72.02   	202.03   	 43.91   	 157.68		 64.25   	  71.21		
 76.29   	207.52   	 44.54   	 157.68		 64.54   	 -10.17		
 79.65   	213.32   	 45.17   	 152.59		 64.50   	 -35.61		
 82.09   	218.51   	 45.78   	 132.25		 64.35   	 -71.21		
 83.62   	221.86   	 46.31   	 106.82		 64.07   	-142.42		
 85.45   	224.61   	 46.73   	  96.64		 63.50   	-203.46		
 88.50   	227.97   	 47.12   	  86.47		 62.69   	-213.63		
 93.69   	232.85   	 47.47   	  81.38		 61.83   	-178.03		
100.71   	239.26   	 47.79   	  81.38		 61.12   	-147.51		
108.64   	246.28   	 48.12   	  81.38		 60.53   	-101.73		
115.66   	252.38   	 48.44   	  86.47		 60.12   	 -61.04		
121.46   	256.35   	 48.79   	  81.38		 59.88   	 -35.61		
126.34   	259.09   	 49.11   	  71.21		 59.74   	 -40.69		
130.62   	261.84   	 49.40   	  55.95		 59.57   	 -66.12		
134.28   	264.28   	 49.62   	  35.61		 59.31   	-106.82		
135.50   	266.11   	 49.77   	  25.43		 58.88   	-127.16		
133.06   	264.89   	 49.87   	  20.35		 58.37   	-137.33		
125.73   	259.09   	 49.95   	   5.09		 57.82   	-167.85		
113.53   	246.89   	 49.97   	   5.09		 57.15   	-132.25		
 98.27   	228.88   	 49.99(S)	   0.00		 56.62   	 -50.86		
 81.48   	205.69   	 49.99   	   0.00		 56.42   	 -25.43		
 64.39   	178.53   	 49.99   	 -10.17		 56.32   	 -45.78		
 48.22   	149.84   	 49.95   	 -20.35		 56.13   	 -30.52		
 33.57   	120.85   	 49.87   	 -40.69		 56.01   	 -50.86		
 21.06   	 93.99   	 49.70   	 -61.04		 55.81   	-137.33		
 10.99   	 70.80   	 49.46   	 -86.47		 55.26   	-188.20		
  2.75   	 52.49   	 49.11   	-116.99		 54.51   	-193.29		
 -3.66   	 39.06   	 48.65   	-152.59		 53.73   	-183.11		
 -8.54   	 28.99   	 48.04   	-183.11		 53.00   	-142.42		
-11.29   	 21.67   	 47.30   	-208.54		 52.43   	-111.90		
-13.43   	 15.56   	 46.47   	-239.06		 51.98   	-142.42		
-15.56   	 10.38   	 45.51   	-259.41		 51.41   	-172.94		
-18.01   	  5.80   	 44.48   	-289.93		 50.72   	-178.03		
-20.45   	  2.14   	 43.32   	-330.62		 50.01   	-223.80		
-21.67   	 -0.92   	 41.99   	-391.66		 49.11   	-305.19		
-21.06   	 -2.75   	 40.43   	-447.61		 47.89   	-330.62		
-18.92   	 -2.44   	 38.64   	-478.13		 46.57   	-350.97		
-16.78   	 -1.22   	 36.72   	-498.47		 45.17   	-422.18		
-16.17   	  0.31   	 34.73   	-493.39		 43.48   	-447.61		
-16.48   	  0.61   	 32.76   	-493.39		 41.69   	-356.05		
-17.40   	 -0.61   	 30.78   	-483.21		 40.26   	-157.68		
-17.09   	 -2.14   	 28.85   	-467.95		 39.63   	  55.95		
-15.56   	 -3.36   	 26.98   	-457.78		 39.86   	 203.46		
-13.73   	 -3.05   	 25.15   	-452.69		 40.67   	 233.98		
-12.51   	 -0.92   	 23.34   	-437.43		 41.61   	 132.25		
-11.60   	  2.14   	 21.59   	-422.18		 42.14   	 -20.35		
-11.29   	  4.88   	 19.90   	-406.92		 42.05   	-183.11		
-10.99   	  6.41   	 18.27   	-376.40		 41.32   	-300.10		
-10.68   	  6.41   	 16.76   	-356.05		 40.12   	-310.27		
-10.99   	  4.58   	 15.34   	-325.53		 38.88   	-193.29		
-12.51   	  2.14   	 14.04   	-295.01		 38.11   	 -55.95		
-15.26   	 -0.61   	 12.86   	-274.67		 37.88   	  20.35		
-18.01   	 -2.14   	 11.76   	-254.32		 37.97   	  71.21		
-19.53   	 -2.14   	 10.74   	-239.06		 38.25   	  96.64		
-19.23   	 -1.22   	  9.79   	-213.63		 38.64   	  45.78		
-17.40   	 -0.61   	  8.93   	-203.46		 38.82   	 -81.38		
-15.87   	 -1.22   	  8.12   	-183.11		 38.49   	-132.25		
-15.56   	 -3.05   	  7.39   	-157.68		 37.97   	-111.90		
-15.56   	 -4.27   	  6.75   	-142.42		 37.52   	 -91.56		
-13.73   	 -1.22   	  6.19   	-111.90		 37.15   	 -66.12		
 -7.93   	  9.16   	  5.74   	 -96.64		 36.89   	 -35.61		
  2.75   	 28.38   	  5.35   	 -81.38		 36.74   	 -20.35		
 17.09   	 54.32   	  5.03   	 -76.30		 36.66   	 -10.17		
 31.43   	 79.96   	  4.72   	 -76.30		 36.62   	 -20.35		
 42.11   	 95.52   	  4.42   	 -76.30		 36.54   	 -76.30		
 47.30   	 96.44   	  4.11   	 -76.30		 36.24   	-101.73		
 47.30   	 88.20   	  3.80   	 -61.04		 35.83   	 -55.95		
 42.72   	 83.62   	  3.56   	 -35.61		 35.61   	 -50.86		
 35.10   	 92.77   	  3.42   	  -5.09		 35.40   	 -66.12		
 24.41   	110.17   	  3.40(D)	  10.17		 35.14   	 -30.52		
 11.90   	117.49   	  3.44   	  15.26		 35.02   	  -5.09		
 -2.14   	 97.66   	  3.50   	  15.26		 34.99   	 -35.61		
-14.95   	 52.49   	  3.56   	   0.00		 34.85   	 -45.78		
-24.41   	  1.22   	  3.56   	  -5.09		 34.67   	 -50.86		
-28.99   	-33.26   	  3.54   	 -15.26		 34.47   	 -61.04		
-28.69   	-43.33   	  3.48   	  -5.09		 34.22   	 -76.30		
-25.33   	-38.45   	  3.46   	   0.00		 33.92   	 -96.64		
-21.36   	-34.18   	  3.46   	  10.17		 33.53   	 -81.38		
-19.84   	-38.15   	  3.50   	  20.35		 33.20   	 -40.69		
-21.06   	-46.69   	  3.58   	  20.35		 33.04   	  -5.09		
-24.41   	-52.80   	  3.66   	  25.43		 33.02   	  10.17		
-28.08   	-53.10   	  3.76   	  25.43		 33.06   	  20.35		
-30.82   	-50.35   	  3.87   	  25.43		 33.14   	  -5.09		
-31.74   	-47.91   	  3.97   	  30.52		 33.12   	 -45.78		
-31.13   	-48.22   	  4.09   	  30.52		 32.94   	 -55.95		
-29.30   	-50.05   	  4.21   	  25.43		 32.72   	 -86.47		
-27.77   	-52.19   	  4.31   	  20.35		 32.37   	-111.90		
-27.47   	-52.49   	  4.39   	  20.35		 31.92   	-111.90		
-30.52   	-45.78   	  4.48   	  30.52		 31.47   	 -45.78		
-39.06   	-17.70   	  4.60   	  45.78		 31.29   	 -15.26		
-54.32   	 44.86   	  4.78   	  66.12		 31.23   	 -10.17		
-71.72   	143.74   	  5.05   	  66.12		 31.19   	  10.17		
-75.68   	249.63   	  5.31   	  61.04		 31.23   	  30.52		
-37.54   	272.52   	  5.55   	  50.86		 31.35   	 -10.17		
 61.34   	 88.81   	  5.76   	  35.61		 31.31   	 -50.86		
196.84   	-364.69   	  5.90   	  25.43		 31.11   	 -50.86		
301.82   	-1005.86   	  6.00   	  20.35		 30.91   	 -71.21		
297.55   	-1592.71   	  6.08   	  15.26		 30.62   	 -91.56		
151.37   	-1836.55(R)	  6.14(E)	  30.52		 30.25   	 -66.12		
-86.06   	-1607.36   	  6.27   	  35.61		 29.99   	  -5.09		
-307.92   	-1043.09   	  6.41   	  30.52		 29.97   	  25.43		
-426.33   	-466.92   	  6.53   	  35.61		 30.07   	  40.69		
-429.38   	-168.15   	  6.67   	  30.52		 30.23   	  40.69		
-373.84   	-218.20   	  6.80   	  20.35		 30.40   	  10.17		
-328.67   	-465.09   	  6.88   	  15.26		 30.44   	 -55.95		
-321.96   	-683.29   	  6.94   	  15.26		 30.21   	-132.25		
-326.84   	-731.20   	  7.00   	   5.09		 29.68   	-157.68		
-299.99   	-601.81   	  7.02   	  15.26		 29.05   	-111.90		
-222.17   	-377.81   	  7.08   	  25.43		 28.61   	 -45.78		
-115.36   	-151.98   	  7.18   	  40.69		 28.42   	 -25.43		
-20.75   	 14.65   	  7.34   	  71.21		 28.32   	   0.00		
 28.99   	 96.13   	  7.63   	 127.16		 28.32   	  76.30		
 31.74   	100.40   	  8.14   	 167.85		 28.63   	 132.25		
  9.46   	 65.00   	  8.81   	 162.77		 29.16   	  66.12		
 -9.46   	 33.87   	  9.46   	 157.68		 29.42   	 -35.61		
-10.99   	 31.13   	 10.09   	 167.85		 29.28   	 -76.30		
  0.61   	 51.27   	 10.76   	 193.29		 28.97   	 -71.21		
 13.12   	 73.55   	 11.54   	 233.98		 28.69   	-106.82		
 18.01   	 83.62   	 12.47   	 279.75		 28.26   	-157.68		
 15.87   	 81.79   	 13.59   	 325.53		 27.63   	-106.82		
 12.21   	 77.82   	 14.89   	 345.88		 27.20(D)	  10.17		
 11.60   	 78.43   	 16.28   	 340.79		 27.24   	  71.21		
 13.43   	 83.01   	 17.64   	 325.53		 27.53   	  61.04		
 15.87   	 88.20   	 18.94   	 305.19		 27.77   	  50.86		
 17.40   	 92.77   	 20.16   	 279.75		 27.98   	  91.56		
 17.70   	 97.66   	 21.28   	 269.58		 28.34   	 162.77		
 17.70   	102.84   	 22.36   	 259.41		 28.99   	 259.41		
 17.70   	108.03   	 23.40   	 254.32		 30.03   	 381.48		
 18.31   	111.39   	 24.41   	 254.32		 31.56   	 544.25		
 19.53   	113.22   	 25.43   	 249.24		 33.73   	 671.41		
 20.45   	114.14   	 26.43   	 239.06		 36.42   	 701.93		
 21.36   	116.27   	 27.39   	 233.98		 39.23   	 625.63		
 22.28   	121.46   	 28.32   	 213.63		 41.73   	 518.82		
 23.50   	128.48   	 29.18   	 198.37		 43.80   	 447.61		
 24.41   	134.89   	 29.97   	 183.11		 45.59   	 391.66		
 25.02   	138.24   	 30.70   	 167.85		 47.16   	 366.22		
 25.02   	139.16   	 31.37   	 172.94		 48.63   	 366.22		
 25.02   	140.38   	 32.06   	 178.03		 50.09   	 401.83		
 25.63   	144.35   	 32.78   	 183.11		 51.70   	 493.39		
 27.47   	150.76   	 33.51   	 193.29		 53.67   	 579.86		
 30.52   	158.69   	 34.28   	 198.37		 55.99   	 569.68		
 34.18   	166.63   	 35.08   	 198.37		 58.27   	 457.78		
 37.84   	173.34   	 35.87   	 198.37		 60.10   	 350.97		
 40.59   	177.61   	 36.66   	 188.20		 61.51   	 264.50		
 42.42   	179.44   	 37.42   	 178.03		 62.56   	 137.33		
 43.95   	179.44   	 38.13   	 157.68		 63.11(S)	   0.00		
 46.08   	179.14   	 38.76   	 147.51		 63.11   	 -76.30		
 49.13   	181.27   	 39.35   	 132.25		 62.81   	 -96.64		
 53.41   	186.16   	 39.88   	 122.07		 62.42   	 -55.95		
 57.37   	192.87   	 40.37   	 127.16		 62.20   	  10.17		
 61.04   	199.28   	 40.87   	 127.16		 62.24   	  35.61		
 64.39   	204.77   	 41.38   	 127.16		 62.38   	  15.26		
 68.05   	209.96   	 41.89   	 127.16		 62.44   	  20.35		
 72.02   	216.37   	 42.40   	 116.99		 62.52   	 -15.26		
 75.68   	224.61   	 42.87   	 101.73		 62.46   	-137.33		
 79.96   	232.54   	 43.28   	  86.47		 61.91   	-249.24		
 84.84   	238.04   	 43.62   	  66.12		 60.92   	-264.50		
 90.94   	239.56   	 43.89   	  55.95		 59.86   	-233.98		
 97.66   	238.34   	 44.11   	  50.86		 58.92   	-178.03		
105.29   	237.43   	 44.31   	  55.95		 58.21   	 -86.47		
112.61   	239.26   	 44.54   	  55.95		 57.86   	 -10.17		
119.02   	244.45   	 44.76   	  61.04		 57.82   	  30.52		
124.82   	252.69   	 45.00   	  61.04		 57.94   	  20.35		
129.39   	261.54   	 45.25   	  55.95		 58.03   	 -45.78		
133.06   	269.17   	 45.47   	  50.86		 57.84   	-116.99		
135.19   	274.05   	 45.68   	  35.61		 57.38   	-167.85		
134.58   	274.05   	 45.82   	  25.43		 56.70   	-193.29		
130.62   	268.86   	 45.92   	   5.09		 55.93   	-198.37		
122.99   	258.48   	 45.94(S)	   0.00		 55.14   	-183.11		
111.69   	243.53   	 45.94   	  -5.09		 54.40   	-127.16		
 96.74   	224.91   	 45.92   	  -5.09		 53.90   	 -45.78		
 80.26   	202.64   	 45.90   	 -10.17		 53.71   	 -10.17		
 63.48   	177.00   	 45.86   	 -10.17		 53.67   	 -25.43		
 47.30   	148.01   	 45.82   	 -20.35		 53.57   	 -10.17		
 33.26   	116.88   	 45.74   	 -25.43		 53.53   	  10.17		
 20.75   	 86.67   	 45.64   	 -45.78		 53.57   	 -40.69		
 10.68   	 60.12   	 45.45   	 -66.12		 53.41   	 -96.64		
  2.14   	 38.76   	 45.19   	 -91.56		 53.02   	-152.59		
 -4.88   	 23.19   	 44.82   	-116.99		 52.41   	-198.37		
-10.99   	 11.60   	 44.35   	-157.68		 51.62   	-223.80		
-15.87   	  2.75   	 43.72   	-183.11		 50.72   	-198.37		
-19.23   	 -3.05   	 42.99   	-223.80		 49.93   	-172.94		
-21.06   	 -6.10   	 42.10   	-244.15		 49.24   	-198.37		
-21.67   	 -6.41   	 41.12   	-274.67		 48.44   	-213.63		
-22.28   	 -5.19   	 40.02   	-305.19		 47.59   	-218.72		
-22.89   	 -4.58   	 38.80   	-335.71		 46.71   	-269.58		
-23.80   	 -4.88   	 37.46   	-371.31		 45.64   	-315.36		
-24.41   	 -6.10   	 35.97   	-406.92		 44.37   	-320.45		
-24.72   	 -7.32   	 34.34   	-432.35		 43.09   	-330.62		
-24.72   	 -7.63   	 32.61   	-457.78		 41.77   	-345.88		
-24.41   	 -7.32   	 30.78   	-467.95		 40.39   	-259.41		
-24.41   	 -6.41   	 28.91   	-467.95		 39.35   	 -81.38		
-23.80   	 -5.19   	 27.04   	-457.78		 39.02   	 116.99		
-22.58   	 -3.97   	 25.21   	-437.43		 39.49   	 203.46		
-21.36   	 -2.75   	 23.46   	-427.26		 40.31   	 172.94		
-21.06   	 -2.14   	 21.75   	-412.00		 41.00   	  50.86		
-21.67   	 -1.83   	 20.10   	-396.74		 41.20   	 -96.64		
-22.58   	 -1.53   	 18.51   	-386.57		 40.81   	-218.72		
-22.89   	 -0.61   	 16.97   	-366.22		 39.94   	-279.75		
-22.58   	  0.92   	 15.50   	-350.97		 38.82   	-244.15		
-20.75   	  3.05   	 14.10   	-335.71		 37.84   	-142.42		
-18.92   	  4.88   	 12.76   	-315.36		 37.27   	 -45.78		
-17.09   	  5.19   	 11.50   	-284.84		 37.09   	  45.78		
-16.78   	  4.27   	 10.36   	-254.32		 37.27   	 127.16		
-17.70   	  1.83   	  9.34   	-223.80		 37.78   	 137.33		
-19.23   	 -0.61   	  8.44   	-188.20		 38.33   	  66.12		
-20.45   	 -2.14   	  7.69   	-162.77		 38.60   	 -20.35		
-20.45   	 -2.44   	  7.04   	-137.33		 38.51   	 -86.47		
-18.31   	  0.00   	  6.49   	-116.99		 38.17   	-147.51		
-13.43   	  7.02   	  6.02   	-106.82		 37.58   	-183.11		
 -4.88   	 20.75   	  5.60   	-101.73		 36.85   	-137.33		
