SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
 -0.92   	-81.18   	 67.04   	 -55.95		 -1.89   	  91.56		
  6.41   	-56.76   	 66.82   	 -66.12		 -1.53   	  91.56		
 11.60   	-32.35   	 66.55   	 -66.12		 -1.16   	  86.47		
 17.40   	 -5.19   	 66.29   	 -61.04		 -0.81   	  76.30		
 25.94   	 25.94   	 66.04   	 -61.04		 -0.51   	  76.30		
 37.23   	 56.15   	 65.80   	 -61.04		 -0.20   	  76.30		
 47.61   	 76.60   	 65.55   	 -61.04		  0.10   	  76.30		
 53.41   	 78.43   	 65.31   	 -55.95		  0.41   	  61.04		
 52.19   	 59.51   	 65.09   	 -55.95		  0.65   	  55.95		
 43.95   	 25.94   	 64.86   	 -45.78		  0.87   	  55.95		
 30.21   	-11.29   	 64.68   	 -50.86		  1.10   	  40.69		
 13.43   	-43.64   	 64.48   	 -45.78		  1.26   	  30.52		
 -4.27   	-68.36   	 64.29   	 -35.61		  1.38   	  20.35		
-21.97   	-88.50   	 64.15   	 -30.52		  1.46   	  10.17		
-37.84   	-108.34   	 64.03   	 -35.61		  1.51   	   5.09		
-50.96   	-129.70   	 63.89   	 -25.43		  1.53   	 -10.17		
-60.73   	-150.76   	 63.78   	 -25.43		  1.49   	 -10.17		
-67.14   	-168.46   	 63.68   	 -15.26		  1.44   	 -25.43		
-70.80   	-179.75   	 63.62   	 -20.35		  1.34   	 -35.61		
-72.94   	-185.24   	 63.54   	   0.00		  1.20   	   0.00		
-72.94   	-185.24   	 63.54   	 -35.61		  1.20   	-111.90		
-75.99   	-188.90   	 63.40   	   0.00		  0.75   	   0.00		
-75.99   	-188.90   	 63.40   	 -40.69		  0.75   	-132.25		
-79.04   	-193.48   	 63.23   	   0.00		  0.22   	   0.00		
-79.04   	-193.48   	 63.23   	 -40.69		  0.22   	-101.73		
-80.26   	-191.04   	 63.07   	   0.00		 -0.18   	   0.00		
-80.26   	-191.04   	 63.07   	 -55.95		 -0.18   	 -20.35		
-75.99   	-184.94   	 62.85   	   0.00		 -0.26   	   0.00		
-75.99   	-184.94   	 62.85   	 -71.21		 -0.26   	 137.33		
-68.36   	-177.92   	 62.56   	   0.00		  0.28   	   0.00		
-68.36   	-177.92   	 62.56   	 -71.21		  0.28   	 223.80		
-59.81   	-168.76   	 62.28   	 -30.52		  1.18   	  91.56		
-56.46   	-166.02   	 62.16   	 -35.61		  1.55   	  91.56		
-54.63   	-165.10   	 62.01   	 -35.61		  1.91   	  96.64		
-54.32   	-164.18   	 61.87   	 -40.69		  2.30   	  96.64		
-54.93   	-162.96   	 61.71   	 -45.78		  2.69   	  91.56		
-54.63   	-160.83   	 61.53   	 -45.78		  3.05   	  91.56		
-52.49   	-162.05   	 61.34   	 -40.69		  3.42   	  86.47		
-48.22   	-172.42   	 61.18   	 -40.69		  3.76   	  81.38		
-42.72   	-192.57   	 61.02   	 -40.69		  4.09   	  71.21		
-36.32   	-210.88   	 60.85   	 -40.69		  4.37   	  61.04		
-27.16   	-202.64   	 60.69   	 -30.52		  4.62   	  55.95		
-11.90   	-134.89   	 60.57   	 -30.52		  4.84   	  45.78		
 10.99   	 21.36   	 60.45   	 -30.52		  5.03   	  45.78		
 38.76   	277.40   	 60.33   	 -35.61		  5.21   	  35.61		
 60.12   	614.01   	 60.18   	 -35.61		  5.35   	  35.61		
 52.80   	971.07   	 60.04   	 -35.61		  5.49   	  35.61		
 -0.92   	1240.84(R)	 59.90   	 -61.04		  5.64(E)	  45.78		
-221.25   	1058.35   	 59.65   	 -30.52		  5.82   	  15.26		
-330.20   	563.96   	 59.53   	 -25.43		  5.88   	   5.09		
-391.54   	-32.65   	 59.43   	 -30.52		  5.90   	  -5.09		
-393.37   	-523.68   	 59.31   	 -30.52		  5.88   	 -10.17		
-346.07   	-762.94   	 59.19   	 -35.61		  5.84   	 -25.43		
-270.69   	-737.92   	 59.04   	 -30.52		  5.74   	 -25.43		
-187.68   	-550.23   	 58.92   	 -30.52		  5.64   	 -25.43		
-112.30   	-332.34   	 58.80   	 -30.52		  5.53   	 -35.61		
-54.63   	-172.12   	 58.68   	 -25.43		  5.39   	 -25.43		
-18.01   	-91.55   	 58.58   	 -25.43		  5.29   	  -5.09		
 -0.92   	-68.05   	 58.47   	 -15.26		  5.27   	  25.43		
  3.97   	-69.89   	 58.41   	 -15.26		  5.37   	  55.95		
  4.58   	-76.29   	 58.35   	 -10.17		  5.60   	  91.56		
  5.80   	-78.43   	 58.31   	  -5.09		  5.96   	 111.90		
  8.24   	-75.38   	 58.29   	 -10.17		  6.41   	 122.07		
 10.38   	-69.27   	 58.25   	 -15.26		  6.90   	 157.68		
 11.60   	-63.17   	 58.19   	 -20.35		  7.53   	 208.54		
 13.43   	-57.98   	 58.11   	 -25.43		  8.36   	 239.06		
 16.48   	-51.57   	 58.01   	 -30.52		  9.32   	 295.01		
 20.75   	-43.03   	 57.88   	 -35.61		 10.50   	 361.14		
 24.72   	-33.57   	 57.74   	   0.00		 11.94   	   0.00		
 24.72   	-33.57   	 57.74   	-106.82		 11.94   	 854.52		
 30.52   	-17.70   	 57.31   	   0.00		 15.36   	   0.00		
 30.52   	-17.70   	 57.31   	-137.33		 15.36   	 961.34		
 33.87   	 -5.19   	 56.76   	-162.77		 19.21   	 869.78		
 35.10   	  4.88   	 56.11   	   0.00		 22.69   	   0.00		
 35.10   	  4.88   	 56.11   	-152.59		 22.69   	 864.70		
 36.93   	 16.78   	 55.50   	   0.00		 26.14   	   0.00		
 36.93   	 16.78   	 55.50   	-132.25		 26.14   	 752.79		
 41.81   	 34.18   	 54.97   	   0.00		 29.16   	   0.00		
 41.81   	 34.18   	 54.97   	 -76.30		 29.16   	 559.51		
 47.61   	 50.05   	 54.67(D)	  10.17		 31.39   	 244.15		
 50.96   	 57.37   	 54.71   	  76.30		 32.37   	 172.94		
 54.02   	 65.00   	 55.02   	 152.59		 33.06   	 137.33		
 56.76   	 73.24   	 55.63   	 249.24		 33.61   	 101.73		
 58.29   	 81.48   	 56.62   	 345.88		 34.02   	  50.86		
 58.59   	 90.03   	 58.01   	 422.18		 34.22   	  30.52		
 57.98   	 98.88   	 59.69   	 488.30		 34.34   	   5.09		
 57.68   	108.34   	 61.65   	 549.34		 34.36(S)	 -25.43		
 57.98   	117.80   	 63.85   	 600.20		 34.26   	 -50.86		
 58.90   	126.34   	 66.25   	 625.63		 34.06   	 -61.04		
 60.42   	134.89   	 68.75   	 645.98		 33.81   	 -81.38		
 64.09   	144.65   	 71.33   	 635.81		 33.49   	 -76.30		
 69.58   	157.47   	 73.88   	 605.29		 33.18   	 -86.47		
 76.60   	173.34   	 76.30   	 559.51		 32.84   	 -86.47		
 83.31   	191.65   	 78.53   	 508.65		 32.49   	 -86.47		
 89.72   	210.88   	 80.57   	 442.52		 32.15   	 -86.47		
 96.13   	231.63   	 82.34   	 345.88		 31.80   	 -91.56		
103.76   	253.60   	 83.72   	 228.89		 31.43   	 -86.47		
112.30   	276.18   	 84.64   	 127.16		 31.09   	 -81.38		
119.63   	296.33   	 85.15   	  66.12		 30.76   	 -76.30		
123.60   	311.28   	 85.41   	  10.17		 30.46   	 -76.30		
123.29   	321.35   	 85.45   	 -61.04		 30.15   	 -71.21		
120.54   	330.20   	 85.21   	-142.42		 29.87   	 -61.04		
118.10   	341.19   	 84.64   	-162.77		 29.62   	 -40.69		
117.80   	356.14   	 83.99   	-152.59		 29.46   	 -35.61		
119.93   	373.23   	 83.38   	-167.85		 29.32   	 -35.61		
122.99   	389.40   	 82.71   	-183.11		 29.18   	 -25.43		
126.34   	402.83   	 81.97   	-172.94		 29.07   	 -20.35		
128.78   	413.51   	 81.28   	-142.42		 28.99   	 -10.17		
129.39   	421.75   	 80.71   	-106.82		 28.95   	  -5.09		
128.48   	426.64   	 80.28   	 -55.95		 28.93   	  -5.09		
126.34   	426.94   	 80.06   	 -15.26		 28.91   	   0.00		
123.60   	419.31   	 80.00   	  25.43		 28.91   	  10.17		
118.41   	399.78   	 80.10   	  61.04		 28.95   	   0.00		
109.56   	367.13   	 80.35   	 101.73		 28.95   	 -10.17		
 97.35   	323.79   	 80.75   	 147.51		 28.91   	 -15.26		
 83.31   	273.44   	 81.34   	 167.85		 28.85   	  -5.09		
 68.66   	219.73   	 82.01   	 193.29		 28.83   	   0.00		
 53.71   	165.10   	 82.79   	 208.54		 28.83   	  10.17		
 38.76   	110.78   	 83.62   	   0.00		 28.87   	   0.00		
 38.76   	110.78   	 83.62   	 366.22		 28.87   	  10.17		
  9.46   	 13.12   	 85.09   	   0.00		 28.91   	   0.00		
  9.46   	 13.12   	 85.09   	 315.36		 28.91   	  40.69		
-10.07   	-54.63   	 86.35   	   0.00		 29.07   	   0.00		
-10.07   	-54.63   	 86.35   	 188.20		 29.07   	  20.35		
-22.89   	-99.49   	 87.10   	   0.00		 29.16   	   0.00		
-22.89   	-99.49   	 87.10   	  71.21		 29.16   	  30.52		
-33.26   	-137.63   	 87.39(S)	   0.00		 29.28   	   0.00		
-33.26   	-137.63   	 87.39   	 -86.47		 29.28   	  -5.09		
-39.06   	-164.79   	 87.04   	   0.00		 29.26   	   0.00		
-39.06   	-164.79   	 87.04   	-213.63		 29.26   	 -50.86		
-39.67   	-176.09   	 86.18   	-147.51		 29.05   	 -61.04		
-39.98   	-179.44   	 85.59   	-167.85		 28.81   	 -86.47		
-41.20   	-181.88   	 84.92   	-178.03		 28.46   	-122.07		
-41.81   	-182.50   	 84.21   	-178.03		 27.98   	-147.51		
-40.89   	-179.44   	 83.50   	-193.29		 27.39   	-188.20		
-38.76   	-173.95   	 82.73   	-208.54		 26.63   	-228.89		
-36.32   	-169.07   	 81.89   	-203.46		 25.72   	-254.32		
-34.48   	-166.02   	 81.08   	-188.20		 24.70   	-249.24		
-33.26   	-164.18   	 80.33   	-183.11		 23.70   	-279.75		
-32.04   	-162.35   	 79.59   	-183.11		 22.58   	-335.71		
-30.52   	-159.30   	 78.86   	-178.03		 21.24   	-361.14		
-29.60   	-155.33   	 78.15   	-178.03		 19.80   	-371.31		
-28.99   	-151.98   	 77.44   	-167.85		 18.31   	-376.40		
-28.38   	-148.62   	 76.76   	-162.77		 16.81   	-401.83		
-26.55   	-144.96   	 76.11   	-167.85		 15.20   	-417.09		
-23.50   	-140.69   	 75.44   	-183.11		 13.53   	-406.92		
-20.14   	-136.72   	 74.71   	-193.29		 11.90   	-396.74		
-18.01   	-133.97   	 73.94   	-188.20		 10.32   	-396.74		
-17.70   	-132.75   	 73.18   	-178.03		  8.73   	-386.57		
-18.92   	-133.06   	 72.47   	-162.77		  7.18   	-366.22		
-20.45   	-133.36   	 71.82   	-152.59		  5.72   	-340.79		
-21.67   	-133.36   	 71.21   	-137.33		  4.35   	-305.19		
-21.97   	-132.45   	 70.66   	-122.07		  3.13   	-264.50		
-22.28   	-131.23   	 70.17   	 -96.64		  2.08   	-228.89		
-22.58   	-130.62   	 69.79   	 -71.21		  1.16   	-193.29		
-23.50   	-130.92   	 69.50   	 -61.04		  0.39   	-157.68		
-24.41   	-132.75   	 69.26   	 -50.86		 -0.24   	-127.16		
-25.63   	-135.80   	 69.05   	 -30.52		 -0.75   	 -81.38		
-26.86   	-139.47   	 68.93   	 -20.35		 -1.08   	 -50.86		
-28.69   	-143.13   	 68.85   	   0.00		 -1.28   	 -35.61		
-30.82   	-145.57   	 68.85   	  -5.09		 -1.42   	 -20.35		
-32.65   	-146.48   	 68.83   	  -5.09		 -1.51   	  -5.09		
-33.87   	-147.09   	 68.81   	   0.00		 -1.53(D)	   5.09		
-34.18   	-147.40   	 68.81   	  -5.09		 -1.51   	  15.26		
-33.57   	-147.40   	 68.79   	 -10.17		 -1.44   	  30.52		
-32.65   	-147.09   	 68.75   	   0.00		 -1.32   	  45.78		
-32.04   	-146.79   	 68.75   	  -5.09		 -1.14   	  45.78		
-32.35   	-146.79   	 68.73   	 -15.26		 -0.96   	  45.78		
-33.57   	-147.40   	 68.67   	   0.00		 -0.77   	   0.00		
-33.57   	-147.40   	 68.67   	 -40.69		 -0.77   	 111.90		
-36.01   	-150.76   	 68.50   	   0.00		 -0.33   	   0.00		
-36.01   	-150.76   	 68.50   	 -66.12		 -0.33   	 132.25		
-34.48   	-156.86   	 68.24   	   0.00		  0.20   	   0.00		
-34.48   	-156.86   	 68.24   	 -71.21		  0.20   	 142.42		
-23.50   	-147.09   	 67.95   	   0.00		  0.77   	   0.00		
-23.50   	-147.09   	 67.95   	-106.82		  0.77   	 142.42		
  0.00   	-97.96   	 67.53   	   0.00		  1.34   	   0.00		
  0.00   	-97.96   	 67.53   	-106.82		  1.34   	 142.42		
 19.23   	-35.10   	 67.10   	   0.00		  1.91   	   0.00		
 19.23   	-35.10   	 67.10   	-122.07		  1.91   	 116.99		
 34.79   	 28.99   	 66.61   	 -61.04		  2.38   	  50.86		
 46.08   	 61.34   	 66.37   	 -61.04		  2.58   	  45.78		
 57.68   	 85.45   	 66.12   	 -55.95		  2.77   	  30.52		
 65.61   	 91.25   	 65.90   	 -55.95		  2.89   	  25.43		
 66.53   	 74.77   	 65.68   	 -55.95		  2.99   	  20.35		
 58.59   	 39.06   	 65.45   	 -55.95		  3.07   	  15.26		
 42.42   	 -5.49   	 65.23   	 -55.95		  3.13   	   0.00		
 21.36   	-47.91   	 65.00   	 -40.69		  3.13   	  -5.09		
 -0.61   	-81.18   	 64.84   	 -45.78		  3.11   	  -5.09		
-21.06   	-105.59   	 64.66   	 -40.69		  3.09   	  -5.09		
-37.84   	-125.73   	 64.50   	 -35.61		  3.07   	 -10.17		
-50.66   	-145.26   	 64.35   	 -35.61		  3.03   	 -10.17		
-59.81   	-165.10   	 64.21   	 -30.52		  2.99   	 -25.43		
-64.70   	-182.50   	 64.09   	 -35.61		  2.89   	 -25.43		
-65.61   	-193.48   	 63.95   	 -35.61		  2.79   	 -30.52		
-63.48   	-197.14   	 63.80   	 -25.43		  2.67   	 -40.69		
-60.73   	-195.01   	 63.70   	 -25.43		  2.50   	 -55.95		
-59.20   	-191.35   	 63.60   	 -20.35		  2.28   	 -71.21		
-60.12   	-189.51   	 63.52   	 -25.43		  1.99   	 -81.38		
-62.26   	-190.73   	 63.42   	 -35.61		  1.67   	 -81.38		
-65.61   	-194.40   	 63.28   	 -35.61		  1.34   	 -66.12		
-68.97   	-198.36   	 63.13   	 -30.52		  1.08   	 -45.78		
-71.11   	-199.89   	 63.01   	 -30.52		  0.90   	 -10.17		
-71.72   	-198.06   	 62.89   	 -35.61		  0.85   	  25.43		
-71.41   	-194.09   	 62.75   	 -40.69		  0.96   	  55.95		
-69.89   	-190.43   	 62.58   	 -35.61		  1.18   	  91.56		
-68.05   	-188.29   	 62.44   	 -40.69		  1.55   	 116.99		
-65.92   	-187.68   	 62.28   	 -45.78		  2.01   	 127.16		
-63.78   	-187.38   	 62.10   	 -45.78		  2.52   	 122.07		
-61.95   	-185.55   	 61.91   	 -55.95		  3.01   	 111.90		
-60.12   	-180.36   	 61.69   	 -45.78		  3.46   	 101.73		
-58.29   	-173.03   	 61.51   	 -45.78		  3.87   	  96.64		
-56.15   	-165.71   	 61.32   	 -45.78		  4.25   	  76.30		
-52.80   	-161.74   	 61.14   	 -45.78		  4.56   	  55.95		
-48.22   	-166.63   	 60.96   	 -45.78		  4.78   	  50.86		
-43.64   	-184.02   	 60.77   	 -55.95		  4.98   	  40.69		
-38.45   	-208.13   	 60.55   	 -50.86		  5.15   	  25.43		
-31.74   	-219.73   	 60.35   	 -40.69		  5.25   	  30.52		
-20.45   	-190.12   	 60.18   	   0.00		  5.37   	   0.00		
-20.45   	-190.12   	 60.18   	 -76.30		  5.37   	  30.52		
 22.89   	106.20   	 59.88   	   0.00		  5.49   	   0.00		
 22.89   	106.20   	 59.88   	 -81.38		  5.49   	  30.52		
 64.70   	754.09   	 59.55   	   0.00		  5.62   	   0.00		
 64.70   	754.09   	 59.55   	 -76.30		  5.62   	   0.00		
-26.25   	1318.97(R)	 59.25   	 -71.21		  5.62(E)	  -5.09		
-265.50   	930.18   	 58.96   	   0.00		  5.60   	   0.00		
-265.50   	930.18   	 58.96   	 -76.30		  5.60   	 -35.61		
-409.85   	-262.76   	 58.66   	   0.00		  5.45   	   0.00		
-409.85   	-262.76   	 58.66   	 -81.38		  5.45   	 -40.69		
-328.37   	-833.44   	 58.33   	 -35.61		  5.29   	 -40.69		
-245.67   	-708.31   	 58.19   	 -35.61		  5.13   	 -35.61		
-165.10   	-459.90   	 58.05   	 -35.61		  4.98   	 -35.61		
-100.71   	-233.76   	 57.90   	 -30.52		  4.84   	 -25.43		
-57.07   	-105.90   	 57.78   	 -25.43		  4.74   	 -15.26		
-33.57   	-72.33   	 57.68   	 -15.26		  4.68   	   5.09		
-24.11   	-86.67   	 57.62   	 -15.26		  4.70   	  35.61		
-21.06   	-105.90   	 57.56   	 -15.26		  4.84   	  71.21		
-18.01   	-110.47   	 57.50   	 -15.26		  5.13   	 101.73		
-12.82   	-100.40   	 57.44   	 -10.17		  5.53   	 127.16		
 -6.41   	-85.45   	 57.40   	 -15.26		  6.04   	 157.68		
 -0.61   	-73.24   	 57.33   	 -25.43		  6.67   	 183.11		
  3.97   	-67.44   	 57.23   	 -30.52		  7.41   	 203.46		
  7.32   	-65.00   	 57.11   	 -30.52		  8.22   	 218.72		
  9.46   	-61.65   	 56.99   	 -40.69		  9.09   	 249.24		
 11.29   	-55.24   	 56.83   	 -45.78		 10.09   	 300.10		
 13.12   	-47.00   	 56.64   	 -50.86		 11.29   	 350.97		
 15.26   	-39.67   	 56.44   	 -55.95		 12.70   	 396.74		
 16.78   	-34.48   	 56.22   	 -61.04		 14.28   	 427.26		
 17.70   	-30.52   	 55.97   	 -71.21		 15.99   	 437.43		
 17.40   	-27.16   	 55.69   	-157.68		 17.74   	 905.39		
 16.17   	-17.40   	 55.06   	 -76.30		 21.36   	 432.35		
 16.17   	 -9.46   	 54.75   	 -71.21		 23.09   	 381.48		
 17.70   	  0.00   	 54.47   	 -61.04		 24.62   	 345.88		
 21.67   	 10.68   	 54.22   	 -50.86		 26.00   	 371.31		
 26.86   	 20.75   	 54.02   	 -20.35		 27.49   	 350.97		
 32.65   	 28.99   	 53.94(D)	  20.35		 28.89   	 274.67		
 36.93   	 35.40   	 54.02   	  81.38		 29.99   	 213.63		
 39.06   	 41.50   	 54.34   	 167.85		 30.84   	 193.29		
 39.37   	 48.22   	 55.02   	 259.41		 31.62   	 142.42		
 38.45   	 55.85   	 56.05   	 356.05		 32.19   	  96.64		
 38.45   	 64.39   	 57.48   	 447.61		 32.57   	  71.21		
 39.98   	 72.94   	 59.27   	 518.82		 32.86   	  30.52		
 43.64   	 82.70   	 61.34   	 579.86		 32.98(S)	  -5.09		
 48.52   	 94.60   	 63.66   	 620.55		 32.96   	 -20.35		
 53.71   	108.95   	 66.14   	 640.89		 32.88   	 -40.69		
 58.29   	123.90   	 68.71   	 645.98		 32.72   	 -55.95		
 61.65   	138.24   	 71.29   	   0.00		 32.49   	   0.00		
 61.65   	138.24   	 71.29   	1271.61		 32.49   	-142.42		
 66.22   	162.96   	 76.38   	   0.00		 31.92   	   0.00		
 66.22   	162.96   	 76.38   	1098.67		 31.92   	-178.03		
 72.63   	191.65   	 80.77   	   0.00		 31.21   	   0.00		
 72.63   	191.65   	 80.77   	 747.71		 31.21   	-183.11		
 81.18   	228.88   	 83.76   	   0.00		 30.48   	   0.00		
 81.18   	228.88   	 83.76   	 376.40		 30.48   	-178.03		
 89.42   	268.25   	 85.27   	   0.00		 29.77   	   0.00		
 89.42   	268.25   	 85.27   	  20.35		 29.77   	-183.11		
 94.91   	302.12   	 85.35   	   0.00		 29.03   	   0.00		
 94.91   	302.12   	 85.35   	-249.24		 29.03   	-162.77		
 96.74   	327.76   	 84.35   	-193.29		 28.38   	 -71.21		
 98.27   	341.49   	 83.58   	-172.94		 28.10   	 -66.12		
101.32   	356.14   	 82.89   	-172.94		 27.83   	 -50.86		
105.29   	371.40   	 82.20   	-203.46		 27.63   	 -50.86		
108.64   	385.44   	 81.38   	-188.20		 27.43   	 -40.69		
111.39   	398.25   	 80.63   	-147.51		 27.26   	 -35.61		
112.61   	411.07   	 80.04   	-106.82		 27.12   	 -30.52		
113.53   	422.36   	 79.61   	 -50.86		 27.00   	 -25.43		
113.53   	429.08   	 79.41   	 -15.26		 26.90   	 -25.43		
112.00   	426.33   	 79.35   	  15.26		 26.80   	 -20.35		
108.64   	411.38   	 79.41   	  66.12		 26.71   	 -20.35		
102.54   	384.22   	 79.67   	 137.33		 26.63   	  -5.09		
 93.69   	346.37   	 80.22   	 178.03		 26.61   	  -5.09		
 81.48   	300.60   	 80.94   	 188.20		 26.59   	   0.00		
 66.83   	248.41   	 81.69   	 193.29		 26.59   	  10.17		
 51.27   	192.87   	 82.46   	 208.54		 26.63   	  10.17		
 36.62   	137.33   	 83.30   	 218.72		 26.67   	  10.17		
 25.33   	 86.98   	 84.17   	 218.72		 26.71   	   5.09		
 17.40   	 43.95   	 85.05   	 198.37		 26.73   	   0.00		
 11.60   	  7.63   	 85.84   	 147.51		 26.73   	   0.00		
  5.80   	-24.41   	 86.43   	 127.16		 26.73   	   5.09		
 -1.53   	-55.24   	 86.94   	 106.82		 26.75   	   5.09		
 -9.77   	-84.53   	 87.36   	  66.12		 26.78   	   0.00		
-16.48   	-110.17   	 87.63   	  35.61		 26.78   	 -10.17		
-19.84   	-130.00   	 87.77(S)	 -15.26		 26.73   	 -20.35		
-20.14   	-143.43   	 87.71   	 -61.04		 26.65   	 -35.61		
-19.53   	-152.59   	 87.47   	 -91.56		 26.51   	 -61.04		
-19.53   	-159.30   	 87.10   	-127.16		 26.27   	 -86.47		
-21.06   	-165.71   	 86.59   	-142.42		 25.92   	-116.99		
-22.58   	-170.90   	 86.02   	-152.59		 25.45   	-157.68		
-23.19   	-173.65   	 85.41   	-188.20		 24.82   	-193.29		
-21.67   	-173.65   	 84.66   	-218.72		 24.05   	-233.98		
-19.53   	-171.20   	 83.78   	-213.63		 23.11   	-274.67		
-18.31   	-168.15   	 82.93   	-193.29		 22.01   	-300.10		
-18.92   	-166.32   	 82.16   	-188.20		 20.81   	-325.53		
-21.36   	-166.02   	 81.40   	-193.29		 19.51   	-340.79		
-24.41   	-166.63   	 80.63   	-203.46		 18.15   	-330.62		
-26.55   	-167.24   	 79.82   	-203.46		 16.83   	-350.97		
-26.86   	-166.63   	 79.00   	   0.00		 15.42   	   0.00		
-26.86   	-166.63   	 79.00   	-345.88		 15.42   	-773.14		
-24.11   	-161.44   	 77.62   	   0.00		 12.33   	   0.00		
-24.11   	-161.44   	 77.62   	-310.27		 12.33   	-727.36		
-23.19   	-155.33   	 76.38   	   0.00		  9.42   	   0.00		
-23.19   	-155.33   	 76.38   	-335.71		  9.42   	-707.02		
-22.28   	-151.67   	 75.04   	   0.00		  6.59   	   0.00		
-22.28   	-151.67   	 75.04   	-340.79		  6.59   	-630.72		
-15.87   	-144.04   	 73.67   	   0.00		  4.07   	   0.00		
-15.87   	-144.04   	 73.67   	-340.79		  4.07   	-528.99		
-10.38   	-137.02   	 72.31   	   0.00		  1.95   	   0.00		
-10.38   	-137.02   	 72.31   	-310.27		  1.95   	-396.74		
-11.90   	-138.24   	 71.07   	-132.25		  0.37   	-147.51		
-14.04   	-140.99   	 70.54   	-116.99		 -0.22   	-111.90		
-15.87   	-143.74   	 70.07   	-106.82		 -0.67   	 -81.38		
-17.09   	-145.26   	 69.64   	 -86.47		 -1.00   	 -50.86		
-18.01   	-146.48   	 69.30   	 -71.21		 -1.20   	 -20.35		
-19.23   	-148.01   	 69.01   	 -55.95		 -1.28(D)	   0.00		
-21.06   	-149.84   	 68.79   	 -40.69		 -1.28   	  10.17		
-22.58   	-151.98   	 68.63   	 -35.61		 -1.24   	  10.17		
-23.50   	-153.50   	 68.48   	 -25.43		 -1.20   	  20.35		
-23.50   	-153.81   	 68.38   	 -15.26		 -1.12   	  35.61		
-23.19   	-154.42   	 68.32   	 -10.17		 -0.98   	  35.61		
-23.19   	-155.64   	 68.28   	 -10.17		 -0.83   	  40.69		
-22.89   	-157.17   	 68.24   	 -10.17		 -0.67   	  40.69		
-21.36   	-156.86   	 68.20   	  -5.09		 -0.51   	  40.69		
-18.92   	-154.72   	 68.18   	 -15.26		 -0.35   	  40.69		
-16.17   	-151.06   	 68.12   	 -10.17		 -0.18   	  45.78		
-14.65   	-147.71   	 68.08   	 -15.26		  0.00   	  35.61		
-15.26   	-146.79   	 68.02   	 -20.35		  0.14   	  40.69		
-17.09   	-148.01   	 67.93   	 -20.35		  0.31   	  40.69		
-18.31   	-150.15   	 67.85   	 -25.43		  0.47   	  40.69		
-18.31   	-151.98   	 67.75   	 -35.61		  0.63   	  40.69		
-16.78   	-153.20   	 67.61   	 -35.61		  0.79   	  50.86		
-15.26   	-154.11   	 67.47   	 -40.69		  1.00   	  55.95		
-14.95   	-154.72   	 67.30   	 -45.78		  1.22   	  61.04		
-16.17   	-154.11   	 67.12   	 -50.86		  1.46   	  61.04		
-17.70   	-152.89   	 66.92   	 -55.95		  1.71   	  61.04		
-18.62   	-151.67   	 66.69   	 -55.95		  1.95   	  55.95		
-17.70   	-151.67   	 66.47   	 -55.95		  2.18   	  55.95		
-14.95   	-151.37   	 66.25   	 -55.95		  2.40   	  50.86		
 -9.77   	-147.09   	 66.02   	 -61.04		  2.60   	  50.86		
 -1.83   	-134.89   	 65.78   	 -55.95		  2.81   	  40.69		
  8.24   	-114.44   	 65.55   	 -66.12		  2.97   	  40.69		
 18.92   	-89.11   	 65.29   	 -55.95		  3.13   	  40.69		
 28.38   	-63.17   	 65.07   	 -50.86		  3.30   	  25.43		
 36.01   	-36.01   	 64.86   	 -55.95		  3.40   	  30.52		
 43.33   	 -5.49   	 64.64   	 -45.78		  3.52   	  15.26		
 52.49   	 28.99   	 64.46   	 -45.78		  3.58   	   5.09		
 63.48   	 61.65   	 64.27   	 -50.86		  3.60   	   5.09		
 74.16   	 81.48   	 64.07   	   0.00		  3.62   	   0.00		
 74.16   	 81.48   	 64.07   	 -86.47		  3.62   	  -5.09		
 78.13   	 54.32   	 63.72   	   0.00		  3.60   	   0.00		
 78.13   	 54.32   	 63.72   	 -76.30		  3.60   	 -25.43		
 52.19   	-27.16   	 63.42   	   0.00		  3.50   	   0.00		
 52.19   	-27.16   	 63.42   	 -61.04		  3.50   	 -40.69		
 15.56   	-90.94   	 63.17   	   0.00		  3.34   	   0.00		
 15.56   	-90.94   	 63.17   	 -61.04		  3.34   	 -45.78		
-15.56   	-130.92   	 62.93   	   0.00		  3.15   	   0.00		
-15.56   	-130.92   	 62.93   	 -55.95		  3.15   	 -66.12		
-36.32   	-167.24   	 62.71   	   0.00		  2.89   	   0.00		
-36.32   	-167.24   	 62.71   	 -50.86		  2.89   	 -81.38		
-43.64   	-189.51   	 62.50   	 -25.43		  2.56   	 -45.78		
-42.72   	-191.04   	 62.40   	 -20.35		  2.38   	 -50.86		
-40.59   	-188.60   	 62.32   	 -30.52		  2.18   	 -66.12		
-39.67   	-186.77   	 62.20   	 -30.52		  1.91   	 -71.21		
-40.89   	-187.68   	 62.08   	 -35.61		  1.63   	 -66.12		
-43.64   	-191.04   	 61.93   	 -30.52		  1.36   	 -50.86		
-46.39   	-194.09   	 61.81   	 -35.61		  1.16   	 -30.52		
-47.61   	-194.70   	 61.67   	 -45.78		  1.04   	  -5.09		
