SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
 61.95   	744.63   	 53.73   	 -45.78		  1.55   	  61.04		
-32.65   	1323.85(R)	 53.55   	 -45.78		  1.79(E)	  10.17		
-271.00   	972.60   	 53.37   	 -20.35		  1.83   	 -15.26		
-374.76   	437.93   	 53.29   	 -15.26		  1.77   	 -25.43		
-423.28   	-128.17   	 53.22   	 -20.35		  1.67   	 -30.52		
-408.33   	-537.72   	 53.14   	 -20.35		  1.55   	 -35.61		
-344.24   	-695.50   	 53.06   	 -20.35		  1.40   	 -40.69		
-256.04   	-635.68   	 52.98   	 -20.35		  1.24   	 -55.95		
-168.76   	-466.00   	 52.90   	 -20.35		  1.02   	 -61.04		
-97.66   	-290.22   	 52.82   	 -20.35		  0.77   	 -25.43		
-47.30   	-160.83   	 52.74   	 -25.43		  0.67   	  10.17		
-16.78   	-84.84   	 52.63   	 -20.35		  0.71   	  35.61		
 -0.61   	-48.22   	 52.55   	 -10.17		  0.85   	  50.86		
  6.10   	-37.54   	 52.51   	 -10.17		  1.06   	  81.38		
  8.54   	-41.81   	 52.47   	 -10.17		  1.38   	 147.51		
  9.46   	-49.74   	 52.43   	 -20.35		  1.97   	 239.06		
 10.68   	-52.19   	 52.35   	 -15.26		  2.93   	 239.06		
 12.51   	-48.22   	 52.29   	  -5.09		  3.89   	 147.51		
 14.95   	-40.89   	 52.27   	 -10.17		  4.48   	 172.94		
 18.01   	-33.57   	 52.23   	 -15.26		  5.17   	 264.50		
 21.06   	-26.55   	 52.17   	 -30.52		  6.23   	 264.50		
 23.80   	-18.92   	 52.04   	 -50.86		  7.28   	 254.32		
 25.94   	-10.99   	 51.84   	 -61.04		  8.30   	 350.97		
 28.99   	 -2.75   	 51.60   	 -66.12		  9.70   	 442.52		
 33.26   	  6.10   	 51.33   	 -66.12		 11.48   	 442.52		
 37.54   	 14.95   	 51.07   	 -66.12		 13.25   	 417.09		
 41.81   	 22.58   	 50.80   	-157.68		 14.91   	 829.09		
 47.61   	 33.87   	 50.17   	 -81.38		 18.23   	 381.48		
 51.88   	 39.67   	 49.85   	 -81.38		 19.76   	 356.05		
 57.98   	 47.91   	 49.52   	 -81.38		 21.18   	 330.62		
 64.39   	 57.37   	 49.20   	 -71.21		 22.50   	 289.93		
 69.27   	 67.44   	 48.91   	 -66.12		 23.66   	 244.15		
 72.02   	 76.60   	 48.65   	 -50.86		 24.64   	 203.46		
 73.85   	 84.53   	 48.44   	 -15.26		 25.45   	 172.94		
 75.68   	 91.55   	 48.38   	  20.35		 26.14   	 137.33		
 78.43   	 98.88   	 48.46   	  81.38		 26.69   	 106.82		
 79.96   	107.12   	 48.79   	 167.85		 27.12   	  71.21		
 79.65   	115.66   	 49.46   	 259.41		 27.41   	  25.43		
 78.43   	124.51   	 50.50   	 335.71		 27.51(S)	 -25.43		
 78.13   	133.36   	 51.84   	   0.00		 27.41   	   0.00		
 78.13   	133.36   	 51.84   	 920.65		 27.41   	 -96.64		
 84.23   	152.28   	 55.52   	   0.00		 27.02   	   0.00		
 84.23   	152.28   	 55.52   	1190.23		 27.02   	-132.25		
 96.74   	179.44   	 60.28   	   0.00		 26.49   	   0.00		
 96.74   	179.44   	 60.28   	1286.87		 26.49   	-178.03		
111.69   	214.54   	 65.43   	   0.00		 25.78   	   0.00		
111.69   	214.54   	 65.43   	1246.18		 25.78   	-198.37		
121.46   	246.58   	 70.42   	   0.00		 24.98   	   0.00		
121.46   	246.58   	 70.42   	1113.93		 24.98   	-244.15		
124.82   	278.93   	 74.87   	   0.00		 24.01   	   0.00		
124.82   	278.93   	 74.87   	 788.40		 24.01   	-213.63		
134.89   	317.38   	 78.03   	 239.06		 23.15   	 -71.21		
141.30   	335.39   	 78.98   	 152.59		 22.87   	 -66.12		
146.18   	351.87   	 79.59   	  66.12		 22.60   	 -71.21		
149.54   	367.43   	 79.86(S)	 -10.17		 22.32   	 -50.86		
151.98   	382.69   	 79.82   	 -91.56		 22.12   	 -40.69		
154.11   	396.73   	 79.45   	-167.85		 21.95   	 -35.61		
155.33   	409.55   	 78.78   	-208.54		 21.81   	 -25.43		
155.33   	420.84   	 77.94   	-228.89		 21.71   	 -15.26		
154.11   	430.60   	 77.03   	-239.06		 21.65   	  10.17		
153.20   	440.37   	 76.07   	-249.24		 21.69   	  20.35		
152.28   	450.13   	 75.08   	-254.32		 21.77   	  30.52		
151.37   	458.68   	 74.06   	-249.24		 21.89   	  30.52		
148.93   	464.48   	 73.06   	-208.54		 22.01   	  40.69		
144.65   	464.17   	 72.23   	-167.85		 22.18   	  30.52		
137.94   	454.71   	 71.56   	-122.07		 22.30   	  30.52		
128.78   	433.04   	 71.07   	 -81.38		 22.42   	  35.61		
116.88   	397.95   	 70.74   	 -30.52		 22.56   	  35.61		
101.62   	351.26   	 70.62   	  20.35		 22.71   	  40.69		
 83.92   	297.85   	 70.70   	  61.04		 22.87   	  30.52		
 65.31   	243.23   	 70.95   	 106.82		 22.99   	  30.52		
 47.91   	191.65   	 71.37   	 142.42		 23.11   	  25.43		
 33.57   	144.35   	 71.94   	 167.85		 23.21   	  30.52		
 21.67   	 99.79   	 72.61   	 183.11		 23.34   	  25.43		
 11.29   	 56.76   	 73.35   	 208.54		 23.44   	  25.43		
  0.61   	 15.56   	 74.18   	 213.63		 23.54   	  20.35		
-10.99   	-21.97   	 75.04   	 183.11		 23.62   	  25.43		
-23.19   	-54.63   	 75.77   	 157.68		 23.72   	  20.35		
-33.87   	-82.09   	 76.40   	 132.25		 23.80   	  15.26		
-41.20   	-104.37   	 76.93   	 116.99		 23.87   	   0.00		
-43.95   	-121.46   	 77.40   	 101.73		 23.87   	 -15.26		
-43.64   	-133.36   	 77.80   	  61.04		 23.80   	 -40.69		
-42.42   	-140.99   	 78.05   	   0.00		 23.64   	 -50.86		
-42.42   	-144.96   	 78.05   	 -40.69		 23.44   	 -76.30		
-43.64   	-147.09   	 77.88   	 -66.12		 23.13   	 -91.56		
-44.86   	-148.32   	 77.62   	 -96.64		 22.77   	-101.73		
-44.56   	-148.62   	 77.23   	-127.16		 22.36   	-127.16		
-42.72   	-148.01   	 76.72   	-157.68		 21.85   	-152.59		
-40.28   	-146.48   	 76.09   	-193.29		 21.24   	-127.16		
-38.15   	-144.65   	 75.32   	   0.00		 20.73   	   0.00		
-38.15   	-144.65   	 75.32   	-422.18		 20.73   	-264.50		
-36.32   	-140.99   	 73.63   	   0.00		 19.67   	   0.00		
-36.32   	-140.99   	 73.63   	-432.35		 19.67   	-447.61		
-34.48   	-136.11   	 71.90   	   0.00		 17.88   	   0.00		
-34.48   	-136.11   	 71.90   	-488.30		 17.88   	-427.26		
-32.96   	-132.75   	 69.95   	   0.00		 16.17   	   0.00		
-32.96   	-132.75   	 69.95   	-498.47		 16.17   	-549.34		
-32.96   	-130.31   	 67.95   	   0.00		 13.98   	   0.00		
-32.96   	-130.31   	 67.95   	-498.47		 13.98   	-574.77		
-32.35   	-128.17   	 65.96   	   0.00		 11.68   	   0.00		
-32.35   	-128.17   	 65.96   	-498.47		 11.68   	-651.07		
-32.04   	-126.65   	 63.97   	-213.63		  9.07   	-320.45		
-32.04   	-124.82   	 63.11   	-178.03		  7.79   	-330.62		
-31.74   	-122.07   	 62.40   	-147.51		  6.47   	-330.62		
-30.21   	-119.63   	 61.81   	-116.99		  5.15   	-320.45		
-28.38   	-117.80   	 61.34   	 -81.38		  3.87   	-300.10		
-26.55   	-117.49   	 61.02   	 -40.69		  2.67   	-274.67		
-24.72   	-117.80   	 60.85   	   5.09		  1.57   	-264.50		
-23.80   	-118.71   	 60.87   	  30.52		  0.51   	-233.98		
-23.80   	-119.63   	 61.00   	  50.86		 -0.43   	-208.54		
-24.72   	-121.46   	 61.20   	  66.12		 -1.26   	-183.11		
-26.86   	-123.90   	 61.46   	  86.47		 -1.99   	-147.51		
-30.21   	-127.26   	 61.81   	  91.56		 -2.58   	-122.07		
-34.18   	-130.62   	 62.18   	  91.56		 -3.07   	 -91.56		
-37.54   	-133.67   	 62.54   	  96.64		 -3.44   	 -71.21		
-39.67   	-135.50   	 62.93   	  86.47		 -3.72   	 -45.78		
-39.98   	-136.11   	 63.28   	  76.30		 -3.91   	 -20.35		
-39.37   	-136.11   	 63.58   	  61.04		 -3.99   	  -5.09		
-38.76   	-136.11   	 63.82   	  50.86		 -4.01(D)	  20.35		
-39.06   	-136.41   	 64.03   	  35.61		 -3.93   	  30.52		
-40.59   	-137.33   	 64.17   	  20.35		 -3.80   	  40.69		
-42.42   	-137.94   	 64.25   	   5.09		 -3.64   	  50.86		
-43.64   	-137.94   	 64.27   	  -5.09		 -3.44   	  66.12		
-44.56   	-137.94   	 64.25   	 -20.35		 -3.17   	  71.21		
-45.17   	-139.77   	 64.17   	 -40.69		 -2.89   	  76.30		
-46.08   	-143.74   	 64.01   	 -45.78		 -2.58   	  86.47		
-46.08   	-147.40   	 63.82   	 -61.04		 -2.24   	  86.47		
-42.72   	-146.18   	 63.58   	 -66.12		 -1.89   	  86.47		
-34.79   	-135.80   	 63.32   	 -76.30		 -1.55   	  91.56		
-22.28   	-116.88   	 63.01   	 -76.30		 -1.18   	  81.38		
 -7.93   	-92.77   	 62.71   	 -81.38		 -0.85   	  76.30		
  4.88   	-67.14   	 62.38   	 -81.38		 -0.55   	  76.30		
 15.26   	-39.98   	 62.05   	 -86.47		 -0.24   	  66.12		
 23.80   	 -9.16   	 61.71   	 -81.38		  0.02   	  61.04		
 32.35   	 26.25   	 61.38   	 -71.21		  0.26   	  66.12		
 41.81   	 60.42   	 61.10   	 -66.12		  0.53   	  61.04		
 50.66   	 83.62   	 60.83   	 -61.04		  0.77   	  55.95		
 55.54   	 87.28   	 60.59   	 -55.95		  1.00   	  50.86		
 54.32   	 69.89   	 60.37   	 -50.86		  1.20   	  50.86		
 46.08   	 37.84   	 60.16   	   0.00		  1.40   	   0.00		
 46.08   	 37.84   	 60.16   	 -76.30		  1.40   	  91.56		
 15.26   	-34.79   	 59.86   	   0.00		  1.77   	   0.00		
 15.26   	-34.79   	 59.86   	 -50.86		  1.77   	  76.30		
-21.06   	-91.55   	 59.65   	   0.00		  2.08   	   0.00		
-21.06   	-91.55   	 59.65   	 -30.52		  2.08   	  61.04		
-50.35   	-138.55   	 59.53   	   0.00		  2.32   	   0.00		
-50.35   	-138.55   	 59.53   	 -30.52		  2.32   	  35.61		
-65.00   	-169.68   	 59.41   	   0.00		  2.46   	   0.00		
-65.00   	-169.68   	 59.41   	 -15.26		  2.46   	 -10.17		
-63.78   	-176.70   	 59.35   	   0.00		  2.42   	   0.00		
-63.78   	-176.70   	 59.35   	 -25.43		  2.42   	 -71.21		
-59.51   	-174.56   	 59.25   	 -15.26		  2.14   	 -55.95		
-59.81   	-175.48   	 59.19   	 -15.26		  1.91   	 -66.12		
-61.34   	-177.00   	 59.12   	 -20.35		  1.65   	 -71.21		
-63.17   	-178.53   	 59.04   	 -30.52		  1.36   	 -76.30		
-64.39   	-179.14   	 58.92   	 -35.61		  1.06   	 -61.04		
-65.61   	-180.05   	 58.78   	 -30.52		  0.81   	 -30.52		
-66.53   	-181.88   	 58.66   	 -35.61		  0.69   	   5.09		
-66.83   	-184.02   	 58.51   	 -40.69		  0.71   	  40.69		
-66.53   	-185.55   	 58.35   	 -40.69		  0.87   	  76.30		
-65.31   	-185.55   	 58.19   	 -40.69		  1.18   	 101.73		
-63.48   	-185.24   	 58.03   	 -40.69		  1.59   	 106.82		
-61.65   	-184.94   	 57.86   	 -40.69		  2.01   	  96.64		
-59.51   	-184.33   	 57.70   	 -45.78		  2.40   	  96.64		
-57.98   	-182.50   	 57.52   	 -40.69		  2.79   	  91.56		
-57.07   	-179.75   	 57.35   	 -50.86		  3.15   	  91.56		
-57.37   	-177.00   	 57.15   	 -45.78		  3.52   	  81.38		
-58.29   	-178.83   	 56.97   	 -45.78		  3.85   	  86.47		
-58.29   	-190.43   	 56.79   	 -35.61		  4.19   	  86.47		
-55.85   	-213.62   	 56.64   	 -40.69		  4.54   	  86.47		
-50.05   	-237.12   	 56.48   	 -35.61		  4.88   	  81.38		
-39.67   	-237.12   	 56.34   	 -35.61		  5.21   	  86.47		
-23.50   	-180.97   	 56.20   	 -35.61		  5.55   	  76.30		
 -1.83   	-38.45   	 56.05   	 -30.52		  5.86   	  71.21		
 23.50   	205.08   	 55.93   	 -30.52		  6.14   	  55.95		
 44.25   	537.11   	 55.81   	 -25.43		  6.37   	  40.69		
 41.50   	907.59   	 55.71   	 -30.52		  6.53   	  15.26		
 -3.05   	1217.35(R)	 55.58   	 -45.78		  6.59   	 -35.61		
-213.93   	1167.30   	 55.40   	 -30.52		  6.45   	 -25.43		
-328.67   	718.08   	 55.28   	 -30.52		  6.35   	 -15.26		
-400.39   	121.15   	 55.16   	 -30.52		  6.29   	 -10.17		
-411.99   	-415.95   	 55.04   	 -20.35		  6.25   	 -10.17		
-371.09   	-723.27   	 54.95   	 -25.43		  6.21   	 -15.26		
-299.38   	-758.36   	 54.85   	 -25.43		  6.14   	 -10.17		
-218.81   	-604.86   	 54.75   	 -25.43		  6.10   	   0.00		
-145.26   	-395.20   	 54.65   	 -30.52		  6.10   	   0.00		
-88.20   	-227.05   	 54.53   	 -25.43		  6.10   	   5.09		
-50.05   	-133.06   	 54.43   	 -20.35		  6.12   	  10.17		
-29.91   	-96.44   	 54.34   	   0.00		  6.16   	   0.00		
-29.91   	-96.44   	 54.34   	 -35.61		  6.16   	 111.90		
-14.95   	-88.81   	 54.20   	   0.00		  6.61   	   0.00		
-14.95   	-88.81   	 54.20   	 -10.17		  6.61   	 239.06		
 -1.83   	-87.59   	 54.16   	   0.00		  7.57   	   0.00		
 -1.83   	-87.59   	 54.16   	   0.00		  7.57   	 239.06		
  3.97   	-78.43   	 54.16   	   0.00		  8.52   	   0.00		
  3.97   	-78.43   	 54.16   	 -35.61		  8.52   	 371.31		
  4.27   	-69.58   	 54.02   	   0.00		 10.01   	   0.00		
  4.27   	-69.58   	 54.02   	 -61.04		 10.01   	 534.08		
  7.02   	-58.29   	 53.77   	   0.00		 12.15   	   0.00		
  7.02   	-58.29   	 53.77   	 -91.56		 12.15   	 747.71		
  9.77   	-46.69   	 53.41   	 -66.12		 15.14   	 406.92		
 10.99   	-39.98   	 53.14   	 -71.21		 16.76   	 427.26		
 12.51   	-32.04   	 52.86   	-142.42		 18.47   	 844.35		
 17.70   	-13.43   	 52.29   	 -81.38		 21.85   	 467.95		
 21.36   	 -4.27   	 51.96   	 -76.30		 23.72   	 457.78		
 25.02   	  4.88   	 51.66   	 -76.30		 25.55   	 386.57		
 28.99   	 14.04   	 51.35   	 -66.12		 27.10   	 356.05		
 32.04   	 21.97   	 51.09   	 -45.78		 28.52   	 345.88		
 33.26   	 27.77   	 50.91   	 -20.35		 29.91   	 310.27		
 32.35   	 31.74   	 50.82   	  25.43		 31.15   	 254.32		
 30.21   	 36.01   	 50.93   	  86.47		 32.17   	 213.63		
 29.30   	 42.72   	 51.27   	 162.77		 33.02   	 172.94		
 30.52   	 53.10   	 51.92   	 249.24		 33.71   	 127.16		
 34.18   	 66.53   	 52.92   	 345.88		 34.22   	  91.56		
 39.06   	 79.96   	 54.30   	 427.26		 34.59   	  55.95		
 43.03   	 92.47   	 56.01   	 508.65		 34.81   	  20.35		
 47.00   	103.45   	 58.05   	 569.68		 34.89   	 -10.17		
 50.35   	114.75   	 60.33   	 620.55		 34.85   	 -35.61		
 53.71   	126.34   	 62.81   	 640.89		 34.71   	 -50.86		
 56.46   	138.24   	 65.37   	 651.07		 34.51   	 -61.04		
 58.59   	150.15   	 67.98   	 645.98		 34.26   	 -76.30		
 61.04   	162.35   	 70.56   	 620.55		 33.96   	 -91.56		
 64.39   	175.48   	 73.04   	 574.77		 33.59   	 -86.47		
 69.27   	190.12   	 75.34   	 503.56		 33.25   	 -81.38		
 74.77   	205.99   	 77.35   	 437.43		 32.92   	 -81.38		
 79.65   	222.47   	 79.10   	 345.88		 32.59   	 -86.47		
 83.31   	239.26   	 80.49   	 244.15		 32.25   	 -81.38		
 86.36   	256.04   	 81.46   	 127.16		 31.92   	 -76.30		
 89.72   	273.13   	 81.97   	  45.78		 31.62   	 -76.30		
 93.38   	290.83   	 82.16   	 -20.35		 31.31   	 -81.38		
 96.74   	308.23   	 82.07   	 -91.56		 30.99   	 -71.21		
 99.79   	325.32   	 81.71   	-157.68		 30.70   	 -55.95		
102.54   	341.49   	 81.08   	-193.29		 30.48   	 -50.86		
105.59   	356.14   	 80.30   	-198.37		 30.27   	 -40.69		
108.03   	369.26   	 79.51   	-203.46		 30.11   	 -25.43		
108.64   	379.94   	 78.70   	-228.89		 30.01   	 -25.43		
106.81   	389.10   	 77.78   	-228.89		 29.91   	 -25.43		
104.06   	397.64   	 76.87   	   0.00		 29.81   	   0.00		
104.06   	397.64   	 76.87   	-356.05		 29.81   	 -30.52		
101.32   	413.51   	 75.44   	   0.00		 29.68   	   0.00		
101.32   	413.51   	 75.44   	-172.94		 29.68   	 -25.43		
 99.49   	411.07   	 74.75   	  N/A		 29.58   	  N/A		
