SAMPLE NUMBER:   6
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  RV     	  RV'		
-77.21   	-115.66   	 41.38   	 -55.95		  9.28   	  40.69		
-79.35   	-132.14   	 41.16   	 -61.04		  9.44   	 -45.78		
-75.68   	-172.12   	 40.92   	 -45.78		  9.26   	-122.07		
-46.39   	-211.18   	 40.73   	 -55.95		  8.77   	-172.94		
 38.76   	-173.65   	 40.51   	 -55.95		  8.08   	-162.77		
193.79   	 23.50   	 40.28   	 -55.95		  7.43   	-111.90		
372.62   	376.59   	 40.06   	 -71.21		  6.98   	 -25.43		
471.80   	737.92   	 39.78   	 -86.47		  6.88(D)	 178.03		
141.30   	628.97   	 39.43   	 -35.61		  7.59   	 193.29		
-203.55   	 75.99   	 39.29   	 -35.61		  8.36   	 178.03		
-476.99   	-508.42   	 39.15   	 -50.86		  9.07   	 111.90		
-572.20   	-830.69(R)	 38.94   	 -55.95		  9.52   	  40.69		
-493.77   	-780.94   	 38.72   	 -40.69		  9.68   	 -20.35		
-329.28   	-480.96   	 38.56   	 -40.69		  9.60   	 -45.78		
-173.34   	-156.86   	 38.39   	 -30.52		  9.42(E)	 -20.35		
-73.85   	 28.38   	 38.27   	 -25.43		  9.34   	  45.78		
-30.82   	 52.49   	 38.17   	 -40.69		  9.52   	 127.16		
-23.50   	 -5.49   	 38.01   	 -40.69		 10.03   	 178.03		
-31.43   	-57.68   	 37.84   	 -55.95		 10.74   	 178.03		
-41.50   	-65.00   	 37.62   	 -45.78		 11.45   	 137.33		
-44.56   	-39.06   	 37.44   	 -40.69		 12.00   	  61.04		
-38.15   	 -7.93   	 37.27   	 -30.52		 12.25   	   0.00		
-26.86   	  8.24   	 37.15   	 -15.26		 12.25   	   0.00		
-19.23   	  7.02   	 37.09   	   5.09		 12.25   	  66.12		
-17.70   	 -1.83   	 37.11   	   0.00		 12.51   	 162.77		
-18.01   	 -5.80   	 37.11   	 -45.78		 13.16   	 264.50		
-15.87   	 -0.92   	 36.93   	 -96.64		 14.22   	 330.62		
-11.90   	  8.85   	 36.54   	-111.90		 15.54   	 330.62		
 -7.93   	 16.17   	 36.09   	 -96.64		 16.87   	 310.27		
 -4.88   	 19.23   	 35.71   	 -71.21		 18.11   	 279.75		
 -1.22   	 20.14   	 35.42   	 -45.78		 19.23   	 239.06		
  3.36   	 22.28   	 35.24(D)	   0.00		 20.18   	 218.72		
  8.24   	 26.25   	 35.24   	  66.12		 21.06   	 259.41		
 14.95   	 37.84   	 35.50   	  55.95		 22.10   	 289.93		
 17.70   	 43.33   	 35.73   	  86.47		 23.26   	 310.27		
 21.06   	 48.83   	 36.07   	 142.42		 24.50   	 315.36		
 25.63   	 54.32   	 36.64   	 223.80		 25.76   	 295.01		
 31.43   	 60.12   	 37.54   	 335.71		 26.94   	 249.24		
 36.62   	 66.53   	 38.88   	 462.87		 27.93   	 183.11		
 40.59   	 72.94   	 40.73   	 595.11		 28.67   	 122.07		
 43.03   	 78.74   	 43.11   	 691.76		 29.16   	  81.38		
 44.56   	 84.53   	 45.88   	 737.54		 29.48   	  66.12		
 46.39   	 90.03   	 48.83   	 732.45		 29.75   	  76.30		
 49.44   	 95.52   	 51.76   	 686.67		 30.05   	  96.64		
 53.10   	101.01   	 54.51   	 620.55		 30.44   	 127.16		
 57.07   	106.51   	 56.99   	 534.08		 30.95   	 137.33		
 61.04   	112.61   	 59.12   	 401.83		 31.50   	 116.99		
 64.70   	118.71   	 60.73   	 300.10		 31.96   	  96.64		
 68.05   	124.21   	 61.93   	 208.54		 32.35   	  61.04		
 71.11   	128.17   	 62.77   	 157.68		 32.59   	  35.61		
 73.85   	130.92   	 63.40   	 147.51		 32.74   	  10.17		
 76.90   	133.06   	 63.99   	 137.33		 32.78   	   0.00		
 79.96   	134.89   	 64.54   	 147.51		 32.78   	  10.17		
 83.01   	137.02   	 65.13   	 122.07		 32.82   	   5.09		
 86.06   	138.24   	 65.62   	 116.99		 32.84   	  15.26		
 88.81   	137.63   	 66.08   	  91.56		 32.90   	  20.35		
 91.55   	135.50   	 66.45   	  71.21		 32.98   	  20.35		
 94.91   	132.45   	 66.73   	 132.25		 33.06(S)	  -5.09		
101.32   	127.87   	 67.26   	  50.86		 33.04   	 -10.17		
103.76   	127.56   	 67.47   	  25.43		 33.00   	 -20.35		
105.59   	129.09   	 67.57   	  10.17		 32.92   	 -25.43		
106.81   	131.53   	 67.61   	  15.26		 32.82   	 -20.35		
107.12   	133.67   	 67.67(S)	 -10.17		 32.74   	 -20.35		
105.29   	132.75   	 67.63   	 -50.86		 32.66   	 -15.26		
 99.18   	126.95   	 67.43   	 -40.69		 32.59   	 -25.43		
 88.20   	113.83   	 67.26   	 -30.52		 32.49   	 -20.35		
 72.02   	 93.08   	 67.14   	 -50.86		 32.41   	 -25.43		
 52.19   	 65.31   	 66.94   	 -76.30		 32.31   	 -30.52		
 30.82   	 33.87   	 66.63   	 -30.52		 32.19   	 -40.69		
 10.38   	  1.53   	 66.51   	 -30.52		 32.02   	 -50.86		
 -7.93   	-27.77   	 66.39   	-106.82		 31.82   	 -50.86		
-22.89   	-52.49   	 65.96   	-132.25		 31.62   	 -55.95		
-34.18   	-71.72   	 65.43   	-172.94		 31.39   	 -50.86		
-41.81   	-86.06   	 64.74   	-203.46		 31.19   	 -61.04		
-47.00   	-96.44   	 63.93   	-116.99		 30.95   	 -55.95		
-49.74   	-103.76   	 63.46   	 -55.95		 30.72   	 -55.95		
-51.88   	-108.03   	 63.23   	 -55.95		 30.50   	 -55.95		
-53.41   	-110.78   	 63.01   	 -30.52		 30.27   	 -61.04		
-55.24   	-112.61   	 62.89   	 -55.95		 30.03   	 -81.38		
-56.76   	-114.44   	 62.67   	 -66.12		 29.70   	 -91.56		
-58.29   	-117.19   	 62.40   	 -61.04		 29.34   	-111.90		
-59.20   	-119.93   	 62.16   	-116.99		 28.89   	-147.51		
-59.20   	-121.77   	 61.69   	-157.68		 28.30   	-183.11		
-58.90   	-122.38   	 61.06   	-183.11		 27.57   	-233.98		
-57.98   	-121.46   	 60.33   	-213.63		 26.63   	-259.41		
-57.07   	-120.24   	 59.47   	-208.54		 25.60   	-279.75		
-56.76   	-119.63   	 58.64   	-193.29		 24.48   	-289.93		
-56.76   	-119.32   	 57.86   	-167.85		 23.32   	-310.27		
-57.07   	-119.63   	 57.19   	-152.59		 22.08   	-300.10		
-57.68   	-119.93   	 56.58   	-142.42		 20.87   	-269.58		
-58.29   	-119.63   	 56.01   	-157.68		 19.80   	-254.32		
-57.98   	-119.02   	 55.38   	-213.63		 18.78   	-244.15		
-56.76   	-117.80   	 54.53   	-249.24		 17.80   	-208.54		
-54.93   	-115.97   	 53.53   	-274.67		 16.97   	-198.37		
-52.80   	-113.53   	 52.43   	-274.67		 16.17   	-183.11		
-51.27   	-111.69   	 51.33   	-228.89		 15.44   	-178.03		
-50.66   	-110.47   	 50.42   	-172.94		 14.73   	-188.20		
-50.66   	-109.25   	 49.73   	-116.99		 13.98   	-188.20		
-50.96   	-108.34   	 49.26   	 -40.69		 13.22   	-193.29		
-51.27   	-106.20   	 49.09   	  -5.09		 12.45   	-193.29		
-50.66   	-102.54   	 49.07   	   5.09		 11.68   	-172.94		
-48.22   	-95.83   	 49.09   	 -20.35		 10.99   	-147.51		
-42.72   	-83.31   	 49.01   	 -61.04		 10.40   	-122.07		
-32.96   	-62.26   	 48.77   	 -81.38		  9.91   	 -91.56		
-18.01   	-31.74   	 48.44   	-111.90		  9.54   	 -76.30		
  0.61   	  6.41   	 48.00   	-111.90		  9.24   	 -61.04		
 20.45   	 46.08   	 47.55   	-127.16		  8.99   	 -45.78		
 37.54   	 81.48   	 47.04   	-116.99		  8.81   	 -35.61		
 48.22   	106.81   	 46.57   	 -86.47		  8.67   	 -25.43		
 49.44   	116.27   	 46.23   	 -71.21		  8.57   	 -20.35		
 41.81   	106.51   	 45.94   	 -45.78		  8.48   	 -20.35		
 27.77   	 74.46   	 45.76   	 -20.35		  8.40   	 -20.35		
 11.60   	 24.41   	 45.68   	 -30.52		  8.32   	 -15.26		
 -3.66   	-33.87   	 45.55   	 -20.35		  8.26   	 -10.17		
-18.01   	-85.14   	 45.47   	 -45.78		  8.22   	 -10.17		
-32.65   	-119.02   	 45.29   	 -55.95		  8.18   	 -10.17		
-48.22   	-132.75   	 45.07   	 -66.12		  8.14   	  -5.09		
-62.26   	-133.06   	 44.80   	 -76.30		  8.12   	   0.00		
-71.41   	-129.39   	 44.50   	 -76.30		  8.12   	  15.26		
-73.85   	-127.87   	 44.19   	 -71.21		  8.18   	  20.35		
-72.02   	-129.70   	 43.91   	 -81.38		  8.26   	  25.43		
-69.27   	-133.06   	 43.58   	 -71.21		  8.36   	  25.43		
-68.05   	-136.11   	 43.30   	 -76.30		  8.46   	  20.35		
-68.36   	-137.63   	 42.99   	 -76.30		  8.55   	  25.43		
-68.66   	-138.24   	 42.69   	 -66.12		  8.65   	  45.78		
-68.66   	-138.55   	 42.42   	 -55.95		  8.83   	  76.30		
-69.58   	-142.82   	 42.20   	 -55.95		  9.14   	  86.47		
-72.33   	-162.05   	 41.97   	 -55.95		  9.48   	  55.95		
-69.89   	-204.47   	 41.75   	 -45.78		  9.70   	 -10.17		
-42.72   	-243.23   	 41.57   	 -40.69		  9.66   	 -91.56		
 36.93   	-200.20   	 41.40   	 -50.86		  9.30   	-142.42		
182.80   	  5.80   	 41.20   	 -55.95		  8.73   	-142.42		
349.12   	364.69   	 40.98   	 -55.95		  8.16   	-101.73		
438.23   	720.21   	 40.75   	-111.90		  7.75(D)	  40.69		
116.27   	565.19   	 40.31   	 -76.30		  7.91(E)	  91.56		
-209.96   	 -2.44   	 40.00   	 -66.12		  8.28   	 127.16		
-462.04   	-577.70   	 39.74   	 -66.12		  8.79   	 116.99		
-537.41   	-867.61(R)	 39.47   	 -55.95		  9.26   	  76.30		
-444.34   	-779.42   	 39.25   	 -40.69		  9.56   	  20.35		
-272.52   	-455.32   	 39.08   	 -35.61		  9.64   	 -30.52		
-117.49   	-130.92   	 38.94   	 -35.61		  9.52   	 -30.52		
-28.08   	 36.01   	 38.80   	 -25.43		  9.40   	  20.35		
 -0.31   	 38.76   	 38.70   	 -35.61		  9.48   	  96.64		
 -5.80   	-31.13   	 38.56   	 -30.52		  9.87   	 157.68		
-18.92   	-82.70   	 38.43   	 -35.61		 10.50   	 178.03		
-26.55   	-83.62   	 38.29   	 -61.04		 11.21   	 157.68		
-25.33   	-52.49   	 38.05   	 -66.12		 11.84   	  66.12		
-18.01   	-21.67   	 37.78   	 -66.12		 12.11   	   0.00		
-10.68   	 -8.85   	 37.52   	 -30.52		 12.11   	 -15.26		
 -8.54   	-13.12   	 37.40   	   5.09		 12.04   	  20.35		
-10.38   	-22.58   	 37.42   	   5.09		 12.13   	  81.38		
-10.68   	-24.41   	 37.44   	 -15.26		 12.45   	 167.85		
 -6.41   	-16.78   	 37.38   	 -66.12		 13.12   	 249.24		
  0.61   	 -5.49   	 37.11   	 -96.64		 14.12   	 310.27		
  6.71   	  2.14   	 36.72   	 -86.47		 15.36   	 325.53		
 11.29   	  4.88   	 36.38   	 -76.30		 16.66   	 300.10		
 14.34   	  5.80   	 36.07   	 -40.69		 17.86   	 259.41		
 17.09   	  7.32   	 35.91   	 -35.61		 18.90   	 249.24		
 19.23   	 11.29   	 35.77(D)	   5.09		 19.90   	 249.24		
 24.72   	 23.80   	 35.79   	  35.61		 20.90   	 239.06		
 28.99   	 32.04   	 35.93   	  66.12		 21.85   	 249.24		
 34.48   	 40.28   	 36.20   	 127.16		 22.85   	 249.24		
 39.67   	 48.22   	 36.70   	 208.54		 23.85   	 249.24		
 43.95   	 55.24   	 37.54   	 340.79		 24.84   	 239.06		
 47.30   	 61.65   	 38.90   	 478.13		 25.80   	 213.63		
 50.96   	 68.36   	 40.81   	 600.20		 26.65   	 172.94		
 55.24   	 76.29   	 43.21   	 701.93		 27.34   	 137.33		
 60.73   	 84.53   	 46.02   	 737.54		 27.89   	 111.90		
 66.22   	 92.77   	 48.97   	 732.45		 28.34   	  86.47		
 70.80   	 99.49   	 51.90   	 686.67		 28.69   	  71.21		
 73.85   	104.68   	 54.65   	 605.29		 28.97   	  71.21		
 75.68   	109.56   	 57.07   	 503.56		 29.26   	  76.30		
 77.82   	114.75   	 59.08   	 391.66		 29.56   	  76.30		
 80.26   	120.24   	 60.65   	 305.19		 29.87   	  76.30		
 83.01   	124.21   	 61.87   	 228.89		 30.17   	  55.95		
 84.53   	126.04   	 62.79   	 167.85		 30.40   	  40.69		
 84.84   	125.12   	 63.46   	 157.68		 30.56   	  30.52		
 84.53   	122.99   	 64.09   	 142.42		 30.68   	  10.17		
 85.45   	122.07   	 64.66   	 142.42		 30.72(S)	   0.00		
 88.81   	122.99   	 65.23   	 132.25		 30.72   	 -10.17		
 94.30   	126.04   	 65.76   	 101.73		 30.68   	  -5.09		
100.40   	128.78   	 66.16   	 101.73		 30.66   	 -10.17		
105.59   	130.00   	 66.57   	  91.56		 30.62   	 -15.26		
109.56   	129.09   	 66.94   	 127.16		 30.56   	 -15.26		
116.27   	124.82   	 67.45   	  30.52		 30.50   	 -25.43		
120.24   	124.21   	 67.57   	  25.43		 30.40   	 -20.35		
123.29   	124.21   	 67.67   	  10.17		 30.32   	 -35.61		
124.82   	125.12   	 67.71(S)	   0.00		 30.17   	 -45.78		
124.21   	126.04   	 67.71   	 -25.43		 29.99   	 -45.78		
119.93   	124.51   	 67.61   	 -61.04		 29.81   	 -45.78		
111.08   	119.32   	 67.36   	 -45.78		 29.62   	 -40.69		
 97.96   	108.03   	 67.18   	  10.17		 29.46   	 -50.86		
 80.26   	 89.11   	 67.22   	  10.17		 29.26   	 -45.78		
 59.51   	 63.17   	 67.26   	 -71.21		 29.07   	 -50.86		
 37.84   	 32.65   	 66.98   	-106.82		 28.87   	 -61.04		
 17.09   	  0.92   	 66.55   	 -76.30		 28.63   	 -45.78		
 -1.22   	-29.30   	 66.25   	-111.90		 28.44   	 -50.86		
-16.78   	-55.54   	 65.80   	-137.33		 28.24   	 -61.04		
-29.60   	-76.90   	 65.25   	-162.77		 28.00   	 -76.30		
-39.67   	-93.69   	 64.60   	-213.63		 27.69   	 -76.30		
-47.30   	-106.20   	 63.74   	-162.77		 27.39   	 -66.12		
-52.49   	-115.05   	 63.09   	 -96.64		 27.12   	 -66.12		
-55.54   	-120.54   	 62.71   	 -30.52		 26.86   	 -71.21		
-57.07   	-123.29   	 62.58   	   0.00		 26.57   	 -86.47		
-57.98   	-123.90   	 62.58   	 -15.26		 26.23   	-111.90		
-58.29   	-123.60   	 62.52   	 -40.69		 25.78   	-127.16		
-57.07   	-122.99   	 62.36   	-106.82		 25.27   	-152.59		
-55.24   	-122.07   	 61.93   	-162.77		 24.66   	-188.20		
-53.10   	-121.15   	 61.28   	-178.03		 23.91   	-228.89		
-51.88   	-120.24   	 60.57   	-188.20		 22.99   	-269.58		
-51.57   	-119.63   	 59.82   	-167.85		 21.91   	-295.01		
-52.49   	-119.93   	 59.15   	-157.68		 20.73   	-300.10		
-53.41   	-121.15   	 58.51   	-172.94		 19.53   	-295.01		
-54.63   	-122.07   	 57.82   	-193.29		 18.35   	-295.01		
-55.24   	-122.68   	 57.05   	-188.20		 17.17   	-264.50		
-55.54   	-121.77   	 56.30   	-188.20		 16.11   	-239.06		
-54.93   	-120.24   	 55.54   	-193.29		 15.16   	-223.80		
-53.41   	-118.10   	 54.77   	-228.89		 14.26   	-198.37		
-51.27   	-116.27   	 53.86   	-269.58		 13.47   	-167.85		
-49.13   	-114.44   	 52.78   	-279.75		 12.80   	-172.94		
-47.61   	-112.61   	 51.66   	-269.58		 12.11   	-172.94		
-47.61   	-111.39   	 50.58   	-213.63		 11.41   	-172.94		
-48.22   	-110.47   	 49.73   	-147.51		 10.72   	-172.94		
-49.44   	-109.86   	 49.14   	 -81.38		 10.03   	-162.77		
-49.74   	-109.56   	 48.81   	 -20.35		  9.38   	-147.51		
-49.44   	-109.25   	 48.73   	 -15.26		  8.79   	-137.33		
-48.83   	-108.34   	 48.67   	  -5.09		  8.24   	-106.82		
-47.00   	-104.06   	 48.65   	 -25.43		  7.81   	 -86.47		
-42.11   	-93.38   	 48.55   	 -66.12		  7.47   	 -76.30		
-32.65   	-72.94   	 48.28   	 -81.38		  7.16   	 -55.95		
-17.70   	-43.03   	 47.96   	-111.90		  6.94   	 -50.86		
  1.22   	 -7.32   	 47.51   	-132.25		  6.73   	 -50.86		
 21.06   	 28.08   	 46.98   	-111.90		  6.53   	 -45.78		
 39.06   	 58.29   	 46.53   	-101.73		  6.35   	 -35.61		
 52.49   	 79.96   	 46.12   	 -76.30		  6.21   	 -20.35		
 58.90   	 90.64   	 45.82   	 -55.95		  6.12   	  -5.09		
 57.68   	 87.59   	 45.59   	 -40.69		  6.10(D)	   5.09		
 48.83   	 66.53   	 45.43   	 -30.52		  6.12   	  20.35		
 35.10   	 28.08   	 45.31   	 -50.86		  6.21   	  25.43		
 18.62   	-20.75   	 45.11   	 -50.86		  6.31   	  30.52		
  0.92   	-67.75   	 44.90   	 -45.78		  6.43   	  20.35		
-18.01   	-101.62   	 44.72   	 -55.95		  6.51   	  15.26		
-37.23   	-118.71   	 44.50   	 -61.04		  6.57   	   5.09		
-53.71   	-123.60   	 44.25   	 -61.04		  6.59   	   5.09		
-63.48   	-122.68   	 44.01   	 -61.04		  6.61   	  10.17		
-65.92   	-121.77   	 43.76   	 -66.12		  6.65   	  40.69		
-63.17   	-122.38   	 43.50   	 -76.30		  6.82   	  50.86		
-59.81   	-123.60   	 43.19   	 -66.12		  7.02   	  66.12		
-58.29   	-124.51   	 42.93   	 -55.95		  7.28   	  50.86		
-59.20   	-125.12   	 42.71   	 -55.95		  7.49   	  20.35		
-61.04   	-125.43   	 42.48   	 -55.95		  7.57   	 -10.17		
-62.26   	-126.04   	 42.26   	 -66.12		  7.53   	 -40.69		
-63.48   	-128.78   	 41.99   	 -61.04		  7.37   	 -61.04		
-66.22   	-142.21   	 41.75   	 -61.04		  7.12   	 -66.12		
-67.44   	-178.22   	 41.51   	 -61.04		  6.86   	 -45.78		
-50.05   	-223.69   	 41.26   	 -61.04		  6.67   	  -5.09		
 14.34   	-215.45   	 41.02   	 -71.21		  6.65   	  30.52		
151.37   	-66.22   	 40.73   	 -66.12		  6.78   	  61.04		
334.78   	249.33   	 40.47   	 -61.04		  7.02   	  76.30		
470.58   	619.81   	 40.22   	-132.25		  7.32   	  61.04		
240.78   	674.44   	 39.69   	 -61.04		  7.57   	  35.61		
-99.49   	186.16   	 39.45   	 -45.78		  7.71   	  15.26		
-411.07   	-404.05   	 39.27   	 -30.52		  7.77   	   0.00		
-560.00   	-792.85   	 39.15   	 -30.52		  7.77   	  10.17		
-518.80   	-821.84(R)	 39.02   	 -20.35		  7.81(E)	  20.35		
-361.94   	-566.10   	 38.94   	 -25.43		  7.89   	  35.61		
-192.57   	-239.26   	 38.84   	 -35.61		  8.04   	  71.21		
-75.07   	-22.58   	 38.70   	 -35.61		  8.32   	 122.07		
-19.23   	 33.57   	 38.56   	 -55.95		  8.81   	 152.59		
 -5.49   	 -8.24   	 38.33   	 -50.86		  9.42   	 162.77		
-11.29   	-60.42   	 38.13   	 -50.86		 10.07   	 137.33		
-21.06   	-75.38   	 37.92   	 -50.86		 10.62   	  81.38		
-25.94   	-56.15   	 37.72   	 -61.04		 10.95   	  15.26		
-20.75   	-26.86   	 37.48   	 -61.04		 11.01   	 -40.69		
 -9.46   	 -7.93   	 37.23   	 -40.69		 10.84   	 -30.52		
 -0.92   	 -5.19   	 37.07   	   0.00		 10.72   	  40.69		
  0.92   	-11.60   	 37.07   	   5.09		 10.89   	 116.99		
 -0.61   	-15.87   	 37.09   	 -10.17		 11.35   	 203.46		
  0.61   	-12.21   	 37.05   	 -61.04		 12.17   	 284.84		
  6.41   	 -2.44   	 36.81   	-106.82		 13.31   	 330.62		
 13.43   	  6.71   	 36.38   	 -81.38		 14.63   	 335.71		
 18.62   	 11.90   	 36.05   	 -81.38		 15.97   	 295.01		
 21.36   	 14.04   	 35.73   	 -61.04		 17.15   	 249.24		
 23.19   	 15.87   	 35.48   	 -35.61		 18.15   	 218.72		
 25.63   	 18.92   	 35.34(D)	  10.17		 19.02   	 244.15		
 35.10   	 27.47   	 35.38   	  40.69		 20.00   	 254.32		
 40.28   	 31.74   	 35.54   	  50.86		 21.02   	 269.58		
 44.56   	 36.01   	 35.75   	  81.38		 22.10   	 279.75		
 48.22   	 40.89   	 36.07   	 106.82		 23.21   	 264.50		
 51.88   	 47.30   	 36.50   	 193.29		 24.27   	 244.15		
 56.15   	 55.24   	 37.27   	 300.10		 25.25   	 198.37		
 61.04   	 63.78   	 38.47   	 442.52		 26.04   	 162.77		
 65.92   	 72.02   	 40.24   	 590.03		 26.69   	 116.99		
 70.19   	 79.35   	 42.60   	 676.50		 27.16   	  86.47		
 74.16   	 86.36   	 45.31   	 722.28		 27.51   	  86.47		
 77.82   	 93.08   	 48.20   	 701.93		 27.85   	  81.38		
 81.48   	 99.49   	 51.01   	 656.15		 28.18   	  91.56		
 84.53   	105.90   	 53.63   	 579.86		 28.55   	  86.47		
 87.89   	111.39   	 55.95   	 473.04		 28.89   	  76.30		
 91.55   	115.66   	 57.84   	 371.31		 29.20   	  71.21		
 96.13   	119.02   	 59.33   	 259.41		 29.48   	  50.86		
101.01   	121.77   	 60.37   	 183.11		 29.68   	  30.52		
105.59   	123.60   	 61.10   	 157.68		 29.81   	  15.26		
109.56   	125.12   	 61.73   	 162.77		 29.87   	  10.17		
112.30   	126.34   	 62.38   	 157.68		 29.91   	   5.09		
114.14   	126.65   	 63.01   	 147.51		 29.93   	   5.09		
115.66   	126.34   	 63.60   	 142.42		 29.95   	  15.26		
117.49   	125.12   	 64.17   	 106.82		 30.01   	   5.09		
119.32   	123.60   	 64.60   	  76.30		 30.03   	   5.09		
121.46   	122.38   	 64.90   	  76.30		 30.05(S)	 -10.17		
127.56   	122.99   	 65.21   	  30.52		 30.01   	 -20.35		
132.75   	124.51   	 65.33   	  25.43		 29.93   	 -25.43		
139.47   	126.34   	 65.43   	   5.09		 29.83   	 -35.61		
145.57   	128.48   	 65.45   	   0.00		 29.68   	 -30.52		
149.54   	130.00   	 65.45   	   5.09		 29.56   	 -30.52		
148.62   	129.39   	 65.47(S)	 -10.17		 29.44   	 -35.61		
141.30   	124.51   	 65.43   	 -15.26		 29.30   	 -35.61		
127.26   	114.44   	 65.37   	 -55.95		 29.16   	 -40.69		
107.73   	 97.35   	 65.15   	-101.73		 28.99   	 -45.78		
 84.84   	 74.46   	 64.74   	-101.73		 28.81   	 -45.78		
 60.42   	 46.39   	 64.33   	-142.42		 28.63   	 -50.86		
 35.40   	 15.56   	 63.76   	-172.94		 28.42   	 -61.04		
 11.60   	-15.26   	 63.07   	 -96.64		 28.18   	 -61.04		
 -9.16   	-43.33   	 62.69   	 -35.61		 27.93   	 -66.12		
-25.63   	-66.53   	 62.54   	 -50.86		 27.67   	 -55.95		
-37.84   	-85.14   	 62.34   	 -96.64		 27.45   	 -55.95		
-46.39   	-99.49   	 61.95   	-106.82		 27.22   	 -55.95		
-52.49   	-110.47   	 61.53   	 -81.38		 27.00   	 -66.12		
-56.76   	-118.10   	 61.20   	 -81.38		 26.73   	 -66.12		
-59.51   	-122.07   	 60.87   	 -81.38		 26.47   	 -76.30		
-60.73   	-123.29   	 60.55   	 -86.47		 26.16   	 -81.38		
-61.04   	-122.68   	 60.20   	-101.73		 25.84   	-101.73		
-61.04   	-122.07   	 59.80   	-111.90		 25.43   	-122.07		
-61.34   	-122.38   	 59.35   	-122.07		 24.94   	-152.59		
-61.65   	-123.29   	 58.86   	-132.25		 24.33   	-188.20		
-62.56   	-124.21   	 58.33   	-127.16		 23.58   	-223.80		
-63.17   	-124.51   	 57.82   	-137.33		 22.69   	-259.41		
-63.78   	-124.21   	 57.27   	-137.33		 21.65   	-274.67		
-64.09   	-123.29   	 56.72   	-147.51		 20.55   	-305.19		
-64.09   	-122.07   	 56.13   	-167.85		 19.33   	-295.01		
-64.09   	-121.15   	 55.46   	-167.85		 18.15   	-269.58		
-64.09   	-120.54   	 54.79   	-213.63		 17.07   	-254.32		
-64.09   	-120.54   	 53.94   	-249.24		 16.05   	-239.06		
-64.09   	-119.93   	 52.94   	-274.67		 15.10   	-218.72		
-63.48   	-118.41   	 51.84   	-279.75		 14.22   	-213.63		
-62.26   	-115.36   	 50.72   	-259.41		 13.37   	-203.46		
-60.12   	-112.00   	 49.68   	-244.15		 12.55   	-198.37		
-58.29   	-109.56   	 48.71   	-208.54		 11.76   	-198.37		
-56.46   	-108.03   	 47.87   	-137.33		 10.97   	-188.20		
-54.93   	-108.03   	 47.32   	 -71.21		 10.21   	-178.03		
-53.10   	-108.03   	 47.04   	 -15.26		  9.50   	-167.85		
-50.66   	-106.81   	 46.98   	  30.52		  8.83   	-152.59		
-47.30   	-101.93   	 47.10   	  25.43		  8.22   	-132.25		
-41.81   	-90.64   	 47.20   	   0.00		  7.69   	-106.82		
-32.35   	-71.41   	 47.20   	 -40.69		  7.26   	 -86.47		
-18.62   	-44.56   	 47.04   	 -86.47		  6.92   	 -66.12		
 -0.61   	-14.34   	 46.69   	-132.25		  6.65   	 -50.86		
 18.31   	 13.73   	 46.16   	-137.33		  6.45   	 -50.86		
 35.10   	 36.93   	 45.62   	-127.16		  6.25   	 -40.69		
 47.30   	 53.41   	 45.11   	-106.82		  6.08   	 -30.52		
 52.80   	 62.87   	 44.68   	 -86.47		  5.96   	 -20.35		
 51.27   	 61.95   	 44.33   	 -66.12		  5.88   	  -5.09		
 43.64   	 46.08   	 44.07   	 -25.43		  5.86(D)	   0.00		
 30.82   	 14.65   	 43.97   	  -5.09		  5.86   	  10.17		
 14.95   	-27.16   	 43.95   	   5.09		  5.90   	   5.09		
 -2.75   	-68.05   	 43.97   	  15.26		  5.92   	  10.17		
-21.67   	-97.96   	 44.03   	 -15.26		  5.96   	  10.17		
-41.50   	-114.44   	 43.97   	 -45.78		  6.00   	  20.35		
-59.51   	-120.54   	 43.78   	 -61.04		  6.08   	  35.61		
-72.63   	-121.77   	 43.54   	 -81.38		  6.23   	  30.52		
-78.13   	-122.07   	 43.21   	 -91.56		  6.35   	  45.78		
-76.29   	-122.38   	 42.85   	 -96.64		  6.53   	  61.04		
-71.41   	-122.07   	 42.46   	-101.73		  6.78   	  66.12		
-68.05   	-121.46   	 42.05   	 -91.56		  7.04   	  66.12		
-67.44   	-120.54   	 41.69   	 -76.30		  7.30   	  35.61		
-69.27   	-119.63   	 41.38   	 -55.95		  7.45   	 -15.26		
-71.11   	-119.63   	 41.16   	 -35.61		  7.39   	 -61.04		
-72.94   	-122.68   	 41.02   	 -15.26		  7.14   	 -86.47		
-76.60   	-137.02   	 40.96   	 -15.26		  6.80   	 -76.30		
-79.04   	-173.03   	 40.90   	 -40.69		  6.49   	 -45.78		
-61.95   	-213.93   	 40.73   	 -45.78		  6.31   	   0.00		
  7.32   	-194.40   	 40.55   	 -61.04		  6.31   	  40.69		
155.03   	-32.35   	 40.31   	 -76.30		  6.47   	  71.21		
351.26   	285.64   	 40.00   	 -91.56		  6.75   	  86.47		
493.77   	640.26   	 39.63   	-172.94		  7.10   	  55.95		
243.84   	635.07   	 38.94   	 -50.86		  7.32   	  35.61		
-115.05   	137.33   	 38.74   	 -40.69		  7.47   	   0.00		
