SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
-125.12   	-187.99   	  4.62   	  20.35		 40.00   	 -20.35		
-126.04   	-184.94   	  4.70   	  15.26		 39.92   	 -20.35		
-129.09   	-177.61   	  4.76   	  20.35		 39.84   	 -25.43		
-137.33   	-162.66   	  4.84   	  20.35		 39.74   	 -25.43		
-150.76   	-137.63   	  4.92   	  30.52		 39.63   	 -25.43		
-159.61   	-104.37   	  5.05   	  25.43		 39.53   	 -25.43		
-137.63   	-67.75   	  5.15   	  25.43		 39.43   	 -20.35		
-49.44   	-27.16   	  5.25   	  30.52		 39.35   	 -20.35		
131.84   	 32.04   	  5.37   	  30.52		 39.27   	 -20.35		
402.83   	135.50   	  5.49   	  35.61		 39.19   	 -15.26		
719.60   	289.00   	  5.64   	  25.43		 39.12   	 -20.35		
1135.25   	503.23(R)	  5.74(E)	  25.43		 39.04   	 -20.35		
1043.40   	395.20   	  5.84   	  20.35		 38.96   	 -20.35		
716.86   	137.63   	  5.92   	  15.26		 38.88   	 -20.35		
238.95   	-138.85   	  5.98   	   5.09		 38.80   	 -25.43		
-236.51   	-279.85   	  6.00   	   0.00		 38.70   	 -20.35		
-561.83   	-222.17   	  6.00   	  -5.09		 38.62   	 -25.43		
-681.76   	-44.56   	  5.98   	 -10.17		 38.51   	 -20.35		
-651.25   	 92.16   	  5.94   	 -20.35		 38.43   	 -20.35		
-572.51   	 73.85   	  5.86   	 -25.43		 38.35   	 -15.26		
-518.49   	-87.59   	  5.76   	 -30.52		 38.29   	 -20.35		
-492.86   	-280.15   	  5.64   	 -35.61		 38.21   	 -15.26		
-453.80   	-385.44   	  5.49   	 -35.61		 38.15   	 -15.26		
-367.43   	-355.53   	  5.35   	  -5.09		 38.09   	 -15.26		
-242.31   	-227.97   	  5.33   	  20.35		 38.03   	 -15.26		
-120.85   	-83.92   	  5.41   	  50.86		 37.97   	 -15.26		
-42.42   	  8.24   	  5.62   	  71.21		 37.90   	 -15.26		
-18.31   	 28.08   	  5.90   	  81.38		 37.84   	 -15.26		
-31.13   	 -0.61   	  6.23   	  96.64		 37.78   	 -15.26		
-51.88   	-35.10   	  6.61   	 111.90		 37.72   	 -15.26		
-58.90   	-46.08   	  7.06   	 116.99		 37.66   	 -20.35		
-48.83   	-31.43   	  7.53   	  66.12		 37.58   	 -15.26		
-31.74   	 -8.85   	  7.79   	 -61.04		 37.52   	 -15.26		
-19.23   	  3.97   	  7.55   	-106.82		 37.46   	 -10.17		
-15.87   	  4.27   	  7.12   	  10.17		 37.42   	 -15.26		
-17.09   	  0.00   	  7.16   	 223.80		 37.35   	 -15.26		
-13.43   	  6.10   	  8.06   	 320.45		 37.29   	 -15.26		
 -7.02   	 14.04   	  9.34   	 427.26		 37.23   	 -20.35		
 -0.61   	 19.84   	 11.05   	 437.43		 37.15   	 -20.35		
  4.88   	 23.19   	 12.80   	 371.31		 37.07   	 -20.35		
  9.77   	 25.63   	 14.28   	 310.27		 36.99   	 -25.43		
 14.34   	 29.60   	 15.52   	 269.58		 36.89   	 -15.26		
 19.53   	 35.71   	 16.60   	 218.72		 36.83   	 -20.35		
 25.63   	 43.33   	 17.48   	 172.94		 36.74   	 -10.17		
 32.04   	 50.66   	 18.17   	 127.16		 36.70   	 -15.26		
 37.84   	 57.37   	 18.68   	 101.73		 36.64   	 -15.26		
 43.03   	 62.87   	 19.08   	  81.38		 36.58   	 -15.26		
 47.91   	 68.36   	 19.41   	  66.12		 36.52   	 -15.26		
 52.80   	 75.07   	 19.67   	  50.86		 36.46   	 -20.35		
 58.90   	 83.01   	 19.88   	  50.86		 36.38   	 -15.26		
 65.31   	 91.86   	 20.08   	  50.86		 36.32   	 -10.17		
 72.63   	101.01   	 20.28   	  61.04		 36.28   	 -15.26		
 79.96   	110.78   	 20.53   	  71.21		 36.22   	 -10.17		
 87.59   	120.85   	 20.81   	  86.47		 36.17   	 -10.17		
 94.91   	131.53   	 21.16   	 101.73		 36.13   	 -15.26		
102.54   	143.43   	 21.57   	 111.90		 36.07   	 -15.26		
110.78   	156.25   	 22.01   	 122.07		 36.01   	 -10.17		
120.54   	168.76   	 22.50   	 116.99		 35.97   	 -15.26		
132.14   	181.27   	 22.97   	 116.99		 35.91   	 -15.26		
144.65   	194.09   	 23.44   	 116.99		 35.85   	 -20.35		
157.78   	208.44   	 23.91   	 111.90		 35.77   	 -15.26		
182.50   	242.31   	 24.35   	  91.56		 35.71   	 -15.26		
195.62   	261.23   	 24.72   	  76.30		 35.65   	 -10.17		
210.57   	280.76   	 25.03   	  61.04		 35.61   	  -5.09		
227.97   	301.82   	 25.27   	  50.86		 35.58   	  -5.09		
246.58   	324.71   	 25.47   	  40.69		 35.56   	  -5.09		
266.42   	349.12   	 25.64   	  25.43		 35.54(D)	   0.00		
285.95   	374.15   	 25.74   	  25.43		 35.54   	   0.00		
305.48   	399.17   	 25.84   	  15.26		 35.54   	  15.26		
325.62   	423.28   	 25.90   	  15.26		 35.61   	  25.43		
345.46   	446.78   	 25.96   	  10.17		 35.71   	  50.86		
365.30   	469.36   	 26.00   	  15.26		 35.91   	  86.47		
384.22   	491.94   	 26.06   	  10.17		 36.26   	 132.25		
401.61   	513.61   	 26.10   	  15.26		 36.79   	 188.20		
416.56   	532.84   	 26.16   	  15.26		 37.54   	 223.80		
428.77   	547.49   	 26.23   	  15.26		 38.43   	 249.24		
437.32   	556.64   	 26.29   	  20.35		 39.43   	 249.24		
441.28   	557.86   	 26.37   	  15.26		 40.43   	 233.98		
440.06   	550.23   	 26.43   	  20.35		 41.36   	 203.46		
433.04   	531.92   	 26.51   	  15.26		 42.18   	 178.03		
420.23   	502.93   	 26.57   	  20.35		 42.89   	 152.59		
401.00   	464.48   	 26.65   	  15.26		 43.50   	 127.16		
375.67   	418.70   	 26.71   	  15.26		 44.01   	 111.90		
344.54   	368.04   	 26.78   	  15.26		 44.46   	 111.90		
308.84   	313.42   	 26.84   	  10.17		 44.90   	 116.99		
269.78   	256.96   	 26.88   	   5.09		 45.37   	 162.77		
187.38   	149.54   	 26.90(S)	   0.00		 46.02   	 172.94		
147.40   	101.93   	 26.90   	   0.00		 46.71   	 183.11		
109.86   	 58.59   	 26.90   	  -5.09		 47.45   	 183.11		
 75.07   	 18.62   	 26.88   	   0.00		 48.18   	 178.03		
 43.33   	-18.62   	 26.88   	 -10.17		 48.89   	 172.94		
 14.65   	-53.10   	 26.84   	 -10.17		 49.58   	 167.85		
-11.29   	-83.31   	 26.80   	 -15.26		 50.25   	 157.68		
-34.18   	-108.34   	 26.73   	 -20.35		 50.88   	 152.59		
-53.10   	-128.48   	 26.65   	 -25.43		 51.50   	 147.51		
-68.36   	-144.04   	 26.55   	 -35.61		 52.09   	 142.42		
-79.35   	-155.33   	 26.41   	 -35.61		 52.65   	 142.42		
-87.28   	-163.57   	 26.27   	 -40.69		 53.22   	 147.51		
-93.08   	-169.68   	 26.10   	 -55.95		 53.81   	 152.59		
-97.96   	-173.65   	 25.88   	 -66.12		 54.43   	 142.42		
-102.54   	-176.39   	 25.62   	 -76.30		 54.99   	 147.51		
-106.51   	-178.53   	 25.31   	 -96.64		 55.58   	 147.51		
-108.95   	-180.05   	 24.92   	-111.90		 56.17   	 142.42		
-110.17   	-180.97   	 24.48   	-127.16		 56.74   	 132.25		
-110.47   	-181.58   	 23.97   	-152.59		 57.27   	 127.16		
-111.08   	-181.58   	 23.36   	-162.77		 57.78   	 127.16		
-112.00   	-181.27   	 22.71   	-178.03		 58.29   	 122.07		
-113.22   	-180.36   	 21.99   	-193.29		 58.78   	 122.07		
-114.44   	-179.75   	 21.22   	-213.63		 59.27   	 122.07		
-115.05   	-179.14   	 20.37   	-208.54		 59.76   	 122.07		
-115.05   	-178.53   	 19.53   	-198.37		 60.24   	 116.99		
-114.75   	-177.31   	 18.74   	-193.29		 60.71   	 111.90		
-114.75   	-175.48   	 17.97   	-203.46		 61.16   	 111.90		
-115.05   	-173.34   	 17.15   	-208.54		 61.61   	 106.82		
-115.36   	-171.20   	 16.32   	-218.72		 62.03   	 106.82		
-115.66   	-169.37   	 15.44   	-228.89		 62.46   	  96.64		
-115.66   	-167.54   	 14.53   	-233.98		 62.85   	  81.38		
-115.36   	-166.02   	 13.59   	-233.98		 63.17   	  55.95		
-115.05   	-164.49   	 12.66   	-239.06		 63.40   	  40.69		
-114.14   	-163.27   	 11.70   	-249.24		 63.56   	  25.43		
-112.61   	-162.05   	 10.70   	-269.58		 63.66(S)	 -10.17		
-111.08   	-160.83   	  9.62   	-274.67		 63.62   	 -55.95		
-109.56   	-159.00   	  8.52   	-264.50		 63.40   	 -81.38		
-108.64   	-157.17   	  7.47   	-249.24		 63.07   	 -86.47		
-108.34   	-155.33   	  6.47   	-239.06		 62.73   	 -71.21		
-108.64   	-154.11   	  5.51   	-218.72		 62.44   	 -40.69		
-109.25   	-153.20   	  4.64   	-208.54		 62.28   	 -40.69		
-109.56   	-153.50   	  3.80   	-178.03		 62.12   	 -61.04		
-109.25   	-153.81   	  3.09   	-157.68		 61.87   	 -76.30		
-108.64   	-154.42   	  2.46   	-142.42		 61.57   	 -96.64		
-107.42   	-154.72   	  1.89   	-122.07		 61.18   	-106.82		
-106.20   	-154.72   	  1.40   	-101.73		 60.75   	-132.25		
-105.29   	-154.11   	  1.00   	 -81.38		 60.22   	-147.51		
-105.29   	-153.81   	  0.67   	 -66.12		 59.63   	-157.68		
-105.90   	-154.11   	  0.41   	 -45.78		 59.00   	-162.77		
-107.12   	-155.94   	  0.22   	 -30.52		 58.35   	-147.51		
-108.34   	-158.39   	  0.10   	 -10.17		 57.76   	-127.16		
-109.25   	-160.52   	  0.06(D)	   0.00		 57.25   	-122.07		
-109.25   	-160.83   	  0.06   	  10.17		 56.76   	-111.90		
-108.95   	-159.30   	  0.10   	  20.35		 56.32   	-116.99		
-108.03   	-156.86   	  0.18   	  30.52		 55.85   	-111.90		
-107.73   	-155.64   	  0.31   	  35.61		 55.40   	 -96.64		
-108.03   	-157.17   	  0.45   	  35.61		 55.02   	 -96.64		
-108.64   	-160.83   	  0.59   	  30.52		 54.63   	 -86.47		
-109.25   	-164.49   	  0.71   	  35.61		 54.28   	 -91.56		
-109.25   	-166.32   	  0.85   	  35.61		 53.92   	 -96.64		
-108.34   	-166.02   	  1.00   	  35.61		 53.53   	-101.73		
-107.12   	-163.88   	  1.14   	  30.52		 53.12   	-101.73		
-105.90   	-161.74   	  1.26   	  20.35		 52.72   	-101.73		
-104.98   	-160.52   	  1.34   	  10.17		 52.31   	 -96.64		
-104.37   	-159.91   	  1.38   	   0.00		 51.92   	 -96.64		
-103.76   	-159.30   	  1.38   	   0.00		 51.54   	-101.73		
-103.15   	-158.39   	  1.38   	   0.00		 51.13   	 -96.64		
-103.15   	-157.17   	  1.38   	   5.09		 50.74   	 -96.64		
-103.45   	-155.94   	  1.40   	  15.26		 50.36   	 -96.64		
-103.76   	-155.33   	  1.46   	  20.35		 49.97   	 -86.47		
-103.76   	-154.72   	  1.55   	  35.61		 49.62   	 -81.38		
-103.15   	-154.42   	  1.69   	  40.69		 49.30   	 -76.30		
-102.23   	-154.11   	  1.85   	  35.61		 48.99   	 -71.21		
-101.62   	-154.72   	  1.99   	  40.69		 48.71   	 -71.21		
-101.93   	-155.94   	  2.16   	  35.61		 48.42   	 -66.12		
-102.84   	-157.78   	  2.30   	  25.43		 48.16   	 -66.12		
-104.06   	-159.91   	  2.40   	  15.26		 47.89   	 -66.12		
-104.37   	-160.83   	  2.46   	   5.09		 47.63   	 -66.12		
-104.06   	-159.61   	  2.48   	   0.00		 47.37   	 -66.12		
-103.15   	-156.25   	  2.48   	  -5.09		 47.10   	 -61.04		
-101.93   	-151.37   	  2.46   	 -10.17		 46.86   	 -66.12		
-101.01   	-146.79   	  2.42   	 -10.17		 46.59   	 -61.04		
-100.40   	-143.74   	  2.38   	 -10.17		 46.35   	 -61.04		
-99.18   	-142.21   	  2.34   	  -5.09		 46.10   	 -50.86		
-97.66   	-141.91   	  2.32   	 -10.17		 45.90   	 -55.95		
-95.83   	-142.82   	  2.28   	  -5.09		 45.68   	 -55.95		
-93.69   	-143.74   	  2.26   	   0.00		 45.45   	 -50.86		
-90.94   	-145.26   	  2.26   	   0.00		 45.25   	 -55.95		
-86.36   	-145.57   	  2.26   	   0.00		 45.03   	 -50.86		
-78.43   	-144.65   	  2.26   	  10.17		 44.82   	 -45.78		
-65.92   	-141.91   	  2.30   	  20.35		 44.64   	 -45.78		
-50.66   	-136.41   	  2.38   	  20.35		 44.46   	 -40.69		
-34.18   	-126.04   	  2.46   	  25.43		 44.29   	 -40.69		
-18.62   	-107.42   	  2.56   	  35.61		 44.13   	 -40.69		
 -3.97   	-78.43   	  2.71   	  30.52		 43.97   	 -35.61		
 12.82   	-40.28   	  2.83   	  30.52		 43.82   	 -40.69		
 33.87   	  0.92   	  2.95   	  30.52		 43.66   	 -40.69		
 57.68   	 36.32   	  3.07   	  30.52		 43.50   	 -35.61		
 78.13   	 58.29   	  3.19   	  30.52		 43.36   	 -40.69		
 88.50   	 66.22   	  3.32   	  25.43		 43.19   	 -40.69		
 85.14   	 64.39   	  3.42   	  35.61		 43.03   	 -35.61		
 70.19   	 57.37   	  3.56   	  30.52		 42.89   	 -40.69		
 48.52   	 46.39   	  3.68   	  30.52		 42.73   	 -35.61		
 25.02   	 29.30   	  3.80   	  30.52		 42.58   	 -35.61		
  3.36   	  2.75   	  3.93   	  20.35		 42.44   	 -35.61		
-16.48   	-32.65   	  4.01   	  25.43		 42.30   	 -35.61		
-33.87   	-71.41   	  4.11   	  15.26		 42.16   	 -40.69		
-49.74   	-106.20   	  4.17   	  15.26		 41.99   	 -35.61		
-65.31   	-130.62   	  4.23   	  15.26		 41.85   	 -35.61		
-80.57   	-141.91   	  4.29   	  10.17		 41.71   	 -30.52		
-94.30   	-142.82   	  4.33   	  10.17		 41.59   	 -30.52		
-104.68   	-139.47   	  4.37   	   5.09		 41.46   	 -25.43		
-109.56   	-137.02   	  4.39   	  10.17		 41.36   	 -30.52		
-110.17   	-137.63   	  4.44   	   5.09		 41.24   	 -35.61		
-108.64   	-140.38   	  4.46   	  10.17		 41.10   	 -30.52		
-107.73   	-142.82   	  4.50   	  10.17		 40.98   	 -25.43		
-108.34   	-144.04   	  4.54   	  15.26		 40.87   	 -30.52		
-109.86   	-143.74   	  4.60   	  15.26		 40.75   	 -25.43		
-110.78   	-142.21   	  4.66   	  20.35		 40.65   	 -30.52		
-111.08   	-140.69   	  4.74   	  30.52		 40.53   	 -25.43		
-110.78   	-138.55   	  4.86   	  25.43		 40.43   	 -25.43		
-110.17   	-136.11   	  4.96   	  30.52		 40.33   	 -20.35		
-109.25   	-133.36   	  5.09   	  25.43		 40.24   	 -25.43		
-108.64   	-130.92   	  5.19   	  30.52		 40.14   	 -20.35		
-108.64   	-127.26   	  5.31   	  30.52		 40.06   	 -25.43		
-111.69   	-119.63   	  5.43   	  25.43		 39.96   	 -25.43		
-120.24   	-103.45   	  5.53   	  20.35		 39.86   	 -20.35		
-133.36   	-77.51   	  5.62   	  25.43		 39.78   	 -20.35		
-137.02   	-45.78   	  5.72   	  20.35		 39.69   	 -20.35		
-102.84   	-13.12   	  5.80   	  20.35		 39.61   	 -15.26		
  4.27   	 25.02   	  5.88   	  25.43		 39.55   	 -15.26		
204.16   	 89.42   	  5.98   	  25.43		 39.49   	 -15.26		
483.09   	205.69   	  6.08   	  25.43		 39.43   	 -20.35		
787.35   	368.65   	  6.19   	  30.52		 39.35   	 -20.35		
1098.02   	538.02(R)	  6.31(E)	  30.52		 39.27   	 -15.26		
936.89   	388.49   	  6.43   	  25.43		 39.21   	 -20.35		
562.44   	112.30   	  6.53   	  20.35		 39.12   	 -15.26		
 81.18   	-142.52   	  6.61   	  20.35		 39.06   	 -15.26		
-347.90   	-234.68   	  6.69   	  15.26		 39.00   	 -20.35		
-600.89   	-137.63   	  6.75   	  15.26		 38.92   	 -15.26		
-659.48   	 38.76   	  6.82   	  10.17		 38.86   	 -10.17		
-600.59   	134.58   	  6.86   	   5.09		 38.82   	 -15.26		
-523.68   	 67.14   	  6.88   	   5.09		 38.76   	 -15.26		
-480.96   	-116.27   	  6.90   	  -5.09		 38.70   	 -15.26		
-457.76   	-291.75   	  6.88   	 -10.17		 38.64   	 -20.35		
-408.63   	-354.92   	  6.84   	 -10.17		 38.56   	 -20.35		
-310.67   	-285.64   	  6.80   	  -5.09		 38.47   	 -20.35		
-185.85   	-141.91   	  6.78   	  -5.09		 38.39   	 -20.35		
-79.04   	 -8.54   	  6.75   	  10.17		 38.31   	 -15.26		
-21.67   	 59.81   	  6.80   	  45.78		 38.25   	 -15.26		
-15.26   	 58.59   	  6.98   	  71.21		 38.19   	 -15.26		
-35.71   	 22.58   	  7.26   	  96.64		 38.13   	 -10.17		
-54.32   	 -6.41   	  7.65   	 122.07		 38.09   	 -15.26		
-55.54   	 -7.93   	  8.14   	 137.33		 38.03   	 -15.26		
-41.81   	 12.51   	  8.69   	 147.51		 37.97   	 -15.26		
-25.02   	 34.79   	  9.28   	 116.99		 37.90   	 -15.26		
-14.65   	 45.17   	  9.75   	  76.30		 37.84   	 -15.26		
-10.99   	 45.17   	 10.05   	 116.99		 37.78   	 -15.26		
 -9.46   	 43.64   	 10.52   	 264.50		 37.72   	 -15.26		
 -0.92   	 52.80   	 11.58   	 244.15		 37.66   	 -15.26		
  4.27   	 59.81   	 12.55   	 233.98		 37.60   	 -15.26		
  7.93   	 65.61   	 13.49   	 244.15		 37.54   	 -15.26		
 10.99   	 70.80   	 14.47   	 228.89		 37.48   	 -10.17		
 14.95   	 76.29   	 15.38   	 213.63		 37.44   	 -15.26		
 20.14   	 82.70   	 16.24   	 203.46		 37.38   	 -15.26		
 25.33   	 89.42   	 17.05   	 203.46		 37.31   	 -15.26		
 30.21   	 95.21   	 17.86   	 198.37		 37.25   	 -15.26		
 34.18   	100.10   	 18.66   	 193.29		 37.19   	 -15.26		
 37.84   	104.37   	 19.43   	 188.20		 37.13   	 -15.26		
 42.11   	109.56   	 20.18   	 183.11		 37.07   	 -15.26		
 47.00   	116.88   	 20.92   	 178.03		 37.01   	 -10.17		
 52.49   	125.12   	 21.63   	 172.94		 36.97   	 -10.17		
 57.68   	133.36   	 22.32   	 157.68		 36.93   	 -10.17		
 62.87   	139.77   	 22.95   	 152.59		 36.89   	 -10.17		
 68.05   	144.96   	 23.56   	 137.33		 36.85   	 -10.17		
 73.85   	149.84   	 24.11   	 137.33		 36.81   	 -10.17		
 80.87   	156.25   	 24.66   	 127.16		 36.76   	 -15.26		
 88.81   	164.79   	 25.17   	 116.99		 36.70   	 -10.17		
 97.66   	175.17   	 25.64   	 106.82		 36.66   	 -15.26		
106.81   	186.46   	 26.06   	 101.73		 36.60   	 -10.17		
115.97   	197.75   	 26.47   	  91.56		 36.56   	 -15.26		
125.12   	209.05   	 26.84   	  76.30		 36.50   	 -15.26		
134.89   	221.56   	 27.14   	  66.12		 36.44   	 -15.26		
145.57   	236.21   	 27.41   	  61.04		 36.38   	 -10.17		
169.37   	272.22   	 27.65   	  61.04		 36.34   	 -10.17		
182.50   	292.36   	 27.89   	  61.04		 36.30   	  -5.09		
196.53   	312.81   	 28.14   	  55.95		 36.28   	  -5.09		
212.10   	333.25   	 28.36   	  61.04		 36.26   	  -5.09		
228.58   	354.31   	 28.61   	  55.95		 36.24(D)	   0.00		
246.28   	376.59   	 28.83   	  55.95		 36.24   	   0.00		
263.67   	399.78   	 29.05   	  50.86		 36.24   	  10.17		
280.76   	423.89   	 29.26   	  50.86		 36.28   	  25.43		
296.63   	447.08   	 29.46   	  50.86		 36.38   	  45.78		
311.58   	470.28   	 29.66   	  45.78		 36.56   	  81.38		
326.84   	492.86   	 29.85   	  45.78		 36.89   	 127.16		
342.41   	515.75   	 30.03   	  40.69		 37.40   	 183.11		
357.97   	538.02   	 30.19   	  35.61		 38.13   	 228.89		
372.01   	558.17   	 30.34   	  40.69		 39.04   	 254.32		
383.61   	574.04   	 30.50   	  30.52		 40.06   	 259.41		
391.24   	583.19   	 30.62   	  35.61		 41.10   	 239.06		
394.59   	583.50   	 30.76   	  25.43		 42.05   	 213.63		
392.76   	573.43   	 30.86   	  25.43		 42.91   	 178.03		
385.13   	552.37   	 30.97   	  20.35		 43.62   	 142.42		
371.70   	520.32   	 31.05   	  20.35		 44.19   	 127.16		
352.17   	477.91   	 31.13   	  15.26		 44.70   	 111.90		
327.15   	427.55   	 31.19   	  15.26		 45.15   	 111.90		
296.94   	371.40   	 31.25   	  10.17		 45.59   	 127.16		
262.45   	311.58   	 31.29   	  10.17		 46.10   	 137.33		
225.52   	251.46   	 31.33   	   5.09		 46.65   	 198.37		
151.06   	137.63   	 31.35   	   5.09		 47.45   	 193.29		
116.58   	 86.98   	 31.37(S)	   0.00		 48.22   	 198.37		
 84.53   	 41.20   	 31.37   	   0.00		 49.01   	 183.11		
 54.93   	  0.00   	 31.37   	  -5.09		 49.75   	 183.11		
 27.77   	-37.23   	 31.35   	   0.00		 50.48   	 172.94		
  2.44   	-70.50   	 31.35   	 -10.17		 51.17   	 172.94		
-19.53   	-99.18   	 31.31   	  -5.09		 51.86   	 172.94		
-38.76   	-122.38   	 31.29   	 -10.17		 52.55   	 162.77		
-54.32   	-140.38   	 31.25   	 -10.17		 53.20   	 167.85		
-66.22   	-153.81   	 31.21   	 -20.35		 53.88   	 167.85		
-75.68   	-164.79   	 31.13   	 -30.52		 54.55   	 162.77		
-83.31   	-174.87   	 31.01   	 -40.69		 55.20   	 162.77		
-89.72   	-184.33   	 30.84   	 -50.86		 55.85   	 162.77		
-95.83   	-192.26   	 30.64   	 -66.12		 56.50   	 152.59		
-101.32   	-198.67   	 30.38   	 -76.30		 57.11   	 152.59		
-106.20   	-202.64   	 30.07   	 -91.56		 57.72   	 152.59		
-109.86   	-204.47   	 29.70   	-111.90		 58.33   	 142.42		
-112.00   	-205.08   	 29.26   	-122.07		 58.90   	 137.33		
-112.30   	-204.77   	 28.77   	-142.42		 59.45   	 137.33		
-111.39   	-204.47   	 28.20   	-157.68		 60.00   	 132.25		
-109.86   	-203.86   	 27.57   	-172.94		 60.53   	 132.25		
-108.34   	-203.25   	 26.88   	-193.29		 61.06   	 127.16		
-107.12   	-202.33   	 26.10   	-213.63		 61.57   	 132.25		
-106.20   	-200.81   	 25.25   	-213.63		 62.10   	 137.33		
-105.29   	-199.28   	 24.39   	-213.63		 62.64   	 142.42		
-103.76   	-198.36   	 23.54   	-208.54		 63.21   	 142.42		
-102.54   	-197.75   	 22.71   	-213.63		 63.78   	 127.16		
-101.62   	-196.84   	 21.85   	-223.80		 64.29   	 101.73		
-101.01   	-194.70   	 20.96   	-228.89		 64.70   	  81.38		
-100.71   	-191.35   	 20.04   	-239.06		 65.03   	  66.12		
-100.40   	-187.68   	 19.08   	-239.06		 65.29   	  45.78		
-100.40   	-184.94   	 18.13   	-239.06		 65.47   	  25.43		
-100.71   	-183.72   	 17.17   	-228.89		 65.57   	  10.17		
-100.71   	-184.02   	 16.26   	-228.89		 65.62   	   5.09		
-100.40   	-184.02   	 15.34   	-223.80		 65.64   	   5.09		
-99.79   	-182.80   	 14.45   	-218.72		 65.66(S)	 -10.17		
-99.18   	-180.05   	 13.57   	-218.72		 65.62   	 -45.78		
-98.57   	-177.00   	 12.70   	-213.63		 65.43   	 -76.30		
-97.96   	-175.17   	 11.84   	-213.63		 65.13   	 -91.56		
-97.05   	-175.48   	 10.99   	-208.54		 64.76   	 -96.64		
-96.13   	-177.92   	 10.15   	-203.46		 64.37   	 -96.64		
-95.52   	-180.66   	  9.34   	-213.63		 63.99   	 -91.56		
-94.91   	-182.50   	  8.48   	-239.06		 63.62   	 -96.64		
-94.30   	-183.72   	  7.53   	-264.50		 63.23   	-106.82		
-93.99   	-184.33   	  6.47   	-274.67		 62.81   	-122.07		
-93.99   	-185.24   	  5.37   	-249.24		 62.32   	-137.33		
-94.30   	-186.16   	  4.37   	-193.29		 61.77   	-142.42		
-93.99   	-186.77   	  3.60   	-162.77		 61.20   	-152.59		
-93.08   	-186.77   	  2.95   	-127.16		 60.59   	-157.68		
-91.55   	-186.16   	  2.44   	 -86.47		 59.96   	-157.68		
-90.94   	-185.85   	  2.10   	 -40.69		 59.33   	-152.59		
-90.94   	-185.55   	  1.93(D)	   0.00		 58.72   	-137.33		
-91.86   	-184.33   	  1.93   	  20.35		 58.17   	-111.90		
-92.77   	-182.19   	  2.01   	  30.52		 57.72   	-101.73		
-92.77   	-180.05   	  2.14   	  50.86		 57.31   	 -91.56		
-91.86   	-178.83   	  2.34   	  55.95		 56.95   	 -96.64		
-90.64   	-179.75   	  2.56   	  61.04		 56.56   	 -96.64		
-89.42   	-182.19   	  2.81   	  55.95		 56.17   	 -96.64		
-88.20   	-184.94   	  3.03   	  50.86		 55.79   	-101.73		
-87.28   	-187.07   	  3.23   	  50.86		 55.38   	 -96.64		
-87.59   	-188.29   	  3.44   	  40.69		 54.99   	-111.90		
-88.50   	-188.90   	  3.60   	  30.52		 54.55   	-106.82		
-90.03   	-189.51   	  3.72   	  25.43		 54.12   	-116.99		
-91.25   	-189.82   	  3.83   	  15.26		 53.65   	-106.82		
-91.55   	-190.43   	  3.89   	   5.09		 53.22   	-106.82		
-90.64   	-190.12   	  3.91   	   0.00		 52.80   	 -96.64		
-88.50   	-188.60   	  3.91   	  -5.09		 52.41   	 -96.64		
-86.36   	-186.46   	  3.89   	  -5.09		 52.02   	 -91.56		
-84.84   	-184.33   	  3.87   	 -10.17		 51.66   	 -91.56		
-84.53   	-182.80   	  3.83   	  -5.09		 51.29   	 -91.56		
-84.84   	-182.50   	  3.80   	   0.00		 50.93   	 -91.56		
-85.14   	-184.02   	  3.80   	   5.09		 50.56   	 -81.38		
-84.84   	-186.16   	  3.83   	  10.17		 50.23   	 -81.38		
-83.62   	-188.60   	  3.87   	  10.17		 49.91   	 -76.30		
-82.09   	-190.12   	  3.91   	  20.35		 49.60   	 -76.30		
-80.57   	-190.73   	  3.99   	  15.26		 49.30   	 -76.30		
-79.65   	-190.12   	  4.05   	  20.35		 48.99   	 -76.30		
-79.04   	-188.60   	  4.13   	  20.35		 48.69   	 -66.12		
-79.04   	-186.46   	  4.21   	  20.35		 48.42   	 -66.12		
-78.74   	-184.33   	  4.29   	  15.26		 48.16   	 -66.12		
-78.13   	-181.58   	  4.35   	  15.26		 47.89   	 -66.12		
-77.51   	-178.53   	  4.42   	  15.26		 47.63   	 -66.12		
-76.90   	-175.48   	  4.48   	  10.17		 47.37   	 -61.04		
-74.77   	-173.65   	  4.52   	  10.17		 47.12   	 -61.04		
-69.89   	-173.65   	  4.56   	  10.17		 46.88   	 -55.95		
-61.34   	-175.17   	  4.60   	  10.17		 46.65   	 -61.04		
-48.52   	-176.39   	  4.64   	   5.09		 46.41   	 -50.86		
-33.57   	-172.42   	  4.66   	   0.00		 46.21   	 -55.95		
-18.62   	-158.39   	  4.66   	   0.00		 45.98   	 -50.86		
 -6.41   	-130.62   	  4.66   	   0.00		 45.78   	 -50.86		
  4.27   	-90.94   	  4.66   	 -10.17		 45.57   	 -45.78		
 16.78   	-47.30   	  4.62   	 -10.17		 45.39   	 -45.78		
 33.57   	-10.07   	  4.58   	   0.00		 45.21   	 -45.78		
 53.10   	 12.21   	  4.58   	   5.09		 45.03   	 -40.69		
 68.97   	 18.31   	  4.60   	  10.17		 44.86   	 -40.69		
