SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
 24.11   	-59.51   	 31.54   	  -5.09		 52.47   	 178.03		
  0.92   	-91.86   	 31.52   	  -5.09		 53.18   	 183.11		
-19.53   	-119.02   	 31.50   	 -10.17		 53.92   	 172.94		
-37.23   	-141.30   	 31.45   	 -10.17		 54.61   	 183.11		
-52.80   	-159.91   	 31.41   	 -25.43		 55.34   	 178.03		
-65.61   	-175.78   	 31.31   	 -30.52		 56.05   	 178.03		
-75.38   	-188.60   	 31.19   	 -35.61		 56.76   	 178.03		
-82.09   	-197.75   	 31.05   	 -50.86		 57.48   	 178.03		
-87.28   	-204.47   	 30.84   	 -66.12		 58.19   	 167.85		
-91.86   	-209.66   	 30.58   	 -81.38		 58.86   	 157.68		
-96.74   	-214.54   	 30.25   	 -91.56		 59.49   	 162.77		
-101.01   	-219.73   	 29.89   	-111.90		 60.14   	 157.68		
-104.37   	-224.61   	 29.44   	-122.07		 60.77   	 157.68		
-106.20   	-228.27   	 28.95   	-142.42		 61.40   	 152.59		
-106.81   	-229.80   	 28.38   	-157.68		 62.01   	 157.68		
-106.51   	-229.49   	 27.75   	-172.94		 62.64   	 152.59		
-106.20   	-228.27   	 27.06   	-193.29		 63.26   	 152.59		
-106.20   	-226.44   	 26.29   	-218.72		 63.87   	 152.59		
-106.81   	-225.22   	 25.41   	-244.15		 64.48   	 152.59		
-107.42   	-224.61   	 24.44   	-259.41		 65.09   	 152.59		
-108.03   	-224.91   	 23.40   	-264.50		 65.70   	 142.42		
-108.03   	-224.91   	 22.34   	-249.24		 66.27   	 127.16		
-107.42   	-224.30   	 21.34   	-239.06		 66.77   	 116.99		
-106.20   	-221.86   	 20.39   	-249.24		 67.24   	  96.64		
-104.68   	-218.20   	 19.39   	-274.67		 67.63   	  66.12		
-103.76   	-214.23   	 18.29   	-295.01		 67.89   	  30.52		
-102.84   	-211.18   	 17.11   	-305.19		 68.02   	   5.09		
-102.23   	-208.74   	 15.89   	-310.27		 68.04(S)	  -5.09		
-101.62   	-207.21   	 14.65   	-315.36		 68.02   	 -15.26		
-101.32   	-205.99   	 13.39   	-305.19		 67.95   	 -10.17		
-101.93   	-204.77   	 12.17   	-305.19		 67.91   	 -25.43		
-102.54   	-203.25   	 10.95   	-279.75		 67.81   	 -55.95		
-103.45   	-200.81   	  9.83   	-264.50		 67.59   	 -86.47		
-103.76   	-198.67   	  8.77   	-233.98		 67.24   	-106.82		
-103.45   	-197.75   	  7.83   	-208.54		 66.82   	-101.73		
-102.84   	-198.36   	  7.00   	-183.11		 66.41   	 -91.56		
-101.62   	-199.58   	  6.27   	-152.59		 66.04   	 -91.56		
-100.40   	-200.50   	  5.66   	-122.07		 65.68   	 -86.47		
-99.18   	-199.58   	  5.17   	-101.73		 65.33   	 -96.64		
-98.57   	-197.14   	  4.76   	 -81.38		 64.94   	-111.90		
-99.18   	-194.40   	  4.44   	 -61.04		 64.50   	-127.16		
-100.40   	-191.96   	  4.19   	 -45.78		 63.99   	-142.42		
-101.32   	-190.43   	  4.01   	 -40.69		 63.42   	-157.68		
-101.62   	-189.21   	  3.85   	 -25.43		 62.79   	-162.77		
-100.71   	-188.29   	  3.74   	 -25.43		 62.14   	-172.94		
-99.79   	-187.99   	  3.64   	 -20.35		 61.44   	-167.85		
-98.88   	-188.29   	  3.56   	 -15.26		 60.77   	-172.94		
-98.88   	-188.90   	  3.50   	 -15.26		 60.08   	-157.68		
-99.49   	-189.21   	  3.44   	 -10.17		 59.45   	-142.42		
-100.40   	-189.21   	  3.40   	 -10.17		 58.88   	-127.16		
-101.01   	-188.90   	  3.36   	 -10.17		 58.37   	-116.99		
-100.71   	-188.29   	  3.32   	  -5.09		 57.90   	-111.90		
-99.49   	-187.68   	  3.30   	 -10.17		 57.46   	-111.90		
-97.96   	-187.68   	  3.26   	  -5.09		 57.01   	-116.99		
-96.13   	-188.29   	  3.23   	  -5.09		 56.54   	-111.90		
-94.91   	-189.51   	  3.21   	   0.00		 56.09   	-116.99		
-94.60   	-191.35   	  3.21   	   0.00		 55.63   	-106.82		
-95.21   	-192.87   	  3.21   	  10.17		 55.20   	-106.82		
-96.13   	-193.48   	  3.26   	   5.09		 54.77   	-101.73		
-97.05   	-193.18   	  3.28   	  10.17		 54.36   	-101.73		
-97.35   	-191.96   	  3.32   	  10.17		 53.96   	 -96.64		
-97.35   	-191.35   	  3.36   	  10.17		 53.57   	 -96.64		
-97.35   	-191.96   	  3.40   	  10.17		 53.18   	 -91.56		
-97.35   	-194.40   	  3.44   	   5.09		 52.82   	 -96.64		
-97.35   	-196.84   	  3.46   	   0.00		 52.43   	 -96.64		
-96.74   	-198.67   	  3.46   	   5.09		 52.04   	 -91.56		
-96.13   	-198.67   	  3.48   	  -5.09		 51.68   	 -96.64		
-95.52   	-197.75   	  3.46   	  -5.09		 51.29   	 -91.56		
-95.52   	-196.84   	  3.44   	 -10.17		 50.93   	 -86.47		
-95.83   	-196.23   	  3.40   	 -10.17		 50.58   	 -76.30		
-95.83   	-195.31   	  3.36   	 -10.17		 50.27   	 -81.38		
-95.21   	-193.79   	  3.32   	 -15.26		 49.95   	 -71.21		
-93.08   	-191.04   	  3.26   	 -15.26		 49.66   	 -71.21		
-90.64   	-187.38   	  3.19   	 -10.17		 49.38   	 -71.21		
-88.50   	-183.11   	  3.15   	  -5.09		 49.09   	 -66.12		
-87.28   	-179.44   	  3.13   	   0.00		 48.83   	 -66.12		
-87.28   	-177.00   	  3.13   	   5.09		 48.57   	 -61.04		
-88.20   	-176.09   	  3.15   	   5.09		 48.32   	 -66.12		
-89.72   	-176.70   	  3.17   	  15.26		 48.06   	 -61.04		
-91.25   	-177.92   	  3.23   	  15.26		 47.81   	 -61.04		
-91.86   	-178.53   	  3.30   	   5.09		 47.57   	 -61.04		
-90.64   	-178.83   	  3.32   	   5.09		 47.32   	 -61.04		
-87.59   	-178.83   	  3.34   	 -10.17		 47.08   	 -61.04		
-80.87   	-179.14   	  3.30   	  -5.09		 46.84   	 -55.95		
-71.11   	-179.75   	  3.28   	  -5.09		 46.61   	 -55.95		
-58.29   	-178.53   	  3.26   	   5.09		 46.39   	 -50.86		
-44.56   	-170.90   	  3.28   	   5.09		 46.18   	 -50.86		
-32.35   	-151.98   	  3.30   	  10.17		 45.98   	 -45.78		
-21.97   	-119.02   	  3.34   	  15.26		 45.80   	 -40.69		
-11.60   	-75.38   	  3.40   	  20.35		 45.64   	 -40.69		
  2.14   	-29.60   	  3.48   	  15.26		 45.47   	 -40.69		
 20.75   	  6.71   	  3.54   	  20.35		 45.31   	 -45.78		
 40.89   	 26.25   	  3.62   	  15.26		 45.13   	 -40.69		
 54.93   	 29.30   	  3.68   	  10.17		 44.96   	 -40.69		
 56.76   	 22.58   	  3.72   	  10.17		 44.80   	 -40.69		
 45.47   	 11.60   	  3.76   	  10.17		 44.64   	 -40.69		
 25.02   	 -1.22   	  3.80   	   5.09		 44.48   	 -40.69		
  2.14   	-18.92   	  3.83   	   0.00		 44.31   	 -35.61		
-18.62   	-44.86   	  3.83   	  10.17		 44.17   	 -35.61		
-36.01   	-79.65   	  3.87   	   5.09		 44.03   	 -35.61		
-50.35   	-117.80   	  3.89   	   5.09		 43.89   	 -30.52		
-63.17   	-151.37   	  3.91   	   5.09		 43.76   	 -30.52		
-75.07   	-173.65   	  3.93   	   5.09		 43.64   	 -35.61		
-87.28   	-183.11   	  3.95   	   0.00		 43.50   	 -35.61		
-99.18   	-182.80   	  3.95   	   5.09		 43.36   	 -35.61		
-108.64   	-179.75   	  3.97   	   0.00		 43.21   	 -30.52		
-114.75   	-179.44   	  3.97   	   0.00		 43.09   	 -35.61		
-117.19   	-182.80   	  3.97   	   0.00		 42.95   	 -35.61		
-117.19   	-188.29   	  3.97   	   5.09		 42.81   	 -35.61		
-116.58   	-191.65   	  3.99   	  10.17		 42.67   	 -30.52		
-116.27   	-191.35   	  4.03   	   5.09		 42.54   	 -30.52		
-116.27   	-187.99   	  4.05   	  10.17		 42.42   	 -30.52		
-115.36   	-183.72   	  4.09   	  15.26		 42.30   	 -30.52		
-113.53   	-180.36   	  4.15   	  15.26		 42.18   	 -25.43		
-111.69   	-178.83   	  4.21   	  15.26		 42.08   	 -30.52		
-110.78   	-178.22   	  4.27   	  15.26		 41.95   	 -25.43		
-110.47   	-177.92   	  4.33   	  15.26		 41.85   	 -25.43		
-111.39   	-176.39   	  4.39   	  20.35		 41.75   	 -30.52		
-112.92   	-172.42   	  4.48   	  10.17		 41.63   	 -25.43		
-116.58   	-162.05   	  4.52   	  15.26		 41.53   	 -30.52		
-124.82   	-142.21   	  4.58   	  10.17		 41.40   	 -25.43		
-135.19   	-112.61   	  4.62   	  15.26		 41.30   	 -25.43		
-132.75   	-77.51   	  4.68   	  15.26		 41.20   	 -30.52		
-88.81   	-41.50   	  4.74   	  10.17		 41.08   	 -25.43		
 28.99   	  2.44   	  4.78   	  15.26		 40.98   	 -25.43		
234.99   	 75.68   	  4.84   	  15.26		 40.87   	 -25.43		
509.64   	203.25   	  4.90   	  15.26		 40.77   	 -20.35		
794.68   	372.01   	  4.96   	  15.26		 40.69   	 -25.43		
1030.88   	513.61(R)	  5.03(E)	  20.35		 40.59   	 -20.35		
835.27   	338.44   	  5.11   	  15.26		 40.51   	 -20.35		
445.56   	 50.35   	  5.17   	  20.35		 40.43   	 -25.43		
-25.94   	-195.01   	  5.25   	  15.26		 40.33   	 -25.43		
-425.72   	-264.89   	  5.31   	  15.26		 40.22   	 -20.35		
-643.92   	-152.28   	  5.37   	  10.17		 40.14   	 -20.35		
-675.66   	 16.48   	  5.41   	   5.09		 40.06   	 -25.43		
-603.33   	 84.23   	  5.43   	   5.09		 39.96   	 -20.35		
-522.16   	-11.90   	  5.45   	   0.00		 39.88   	 -20.35		
-476.07   	-203.25   	  5.45   	  -5.09		 39.80   	 -20.35		
-444.95   	-359.50   	  5.43   	  -5.09		 39.72   	 -20.35		
-385.74   	-387.88   	  5.41   	 -10.17		 39.63   	 -20.35		
-282.59   	-288.09   	  5.37   	   5.09		 39.55   	 -15.26		
-162.66   	-134.28   	  5.39   	  20.35		 39.49   	 -20.35		
-68.97   	-12.21   	  5.47   	  35.61		 39.41   	 -20.35		
-26.86   	 33.26   	  5.62   	  35.61		 39.33   	 -20.35		
-29.60   	 13.43   	  5.76   	  30.52		 39.25   	 -20.35		
-51.27   	-28.08   	  5.88   	  50.86		 39.17   	 -20.35		
-65.00   	-51.57   	  6.08   	  76.30		 39.08   	 -20.35		
-61.34   	-44.25   	  6.39   	  96.64		 39.00   	 -20.35		
-46.08   	-19.53   	  6.78   	 111.90		 38.92   	 -15.26		
-30.82   	  0.92   	  7.22   	 137.33		 38.86   	 -15.26		
-22.89   	  7.02   	  7.77   	 188.20		 38.80   	 -20.35		
-21.36   	  3.36   	  8.52   	 239.06		 38.72   	 -15.26		
-20.14   	  0.00   	  9.48   	 269.58		 38.66   	 -20.35		
 -9.77   	  7.63   	 10.56   	 274.67		 38.58   	 -20.35		
 -3.36   	 14.04   	 11.66   	 279.75		 38.49   	 -20.35		
  1.53   	 18.62   	 12.78   	 259.41		 38.41   	 -15.26		
  5.19   	 21.97   	 13.81   	 239.06		 38.35   	 -20.35		
  8.24   	 25.33   	 14.77   	 218.72		 38.27   	 -15.26		
 11.90   	 29.60   	 15.65   	 198.37		 38.21   	 -20.35		
 15.87   	 35.40   	 16.44   	 157.68		 38.13   	 -15.26		
 19.84   	 41.81   	 17.07   	 142.42		 38.07   	 -10.17		
 23.19   	 48.52   	 17.64   	 188.20		 38.03   	 -20.35		
 26.55   	 54.93   	 18.39   	 198.37		 37.94   	 -15.26		
 30.82   	 61.95   	 19.19   	 167.85		 37.88   	 -20.35		
 36.62   	 69.89   	 19.86   	 142.42		 37.80   	 -15.26		
 43.95   	 78.13   	 20.43   	 127.16		 37.74   	 -15.26		
 51.88   	 86.06   	 20.94   	 127.16		 37.68   	 -15.26		
 59.20   	 93.69   	 21.44   	 116.99		 37.62   	 -20.35		
 65.92   	101.01   	 21.91   	  96.64		 37.54   	 -15.26		
 72.63   	108.64   	 22.30   	  91.56		 37.48   	 -15.26		
 79.35   	117.19   	 22.67   	  86.47		 37.42   	 -15.26		
 86.67   	125.73   	 23.01   	  91.56		 37.35   	 -15.26		
 94.30   	133.67   	 23.38   	  91.56		 37.29   	 -10.17		
102.23   	141.60   	 23.74   	  96.64		 37.25   	 -15.26		
110.47   	149.84   	 24.13   	  96.64		 37.19   	 -15.26		
118.71   	160.22   	 24.52   	  96.64		 37.13   	 -15.26		
127.56   	173.34   	 24.90   	 101.73		 37.07   	 -15.26		
137.94   	188.90   	 25.31   	  96.64		 37.01   	 -20.35		
162.96   	225.83   	 25.70   	  86.47		 36.93   	 -15.26		
177.92   	246.28   	 26.04   	  76.30		 36.87   	 -15.26		
193.18   	268.25   	 26.35   	  66.12		 36.81   	 -10.17		
209.66   	291.44   	 26.61   	  50.86		 36.76   	  -5.09		
226.75   	315.55   	 26.82   	  40.69		 36.74   	  -5.09		
245.36   	339.66   	 26.98   	  25.43		 36.72(D)	   0.00		
265.50   	363.16   	 27.08   	  20.35		 36.72   	  10.17		
286.56   	386.05   	 27.16   	  15.26		 36.76   	  15.26		
307.31   	408.33   	 27.22   	   5.09		 36.83   	  40.69		
327.15   	430.30   	 27.24   	   5.09		 36.99   	  76.30		
345.46   	451.05   	 27.26   	   5.09		 37.29   	 122.07		
362.24   	469.67   	 27.28   	   0.00		 37.78   	 172.94		
377.50   	486.15   	 27.28   	   5.09		 38.47   	 218.72		
390.93   	499.57   	 27.30   	  10.17		 39.35   	 249.24		
401.61   	509.03   	 27.34   	  10.17		 40.35   	 259.41		
408.33   	513.61   	 27.39   	  10.17		 41.38   	 244.15		
410.16   	511.78   	 27.43   	  15.26		 42.36   	 218.72		
406.19   	502.32   	 27.49   	  15.26		 43.23   	 178.03		
396.12   	483.40   	 27.55   	  20.35		 43.95   	 142.42		
379.64   	454.71   	 27.63   	  15.26		 44.52   	 127.16		
357.36   	416.26   	 27.69   	  10.17		 45.03   	 111.90		
329.28   	369.87   	 27.73   	  15.26		 45.47   	 111.90		
296.33   	317.08   	 27.79   	  10.17		 45.92   	 122.07		
259.70   	260.62   	 27.83   	  10.17		 46.41   	 137.33		
220.64   	202.94   	 27.87   	   5.09		 46.96   	 188.20		
144.04   	 93.38   	 27.89   	   5.09		 47.71   	 198.37		
108.95   	 45.17   	 27.91(S)	  -5.09		 48.50   	 198.37		
 75.99   	  2.44   	 27.89   	   0.00		 49.30   	 193.29		
 45.17   	-35.40   	 27.89   	 -10.17		 50.07   	 183.11		
 16.17   	-68.66   	 27.85   	 -10.17		 50.80   	 167.85		
-10.07   	-97.66   	 27.81   	 -10.17		 51.47   	 157.68		
-32.96   	-123.60   	 27.77   	 -15.26		 52.11   	 152.59		
-52.19   	-146.18   	 27.71   	 -15.26		 52.72   	 157.68		
-68.05   	-166.32   	 27.65   	 -25.43		 53.35   	 157.68		
-81.18   	-184.33   	 27.55   	 -30.52		 53.98   	 157.68		
-92.47   	-199.28   	 27.43   	 -40.69		 54.61   	 157.68		
-101.93   	-210.88   	 27.26   	 -61.04		 55.24   	 152.59		
-109.86   	-218.81   	 27.02   	 -71.21		 55.85   	 147.51		
-116.27   	-223.69   	 26.73   	 -96.64		 56.44   	 152.59		
-121.15   	-226.44   	 26.35   	-111.90		 57.05   	 147.51		
-124.82   	-227.97   	 25.90   	-132.25		 57.64   	 142.42		
-126.95   	-229.49   	 25.37   	-147.51		 58.21   	 147.51		
-128.78   	-231.02   	 24.78   	-167.85		 58.80   	 137.33		
-130.31   	-231.93   	 24.11   	-188.20		 59.35   	 142.42		
-131.23   	-231.93   	 23.36   	-203.46		 59.92   	 132.25		
-131.84   	-230.41   	 22.54   	-223.80		 60.45   	 127.16		
-131.23   	-227.97   	 21.65   	-239.06		 60.96   	 116.99		
-130.31   	-225.83   	 20.69   	-244.15		 61.42   	 116.99		
-129.70   	-224.00   	 19.72   	-239.06		 61.89   	 127.16		
-129.70   	-222.47   	 18.76   	-223.80		 62.40   	 127.16		
-129.70   	-220.34   	 17.86   	-228.89		 62.91   	 132.25		
-129.09   	-217.29   	 16.95   	-228.89		 63.44   	 122.07		
-127.87   	-214.54   	 16.03   	-249.24		 63.93   	 116.99		
-126.65   	-212.71   	 15.04   	-269.58		 64.39   	 101.73		
-126.04   	-212.10   	 13.96   	-269.58		 64.80   	  86.47		
-126.04   	-211.79   	 12.88   	-269.58		 65.15   	  71.21		
-125.43   	-210.27   	 11.80   	-264.50		 65.43   	  50.86		
-124.21   	-207.52   	 10.74   	-264.50		 65.64   	  25.43		
-122.07   	-203.86   	  9.68   	-249.24		 65.74(S)	 -15.26		
-119.32   	-201.11   	  8.69   	-233.98		 65.68   	 -50.86		
-117.19   	-199.58   	  7.75   	-208.54		 65.47   	 -61.04		
-115.36   	-198.97   	  6.92   	-188.20		 65.23   	 -71.21		
-114.14   	-198.36   	  6.16   	-162.77		 64.94   	 -66.12		
-113.83   	-197.14   	  5.51   	-147.51		 64.68   	 -71.21		
-113.83   	-195.01   	  4.92   	-122.07		 64.39   	 -81.38		
-113.83   	-193.48   	  4.44   	-111.90		 64.07   	 -96.64		
-113.22   	-193.48   	  3.99   	 -96.64		 63.68   	-116.99		
-112.61   	-194.70   	  3.60   	 -91.56		 63.21   	-127.16		
-112.00   	-196.53   	  3.23   	 -81.38		 62.71   	-137.33		
-111.69   	-197.75   	  2.91   	 -81.38		 62.16   	-147.51		
-112.61   	-197.75   	  2.58   	 -71.21		 61.57   	-142.42		
-113.53   	-195.92   	  2.30   	 -66.12		 61.00   	-142.42		
-114.14   	-193.79   	  2.03   	 -61.04		 60.43   	-142.42		
-113.22   	-191.65   	  1.79   	 -55.95		 59.86   	-137.33		
-111.08   	-190.12   	  1.57   	 -50.86		 59.31   	-142.42		
-108.95   	-188.29   	  1.36   	 -45.78		 58.74   	-142.42		
-107.73   	-186.46   	  1.18   	 -35.61		 58.17   	-132.25		
-107.42   	-184.63   	  1.04   	 -25.43		 57.64   	-127.16		
-107.73   	-183.41   	  0.94   	 -10.17		 57.13   	-111.90		
-107.73   	-182.80   	  0.90(D)	   0.00		 56.68   	-106.82		
-106.81   	-182.19   	  0.90   	   5.09		 56.26   	 -96.64		
-105.59   	-181.27   	  0.92   	  15.26		 55.87   	 -91.56		
-104.37   	-179.44   	  0.98   	  30.52		 55.50   	 -91.56		
-103.45   	-177.00   	  1.10   	  45.78		 55.14   	-101.73		
-103.45   	-175.48   	  1.28   	  50.86		 54.73   	-111.90		
-104.06   	-174.87   	  1.49   	  50.86		 54.28   	-111.90		
-104.68   	-175.17   	  1.69   	  50.86		 53.83   	-111.90		
-104.68   	-174.87   	  1.89   	  40.69		 53.39   	-111.90		
-103.45   	-173.03   	  2.05   	  35.61		 52.94   	-106.82		
-101.93   	-170.59   	  2.20   	  25.43		 52.51   	 -96.64		
-101.01   	-168.15   	  2.30   	  10.17		 52.13   	 -96.64		
-101.32   	-166.32   	  2.34   	   0.00		 51.74   	 -91.56		
-102.54   	-165.10   	  2.34   	 -10.17		 51.37   	 -86.47		
-103.76   	-163.57   	  2.30   	 -15.26		 51.03   	 -81.38		
-104.37   	-161.44   	  2.24   	 -25.43		 50.70   	 -86.47		
-104.06   	-159.30   	  2.14   	 -20.35		 50.36   	 -86.47		
-103.45   	-157.78   	  2.05   	 -25.43		 50.01   	 -81.38		
-103.15   	-157.47   	  1.95   	 -15.26		 49.68   	 -86.47		
-103.76   	-159.00   	  1.89   	  -5.09		 49.34   	 -81.38		
-104.68   	-160.52   	  1.87   	   0.00		 49.01   	 -76.30		
-104.98   	-160.83   	  1.87   	   5.09		 48.71   	 -71.21		
-104.37   	-159.30   	  1.89   	  10.17		 48.42   	 -71.21		
-102.84   	-157.17   	  1.93   	  15.26		 48.14   	 -66.12		
-101.93   	-155.64   	  1.99   	  15.26		 47.87   	 -61.04		
-101.93   	-155.94   	  2.05   	  20.35		 47.63   	 -55.95		
-102.84   	-156.86   	  2.14   	  15.26		 47.41   	 -61.04		
-104.06   	-158.08   	  2.20   	  15.26		 47.16   	 -61.04		
-104.06   	-158.69   	  2.26   	  10.17		 46.92   	 -61.04		
-103.45   	-159.30   	  2.30   	   5.09		 46.67   	 -61.04		
-102.84   	-160.83   	  2.32   	   0.00		 46.43   	 -61.04		
-102.23   	-163.27   	  2.32   	  -5.09		 46.18   	 -55.95		
-101.93   	-165.10   	  2.30   	 -10.17		 45.96   	 -50.86		
-100.71   	-165.41   	  2.26   	  -5.09		 45.76   	 -45.78		
-98.88   	-163.27   	  2.24   	  -5.09		 45.57   	 -45.78		
-96.74   	-160.52   	  2.22   	   5.09		 45.39   	 -45.78		
-94.91   	-158.69   	  2.24   	   5.09		 45.21   	 -45.78		
-91.55   	-159.00   	  2.26   	   5.09		 45.03   	 -40.69		
-85.14   	-159.91   	  2.28   	  15.26		 44.86   	 -45.78		
-73.85   	-159.61   	  2.34   	  15.26		 44.68   	 -40.69		
-58.29   	-155.94   	  2.40   	  20.35		 44.52   	 -45.78		
-40.89   	-145.57   	  2.48   	  20.35		 44.33   	 -40.69		
-24.41   	-126.04   	  2.56   	  25.43		 44.17   	 -40.69		
 -8.85   	-96.74   	  2.67   	  25.43		 44.01   	 -35.61		
  7.63   	-59.81   	  2.77   	  25.43		 43.87   	 -35.61		
 26.86   	-21.36   	  2.87   	  20.35		 43.72   	 -30.52		
 48.22   	 10.07   	  2.95   	  20.35		 43.60   	 -35.61		
 66.83   	 28.99   	  3.03   	  20.35		 43.46   	 -35.61		
 75.99   	 34.79   	  3.11   	  15.26		 43.32   	 -30.52		
 72.33   	 32.35   	  3.17   	  15.26		 43.19   	 -35.61		
 57.37   	 25.02   	  3.23   	  10.17		 43.05   	 -35.61		
 34.79   	 12.82   	  3.28   	  15.26		 42.91   	 -40.69		
 10.07   	 -6.41   	  3.34   	  10.17		 42.75   	 -35.61		
-13.43   	-35.10   	  3.38   	  10.17		 42.60   	 -30.52		
-33.57   	-71.72   	  3.42   	  10.17		 42.48   	 -35.61		
-50.66   	-109.86   	  3.46   	  10.17		 42.34   	 -35.61		
-65.00   	-142.21   	  3.50   	  10.17		 42.20   	 -30.52		
-78.13   	-162.96   	  3.54   	  10.17		 42.08   	 -30.52		
-91.25   	-171.20   	  3.58   	  10.17		 41.95   	 -30.52		
-103.45   	-169.68   	  3.62   	  10.17		 41.83   	 -25.43		
-112.30   	-164.79   	  3.66   	  15.26		 41.73   	 -25.43		
-116.58   	-161.13   	  3.72   	  10.17		 41.63   	 -30.52		
-116.88   	-160.83   	  3.76   	  15.26		 41.51   	 -25.43		
-114.75   	-161.74   	  3.83   	  20.35		 41.40   	 -30.52		
-112.61   	-161.44   	  3.91   	  15.26		 41.28   	 -25.43		
-112.00   	-159.00   	  3.97   	  15.26		 41.18   	 -30.52		
-112.00   	-155.33   	  4.03   	  20.35		 41.06   	 -30.52		
-112.30   	-151.98   	  4.11   	  20.35		 40.94   	 -30.52		
-111.69   	-150.15   	  4.19   	  20.35		 40.81   	 -25.43		
-110.47   	-148.32   	  4.27   	  20.35		 40.71   	 -20.35		
-109.25   	-145.87   	  4.35   	  20.35		 40.63   	 -25.43		
-108.64   	-142.21   	  4.44   	  20.35		 40.53   	 -20.35		
-108.95   	-137.94   	  4.52   	  15.26		 40.45   	 -25.43		
-110.78   	-133.06   	  4.58   	  10.17		 40.35   	 -25.43		
-116.27   	-124.21   	  4.62   	  10.17		 40.24   	 -25.43		
-126.95   	-107.12   	  4.66   	  10.17		 40.14   	 -25.43		
-140.08   	-79.65   	  4.70   	   5.09		 40.04   	 -25.43		
-140.08   	-45.78   	  4.72   	  10.17		 39.94   	 -20.35		
-95.21   	 -9.16   	  4.76   	  10.17		 39.86   	 -20.35		
 28.99   	 36.01   	  4.80   	  15.26		 39.78   	 -15.26		
249.63   	110.78   	  4.86   	  20.35		 39.72   	 -20.35		
545.96   	238.34   	  4.94   	  15.26		 39.63   	 -15.26		
856.32   	402.83   	  5.01   	  30.52		 39.57   	 -20.35		
1122.44   	525.51(R)	  5.13(E)	  25.43		 39.49   	 -20.35		
920.72   	345.76   	  5.23   	  25.43		 39.41   	 -20.35		
512.08   	 61.65   	  5.33   	  25.43		 39.33   	 -25.43		
 17.40   	-170.90   	  5.43   	  25.43		 39.23   	 -20.35		
-401.00   	-224.91   	  5.53   	  20.35		 39.15   	 -25.43		
-630.80   	-99.18   	  5.62   	  10.17		 39.04   	 -20.35		
-670.47   	 79.04   	  5.66   	  10.17		 38.96   	 -20.35		
-606.38   	153.81   	  5.70   	  -5.09		 38.88   	 -15.26		
-534.97   	 62.56   	  5.68   	  -5.09		 38.82   	 -15.26		
-497.74   	-130.00   	  5.66   	 -10.17		 38.76   	 -20.35		
-472.11   	-296.63   	  5.62   	 -10.17		 38.68   	 -20.35		
-413.51   	-343.63   	  5.57   	  -5.09		 38.60   	 -15.26		
-306.09   	-262.15   	  5.55   	  10.17		 38.53   	 -20.35		
-177.92   	-116.27   	  5.60   	  15.26		 38.45   	 -20.35		
-74.46   	 10.68   	  5.66   	  10.17		 38.37   	 -20.35		
-24.11   	 69.58   	  5.70   	  10.17		 38.29   	 -15.26		
