SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
 18.01   	-55.24   	 39.27   	 -35.61		 31.29   	 681.58		
 17.70   	-53.71   	 39.12   	 -30.52		 34.02   	 701.93		
 16.17   	-52.80   	 39.00   	 -25.43		 36.83   	 707.02		
 15.56   	-52.19   	 38.90   	 -15.26		 39.65   	 707.02		
 15.87   	-51.88   	 38.84(D)	   0.00		 42.48   	 696.84		
 17.09   	-51.57   	 38.84   	  15.26		 45.27   	 676.50		
 18.92   	-51.27   	 38.90   	  40.69		 47.98   	 630.72		
 21.36   	-50.35   	 39.06   	  71.21		 50.50   	 584.94		
 24.41   	-47.61   	 39.35   	 116.99		 52.84   	 549.34		
 26.86   	-43.95   	 39.82   	 167.85		 55.04   	 508.65		
 27.77   	-39.67   	 40.49   	 223.80		 57.07   	 452.69		
 28.08   	-36.32   	 41.38   	 279.75		 58.88   	 391.66		
 28.99   	-33.87   	 42.50   	 330.62		 60.45   	 320.45		
 30.82   	-32.04   	 43.82   	 386.57		 61.73   	 244.15		
 32.96   	-29.30   	 45.37   	 432.35		 62.71   	 172.94		
 35.10   	-24.72   	 47.10   	 467.95		 63.40   	 122.07		
 37.23   	-18.62   	 48.97   	 488.30		 63.89   	  71.21		
 39.67   	-11.90   	 50.93   	 498.47		 64.17   	  30.52		
 42.11   	 -5.80   	 52.92   	 493.39		 64.29   	  10.17		
 43.33   	  0.00   	 54.89   	 467.95		 64.33   	  -5.09		
 43.33   	  5.80   	 56.76   	 437.43		 64.31   	  -5.09		
 41.81   	 18.92   	 58.51   	 376.40		 64.29   	   5.09		
 41.81   	 26.55   	 60.02   	 300.10		 64.31   	  35.61		
 41.81   	 33.57   	 61.22   	 223.80		 64.46   	  61.04		
 41.50   	 40.59   	 62.12   	 152.59		 64.70   	  91.56		
 41.81   	 47.30   	 62.73   	  71.21		 65.07   	 127.16		
 42.72   	 54.93   	 63.01   	   5.09		 65.57   	 167.85		
 43.64   	 63.48   	 63.03   	 -55.95		 66.25   	 198.37		
 44.56   	 73.85   	 62.81   	-106.82		 67.04   	 233.98		
 45.17   	 85.45   	 62.38   	-152.59		 67.98   	 264.50		
 46.69   	 97.96   	 61.77   	-183.11		 69.03   	 295.01		
 48.22   	110.78   	 61.04   	-198.37		 70.21   	 310.27		
 48.83   	124.21   	 60.24   	-203.46		 71.45   	 330.62		
 48.83   	138.24   	 59.43   	-198.37		 72.78   	 340.79		
 48.52   	152.89   	 58.64   	-178.03		 74.14   	 335.71		
 49.74   	169.07   	 57.92   	-152.59		 75.48   	 340.79		
 52.80   	186.77   	 57.31   	-116.99		 76.85   	 330.62		
 55.85   	205.99   	 56.85   	 -76.30		 78.17   	 310.27		
 57.68   	225.83   	 56.54   	 -35.61		 79.41   	 300.10		
 57.07   	245.67   	 56.40   	  10.17		 80.61   	 279.75		
 54.93   	264.59   	 56.44   	  55.95		 81.73   	 259.41		
 52.19   	283.51   	 56.66   	 101.73		 82.77   	 233.98		
 49.74   	302.73   	 57.07   	 142.42		 83.70   	 218.72		
 48.22   	322.27   	 57.64   	 172.94		 84.58   	 193.29		
 47.30   	341.19   	 58.33   	 203.46		 85.35   	 178.03		
 46.08   	359.19   	 59.15   	 264.50		 86.06   	 167.85		
 38.76   	388.79   	 60.20   	 254.32		 86.73   	 147.51		
 34.18   	400.39   	 61.22   	 254.32		 87.32   	 142.42		
 29.60   	408.94   	 62.24   	 239.06		 87.89   	 127.16		
 25.63   	413.51   	 63.19   	 213.63		 88.40   	 127.16		
 20.75   	412.60   	 64.05   	 193.29		 88.91   	 116.99		
 13.73   	404.66   	 64.82   	 157.68		 89.38   	 111.90		
  5.49   	389.71   	 65.45   	 127.16		 89.83   	 116.99		
 -2.44   	368.96   	 65.96   	  91.56		 90.29   	 111.90		
 -7.93   	343.32   	 66.33   	  55.95		 90.74   	 111.90		
-11.29   	314.03   	 66.55   	  25.43		 91.19   	 111.90		
-13.12   	281.07   	 66.65(S)	 -10.17		 91.64   	 106.82		
-14.04   	245.06   	 66.61   	 -35.61		 92.06   	 111.90		
-13.73   	207.21   	 66.47   	 -61.04		 92.51   	 106.82		
-12.21   	169.37   	 66.23   	 -81.38		 92.94   	 101.73		
 -9.16   	133.67   	 65.90   	-101.73		 93.35   	  96.64		
 -4.88   	101.01   	 65.49   	-106.82		 93.73   	  91.56		
 -0.61   	 71.11   	 65.07   	-116.99		 94.10   	  81.38		
  3.36   	 43.33   	 64.60   	-116.99		 94.42   	  71.21		
  5.19   	 17.70   	 64.13   	-116.99		 94.71   	  55.95		
  4.27   	 -5.19   	 63.66   	-116.99		 94.93   	  40.69		
  1.53   	-25.02   	 63.19   	-106.82		 95.10   	  15.26		
 -0.61   	-41.20   	 62.77   	-101.73		 95.16(S)	   0.00		
 -0.31   	-54.32   	 62.36   	 -86.47		 95.16   	 -30.52		
  2.44   	-65.31   	 62.01   	 -81.38		 95.04   	 -61.04		
  5.19   	-74.16   	 61.69   	 -66.12		 94.79   	-137.33		
  6.71   	-86.06   	 61.42   	 -61.04		 94.24   	-183.11		
  5.80   	-90.33   	 61.18   	 -50.86		 93.51   	-223.80		
  4.27   	-93.99   	 60.98   	 -40.69		 92.61   	-264.50		
  1.83   	-97.96   	 60.81   	 -45.78		 91.56   	-310.27		
 -1.22   	-101.93   	 60.63   	 -40.69		 90.32   	-376.40		
 -3.05   	-105.29   	 60.47   	 -45.78		 88.81   	-442.52		
 -2.14   	-107.12   	 60.28   	 -55.95		 87.04   	-508.65		
  1.22   	-108.34   	 60.06   	 -61.04		 85.00   	-569.68		
  5.19   	-108.95   	 59.82   	 -76.30		 82.73   	-630.72		
  8.24   	-109.56   	 59.51   	 -91.56		 80.20   	-686.67		
  9.46   	-110.17   	 59.15   	-106.82		 77.46   	-742.62		
  9.46   	-111.08   	 58.72   	-132.25		 74.49   	-783.31		
  9.46   	-112.30   	 58.19   	-147.51		 71.35   	-824.00		
 10.68   	-113.83   	 57.60   	-157.68		 68.06   	-849.44		
 11.90   	-115.36   	 56.97   	-172.94		 64.66   	-864.70		
 13.12   	-116.88   	 56.28   	-183.11		 61.20   	-869.78		
 14.65   	-117.80   	 55.54   	-178.03		 57.72   	-874.87		
 16.17   	-118.10   	 54.83   	-167.85		 54.22   	-859.61		
 17.70   	-117.80   	 54.16   	-162.77		 50.78   	-844.35		
 19.23   	-116.88   	 53.51   	-142.42		 47.41   	-824.00		
 21.36   	-115.66   	 52.94   	-127.16		 44.11   	-803.66		
 24.11   	-114.44   	 52.43   	-101.73		 40.90   	-768.05		
 26.86   	-113.53   	 52.02   	 -81.38		 37.82   	-742.62		
 28.69   	-112.61   	 51.70   	 -55.95		 34.85   	-707.02		
 29.30   	-112.00   	 51.47   	 -15.26		 32.02   	-717.19		
 28.99   	-111.69   	 51.41   	  -5.09		 29.16   	-666.32		
 28.69   	-112.61   	 51.39   	  15.26		 26.49   	-620.55		
 27.47   	-113.22   	 51.45   	  25.43		 24.01   	-569.68		
 25.02   	-112.92   	 51.56   	  30.52		 21.73   	-518.82		
 22.58   	-112.00   	 51.68   	  35.61		 19.65   	-478.13		
 21.67   	-110.47   	 51.82   	  35.61		 17.74   	-432.35		
 21.67   	-109.56   	 51.96   	  30.52		 16.01   	-386.57		
 21.67   	-109.25   	 52.09   	  20.35		 14.47   	-345.88		
 21.06   	-108.64   	 52.17   	  15.26		 13.08   	-305.19		
 19.53   	-108.03   	 52.23   	   5.09		 11.86   	-269.58		
 18.62   	-106.81   	 52.25   	  -5.09		 10.78   	-239.06		
 18.62   	-105.90   	 52.23   	 -20.35		  9.83   	-218.72		
 18.62   	-105.59   	 52.15   	 -35.61		  8.95   	-213.63		
 17.70   	-105.90   	 52.00   	 -45.78		  8.10   	-208.54		
 16.17   	-106.20   	 51.82   	 -55.95		  7.26   	-213.63		
 14.65   	-105.90   	 51.60   	 -66.12		  6.41   	-218.72		
 13.73   	-104.37   	 51.33   	 -76.30		  5.53   	-203.46		
 12.51   	-102.84   	 51.03   	 -81.38		  4.72   	-198.37		
 10.68   	-101.93   	 50.70   	 -81.38		  3.93   	-178.03		
  8.24   	-102.23   	 50.38   	 -86.47		  3.21   	-142.42		
  6.71   	-103.45   	 50.03   	 -86.47		  2.64   	-116.99		
  6.10   	-104.98   	 49.68   	 -81.38		  2.18   	 -91.56		
  6.41   	-105.90   	 49.36   	 -76.30		  1.81   	 -61.04		
  6.10   	-105.90   	 49.05   	 -66.12		  1.57   	 -35.61		
  5.19   	-105.59   	 48.79   	 -61.04		  1.42(D)	  15.26		
  0.92   	-104.68   	 48.55   	 -50.86		  1.49   	  30.52		
 -1.53   	-104.06   	 48.34   	 -40.69		  1.61   	  45.78		
 -3.66   	-103.76   	 48.18   	 -30.52		  1.79   	  61.04		
 -4.88   	-103.15   	 48.06   	 -15.26		  2.03   	  66.12		
 -4.58   	-103.15   	 48.00   	 -15.26		  2.30   	  76.30		
 -3.36   	-103.15   	 47.93   	  -5.09		  2.60   	  76.30		
 -2.14   	-102.54   	 47.91   	  -5.09		  2.91   	  76.30		
 -1.53   	-101.01   	 47.89   	   0.00		  3.21   	  76.30		
 -1.22   	-98.88   	 47.89   	   0.00		  3.52   	  71.21		
 -0.92   	-97.05   	 47.89   	  -5.09		  3.80   	  71.21		
  0.00   	-96.13   	 47.87   	 -10.17		  4.09   	  55.95		
  1.22   	-96.13   	 47.83   	 -10.17		  4.31   	  50.86		
  2.44   	-96.44   	 47.79   	 -20.35		  4.52   	  40.69		
  3.05   	-96.44   	 47.71   	 -20.35		  4.68   	  30.52		
  2.44   	-95.52   	 47.63   	 -35.61		  4.80   	  25.43		
  0.92   	-93.69   	 47.49   	 -35.61		  4.90   	  20.35		
  0.00   	-91.25   	 47.34   	 -40.69		  4.98   	  10.17		
  0.31   	-87.28   	 47.18   	 -40.69		  5.03   	  10.17		
  1.83   	-81.18   	 47.02   	 -50.86		  5.07   	   5.09		
  5.49   	-74.16   	 46.82   	 -50.86		  5.09   	   5.09		
 10.99   	-69.27   	 46.61   	 -50.86		  5.11   	   5.09		
 18.62   	-70.50   	 46.41   	 -45.78		  5.13   	   5.09		
 28.69   	-79.35   	 46.23   	 -50.86		  5.15   	   5.09		
 39.98   	-91.55   	 46.02   	 -45.78		  5.17   	  10.17		
 50.96   	-98.88   	 45.84   	 -45.78		  5.21   	   5.09		
 59.81   	-93.38   	 45.66   	 -40.69		  5.23   	  10.17		
 64.09   	-73.24   	 45.49   	 -40.69		  5.27   	  10.17		
 62.87   	-44.86   	 45.33   	 -35.61		  5.31   	  15.26		
 57.07   	-19.84   	 45.19   	 -35.61		  5.37   	  15.26		
 50.66   	 -6.71   	 45.05   	 -30.52		  5.43   	  20.35		End----------
 48.22   	 -9.46   	 44.92   	 -25.43		  5.51   	  25.43		
 53.10   	-24.11   	 44.82   	 -25.43		  5.62   	  20.35		
 62.26   	-42.72   	 44.72   	 -25.43		  5.70   	  25.43		
 68.66   	-58.59   	 44.62   	 -20.35		  5.80   	  25.43		
 65.00   	-69.58   	 44.54   	 -15.26		  5.90   	  25.43		
 50.05   	-78.13   	 44.48   	 -15.26		  6.00   	  25.43		
 28.38   	-87.89   	 44.41   	 -15.26		  6.10   	  25.43		
  7.32   	-98.88   	 44.35   	 -10.17		  6.21   	  25.43		
 -8.24   	-107.73   	 44.31   	 -15.26		  6.31   	  25.43		
-17.09   	-110.78   	 44.25   	 -10.17		  6.41   	  30.52		
-20.75   	-106.51   	 44.21   	 -10.17		  6.53   	  25.43		
-22.58   	-98.57   	 44.17   	 -15.26		  6.63   	  30.52		
-23.50   	-92.77   	 44.11   	 -15.26		  6.75   	  25.43		
-24.41   	-91.86   	 44.05   	 -15.26		  6.86   	  30.52		
-24.41   	-93.38   	 43.99   	 -15.26		  6.98   	  30.52		
-23.50   	-94.60   	 43.93   	 -20.35		  7.10   	  35.61		
-22.28   	-93.99   	 43.85   	 -25.43		  7.24   	  30.52		
-21.67   	-92.47   	 43.74   	 -25.43		  7.37   	  35.61		
-21.97   	-91.86   	 43.64   	 -25.43		  7.51   	  35.61		
-23.19   	-92.47   	 43.54   	 -30.52		  7.65   	  35.61		
-24.72   	-93.08   	 43.42   	 -35.61		  7.79   	  35.61		
-26.25   	-92.16   	 43.28   	 -35.61		  7.93   	  35.61		
-27.16   	-90.03   	 43.13   	 -40.69		  8.08   	  35.61		
-27.16   	-89.11   	 42.97   	 -35.61		  8.22   	  40.69		
-25.94   	-92.16   	 42.83   	 -40.69		  8.38   	  35.61		
-21.97   	-99.18   	 42.67   	 -40.69		  8.52   	  40.69		
-12.21   	-108.03   	 42.50   	 -35.61		  8.69   	  40.69		
  7.02   	-113.22   	 42.36   	 -40.69		  8.85   	  45.78		
 37.54   	-107.73   	 42.20   	 -30.52		  9.03   	  45.78		
 76.90   	-83.01   	 42.08   	 -35.61		  9.22   	  45.78		
113.22   	-30.52   	 41.93   	 -25.43		  9.40   	  45.78		
122.99   	 59.51   	 41.83   	 -25.43		  9.58   	  45.78		
 68.36   	192.87   	 41.73   	 -25.43		  9.77   	  45.78		
-80.87   	357.67   	 41.63   	 -20.35		  9.95   	  45.78		
-322.27   	513.31   	 41.55   	 -15.26		 10.13   	  50.86		
-850.22   	551.45(R)	 41.49   	 -15.26		 10.34   	  45.78		
-965.88   	361.02   	 41.42   	 -10.17		 10.52   	  45.78		
-919.80   	 90.94   	 41.38   	 -10.17		 10.70   	  45.78		
-744.32   	-142.52   	 41.34   	 -10.17		 10.89   	  40.69		
-515.14   	-238.34   	 41.30   	 -10.17		 11.05   	  35.61		
-307.31   	-174.56   	 41.26   	  -5.09		 11.19   	  30.52		
-163.57   	-23.80   	 41.24   	 -10.17		 11.31   	  25.43		
-84.53   	 96.13   	 41.20   	 -10.17		 11.41   	  20.35		
-46.39   	110.78   	 41.16   	 -10.17		 11.50   	  10.17		
-23.80   	 32.35   	 41.12   	  -5.09		 11.54   	  15.26		
 -6.41   	-69.27   	 41.10   	 -10.17		 11.60   	  10.17		
  6.41   	-127.26   	 41.06   	 -10.17		 11.64   	  15.26		
 11.90   	-125.12   	 41.02   	 -10.17		 11.70   	  25.43		
 10.07   	-92.16   	 40.98   	 -10.17		 11.80   	  35.61		
  6.10   	-66.83   	 40.94   	 -15.26		 11.94   	  61.04		
  5.49   	-65.31   	 40.87   	 -15.26		 12.19   	  86.47		
  9.77   	-78.74   	 40.81   	 -15.26		 12.53   	 116.99		
 15.26   	-90.03   	 40.75   	 -20.35		 13.00   	 147.51		
 19.23   	-90.94   	 40.67   	 -15.26		 13.59   	 188.20		
 20.45   	-83.92   	 40.61   	 -25.43		 14.34   	 228.89		
 20.75   	-75.99   	 40.51   	 -20.35		 15.26   	 259.41		
 21.97   	-71.72   	 40.43   	 -25.43		 16.30   	 300.10		
 24.72   	-70.80   	 40.33   	 -30.52		 17.50   	 340.79		
 27.47   	-71.41   	 40.20   	 -30.52		 18.86   	 391.66		
 28.69   	-71.41   	 40.08   	 -35.61		 20.43   	 544.25		
 24.72   	-67.75   	 39.94   	 -45.78		 22.60   	 574.77		
 20.14   	-65.31   	 39.76   	 -40.69		 24.90   	 605.29		
 15.87   	-63.17   	 39.59   	 -35.61		 27.32   	 625.63		
 13.73   	-60.73   	 39.45   	 -35.61		 29.83   	 640.89		
 14.95   	-58.29   	 39.31   	 -35.61		 32.39   	 676.50		
 18.62   	-55.54   	 39.17   	 -30.52		 35.10   	 686.67		
 22.28   	-53.10   	 39.04   	  N/A		 37.84   	  N/A		
