SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
 45.47   	-85.14   	 57.29   	-127.16		 37.56   	-722.28		
 46.39   	-82.40   	 56.79   	-106.82		 34.67   	-686.67		
 47.30   	-79.35   	 56.36   	 -71.21		 31.92   	-640.89		
 48.52   	-76.29   	 56.07   	 -30.52		 29.36   	-635.81		
 52.19   	-71.41   	 55.95   	  -5.09		 26.82   	-579.86		
 53.71   	-69.27   	 55.93   	  10.17		 24.50   	-534.08		
 53.71   	-66.83   	 55.97   	  30.52		 22.36   	-478.13		
 52.80   	-64.70   	 56.09   	  35.61		 20.45   	-437.43		
 50.96   	-62.87   	 56.24   	  45.78		 18.70   	-391.66		
 48.52   	-61.95   	 56.42   	  45.78		 17.13   	-350.97		
 45.47   	-62.26   	 56.60   	  35.61		 15.73   	-315.36		
 41.50   	-63.78   	 56.74   	  35.61		 14.47   	-279.75		
 37.84   	-65.00   	 56.89   	  20.35		 13.35   	-244.15		
 36.01   	-65.00   	 56.97   	   5.09		 12.37   	-223.80		
 36.32   	-64.09   	 56.99   	  -5.09		 11.48   	-198.37		
 37.23   	-62.56   	 56.97   	 -25.43		 10.68   	-183.11		
 37.54   	-61.65   	 56.87   	 -35.61		  9.95   	-172.94		
 36.62   	-62.26   	 56.72   	 -55.95		  9.26   	-152.59		
 34.79   	-64.39   	 56.50   	 -66.12		  8.65   	-147.51		
 32.65   	-67.44   	 56.24   	 -81.38		  8.06   	-152.59		
 29.60   	-69.89   	 55.91   	 -86.47		  7.45   	-147.51		
 25.63   	-71.72   	 55.56   	 -96.64		  6.86   	-147.51		
 21.97   	-72.33   	 55.18   	-101.73		  6.27   	-142.42		
 19.53   	-72.63   	 54.77   	-101.73		  5.70   	-132.25		
 18.92   	-73.24   	 54.36   	 -96.64		  5.17   	-111.90		
 18.92   	-74.46   	 53.98   	-101.73		  4.72   	 -91.56		
 18.31   	-76.29   	 53.57   	 -91.56		  4.35   	 -76.30		
 16.48   	-77.82   	 53.20   	 -81.38		  4.05   	 -50.86		
 14.95   	-78.43   	 52.88   	 -76.30		  3.85   	 -35.61		
 14.65   	-78.43   	 52.57   	 -66.12		  3.70   	 -15.26		
 14.95   	-78.13   	 52.31   	 -61.04		  3.64(D)	   5.09		
 15.26   	-78.74   	 52.06   	 -50.86		  3.66   	  10.17		
 15.26   	-79.96   	 51.86   	 -40.69		  3.70   	  25.43		
 14.95   	-81.79   	 51.70   	 -35.61		  3.80   	  35.61		
 14.65   	-83.31   	 51.56   	 -25.43		  3.95   	  40.69		
 13.73   	-83.92   	 51.45   	 -20.35		  4.11   	  45.78		
 12.82   	-83.31   	 51.37   	 -20.35		  4.29   	  45.78		
 11.90   	-82.40   	 51.29   	 -15.26		  4.48   	  45.78		
 11.29   	-81.48   	 51.23   	 -20.35		  4.66   	  50.86		
 10.68   	-80.57   	 51.15   	 -15.26		  4.86   	  45.78		
  9.16   	-80.26   	 51.09   	 -15.26		  5.05   	  40.69		
  7.32   	-79.96   	 51.03   	 -20.35		  5.21   	  45.78		
  5.80   	-79.65   	 50.95   	 -25.43		  5.39   	  35.61		
  5.49   	-79.04   	 50.84   	 -30.52		  5.53   	  30.52		
  6.71   	-78.13   	 50.72   	 -30.52		  5.66   	  30.52		
  8.85   	-76.90   	 50.60   	 -30.52		  5.78   	  20.35		
 10.38   	-74.77   	 50.48   	 -40.69		  5.86   	  20.35		
 11.90   	-70.80   	 50.32   	 -35.61		  5.94   	  10.17		
 13.73   	-65.92   	 50.17   	 -45.78		  5.98   	  10.17		
 17.40   	-60.73   	 49.99   	 -40.69		  6.02   	   5.09		
 24.41   	-55.24   	 49.83   	 -45.78		  6.04   	   5.09		
 33.57   	-47.61   	 49.64   	 -45.78		  6.06   	   0.00		
 43.03   	-35.10   	 49.46   	 -45.78		  6.06   	   0.00		
 49.44   	-17.09   	 49.28   	 -45.78		  6.06   	   5.09		
 50.96   	  5.19   	 49.09   	 -45.78		  6.08   	   0.00		
 48.52   	 25.94   	 48.91   	 -40.69		  6.08   	   5.09		
 46.39   	 39.37   	 48.75   	 -45.78		  6.10   	   5.09		
 47.00   	 43.95   	 48.57   	 -40.69		  6.12   	   5.09		
 50.96   	 43.64   	 48.40   	 -40.69		  6.14   	  10.17		
 55.54   	 44.25   	 48.24   	 -35.61		  6.19   	   5.09		
 57.98   	 50.66   	 48.10   	 -40.69		  6.21   	  15.26		
 56.76   	 60.42   	 47.93   	 -35.61		  6.27   	  10.17		
 52.80   	 66.53   	 47.79   	 -30.52		  6.31   	  15.26		
 47.91   	 61.04   	 47.67   	 -35.61		  6.37   	  15.26		
 43.33   	 41.20   	 47.53   	 -25.43		  6.43   	  15.26		
 38.76   	 10.38   	 47.43   	 -30.52		  6.49   	  15.26		
 32.65   	-25.02   	 47.30   	 -20.35		  6.55   	  15.26		
 22.89   	-57.98   	 47.22   	 -25.43		  6.61   	  15.26		
 10.07   	-83.01   	 47.12   	 -20.35		  6.67   	  15.26		
 -3.36   	-98.57   	 47.04   	 -20.35		  6.73   	  15.26		
-13.12   	-105.29   	 46.96   	 -20.35		  6.80   	  10.17		
-17.09   	-105.59   	 46.88   	 -15.26		  6.84   	  15.26		
-15.87   	-103.45   	 46.82   	 -20.35		  6.90   	  15.26		
-12.82   	-100.71   	 46.73   	 -15.26		  6.96   	  10.17		
-11.29   	-99.49   	 46.67   	 -20.35		  7.00   	  15.26		
-12.82   	-99.18   	 46.59   	 -20.35		  7.06   	  10.17		
-16.17   	-99.79   	 46.51   	 -25.43		  7.10   	  20.35		
-20.14   	-101.01   	 46.41   	 -25.43		  7.18   	  15.26		
-22.58   	-101.62   	 46.31   	 -25.43		  7.24   	  25.43		
-22.89   	-101.93   	 46.21   	 -30.52		  7.34   	  25.43		
-20.75   	-101.62   	 46.08   	 -30.52		  7.45   	  25.43		
-17.70   	-101.01   	 45.96   	 -35.61		  7.55   	  35.61		
-15.56   	-100.40   	 45.82   	 -35.61		  7.69   	  30.52		
-14.34   	-100.10   	 45.68   	 -35.61		  7.81   	  40.69		
-13.73   	-101.01   	 45.53   	 -35.61		  7.98   	  40.69		
-10.99   	-104.68   	 45.39   	 -30.52		  8.14   	  45.78		
 -4.27   	-110.78   	 45.27   	 -35.61		  8.32   	  45.78		
  9.77   	-118.41   	 45.13   	 -35.61		  8.50   	  45.78		
 33.26   	-121.77   	 44.98   	 -35.61		  8.69   	  50.86		
 66.53   	-112.30   	 44.84   	 -30.52		  8.89   	  50.86		
105.29   	-79.65   	 44.72   	 -30.52		  9.09   	  55.95		
135.19   	-13.73   	 44.60   	 -25.43		  9.32   	  61.04		
124.51   	 94.60   	 44.50   	 -25.43		  9.56   	  55.95		
 35.10   	245.36   	 44.39   	 -25.43		  9.79   	  55.95		
-151.37   	413.51   	 44.29   	 -20.35		 10.01   	  55.95		
-681.46   	576.17(R)	 44.21   	 -25.43		 10.23(E)	  55.95		
-870.06   	461.43   	 44.11   	 -15.26		 10.46   	  50.86		
-914.00   	221.86   	 44.05   	 -20.35		 10.66   	  35.61		
-808.72   	-45.78   	 43.97   	 -15.26		 10.80   	  35.61		
-607.91   	-221.25   	 43.91   	 -20.35		 10.95   	  30.52		
-389.10   	-234.99   	 43.82   	 -15.26		 11.07   	  20.35		
-213.62   	-111.39   	 43.76   	 -15.26		 11.15   	  20.35		
-105.59   	 43.95   	 43.70   	 -15.26		 11.23   	  15.26		
-51.88   	122.68   	 43.64   	 -15.26		 11.29   	  10.17		
-25.33   	 88.20   	 43.58   	 -20.35		 11.33   	  10.17		
 -6.41   	-12.82   	 43.50   	 -15.26		 11.37   	  15.26		
  9.77   	-103.15   	 43.44   	 -15.26		 11.43   	  15.26		
 20.75   	-133.97   	 43.38   	 -15.26		 11.50   	  25.43		
 25.02   	-112.30   	 43.32   	 -20.35		 11.60   	  35.61		
 25.63   	-77.21   	 43.23   	 -20.35		 11.74   	  45.78		
 25.94   	-61.34   	 43.15   	 -20.35		 11.92   	  66.12		
 27.77   	-69.27   	 43.07   	 -20.35		 12.19   	  91.56		
 28.99   	-86.06   	 42.99   	 -20.35		 12.55   	 116.99		
 27.47   	-96.44   	 42.91   	 -25.43		 13.02   	 137.33		
 23.80   	-96.44   	 42.81   	 -20.35		 13.57   	 167.85		
 21.06   	-90.33   	 42.73   	 -25.43		 14.24   	 223.80		
 19.84   	-84.84   	 42.62   	 -25.43		 15.14   	 279.75		
 19.23   	-83.31   	 42.52   	 -30.52		 16.26   	 325.53		
 18.01   	-84.23   	 42.40   	 -30.52		 17.56   	 376.40		
 16.17   	-85.14   	 42.28   	 -45.78		 19.06   	 518.82		
 14.95   	-81.18   	 42.10   	 -40.69		 21.14   	 569.68		
 16.78   	-78.13   	 41.93   	 -40.69		 23.42   	 605.29		
 19.23   	-76.29   	 41.77   	 -40.69		 25.84   	 651.07		
 20.75   	-75.68   	 41.61   	 -35.61		 28.44   	 686.67		
 21.06   	-75.07   	 41.46   	 -35.61		 31.19   	 722.28		
 20.45   	-73.85   	 41.32   	 -30.52		 34.08   	 737.54		
 19.23   	-71.41   	 41.20   	 -25.43		 37.03   	 747.71		
 18.62   	-68.05   	 41.10   	 -15.26		 40.02   	 742.62		
 18.31   	-64.09   	 41.04   	  -5.09		 42.99   	 732.45		
 18.62   	-60.73   	 41.02(D)	  20.35		 45.92   	 701.93		
 19.53   	-57.98   	 41.10   	  50.86		 48.73   	 656.15		
 20.75   	-55.54   	 41.30   	  86.47		 51.35   	 595.11		
 21.97   	-52.19   	 41.65   	 132.25		 53.73   	 518.82		
 23.50   	-47.61   	 42.18   	 183.11		 55.81   	 457.78		
 25.33   	-42.11   	 42.91   	 244.15		 57.64   	 406.92		
 27.77   	-36.62   	 43.89   	 300.10		 59.27   	 340.79		
 30.82   	-31.13   	 45.09   	 356.05		 60.63   	 279.75		
 33.26   	-25.63   	 46.51   	 412.00		 61.75   	 218.72		
 35.10   	-19.84   	 48.16   	 447.61		 62.62   	 162.77		
 36.01   	-14.34   	 49.95   	 483.21		 63.28   	 116.99		
 36.01   	 -9.16   	 51.88   	 498.47		 63.74   	  71.21		
 36.01   	 -3.97   	 53.88   	 503.56		 64.03   	  35.61		
 36.01   	  1.53   	 55.89   	 488.30		 64.17   	  15.26		
 36.62   	  8.24   	 57.84   	 457.78		 64.23   	   0.00		
 37.84   	 15.56   	 59.67   	 417.09		 64.23   	   0.00		
 39.37   	 30.52   	 61.34   	 345.88		 64.23   	  10.17		
 38.15   	 37.84   	 62.73   	 269.58		 64.27   	  30.52		
 36.01   	 45.47   	 63.80   	 188.20		 64.39   	  55.95		
 34.18   	 53.10   	 64.56   	 116.99		 64.62   	  76.30		
 33.26   	 60.12   	 65.03   	  35.61		 64.92   	 116.99		
 33.87   	 67.14   	 65.17   	 -30.52		 65.39   	 142.42		
 35.71   	 74.16   	 65.05   	 -86.47		 65.96   	 183.11		
 38.15   	 82.40   	 64.70   	-137.33		 66.69   	 213.63		
 39.98   	 92.16   	 64.15   	-167.85		 67.55   	 244.15		
 40.59   	103.76   	 63.48   	-198.37		 68.52   	 274.67		
 39.98   	115.97   	 62.69   	-208.54		 69.62   	 300.10		
 38.76   	128.78   	 61.85   	-203.46		 70.82   	 310.27		
 37.84   	142.52   	 61.04   	-188.20		 72.06   	 325.53		
 37.84   	158.08   	 60.28   	-162.77		 73.37   	 330.62		
 38.45   	175.17   	 59.63   	-132.25		 74.69   	 330.62		
 38.76   	193.48   	 59.10   	 -86.47		 76.01   	 330.62		
 38.76   	212.10   	 58.76   	 -45.78		 77.33   	 315.36		
 38.15   	230.10   	 58.58   	   0.00		 78.60   	 300.10		
 37.54   	248.11   	 58.58   	  50.86		 79.80   	 284.84		
 37.23   	266.42   	 58.78   	  96.64		 80.94   	 259.41		
 36.93   	284.73   	 59.17   	 137.33		 81.97   	 244.15		
 35.40   	303.04   	 59.71   	 178.03		 82.95   	 218.72		
 32.65   	320.43   	 60.43   	 203.46		 83.82   	 193.29		
 28.69   	336.61   	 61.24   	 228.89		 84.60   	 178.03		
 24.11   	352.17   	 62.16   	 279.75		 85.31   	 157.68		
 16.17   	381.47   	 63.28   	 269.58		 85.94   	 142.42		
 13.43   	393.68   	 64.35   	 259.41		 86.51   	 132.25		
 10.68   	402.53   	 65.39   	 239.06		 87.04   	 122.07		
  6.71   	407.10   	 66.35   	 208.54		 87.53   	 111.90		
  0.61   	406.19   	 67.18   	 178.03		 87.98   	 106.82		
 -6.10   	399.48   	 67.89   	 142.42		 88.40   	 101.73		
-12.51   	387.57   	 68.46   	 106.82		 88.81   	 101.73		
-18.01   	369.57   	 68.89   	  71.21		 89.22   	 101.73		
-21.97   	346.07   	 69.18   	  40.69		 89.62   	 101.73		
-24.72   	317.38   	 69.34(S)	   0.00		 90.03   	  96.64		
-27.47   	285.34   	 69.34   	 -30.52		 90.42   	 101.73		
-29.60   	250.85   	 69.22   	 -55.95		 90.82   	 101.73		
-30.52   	215.45   	 68.99   	 -76.30		 91.23   	  96.64		
-29.91   	179.44   	 68.69   	 -96.64		 91.62   	  91.56		
-28.38   	144.04   	 68.30   	-106.82		 91.98   	  86.47		
-25.94   	109.86   	 67.87   	-116.99		 92.33   	  86.47		
-23.19   	 77.51   	 67.41   	-122.07		 92.68   	  76.30		
-20.75   	 48.22   	 66.92   	-116.99		 92.98   	  61.04		
-18.62   	 21.97   	 66.45   	-116.99		 93.22   	  55.95		
-16.48   	  0.00   	 65.98   	-106.82		 93.45   	  40.69		
-14.04   	-18.31   	 65.55   	 -96.64		 93.61   	  15.26		
-11.90   	-32.65   	 65.17   	 -86.47		 93.67(S)	   0.00		
-10.99   	-43.95   	 64.82   	 -76.30		 93.67   	 -30.52		
-11.29   	-53.71   	 64.52   	 -61.04		 93.55   	 -55.95		
-12.51   	-62.87   	 64.27   	 -55.95		 93.33   	-142.42		
-15.56   	-77.82   	 64.05   	 -45.78		 92.76   	-178.03		
-16.78   	-83.01   	 63.87   	 -40.69		 92.04   	-228.89		
-17.70   	-86.36   	 63.70   	 -35.61		 91.13   	-274.67		
-18.31   	-89.11   	 63.56   	 -35.61		 90.03   	-320.45		
-17.40   	-91.25   	 63.42   	 -35.61		 88.75   	-376.40		
-15.87   	-93.38   	 63.28   	 -40.69		 87.24   	-452.69		
-14.34   	-94.91   	 63.11   	 -45.78		 85.43   	-518.82		
-12.82   	-95.83   	 62.93   	 -61.04		 83.36   	-584.94		
-12.21   	-96.44   	 62.69   	 -76.30		 81.02   	-640.89		
-11.90   	-97.35   	 62.38   	 -91.56		 78.45   	-701.93		
-11.60   	-98.57   	 62.01   	-111.90		 75.65   	-752.79		
-11.60   	-100.40   	 61.57   	-132.25		 72.63   	-803.66		
-11.90   	-101.62   	 61.04   	-152.59		 69.42   	-834.18		
-11.90   	-102.54   	 60.43   	-167.85		 66.08   	-864.70		
-10.99   	-103.15   	 59.76   	-178.03		 62.62   	-874.87		
 -8.54   	-102.84   	 59.04   	-183.11		 59.12   	-885.04		
 -4.88   	-101.62   	 58.31   	-188.20		 55.58   	-879.96		
 -0.31   	-99.79   	 57.56   	-178.03		 52.06   	-869.78		
  3.66   	-97.66   	 56.85   	-167.85		 48.59   	-849.44		
  6.71   	-95.83   	 56.17   	-152.59		 45.19   	-824.00		
  8.54   	-94.91   	 55.56   	-132.25		 41.89   	-798.57		
 10.07   	-94.91   	 55.04   	-111.90		 38.70   	-768.05		
 11.90   	-94.60   	 54.59   	 -86.47		 35.63   	-727.36		
 13.73   	-93.08   	 54.24   	 -61.04		 32.72   	-691.76		
 14.95   	-90.33   	 54.00   	 -20.35		 29.95   	-691.76		
 12.51   	-84.23   	 53.92   	  -5.09		 27.18   	-635.81		
 10.99   	-83.01   	 53.90   	  10.17		 24.64   	-584.94		
 10.38   	-82.40   	 53.94   	  25.43		 22.30   	-539.16		
 10.38   	-81.79   	 54.04   	  30.52		 20.14   	-483.21		
 10.38   	-80.26   	 54.16   	  30.52		 18.21   	-442.52		
 10.07   	-78.13   	 54.28   	  30.52		 16.44   	-391.66		
 10.38   	-75.99   	 54.40   	  30.52		 14.87   	-350.97		
 11.29   	-74.16   	 54.53   	  20.35		 13.47   	-310.27		
 11.90   	-73.55   	 54.61   	  10.17		 12.23   	-269.58		
 11.60   	-72.63   	 54.65   	   0.00		 11.15   	-239.06		
  9.77   	-72.02   	 54.65   	 -15.26		 10.19   	-213.63		
  8.24   	-71.11   	 54.59   	 -30.52		  9.34   	-203.46		
  7.02   	-70.19   	 54.47   	 -40.69		  8.52   	-208.54		
  5.49   	-69.58   	 54.30   	 -50.86		  7.69   	-203.46		
  3.05   	-69.89   	 54.10   	 -66.12		  6.88   	-203.46		
  0.00   	-70.80   	 53.83   	 -71.21		  6.06   	-203.46		
 -2.44   	-72.33   	 53.55   	 -81.38		  5.25   	-198.37		
 -3.36   	-74.16   	 53.22   	 -86.47		  4.46   	-183.11		
 -3.36   	-75.68   	 52.88   	 -91.56		  3.72   	-162.77		
 -4.58   	-75.99   	 52.51   	 -86.47		  3.07   	-132.25		
 -7.02   	-75.38   	 52.17   	 -86.47		  2.54   	-101.73		
-10.38   	-75.07   	 51.82   	 -86.47		  2.14   	 -76.30		
-13.12   	-75.68   	 51.47   	 -76.30		  1.83   	 -45.78		
-14.34   	-76.60   	 51.17   	 -71.21		  1.65   	 -20.35		
-14.95   	-77.51   	 50.88   	 -61.04		  1.57(D)	   5.09		
-14.95   	-77.82   	 50.64   	 -50.86		  1.59   	  20.35		
-15.26   	-77.82   	 50.44   	 -40.69		  1.67   	  40.69		
-15.87   	-78.43   	 50.27   	 -30.52		  1.83   	  45.78		
-15.87   	-79.96   	 50.15   	 -25.43		  2.01   	  61.04		
-15.56   	-82.09   	 50.05   	 -20.35		  2.26   	  66.12		
-14.95   	-84.53   	 49.97   	 -15.26		  2.52   	  71.21		
-14.65   	-86.36   	 49.91   	  -5.09		  2.81   	  66.12		
-14.34   	-86.98   	 49.89   	 -10.17		  3.07   	  71.21		
-15.26   	-86.67   	 49.85   	  -5.09		  3.36   	  66.12		
-17.40   	-86.06   	 49.83   	  -5.09		  3.62   	  61.04		
-20.45   	-84.84   	 49.81   	 -10.17		  3.87   	  55.95		
-23.19   	-83.92   	 49.77   	 -15.26		  4.09   	  50.86		
-25.33   	-83.01   	 49.70   	 -20.35		  4.29   	  45.78		
-26.55   	-82.70   	 49.62   	 -25.43		  4.48   	  35.61		
-27.16   	-83.01   	 49.52   	 -25.43		  4.62   	  30.52		
-26.86   	-83.31   	 49.42   	 -35.61		  4.74   	  25.43		
-25.94   	-83.31   	 49.28   	 -35.61		  4.84   	  20.35		
-24.41   	-82.09   	 49.14   	 -45.78		  4.92   	  10.17		
-22.89   	-78.74   	 48.95   	 -45.78		  4.96   	  10.17		
-21.67   	-73.85   	 48.77   	 -45.78		  5.01   	   0.00		
-18.62   	-67.44   	 48.59   	 -50.86		  5.01   	   0.00		
-11.29   	-58.90   	 48.38   	 -50.86		  5.01   	   0.00		
  0.31   	-46.69   	 48.18   	 -45.78		  5.01   	   0.00		
 11.60   	-32.65   	 48.00   	 -50.86		  5.01   	   0.00		
 19.23   	-21.36   	 47.79   	 -50.86		  5.01   	   5.09		
 21.06   	-16.78   	 47.59   	 -45.78		  5.03   	  10.17		
 18.92   	-18.31   	 47.41   	 -45.78		  5.07   	   5.09		
 17.70   	-19.53   	 47.22   	 -45.78		  5.09   	  10.17		
 19.84   	-10.99   	 47.04   	 -35.61		  5.13   	  15.26		
 25.33   	  8.54   	 46.90   	 -40.69		  5.19   	  15.26		
 31.43   	 32.04   	 46.73   	 -30.52		  5.25   	  15.26		
 35.71   	 47.30   	 46.61   	 -30.52		  5.31   	  20.35		
 37.84   	 48.22   	 46.49   	 -30.52		  5.39   	  20.35		
 37.23   	 36.32   	 46.37   	 -25.43		  5.47   	  20.35		
 34.79   	 18.01   	 46.27   	 -20.35		  5.55   	  20.35		
 30.21   	 -1.53   	 46.18   	 -15.26		  5.64   	  25.43		
 22.89   	-22.58   	 46.12   	 -20.35		  5.74   	  20.35		
 12.51   	-46.08   	 46.04   	 -10.17		  5.82   	  25.43		
 -1.22   	-70.50   	 46.00   	 -15.26		  5.92   	  30.52		
-15.87   	-91.55   	 45.94   	 -10.17		  6.04   	  30.52		
-29.30   	-104.37   	 45.90   	 -15.26		  6.16   	  25.43		
-38.15   	-107.42   	 45.84   	 -15.26		  6.27   	  30.52		
-41.20   	-104.06   	 45.78   	 -10.17		  6.39   	  35.61		
-39.98   	-98.88   	 45.74   	 -20.35		  6.53   	  30.52		
-38.15   	-96.13   	 45.66   	 -15.26		  6.65   	  30.52		
-37.54   	-96.44   	 45.59   	 -20.35		  6.78   	  30.52		
-38.15   	-98.57   	 45.51   	 -25.43		  6.90   	  35.61		
-38.76   	-99.79   	 45.41   	 -25.43		  7.04   	  35.61		
-37.84   	-98.27   	 45.31   	 -25.43		  7.18   	  40.69		
-36.32   	-95.52   	 45.21   	 -30.52		  7.34   	  40.69		
-35.40   	-93.69   	 45.09   	 -30.52		  7.51   	  45.78		
-35.40   	-93.69   	 44.96   	 -35.61		  7.69   	  45.78		
-36.01   	-94.91   	 44.82   	 -30.52		  7.87   	  45.78		
-36.32   	-95.83   	 44.70   	 -35.61		  8.06   	  45.78		
-36.62   	-94.91   	 44.56   	 -35.61		  8.24   	  45.78		
-37.84   	-93.38   	 44.41   	 -35.61		  8.42   	  45.78		
-39.37   	-94.30   	 44.27   	 -35.61		  8.61   	  50.86		
-39.37   	-99.79   	 44.13   	 -30.52		  8.81   	  45.78		
-33.57   	-108.95   	 44.01   	 -35.61		  8.99   	  50.86		
-17.09   	-116.58   	 43.87   	 -30.52		  9.20   	  55.95		
 12.51   	-114.75   	 43.74   	 -30.52		  9.42   	  55.95		
 52.80   	-94.91   	 43.62   	 -30.52		  9.64   	  55.95		
 94.60   	-48.52   	 43.50   	 -30.52		  9.87   	  55.95		
117.19   	 32.65   	 43.38   	 -25.43		 10.09   	  61.04		
 84.23   	156.25   	 43.28   	 -20.35		 10.34   	  55.95		
-39.37   	316.16   	 43.19   	 -25.43		 10.56   	  50.86		
-260.01   	480.04   	 43.09   	 -20.35		 10.76   	  55.95		
-802.31   	580.44(R)	 43.01   	 -20.35		 10.99(E)	  55.95		
-956.42   	423.28   	 42.93   	 -20.35		 11.21   	  45.78		
-952.45   	161.13   	 42.85   	 -15.26		 11.39   	  35.61		
-805.97   	-94.91   	 42.79   	 -15.26		 11.54   	  30.52		
-583.80   	-232.24   	 42.73   	 -15.26		 11.66   	  20.35		
-364.38   	-204.47   	 42.67   	 -15.26		 11.74   	  10.17		
-201.72   	-62.56   	 42.60   	 -10.17		 11.78   	   0.00		
-108.34   	 77.51   	 42.56   	 -10.17		 11.78   	 -10.17		
-64.39   	122.07   	 42.52   	 -10.17		 11.74   	 -15.26		
-41.81   	 60.73   	 42.48   	 -10.17		 11.68   	 -15.26		
-24.41   	-44.56   	 42.44   	 -10.17		 11.62   	 -10.17		
 -9.46   	-119.63   	 42.40   	 -15.26		 11.58   	 -10.17		
 -1.22   	-131.84   	 42.34   	 -10.17		 11.54   	   5.09		
 -0.31   	-101.93   	 42.30   	 -10.17		 11.56   	  25.43		
 -3.36   	-70.80   	 42.26   	 -15.26		 11.66   	  40.69		
 -4.88   	-63.17   	 42.20   	 -15.26		 11.82   	  71.21		
 -3.05   	-74.77   	 42.14   	 -20.35		 12.11   	 106.82		
  0.92   	-88.50   	 42.05   	 -20.35		 12.53   	 142.42		
  4.58   	-92.77   	 41.97   	 -20.35		 13.10   	 178.03		
  6.71   	-87.59   	 41.89   	 -25.43		 13.81   	 208.54		
  7.32   	-79.65   	 41.79   	 -25.43		 14.65   	 244.15		
  7.32   	-74.46   	 41.69   	 -30.52		 15.63   	 295.01		
  7.32   	-73.24   	 41.57   	 -30.52		 16.81   	 361.14		
  8.24   	-74.16   	 41.44   	 -35.61		 18.25   	 401.83		
  9.77   	-75.07   	 41.30   	 -40.69		 19.86   	 564.60		
  8.85   	-72.94   	 41.14   	 -40.69		 22.12   	 590.03		
  5.19   	-70.50   	 40.98   	 -45.78		 24.48   	 620.55		
  1.83   	-68.36   	 40.79   	 -35.61		 26.96   	 630.72		
  1.22   	-65.92   	 40.65   	 -40.69		 29.48   	 661.24		
  2.44   	-63.78   	 40.49   	 -30.52		 32.13   	 681.58		
  4.27   	-61.95   	 40.37   	 -30.52		 34.85   	 696.84		
  5.19   	-60.42   	 40.24   	 -25.43		 37.64   	 696.84		
  4.27   	-59.20   	 40.14   	 -15.26		 40.43   	 691.76		
  2.75   	-58.29   	 40.08(D)	   0.00		 43.19   	 681.58		
  1.83   	-57.68   	 40.08   	  15.26		 45.92   	 651.07		
  2.14   	-56.76   	 40.14   	  35.61		 48.52   	 620.55		
  3.66   	-54.93   	 40.28   	  71.21		 51.01   	 569.68		
  6.71   	-51.88   	 40.57   	 106.82		 53.29   	 513.73		
 11.29   	-47.30   	 41.00   	 157.68		 55.34   	 467.95		
 16.17   	-42.11   	 41.63   	 208.54		 57.21   	 427.26		
 19.84   	-37.23   	 42.46   	 259.41		 58.92   	 366.22		
 21.67   	-32.96   	 43.50   	 315.36		 60.39   	 310.27		
 21.97   	-29.60   	 44.76   	 371.31		 61.63   	 249.24		
 21.67   	-26.25   	 46.25   	 412.00		 62.62   	 183.11		
 21.97   	-22.89   	 47.89   	 442.52		 63.36   	 127.16		
 23.80   	-18.31   	 49.66   	 473.04		 63.87   	  81.38		
 26.25   	-12.21   	 51.56   	 478.13		 64.19   	  45.78		
 28.99   	 -4.88   	 53.47   	 478.13		 64.37   	  15.26		
 31.43   	  3.05   	 55.38   	 457.78		 64.44   	   5.09		
 33.26   	 10.99   	 57.21   	 437.43		 64.46   	  10.17		
 37.54   	 25.02   	 58.96   	 371.31		 64.50   	  20.35		
 39.98   	 31.43   	 60.45   	 305.19		 64.58   	  40.69		
 42.42   	 37.54   	 61.67   	 233.98		 64.74   	  71.21		
 43.64   	 43.95   	 62.60   	 157.68		 65.03   	 101.73		
 42.72   	 51.27   	 63.23   	  81.38		 65.43   	 132.25		
 40.28   	 59.51   	 63.56   	  20.35		 65.96   	 167.85		
 37.54   	 68.97   	 63.64   	 -45.78		 66.63   	 203.46		
 36.62   	 79.35   	 63.46   	 -96.64		 67.45   	 233.98		
 38.15   	 90.64   	 63.07   	-132.25		 68.38   	 264.50		
 40.89   	102.84   	 62.54   	-167.85		 69.44   	 295.01		
 43.64   	115.97   	 61.87   	-183.11		 70.62   	 310.27		
 45.47   	129.70   	 61.14   	-188.20		 71.86   	 325.53		
 47.00   	144.04   	 60.39   	-188.20		 73.16   	 330.62		
 48.22   	159.00   	 59.63   	-167.85		 74.49   	 335.71		
 49.44   	175.48   	 58.96   	-142.42		 75.83   	 330.62		
 50.66   	192.87   	 58.39   	-111.90		 77.15   	 320.45		
 51.88   	211.49   	 57.94   	 -71.21		 78.43   	 310.27		
 52.49   	230.10   	 57.66   	 -30.52		 79.67   	 289.93		
 52.19   	248.41   	 57.54   	  15.26		 80.83   	 269.58		
 50.05   	266.42   	 57.60   	  55.95		 81.91   	 249.24		
 46.39   	285.03   	 57.82   	  91.56		 82.91   	 233.98		
 43.33   	304.26   	 58.19   	 132.25		 83.85   	 208.54		
 42.42   	323.79   	 58.72   	 162.77		 84.68   	 188.20		
 42.11   	342.10   	 59.37   	 188.20		 85.43   	 172.94		
 40.59   	357.67   	 60.12   	 239.06		 86.12   	 162.77		
 31.74   	380.55   	 61.08   	 244.15		 86.77   	 142.42		
