SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  FA     	  FA'		  RV     	  RV'		
 67.67   	 752.79		 63.99   	 101.73		
 70.68   	 737.54		 64.39   	 101.73		
 73.63   	 686.67		 64.80   	 111.90		
 76.38   	 620.55		 65.25   	 127.16		
 78.86   	 549.34		 65.76   	 147.51		
 81.06   	 478.13		 66.35   	 152.59		
 82.97   	 417.09		 66.96   	 172.94		
 84.64   	 361.14		 67.65   	 172.94		
 86.08   	 335.71		 68.34   	 172.94		
 87.43   	 325.53		 69.03   	 167.85		
 88.73   	 330.62		 69.70   	 157.68		
 90.05   	 361.14		 70.34   	 137.33		
 91.50   	 386.57		 70.88   	 122.07		
 93.04   	 427.26		 71.37   	 106.82		
 94.75   	 457.78		 71.80   	  81.38		
 96.58   	 473.04		 72.13   	  71.21		
 98.47   	 467.95		 72.41   	  50.86		
100.35   	 442.52		 72.61   	  35.61		
102.12   	 386.57		 72.76   	  20.35		
103.66   	 320.45		 72.84   	  15.26		
104.94   	 228.89		 72.90   	   5.09		
105.86   	 142.42		 72.92(S)	   0.00		
106.43   	  50.86		 72.92   	   0.00		
106.63(S)	 -20.35		 72.92   	  -5.09		
106.55   	 -71.21		 72.90   	  -5.09		
106.27   	-106.82		 72.88   	 -10.17		
105.84   	-116.99		 72.84   	 -15.26		
105.37   	-116.99		 72.78   	 -30.52		
104.90   	-106.82		 72.65   	 -45.78		
104.48   	 -81.38		 72.47   	 -71.21		
104.15   	 -55.95		 72.19   	-101.73		
103.93   	 -20.35		 71.78   	-142.42		
103.84   	 -15.26		 71.21   	-198.37		
103.78   	 -15.26		 70.42   	-254.32		
103.72   	 -40.69		 69.40   	-325.53		
103.56   	 -66.12		 68.10   	-381.48		
103.30   	-101.73		 66.57   	-422.18		
102.89   	-137.33		 64.88   	-462.87		
102.34   	-178.03		 63.03   	-544.25		
101.63   	-203.46		 60.85   	-615.46		
100.81   	-239.06		 58.39   	-686.67		
 99.86   	-244.15		 55.65   	-783.31		
 98.88   	-249.24		 52.51   	-864.70		
 97.88   	-239.06		 49.05   	-910.47		
 96.93   	-228.89		 45.41   	-951.17		
 96.01   	-208.54		 41.61   	-971.51		
 95.18   	-193.29		 37.72   	-951.17		
 94.40   	-183.11		 33.92   	-905.39		
 93.67   	-172.94		 30.29   	-834.18		
 92.98   	-167.85		 26.96   	-757.88		
 92.31   	-167.85		 23.93   	-671.41		
 91.64   	-178.03		 21.24   	-579.86		
 90.93   	-188.20		 18.92   	-493.39		
 90.17   	-203.46		 16.95   	-422.18		
 89.36   	-213.63		 15.26   	-361.14		
 88.50   	-228.89		 13.81   	-310.27		
 87.59   	-239.06		 12.57   	-279.75		
 86.63   	-244.15		 11.45   	-264.50		
 85.66   	-233.98		 10.40   	-249.24		
 84.72   	-218.72		  9.40   	-249.24		
 83.85   	-208.54		  8.40   	-244.15		
 83.01   	-178.03		  7.43   	-244.15		
 82.30   	-162.77		  6.45   	-223.80		
 81.65   	-132.25		  5.55   	-208.54		
 81.12   	-122.07		  4.72   	-188.20		
 80.63   	-106.82		  3.97   	-167.85		
 80.20   	-101.73		  3.30   	-142.42		
 79.80   	-101.73		  2.73   	-101.73		
 79.39   	-111.90		  2.32   	 -61.04		
 78.94   	-116.99		  2.08   	 -10.17		
 78.47   	-132.25		  2.03(D)	  30.52		
 77.94   	-137.33		  2.16   	  55.95		
 77.40   	-152.59		  2.38   	  81.38		
 76.79   	-152.59		  2.71   	  96.64		
 76.17   	-157.68		  3.09   	  91.56		
 75.54   	-147.51		  3.46   	  81.38		
 74.95   	-142.42		  3.78   	  71.21		
 74.38   	-132.25		  4.07   	  55.95		
 73.86   	-116.99		  4.29   	  35.61		
 73.39   	-101.73		  4.44   	  15.26		
 72.98   	 -91.56		  4.50   	  10.17		
 72.61   	 -81.38		  4.54   	   0.00		
 72.29   	 -76.30		  4.54   	   0.00		
 71.98   	 -76.30		  4.54   	  -5.09		
 71.68   	 -71.21		  4.52   	   0.00		
 71.39   	 -71.21		  4.52   	   0.00		
 71.11   	 -76.30		  4.52   	  10.17		
 70.80   	 -76.30		  4.56   	  15.26		
 70.50   	 -81.38		  4.62   	  10.17		
 70.17   	 -86.47		  4.66   	  15.26		
 69.83   	 -81.38		  4.72   	  15.26		
 69.50   	 -86.47		  4.78   	  10.17		
 69.16   	 -76.30		  4.82   	   5.09		
 68.85   	 -76.30		  4.84   	   0.00		
 68.55   	 -76.30		  4.84   	   5.09		
 68.24   	 -66.12		  4.86   	   5.09		
 67.98   	 -66.12		  4.88   	   5.09		
 67.71   	 -55.95		  4.90   	   0.00		
 67.49   	 -61.04		  4.90   	  10.17		
 67.24   	 -50.86		  4.94   	  15.26		
 67.04   	 -55.95		  5.01   	  15.26		
 66.82   	 -55.95		  5.07   	  25.43		
 66.59   	 -55.95		  5.17   	  20.35		
 66.37   	 -61.04		  5.25   	  20.35		
 66.12   	 -61.04		  5.33   	  30.52		
 65.88   	 -66.12		  5.45   	  35.61		
 65.62   	 -66.12		  5.60   	  30.52		
 65.35   	 -71.21		  5.72   	  30.52		
 65.07   	 -66.12		  5.84   	  30.52		
 64.80   	 -66.12		  5.96   	  35.61		
 64.54   	 -61.04		  6.10   	  20.35		
 64.29   	 -61.04		  6.19   	  25.43		
 64.05   	 -55.95		  6.29   	  20.35		
 63.82   	 -55.95		  6.37   	  10.17		
 63.60   	 -50.86		  6.41   	   0.00		
 63.40   	 -50.86		  6.41   	  -5.09		
 63.19   	 -45.78		  6.39   	  -5.09		
 63.01   	 -45.78		  6.37   	 -10.17		
 62.83   	 -45.78		  6.33   	 -10.17		
 62.64   	 -45.78		  6.29   	   0.00		
 62.46   	 -40.69		  6.29   	  15.26		
 62.30   	 -45.78		  6.35   	  10.17		
 62.12   	 -40.69		  6.39   	  15.26		
 61.95   	 -45.78		  6.45   	  30.52		
 61.77   	 -40.69		  6.57   	  30.52		
 61.61   	 -45.78		  6.69   	  30.52		
 61.42   	 -45.78		  6.82   	  35.61		
 61.24   	 -45.78		  6.96   	  45.78		
 61.06   	 -40.69		  7.14   	  55.95		
 60.89   	 -45.78		  7.37   	  61.04		
 60.71   	 -45.78		  7.61   	  76.30		
 60.53   	 -40.69		  7.91   	  76.30		
 60.37   	 -40.69		  8.22   	  76.30		
 60.20   	 -40.69		  8.52   	  81.38		
 60.04   	 -40.69		  8.85   	  76.30		
 59.88   	 -40.69		  9.16   	  61.04		
 59.71   	 -40.69		  9.40   	  61.04		
 59.55   	 -40.69		  9.64   	  45.78		
 59.39   	 -40.69		  9.83   	  25.43		
 59.23   	 -40.69		  9.93   	  10.17		
 59.06   	 -40.69		  9.97   	  -5.09		
 58.90   	 -50.86		  9.95   	 -40.69		
 58.70   	 -45.78		  9.79   	 -45.78		
 58.51   	 -45.78		  9.60   	 -45.78		
 58.33   	 -40.69		  9.42   	 -50.86		
 58.17   	 -40.69		  9.22   	 -35.61		
 58.01   	 -40.69		  9.07   	 -35.61		
 57.84   	 -40.69		  8.93   	 -25.43		
 57.68   	 -40.69		  8.83(E)	   5.09		
 57.52   	 -40.69		  8.85   	  45.78		
 57.35   	 -40.69		  9.03   	  81.38		
 57.19   	 -40.69		  9.36   	 116.99		
 57.03   	 -45.78		  9.83   	 167.85		
 56.85   	 -45.78		 10.50   	 228.89		
 56.66   	 -40.69		 11.41   	 269.58		
 56.50   	 -45.78		 12.49   	 295.01		
 56.32   	 -40.69		 13.67   	 325.53		
 56.15   	 -40.69		 14.97   	 371.31		
 55.99   	 -35.61		 16.46   	 406.92		
 55.85   	 -40.69		 18.09   	 442.52		
 55.69   	 -40.69		 19.86   	 518.82		
 55.52   	 -35.61		 21.93   	 605.29		
 55.38   	 -35.61		 24.35   	 671.41		
 55.24   	 -35.61		 27.04   	 722.28		
 55.10   	 -35.61		 29.93   	 752.79		
 54.95   	 -30.52		 32.94   	 752.79		
 54.83   	 -30.52		 35.95   	 747.71		
 54.71   	 -35.61		 38.94   	 651.07		
 54.57   	 -30.52		 41.55   	 523.90		
 54.45   	 -25.43		 43.64   	 417.09		
 54.34   	 -30.52		 45.31   	 315.36		
 54.22   	 -35.61		 46.57   	 233.98		
 54.08   	 -35.61		 47.51   	 178.03		
 53.94   	 -45.78		 48.22   	 137.33		
 53.75   	 -40.69		 48.77   	 122.07		
 53.59   	 -50.86		 49.26   	 127.16		
 53.39   	 -50.86		 49.77   	 137.33		
 53.18   	 -55.95		 50.32   	 152.59		
 52.96   	 -50.86		 50.93   	 183.11		
 52.76   	 -55.95		 51.66   	 213.63		
 52.53   	 -45.78		 52.51   	 239.06		
 52.35   	 -40.69		 53.47   	 233.98		
 52.19   	 -30.52		 54.40   	 213.63		
 52.06   	  -5.09		 55.26   	 183.11		
 52.04(D)	  35.61		 55.99   	 142.42		
 52.19   	 101.73		 56.56   	 111.90		
 52.59   	 218.72		 57.01   	  91.56		
 53.47   	 350.97		 57.38   	  96.64		
 54.87   	 503.56		 57.76   	 127.16		
 56.89   	 630.72		 58.27   	 178.03		
 59.41   	 717.19		 58.98   	 233.98		
 62.28   	 762.97		 59.92   	 274.67		
 65.33   	 773.14		 61.02   	 284.84		
 68.42   	 742.62		 62.16   	 310.27		
 71.39   	 696.84		 63.40   	 305.19		
 74.18   	 635.81		 64.62   	 279.75		
 76.72   	 564.60		 65.74   	 249.24		
 78.98   	 488.30		 66.73   	 223.80		
 80.94   	 422.18		 67.63   	 183.11		
 82.62   	 371.31		 68.36   	 147.51		
 84.11   	 335.71		 68.95   	 122.07		
 85.45   	 320.45		 69.44   	  96.64		
 86.73   	 330.62		 69.83   	  71.21		
 88.06   	 350.97		 70.11   	  50.86		
 89.46   	 376.40		 70.32   	  35.61		
 90.97   	 417.09		 70.46   	  25.43		
 92.63   	 437.43		 70.56   	  15.26		
 94.38   	 452.69		 70.62   	   5.09		
 96.19   	 457.78		 70.64   	  10.17		
 98.03   	 442.52		 70.68   	   5.09		
 99.80   	 396.74		 70.70   	  10.17		
101.38   	 330.62		 70.74   	  10.17		
102.71   	 254.32		 70.78   	  10.17		
103.72   	 167.85		 70.82   	  10.17		
104.39   	  81.38		 70.86   	   5.09		
104.72   	   5.09		 70.88   	   5.09		
104.74(S)	 -61.04		 70.91(S)	   0.00		
104.50   	-101.73		 70.91   	 -10.17		
104.09   	-122.07		 70.86   	 -20.35		
103.60   	-127.16		 70.78   	 -30.52		
103.09   	-116.99		 70.66   	 -45.78		
102.62   	 -96.64		 70.48   	 -66.12		
102.24   	 -55.95		 70.21   	 -96.64		
102.01   	 -20.35		 69.83   	-127.16		
101.93   	 -10.17		 69.32   	-172.94		
101.89   	 -10.17		 68.63   	-223.80		
101.85   	 -20.35		 67.73   	-289.93		
101.77   	 -45.78		 66.57   	-345.88		
101.59   	 -86.47		 65.19   	-381.48		
101.24   	-132.25		 63.66   	-427.26		
100.71   	-172.94		 61.95   	-493.39		
100.02   	-208.54		 59.98   	-554.42		
 99.19   	-239.06		 57.76   	-610.37		
 98.23   	-254.32		 55.32   	-691.76		
 97.21   	-254.32		 52.55   	-773.14		
 96.19   	-249.24		 49.46   	-839.26		
 95.20   	-228.89		 46.10   	-895.22		
 94.28   	-213.63		 42.52   	-925.73		
 93.43   	-198.37		 38.82   	-946.08		
 92.63   	-183.11		 35.04   	-925.73		
 91.90   	-172.94		 31.33   	-874.87		
 91.21   	-172.94		 27.83   	-824.00		
 90.52   	-172.94		 24.54   	-737.54		
 89.83   	-172.94		 21.59   	-651.07		
 89.13   	-188.20		 18.98   	-559.51		
 88.38   	-203.46		 16.74   	-488.30		
 87.57   	-213.63		 14.79   	-412.00		
 86.71   	-233.98		 13.14   	-350.97		
 85.78   	-239.06		 11.74   	-305.19		
 84.82   	-239.06		 10.52   	-284.84		
 83.87   	-239.06		  9.38   	-264.50		
 82.91   	-228.89		  8.32   	-259.41		
 81.99   	-213.63		  7.28   	-259.41		
 81.14   	-193.29		  6.25   	-259.41		
 80.37   	-167.85		  5.21   	-264.50		
 79.69   	-147.51		  4.15   	-254.32		
 79.10   	-132.25		  3.13   	-254.32		
 78.58   	-111.90		  2.12   	-233.98		
 78.13   	-101.73		  1.18   	-203.46		
 77.72   	-101.73		  0.37   	-147.51		
 77.31   	-106.82		 -0.22   	 -96.64		
 76.89   	-111.90		 -0.61   	 -45.78		
 76.44   	-127.16		 -0.79   	  -5.09		
 75.93   	-132.25		 -0.81(D)	  40.69		
 75.40   	-142.42		 -0.65   	  76.30		
 74.83   	-152.59		 -0.35   	  81.38		
 74.22   	-152.59		 -0.02   	  81.38		
 73.61   	-147.51		  0.31   	  76.30		
 73.02   	-147.51		  0.61   	  76.30		
 72.43   	-137.33		  0.92   	  61.04		
 71.88   	-122.07		  1.16   	  50.86		
 71.39   	-111.90		  1.36   	  40.69		
 70.95   	 -96.64		  1.53   	  45.78		
 70.56   	 -91.56		  1.71   	  35.61		
 70.19   	 -76.30		  1.85   	  35.61		
 69.89   	 -76.30		  1.99   	  40.69		
 69.58   	 -71.21		  2.16   	  40.69		
 69.30   	 -71.21		  2.32   	  40.69		
 69.01   	 -76.30		  2.48   	  30.52		
 68.71   	 -81.38		  2.60   	  25.43		
 68.38   	 -81.38		  2.71   	  15.26		
 68.06   	 -86.47		  2.77   	  10.17		
 67.71   	 -81.38		  2.81   	   0.00		
 67.39   	 -86.47		  2.81   	  -5.09		
 67.04   	 -81.38		  2.79   	   0.00		
 66.71   	 -81.38		  2.79   	   0.00		
 66.39   	 -76.30		  2.79   	   0.00		
 66.08   	 -71.21		  2.79   	   0.00		
 65.80   	 -71.21		  2.79   	   5.09		
 65.51   	 -66.12		  2.81   	   0.00		
 65.25   	 -61.04		  2.81   	 -10.17		
 65.00   	 -55.95		  2.77   	 -10.17		
 64.78   	 -61.04		  2.73   	  -5.09		
 64.54   	 -55.95		  2.71   	   0.00		
 64.31   	 -61.04		  2.71   	   0.00		
 64.07   	 -61.04		  2.71   	  10.17		
 63.82   	 -55.95		  2.75   	  20.35		
 63.60   	 -66.12		  2.83   	  25.43		
 63.34   	 -61.04		  2.93   	  25.43		
 63.09   	 -66.12		  3.03   	  25.43		
 62.83   	 -66.12		  3.13   	  20.35		
 62.56   	 -61.04		  3.21   	  15.26		
 62.32   	 -66.12		  3.28   	  15.26		
 62.05   	 -55.95		  3.34   	  10.17		
 61.83   	 -61.04		  3.38   	  15.26		
 61.59   	 -50.86		  3.44   	  15.26		
 61.38   	 -50.86		  3.50   	  30.52		
 61.18   	 -50.86		  3.62   	  30.52		
 60.98   	 -45.78		  3.74   	  40.69		
 60.79   	 -50.86		  3.91   	  40.69		
 60.59   	 -50.86		  4.07   	  35.61		
 60.39   	 -45.78		  4.21   	  35.61		
 60.20   	 -50.86		  4.35   	  40.69		
 60.00   	 -45.78		  4.52   	  40.69		
 59.82   	 -50.86		  4.68   	  30.52		
 59.61   	 -45.78		  4.80   	  35.61		
 59.43   	 -50.86		  4.94   	  50.86		
 59.23   	 -45.78		  5.15   	  86.47		
 59.04   	 -45.78		  5.49   	  96.64		
 58.86   	 -45.78		  5.88   	  96.64		
 58.68   	 -45.78		  6.27   	  91.56		
 58.49   	 -40.69		  6.63   	  91.56		
 58.33   	 -40.69		  7.00   	  81.38		
 58.17   	 -45.78		  7.32   	  61.04		
 57.99   	 -40.69		  7.57   	  61.04		
 57.82   	 -40.69		  7.81   	  50.86		
 57.66   	 -40.69		  8.02   	  25.43		
 57.50   	 -45.78		  8.12   	 -20.35		
 57.31   	 -45.78		  8.04(E)	 -35.61		
 57.13   	 -45.78		  7.89   	 -55.95		
 56.95   	 -45.78		  7.67   	 -66.12		
 56.76   	 -45.78		  7.41   	 -66.12		
 56.58   	 -45.78		  7.14   	 -71.21		
 56.40   	 -45.78		  6.86   	 -61.04		
 56.22   	 -45.78		  6.61   	 -50.86		
 56.03   	 -40.69		  6.41   	 -35.61		
 55.87   	 -45.78		  6.27   	  -5.09		
 55.69   	 -40.69		  6.25   	  20.35		
 55.52   	 -35.61		  6.33   	  50.86		
 55.38   	 -40.69		  6.53   	  96.64		
 55.22   	 -40.69		  6.92   	 167.85		
 55.06   	 -35.61		  7.59   	 259.41		
 54.91   	 -35.61		  8.63   	 340.79		
 54.77   	 -40.69		  9.99   	 427.26		
 54.61   	 -35.61		 11.70   	 523.90		
 54.47   	 -40.69		 13.79   	 584.94		
 54.30   	 -35.61		 16.13   	 605.29		
 54.16   	 -40.69		 18.56   	 635.81		
 54.00   	 -35.61		 21.10   	 661.24		
 53.86   	 -40.69		 23.74   	 681.58		
 53.69   	 -35.61		 26.47   	 722.28		
 53.55   	 -35.61		 29.36   	 747.71		
 53.41   	 -30.52		 32.35   	 732.45		
 53.29   	 -35.61		 35.28   	 676.50		
 53.14   	 -30.52		 37.99   	 579.86		
 53.02   	 -35.61		 40.31   	 473.04		
 52.88   	 -30.52		 42.20   	 376.40		
 52.76   	 -30.52		 43.70   	 305.19		
 52.63   	 -35.61		 44.92   	 228.89		
 52.49   	 -35.61		 45.84   	 167.85		
 52.35   	 -40.69		 46.51   	 137.33		
 52.19   	 -40.69		 47.06   	 127.16		
 52.02   	 -40.69		 47.57   	 116.99		
 51.86   	 -45.78		 48.04   	 111.90		
 51.68   	 -45.78		 48.48   	 116.99		
 51.50   	 -45.78		 48.95   	 127.16		
 51.31   	 -40.69		 49.46   	 137.33		
 51.15   	 -45.78		 50.01   	 152.59		
 50.97   	 -35.61		 50.62   	 162.77		
 50.82   	 -25.43		 51.27   	 172.94		
 50.72   	 -20.35		 51.96   	 183.11		
 50.64(D)	   5.09		 52.70   	 198.37		
 50.66   	  40.69		 53.49   	 203.46		
 50.82   	  96.64		 54.30   	 218.72		
 51.21   	 193.29		 55.18   	 223.80		
 51.98   	 320.45		 56.07   	 228.89		
 53.27   	 447.61		 56.99   	 239.06		
 55.06   	 574.77		 57.94   	 244.15		
 57.35   	 661.24		 58.92   	 244.15		
 60.00   	 701.93		 59.90   	 249.24		
 62.81   	 707.02		 60.89   	 239.06		
 65.64   	 681.58		 61.85   	 228.89		
 68.36   	 635.81		 62.77   	 213.63		
 70.91   	 579.86		 63.62   	 198.37		
 73.22   	 513.73		 64.41   	 188.20		
 75.28   	 457.78		 65.17   	 178.03		
 77.11   	 396.74		 65.88   	 167.85		
 78.70   	 356.05		 66.55   	 152.59		
 80.12   	 325.53		 67.16   	 142.42		
 81.42   	 315.36		 67.73   	 127.16		
 82.69   	 305.19		 68.24   	 116.99		
 83.91   	 310.27		 68.71   	  96.64		
 85.15   	 330.62		 69.09   	  86.47		
 86.47   	 350.97		 69.44   	  71.21		
 87.87   	 371.31		 69.73   	  66.12		
 89.36   	 386.57		 69.99   	  55.95		
 90.91   	 391.66		 70.21   	  45.78		
 92.47   	 386.57		 70.40   	  35.61		
 94.02   	 371.31		 70.54   	  35.61		
 95.50   	 325.53		 70.68   	  25.43		
 96.81   	 274.67		 70.78   	  25.43		
 97.90   	 198.37		 70.88   	  30.52		
 98.70   	 127.16		 71.01   	  35.61		
 99.21   	  50.86		 71.15   	  25.43		
 99.41(S)	 -20.35		 71.25   	  25.43		
 99.33   	 -71.21		 71.35   	  20.35		
 99.04   	-101.73		 71.43   	   5.09		
 98.64   	-122.07		 71.45(S)	 -10.17		
 98.15   	-127.16		 71.41   	 -35.61		
 97.64   	-111.90		 71.27   	 -61.04		
 97.19   	 -96.64		 71.03   	 -96.64		
 96.81   	 -81.38		 70.64   	-147.51		
 96.48   	 -71.21		 70.05   	-203.46		
 96.19   	 -50.86		 69.24   	-269.58		
 95.99   	 -35.61		 68.16   	-320.45		
 95.85   	 -35.61		 66.88   	-340.79		
 95.71   	 -40.69		 65.51   	-376.40		
 95.54   	 -61.04		 64.01   	-447.61		
 95.30   	 -91.56		 62.22   	-508.65		
 94.93   	-127.16		 60.18   	-569.68		
 94.42   	-157.68		 57.90   	-645.98		
 93.79   	-178.03		 55.32   	-712.10		
 93.08   	-203.46		 52.47   	-773.14		
 92.27   	-213.63		 49.38   	-824.00		
 91.41   	-218.72		 46.08   	-869.78		
 90.54   	-213.63		 42.60   	-885.04		
 89.68   	-213.63		 39.06   	-885.04		
 88.83   	-198.37		 35.52   	-859.61		
 88.04   	-183.11		 32.09   	-813.83		
 87.30   	-183.11		 28.83   	-742.62		
 86.57   	-172.94		 25.86   	-666.32		
 85.88   	-172.94		 23.19   	-584.94		
 85.19   	-172.94		 20.85   	-508.65		
