SAMPLE NUMBER:   8
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  DAO     	  DAO'		
  7.02   	-41.50   	 26.90   	 676.50		 31.74   	 -40.69		
  8.54   	-36.62   	 29.60   	 656.15		 31.58   	 -35.61		
 10.68   	-32.04   	 32.23   	 625.63		 31.43   	 -40.69		
 13.73   	-27.77   	 34.73   	 579.86		 31.27   	 -40.69		
 19.23   	-19.84   	 37.05   	 498.47		 31.11   	 -35.61		
 21.67   	-16.17   	 39.04   	 427.26		 30.97   	 -40.69		
 23.80   	-11.60   	 40.75   	 350.97		 30.80   	 -25.43		
 25.94   	 -6.71   	 42.16   	 284.84		 30.70   	 -15.26		
 28.08   	 -2.14   	 43.30   	 233.98		 30.64(D)	  10.17		
 29.60   	  0.92   	 44.23   	 183.11		 30.68   	  50.86		
 29.91   	  2.44   	 44.96   	 142.42		 30.88   	 101.73		
 29.60   	  2.75   	 45.53   	 127.16		 31.29   	 162.77		
 29.30   	  3.66   	 46.04   	 111.90		 31.94   	 218.72		
 29.30   	  6.10   	 46.49   	 101.73		 32.82   	 274.67		
 29.91   	  9.77   	 46.90   	 101.73		 33.92   	 310.27		
 30.52   	 14.04   	 47.30   	  96.64		 35.16   	 330.62		
 30.82   	 17.40   	 47.69   	  81.38		 36.48   	 345.88		
 29.60   	 19.84   	 48.02   	  76.30		 37.86   	 356.05		
 27.16   	 21.97   	 48.32   	  55.95		 39.29   	 361.14		
 23.80   	 23.80   	 48.55   	  30.52		 40.73   	 366.22		
 20.14   	 25.63   	 48.67   	   5.09		 42.20   	 376.40		
 17.09   	 28.08   	 48.69(S)	 -25.43		 43.70   	 366.22		
 14.34   	 30.82   	 48.59   	 -50.86		 45.17   	 361.14		
 11.29   	 33.26   	 48.38   	 -76.30		 46.61   	 335.71		
  7.63   	 35.71   	 48.08   	 -91.56		 47.96   	 305.19		
  3.36   	 38.15   	 47.71   	 -96.64		 49.18   	 264.50		
 -0.92   	 40.59   	 47.32   	-111.90		 50.23   	 223.80		
 -4.27   	 43.33   	 46.88   	-116.99		 51.13   	 188.20		
 -6.41   	 47.00   	 46.41   	-137.33		 51.88   	 122.07		
 -7.02   	 57.37   	 45.86   	-142.42		 52.37   	 106.82		
 -5.80   	 65.61   	 45.29   	-142.42		 52.80   	 116.99		
 -3.36   	 75.68   	 44.72   	-147.51		 53.27   	 137.33		
  0.31   	 87.89   	 44.13   	-152.59		 53.81   	 162.77		
  5.49   	101.62   	 43.52   	-162.77		 54.47   	 178.03		
 12.21   	115.97   	 42.87   	-172.94		 55.18   	 172.94		
 19.53   	129.39   	 42.18   	-183.11		 55.87   	 152.59		
 27.47   	140.38   	 41.44   	-188.20		 56.48   	 111.90		
 34.79   	146.79   	 40.69   	-193.29		 56.93   	  76.30		
 40.28   	147.71   	 39.92   	-198.37		 57.23   	  30.52		
 43.33   	143.74   	 39.12   	-208.54		 57.35(S)	   0.00		
 43.33   	135.50   	 38.29   	-228.89		 57.35   	 -10.17		
 40.28   	124.21   	 37.38   	-244.15		 57.31   	 -10.17		
 36.32   	111.08   	 36.40   	-269.58		 57.27   	 -10.17		
 32.35   	 97.05   	 35.32   	-300.10		 57.23   	  -5.09		
 28.69   	 83.01   	 34.12   	-330.62		 57.21   	 -20.35		
 25.33   	 69.89   	 32.80   	-361.14		 57.13   	 -30.52		
 20.75   	 58.29   	 31.35   	-391.66		 57.01   	 -30.52		
 15.56   	 47.91   	 29.79   	-432.35		 56.89   	 -50.86		
 10.99   	 39.98   	 28.06   	-462.87		 56.68   	 -66.12		
  8.24   	 38.15   	 26.21   	-483.21		 56.42   	 -91.56		
  9.46   	 46.69   	 24.27   	-483.21		 56.05   	-111.90		
 14.34   	 69.27   	 22.34   	-478.13		 55.61   	-127.16		
 21.97   	103.45   	 20.43   	-462.87		 55.10   	-132.25		
 30.21   	141.91   	 18.58   	-437.43		 54.57   	-127.16		
 36.62   	175.78   	 16.83   	-406.92		 54.06   	-127.16		
 41.20   	200.50   	 15.20   	-371.31		 53.55   	-122.07		
 44.86   	216.98   	 13.71   	-350.97		 53.06   	-122.07		
 48.83   	230.10   	 12.31   	-335.71		 52.57   	-132.25		
 53.10   	241.70   	 10.97   	-330.62		 52.04   	-142.42		
 56.46   	250.24   	  9.64   	-320.45		 51.47   	-157.68		
 57.07   	252.99   	  8.36   	-315.36		 50.84   	-167.85		
 54.63   	246.58   	  7.10   	-310.27		 50.17   	-178.03		
 48.83   	227.05   	  5.86   	-284.84		 49.46   	-183.11		
 40.28   	191.96   	  4.72   	-249.24		 48.73   	-172.94		
 30.52   	140.69   	  3.72   	-208.54		 48.04   	-162.77		
 20.14   	 79.65   	  2.89   	-162.77		 47.39   	-152.59		
 10.38   	 19.53   	  2.24   	-127.16		 46.77   	-132.25		
  1.83   	-27.77   	  1.73   	 -91.56		 46.25   	-116.99		
 -5.80   	-58.29   	  1.36   	 -61.04		 45.78   	-106.82		
-12.82   	-75.99   	  1.12   	 -40.69		 45.35   	-101.73		
-19.23   	-87.89   	  0.96   	 -30.52		 44.94   	-106.82		
-24.41   	-98.88   	  0.83   	 -40.69		 44.52   	-111.90		
-28.08   	-109.86   	  0.67   	 -40.69		 44.07   	-122.07		
-29.91   	-118.10   	  0.51   	 -50.86		 43.58   	-127.16		
-30.52   	-122.07   	  0.31   	 -61.04		 43.07   	-132.25		
-31.43   	-123.29   	  0.06   	 -66.12		 42.54   	-127.16		
-31.74   	-124.21   	 -0.20   	 -61.04		 42.03   	-127.16		
-31.74   	-126.34   	 -0.45   	 -45.78		 41.53   	-111.90		
-31.43   	-129.70   	 -0.63   	 -40.69		 41.08   	-111.90		
-30.52   	-131.84   	 -0.79   	 -30.52		 40.63   	-101.73		
-30.82   	-127.26   	 -0.92   	 -15.26		 40.22   	 -91.56		
-33.26   	-111.69   	 -0.98   	 -20.35		 39.86   	 -81.38		
-37.54   	-87.89   	 -1.06   	 -10.17		 39.53   	 -81.38		
-39.67   	-70.19   	 -1.10(D)	  15.26		 39.21   	 -76.30		
-30.52   	-75.07   	 -1.04   	  50.86		 38.90   	 -76.30		
 -0.92   	-108.64   	 -0.83   	  76.30		 38.60   	 -81.38		
 50.96   	-150.45   	 -0.53   	  91.56		 38.27   	 -81.38		
113.83   	-155.33   	 -0.16   	 111.90		 37.94   	 -81.38		
162.05   	-90.64   	  0.28   	 157.68		 37.62   	 -81.38		
162.35   	 37.23   	  0.92   	 213.63		 37.29   	 -76.30		
 90.94   	173.03   	  1.77   	 228.89		 36.99   	 -71.21		
-221.25   	153.81   	  2.69   	 223.80		 36.70   	 -76.30		
-374.45   	-55.85   	  3.58   	 193.29		 36.40   	 -66.12		
-456.24   	-317.38   	  4.35   	 111.90		 36.13   	 -66.12		
-446.78   	-520.63   	  4.80   	  45.78		 35.87   	 -66.12		
-363.46   	-580.44(R)	  4.98(E)	  -5.09		 35.61   	 -61.04		
-246.28   	-489.50   	  4.96   	 -61.04		 35.36   	 -61.04		
-137.63   	-319.21   	  4.72   	-101.73		 35.12   	 -61.04		
-61.95   	-166.02   	  4.31   	 -96.64		 34.87   	 -55.95		
-23.50   	-90.94   	  3.93   	 -61.04		 34.65   	 -61.04		
-12.21   	-93.99   	  3.68   	 -10.17		 34.40   	 -55.95		
-14.04   	-130.00   	  3.64   	  50.86		 34.18   	 -55.95		
-17.40   	-152.28   	  3.85   	 152.59		 33.96   	 -50.86		
-16.17   	-144.35   	  4.46   	 274.67		 33.75   	 -50.86		
-10.99   	-118.10   	  5.55   	 401.83		 33.55   	 -45.78		
 -4.88   	-94.91   	  7.16   	 518.82		 33.37   	 -45.78		
 -0.92   	-84.23   	  9.24   	 579.86		 33.18   	 -50.86		
  0.00   	-82.70   	 11.56   	 620.55		 32.98   	 -45.78		
 -0.31   	-82.09   	 14.04   	 666.32		 32.80   	 -50.86		
  0.61   	-76.90   	 16.70   	 691.76		 32.59   	 -45.78		
  2.44   	-66.22   	 19.47   	 686.67		 32.41   	 -45.78		
  3.97   	-53.71   	 22.22   	 681.58		 32.23   	 -45.78		
  4.58   	-43.03   	 24.94   	 681.58		 32.04   	 -45.78		
  4.58   	-35.71   	 27.67   	 656.15		 31.86   	 -40.69		
  5.19   	-31.43   	 30.29   	 620.55		 31.70   	 -40.69		
  6.41   	-28.08   	 32.78   	 595.11		 31.54   	 -40.69		
 10.99   	-19.23   	 35.16   	 528.99		 31.37   	 -40.69		
 13.73   	-13.73   	 37.27   	 467.95		 31.21   	 -35.61		
 16.48   	 -8.24   	 39.15   	 401.83		 31.07   	 -35.61		
 18.92   	 -4.27   	 40.75   	 345.88		 30.93   	 -25.43		
 21.06   	 -2.14   	 42.14   	 300.10		 30.82   	 -15.26		
 22.89   	 -0.31   	 43.34   	 249.24		 30.76(D)	  15.26		
 24.72   	  1.22   	 44.33   	 203.46		 30.82   	  55.95		
 26.25   	  3.66   	 45.15   	 157.68		 31.05   	 111.90		
 28.08   	  6.41   	 45.78   	 122.07		 31.50   	 172.94		
 29.30   	  9.16   	 46.27   	 106.82		 32.19   	 228.89		
 30.21   	 11.29   	 46.69   	  91.56		 33.10   	 279.75		
 30.52   	 13.43   	 47.06   	  86.47		 34.22   	 320.45		
 30.21   	 15.87   	 47.41   	  76.30		 35.50   	 340.79		
 29.30   	 18.31   	 47.71   	  71.21		 36.87   	 350.97		
 28.08   	 21.06   	 48.00   	  61.04		 38.27   	 366.22		
 26.25   	 23.19   	 48.24   	  45.78		 39.74   	 366.22		
 23.80   	 25.63   	 48.42   	  25.43		 41.20   	 371.31		
 21.36   	 28.38   	 48.52   	   5.09		 42.69   	 376.40		
 18.31   	 30.82   	 48.55(S)	 -20.35		 44.19   	 376.40		
 14.34   	 33.26   	 48.46   	 -45.78		 45.70   	 366.22		
 10.07   	 35.10   	 48.28   	 -66.12		 47.16   	 335.71		
  4.88   	 36.32   	 48.02   	 -86.47		 48.50   	 300.10		
  0.31   	 37.84   	 47.67   	-101.73		 49.70   	 259.41		
 -3.66   	 39.67   	 47.26   	-106.82		 50.74   	 218.72		
 -6.41   	 42.42   	 46.84   	-137.33		 51.62   	 167.85		
 -8.85   	 50.05   	 46.29   	-137.33		 52.29   	 137.33		
 -8.85   	 55.24   	 45.74   	-132.25		 52.84   	 132.25		
 -7.93   	 62.26   	 45.21   	-137.33		 53.37   	 132.25		
 -5.80   	 71.11   	 44.66   	-147.51		 53.90   	 147.51		
 -2.14   	 81.48   	 44.07   	-152.59		 54.49   	 162.77		
  2.44   	 92.77   	 43.46   	-157.68		 55.14   	 152.59		
  8.85   	104.68   	 42.83   	-162.77		 55.75   	 142.42		
 16.17   	116.88   	 42.18   	-178.03		 56.32   	 142.42		
 24.11   	127.87   	 41.46   	-193.29		 56.89   	 111.90		
 31.43   	135.50   	 40.69   	-203.46		 57.33   	  76.30		
 37.54   	138.24   	 39.88   	-208.54		 57.64   	  40.69		
 41.20   	135.50   	 39.04   	-223.80		 57.80   	  10.17		
 42.42   	127.87   	 38.15   	-228.89		 57.84(S)	  -5.09		
 41.81   	116.27   	 37.23   	-233.98		 57.82   	  -5.09		
 39.67   	102.84   	 36.30   	-254.32		 57.80   	  -5.09		
 36.32   	 88.50   	 35.28   	-279.75		 57.78   	   0.00		
 32.35   	 74.16   	 34.16   	-310.27		 57.78   	   0.00		
 27.77   	 61.04   	 32.92   	-340.79		 57.78   	 -20.35		
 23.50   	 50.05   	 31.56   	-376.40		 57.70   	 -40.69		
 20.45   	 40.89   	 30.05   	-412.00		 57.54   	 -61.04		
 18.31   	 34.79   	 28.40   	-457.78		 57.29   	 -91.56		
 18.31   	 35.40   	 26.57   	-488.30		 56.93   	-101.73		
 20.45   	 47.00   	 24.62   	-493.39		 56.52   	-111.90		
 24.41   	 72.33   	 22.64   	-493.39		 56.07   	-111.90		
 29.91   	108.34   	 20.67   	-478.13		 55.63   	-106.82		
 36.01   	147.09   	 18.76   	-447.61		 55.20   	 -96.64		
 42.11   	180.97   	 16.97   	-422.18		 54.81   	 -91.56		
 48.22   	206.30   	 15.28   	-386.57		 54.45   	 -96.64		
 54.93   	224.91   	 13.73   	-356.05		 54.06   	-101.73		
 61.04   	239.87   	 12.31   	-335.71		 53.65   	-111.90		
 65.61   	252.08   	 10.97   	-320.45		 53.20   	-137.33		
 67.75   	259.40   	  9.68   	-310.27		 52.65   	-152.59		
 66.22   	259.09   	  8.44   	-295.01		 52.04   	-178.03		
 61.65   	248.72   	  7.26   	-284.84		 51.33   	-193.29		
 54.32   	224.30   	  6.12   	-269.58		 50.56   	-198.37		
 44.56   	183.11   	  5.05   	-239.06		 49.77   	-198.37		
 32.96   	126.34   	  4.09   	-203.46		 48.97   	-183.11		
 20.75   	 62.26   	  3.28   	-167.85		 48.24   	-162.77		
  9.77   	  3.36   	  2.60   	-137.33		 47.59   	-142.42		
  0.61   	-39.67   	  2.05   	 -96.64		 47.02   	-127.16		
 -6.10   	-65.92   	  1.67   	 -71.21		 46.51   	-111.90		
-11.60   	-80.87   	  1.38   	 -40.69		 46.06   	-111.90		
-15.87   	-92.16   	  1.22   	 -25.43		 45.62   	-106.82		
-19.23   	-104.06   	  1.12   	 -20.35		 45.19   	-111.90		
-21.67   	-115.66   	  1.04   	 -25.43		 44.74   	-122.07		
-23.19   	-123.90   	  0.94   	 -35.61		 44.25   	-127.16		
-24.11   	-128.48   	  0.79   	 -45.78		 43.74   	-132.25		
-24.41   	-130.92   	  0.61   	 -66.12		 43.21   	-132.25		
-24.72   	-133.97   	  0.35   	 -81.38		 42.69   	-132.25		
-24.72   	-137.94   	  0.02   	 -81.38		 42.16   	-122.07		
-25.02   	-142.52   	 -0.31   	 -66.12		 41.67   	-116.99		
-25.94   	-144.04   	 -0.57   	 -30.52		 41.20   	-101.73		
-28.08   	-137.94   	 -0.69   	 -15.26		 40.79   	 -91.56		
-32.04   	-120.85   	 -0.75(D)	   0.00		 40.43   	 -86.47		
-36.62   	-99.18   	 -0.75   	  20.35		 40.08   	 -81.38		
-36.32   	-87.89   	 -0.67   	  40.69		 39.76   	 -81.38		
-22.58   	-101.93   	 -0.51   	  71.21		 39.43   	 -81.38		
 12.21   	-140.69   	 -0.22   	 106.82		 39.10   	 -76.30		
 66.53   	-176.39   	  0.20   	 157.68		 38.80   	 -81.38		
125.12   	-163.88   	  0.83   	 183.11		 38.47   	 -81.38		
161.13   	-79.96   	  1.57   	 193.29		 38.15   	 -81.38		
143.74   	 55.54   	  2.34   	 233.98		 37.82   	 -81.38		
 56.76   	176.09   	  3.28   	 172.94		 37.50   	 -81.38		
-254.21   	 75.68   	  3.97   	 132.25		 37.17   	 -76.30		
-386.35   	-160.83   	  4.50   	 101.73		 36.87   	 -71.21		
-441.89   	-417.48   	  4.90   	  25.43		 36.58   	 -66.12		
-410.77   	-584.11   	  5.01   	 -20.35		 36.32   	 -66.12		
-317.69   	-594.48(R)	  4.92(E)	 -45.78		 36.05   	 -61.04		
-203.55   	-466.92   	  4.74   	 -71.21		 35.81   	 -61.04		
-105.29   	-287.78   	  4.46   	 -71.21		 35.56   	 -61.04		
-40.89   	-149.84   	  4.17   	 -35.61		 35.32   	 -55.95		
-10.38   	-98.57   	  4.03   	   5.09		 35.10   	 -55.95		
 -2.44   	-116.58   	  4.05   	  71.21		 34.87   	 -55.95		
 -5.19   	-154.72   	  4.33   	 157.68		 34.65   	 -55.95		
 -9.16   	-171.51   	  4.96   	 213.63		 34.43   	 -50.86		
 -9.77   	-158.69   	  5.82   	 295.01		 34.22   	 -50.86		
 -6.41   	-133.06   	  7.00   	 422.18		 34.02   	 -50.86		
 -1.83   	-112.92   	  8.69   	 518.82		 33.81   	 -50.86		
  1.22   	-105.59   	 10.76   	 544.25		 33.61   	 -45.78		
  2.44   	-104.98   	 12.94   	 590.03		 33.43   	 -45.78		
  2.75   	-103.15   	 15.30   	 645.98		 33.25   	 -45.78		
  3.66   	-96.13   	 17.88   	 651.07		 33.06   	 -50.86		
  5.19   	-84.53   	 20.49   	 666.32		 32.86   	 -50.86		
  6.71   	-72.33   	 23.15   	 691.76		 32.66   	 -45.78		
  7.32   	-62.56   	 25.92   	 691.76		 32.47   	 -50.86		
  7.63   	-56.46   	 28.69   	 671.41		 32.27   	 -45.78		
  7.93   	-52.80   	 31.37   	 656.15		 32.09   	 -40.69		
  8.54   	-49.13   	 34.00   	 625.63		 31.92   	 -35.61		
 12.82   	-39.67   	 36.50   	 549.34		 31.78   	 -35.61		
 15.26   	-34.79   	 38.70   	 478.13		 31.64   	 -35.61		
 17.40   	-31.43   	 40.61   	 391.66		 31.50   	 -25.43		
 18.31   	-29.60   	 42.18   	 310.27		 31.39   	 -20.35		
 19.53   	-28.08   	 43.42   	 249.24		 31.31(D)	   0.00		
 21.06   	-26.55   	 44.41   	 203.46		 31.31   	  30.52		
 22.58   	-24.11   	 45.23   	 167.85		 31.43   	  71.21		
 23.80   	-20.75   	 45.90   	 147.51		 31.72   	 127.16		
 23.80   	-17.70   	 46.49   	 142.42		 32.23   	 193.29		
 23.50   	-14.95   	 47.06   	 132.25		 33.00   	 244.15		
 23.50   	-12.51   	 47.59   	 127.16		 33.98   	 295.01		
 24.11   	-10.38   	 48.10   	 122.07		 35.16   	 325.53		
 24.72   	 -8.24   	 48.59   	 106.82		 36.46   	 345.88		
 25.02   	 -5.80   	 49.01   	  86.47		 37.84   	 356.05		
 24.11   	 -3.36   	 49.36   	  61.04		 39.27   	 371.31		
 22.28   	 -2.14   	 49.60   	  35.61		 40.75   	 376.40		
 19.53   	 -2.14   	 49.75   	   5.09		 42.26   	 381.48		
 16.78   	 -3.05   	 49.77(S)	 -20.35		 43.78   	 381.48		
 13.73   	 -3.36   	 49.68   	 -50.86		 45.31   	 381.48		
 10.99   	 -1.83   	 49.48   	 -71.21		 46.84   	 366.22		
  8.85   	  0.92   	 49.20   	 -86.47		 48.30   	 335.71		
  7.02   	  4.88   	 48.85   	 -96.64		 49.64   	 305.19		
  5.19   	  8.24   	 48.46   	-101.73		 50.86   	 269.58		
  3.05   	 10.99   	 48.06   	-101.73		 51.94   	 228.89		
  0.00   	 13.43   	 47.65   	-127.16		 52.86   	 167.85		
 -5.80   	 21.06   	 47.14   	-122.07		 53.53   	 137.33		
 -6.71   	 27.16   	 46.65   	-132.25		 54.08   	 137.33		
 -5.80   	 35.10   	 46.12   	-137.33		 54.63   	 147.51		
 -3.05   	 45.17   	 45.57   	-152.59		 55.22   	 162.77		
  0.92   	 57.37   	 44.96   	-162.77		 55.87   	 183.11		
  5.80   	 71.72   	 44.31   	-167.85		 56.60   	 178.03		
 11.60   	 87.28   	 43.64   	-183.11		 57.31   	 167.85		
 18.31   	102.23   	 42.91   	-193.29		 57.99   	 162.77		
 25.33   	114.14   	 42.14   	-198.37		 58.64   	 147.51		
 32.35   	121.46   	 41.34   	-203.46		 59.23   	 101.73		
 38.15   	122.38   	 40.53   	-218.72		 59.63   	  55.95		
 41.50   	117.19   	 39.65   	-218.72		 59.86   	  10.17		
 42.11   	106.20   	 38.78   	-233.98		 59.90(S)	 -30.52		
 39.67   	 91.86   	 37.84   	-254.32		 59.78   	 -45.78		
 35.10   	 75.07   	 36.83   	-279.75		 59.59   	 -55.95		
 30.21   	 58.59   	 35.71   	-310.27		 59.37   	 -45.78		
 25.33   	 43.03   	 34.47   	-345.88		 59.19   	 -35.61		
 21.67   	 28.99   	 33.08   	-376.40		 59.04   	 -25.43		
 18.92   	 16.78   	 31.58   	-412.00		 58.94   	 -15.26		
 16.78   	  6.10   	 29.93   	-442.52		 58.88   	 -25.43		
 15.56   	 -1.22   	 28.16   	-473.04		 58.78   	 -30.52		
 15.56   	 -0.92   	 26.27   	-483.21		 58.66   	 -61.04		
 17.40   	 11.90   	 24.33   	-488.30		 58.41   	 -81.38		
 21.97   	 39.98   	 22.38   	-488.30		 58.09   	-101.73		
 28.69   	 79.96   	 20.43   	-467.95		 57.68   	-122.07		
 36.32   	122.68   	 18.56   	-442.52		 57.19   	-132.25		
 43.95   	159.61   	 16.79   	-417.09		 56.66   	-142.42		
 50.35   	185.85   	 15.12   	-381.48		 56.09   	-152.59		
 55.24   	203.25   	 13.59   	-350.97		 55.48   	-157.68		
 58.29   	216.98   	 12.19   	-340.79		 54.85   	-167.85		
 59.51   	228.88   	 10.82   	-320.45		 54.18   	-172.94		
 58.29   	237.73   	  9.54   	-295.01		 53.49   	-183.11		
 55.54   	239.56   	  8.36   	-274.67		 52.76   	-188.20		
 51.27   	228.88   	  7.26   	-244.15		 52.00   	-188.20		
 45.47   	200.81   	  6.29   	-218.72		 51.25   	-193.29		
 37.84   	154.42   	  5.41   	-183.11		 50.48   	-183.11		
 27.77   	 93.69   	  4.68   	-152.59		 49.75   	-172.94		
 16.78   	 27.47   	  4.07   	-106.82		 49.05   	-162.77		
  6.41   	-31.43   	  3.64   	 -76.30		 48.40   	-147.51		
 -1.83   	-74.46   	  3.34   	 -50.86		 47.81   	-142.42		
 -8.24   	-101.93   	  3.13   	 -35.61		 47.24   	-132.25		
-13.43   	-118.71   	  2.99   	 -15.26		 46.71   	-127.16		
-17.09   	-131.53   	  2.93   	 -15.26		 46.21   	-122.07		
-19.23   	-144.04   	  2.87   	 -25.43		 45.72   	-127.16		
-20.14   	-155.94   	  2.77   	 -35.61		 45.21   	-132.25		
-20.45   	-165.10   	  2.62   	 -61.04		 44.68   	-132.25		
-20.75   	-171.20   	  2.38   	 -81.38		 44.15   	-132.25		
-21.36   	-174.56   	  2.05   	-101.73		 43.62   	-127.16		
-22.28   	-177.31   	  1.65   	-106.82		 43.11   	-127.16		
-23.19   	-180.36   	  1.22   	 -86.47		 42.60   	-122.07		
-23.80   	-184.02   	  0.87   	 -66.12		 42.12   	-111.90		
-24.41   	-185.85   	  0.61   	 -25.43		 41.67   	-106.82		
-25.94   	-180.66   	  0.51(D)	  40.69		 41.24   	 -96.64		
-28.69   	-165.10   	  0.67   	  71.21		 40.85   	 -86.47		
-30.82   	-146.48   	  0.96   	  71.21		 40.51   	 -76.30		
-27.16   	-140.08   	  1.24   	  81.38		 40.20   	 -81.38		
-10.38   	-158.69   	  1.57   	  86.47		 39.88   	 -76.30		
 23.80   	-198.06   	  1.91   	  86.47		 39.57   	 -81.38		
 71.72   	-225.83   	  2.26   	 106.82		 39.25   	 -86.47		
117.49   	-198.36   	  2.69   	 127.16		 38.90   	 -86.47		
137.02   	-99.49   	  3.19   	 116.99		 38.56   	 -81.38		
105.59   	 38.76   	  3.66   	 111.90		 38.23   	 -81.38		
 14.65   	139.77   	  4.11   	  76.30		 37.90   	 -81.38		
-264.89   	-53.10   	  4.42   	  55.95		 37.58   	 -76.30		
-370.48   	-323.18   	  4.64   	  50.86		 37.27   	 -71.21		
-404.66   	-578.00   	  4.84   	  45.78		 36.99   	 -66.12		
-363.16   	-703.74(R)	  5.03(E)	  35.61		 36.72   	 -66.12		
-270.39   	-652.77   	  5.17   	  20.35		 36.46   	 -66.12		
-163.57   	-474.24   	  5.25   	  10.17		 36.20   	 -55.95		
-75.38   	-275.88   	  5.29   	   5.09		 35.97   	 -61.04		
-21.06   	-150.76   	  5.31   	  10.17		 35.73   	 -55.95		
  0.61   	-126.65   	  5.35   	  30.52		 35.50   	 -55.95		
  2.14   	-166.02   	  5.47   	  55.95		 35.28   	 -55.95		
 -2.75   	-207.82   	  5.70   	 106.82		 35.06   	 -50.86		
 -4.27   	-215.76   	  6.12   	 162.77		 34.85   	 -50.86		
 -0.31   	-192.57   	  6.78   	 249.24		 34.65   	 -50.86		
  6.41   	-162.35   	  7.77   	 366.22		 34.45   	 -50.86		
 12.21   	-144.65   	  9.24   	 478.13		 34.24   	 -40.69		
 14.04   	-140.99   	 11.15   	 534.08		 34.08   	 -45.78		
 13.43   	-142.82   	 13.29   	 584.94		 33.90   	 -45.78		
 11.90   	-140.69   	 15.63   	 645.98		 33.71   	 -45.78		
 11.60   	-132.14   	 18.21   	 671.41		 33.53   	 -45.78		
 12.21   	-119.32   	 20.90   	 661.24		 33.35   	 -45.78		
 13.43   	-106.51   	 23.54   	 666.32		 33.16   	 -50.86		
 14.65   	-96.13   	 26.21   	 661.24		 32.96   	 -50.86		
 14.65   	-88.81   	 28.85   	 651.07		 32.76   	 -50.86		
 14.65   	-83.01   	 31.45   	 630.72		 32.55   	 -45.78		
 14.65   	-77.82   	 33.98   	 640.89		 32.37   	 -45.78		
 17.70   	-68.05   	 36.54   	 579.86		 32.19   	 -35.61		
 20.14   	-63.48   	 38.86   	 508.65		 32.04   	 -30.52		
 21.97   	-59.51   	 40.90   	 427.26		 31.92   	 -20.35		
 23.50   	-56.15   	 42.60   	 356.05		 31.84   	 -10.17		
 24.72   	-53.41   	 44.03   	 279.75		 31.80(D)	  10.17		
 26.25   	-50.66   	 45.15   	 213.63		 31.84   	  45.78		
 27.77   	-47.61   	 46.00   	 167.85		 32.02   	  91.56		
 29.60   	-44.25   	 46.67   	 127.16		 32.39   	 152.59		
 30.52   	-40.89   	 47.18   	 101.73		 33.00   	 213.63		
 30.82   	-37.23   	 47.59   	  91.56		 33.86   	 264.50		
 30.21   	-34.18   	 47.96   	  81.38		 34.91   	 300.10		
 29.91   	-31.43   	 48.28   	  81.38		 36.11   	 325.53		
 29.91   	-29.30   	 48.61   	  71.21		 37.42   	 340.79		
 29.60   	-27.47   	 48.89   	  61.04		 38.78   	 350.97		
 28.38   	-25.94   	 49.14   	  50.86		 40.18   	 361.14		
 26.25   	-24.41   	 49.34   	  25.43		 41.63   	 371.31		
 22.89   	-22.58   	 49.44   	   5.09		 43.11   	 381.48		
 19.84   	-19.84   	 49.46(S)	 -15.26		 44.64   	 386.57		
 16.78   	-17.09   	 49.40   	 -45.78		 46.18   	 376.40		
 14.04   	-14.34   	 49.22   	 -66.12		 47.69   	 361.14		
 11.29   	-11.60   	 48.95   	 -91.56		 49.14   	 340.79		
  8.24   	 -8.54   	 48.59   	-101.73		 50.50   	 310.27		
  5.19   	 -4.88   	 48.18   	-116.99		 51.74   	 264.50		
  2.44   	 -0.31   	 47.71   	-127.16		 52.80   	 223.80		
  0.31   	  4.88   	 47.20   	-152.59		 53.69   	 162.77		
 -0.92   	 17.40   	 46.59   	-157.68		 54.34   	 152.59		
  0.00   	 26.25   	 45.96   	-162.77		 54.95   	 147.51		
  1.53   	 37.23   	 45.31   	-167.85		 55.54   	 152.59		
  3.66   	 50.35   	 44.64   	-167.85		 56.15   	 162.77		
  7.02   	 65.61   	 43.97   	-167.85		 56.81   	 167.85		
 11.90   	 82.40   	 43.30   	-172.94		 57.48   	 178.03		
 18.31   	100.40   	 42.60   	-183.11		 58.19   	 157.68		
 26.25   	116.88   	 41.87   	-183.11		 58.82   	 142.42		
 33.87   	129.70   	 41.14   	-198.37		 59.39   	 106.82		
 39.98   	136.41   	 40.35   	-213.63		 59.82   	  86.47		
 43.95   	136.11   	 39.49   	-223.80		 60.16   	  61.04		
 45.17   	128.78   	 38.60   	-244.15		 60.41   	  45.78		
 43.95   	116.27   	 37.62   	-264.50		 60.59   	  25.43		
 41.20   	100.10   	 36.56   	-295.01		 60.69   	   5.09		
 37.54   	 81.79   	 35.38   	-325.53		 60.71(S)	 -25.43		
 33.26   	 63.48   	 34.08   	-350.97		 60.61   	 -50.86		
 28.69   	 46.39   	 32.68   	-386.57		 60.41   	 -76.30		
 24.72   	 31.74   	 31.13   	-412.00		 60.10   	 -86.47		
 21.67   	 19.23   	 29.48   	-437.43		 59.76   	 -86.47		
 20.14   	  9.77   	 27.73   	-462.87		 59.41   	 -76.30		
