SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  LRA     	  LRA'		
-375.98   	-397.64   	 15.97   	  81.38		109.56   	   0.00		
-219.42   	-361.63   	 16.30   	  76.30		109.56   	  -5.09		
-68.97   	-188.90   	 16.60   	  91.56		109.54   	   0.00		
 14.95   	-25.63   	 16.97   	 101.73		109.54   	   5.09		
 19.53   	 27.47   	 17.38   	 101.73		109.56   	   0.00		
-25.02   	-25.94   	 17.78   	 111.90		109.56   	   5.09		
-75.99   	-114.14   	 18.23   	 132.25		109.58   	   0.00		
-110.17   	-173.34   	 18.76   	 167.85		109.58   	   0.00		
-130.62   	-192.26   	 19.43   	 193.29		109.58   	   0.00		
-150.76   	-198.36   	 20.20   	 254.32		109.58   	   0.00		
-178.53   	-216.06   	 21.22   	 350.97		109.58   	   0.00		
-209.96   	-246.89   	 22.62   	 406.92		109.58   	   0.00		
-236.82   	-277.71   	 24.25   	 417.09		109.58   	   5.09		
-252.99   	-297.85   	 25.92   	 467.95		109.60   	  10.17		
-260.01   	-306.70   	 27.79   	 554.42		109.64   	   5.09		
-262.45   	-307.31   	 30.01   	 554.42		109.66   	   5.09		
-262.45   	-304.57   	 32.23   	 493.39		109.68   	   0.00		
-260.93   	-301.21   	 34.20   	 483.21		109.68   	   0.00		
-260.01   	-300.90   	 36.13   	 452.69		109.68   	   5.09		
-267.33   	-310.06   	 37.94   	 391.66		109.70   	   0.00		
-291.75   	-335.69   	 39.51   	 350.97		109.70   	   5.09		
-330.51   	-375.67   	 40.92   	 320.45		109.72   	   0.00		
-368.65   	-415.95   	 42.20   	 259.41		109.72   	   0.00		
-386.96   	-437.32   	 43.23   	 193.29		109.72   	   5.09		
-376.28   	-429.38   	 44.01   	 162.77		109.75   	   0.00		
-347.90   	-401.00   	 44.66   	 157.68		109.75   	   0.00		
-326.54   	-376.89   	 45.29   	 127.16		109.75   	  15.26		
-329.28   	-375.37   	 45.80   	 106.82		109.81   	  10.17		
-351.56   	-394.90   	 46.23   	  96.64		109.85   	  -5.09		
-377.81   	-421.14   	 46.61   	 101.73		109.83   	 -10.17		
-395.51   	-440.67   	 47.02   	 101.73		109.79   	   0.00		
-402.22   	-449.22   	 47.43   	 116.99		109.79   	 -10.17		
-406.19   	-453.19   	 47.89   	 127.16		109.75   	   0.00		
-413.21   	-458.98   	 48.40   	 137.33		109.75   	  15.26		
-421.45   	-466.61   	 48.95   	 132.25		109.81   	  10.17		
-423.58   	-468.75   	 49.48   	 132.25		109.85   	  10.17		
-411.99   	-458.98   	 50.01   	 157.68		109.89   	   5.09		
-386.35   	-434.57   	 50.64   	 162.77		109.91   	   0.00		
-350.95   	-399.17   	 51.29   	 157.68		109.91   	   5.09		
-313.42   	-360.41   	 51.92   	 167.85		109.93   	  -5.09		
-281.37   	-325.62   	 52.59   	 162.77		109.91   	   0.00		
-258.18   	-299.07   	 53.24   	 157.68		109.91   	   5.09		
-243.84   	-282.59   	 53.88   	 172.94		109.93   	   5.09		
-236.82   	-274.96   	 54.57   	 183.11		109.95   	   0.00		
-237.12   	-274.96   	 55.30   	 183.11		109.95   	   5.09		
-244.45   	-282.90   	 56.03   	 167.85		109.97   	   5.09		
-256.96   	-296.33   	 56.70   	 167.85		109.99   	   0.00		
-268.86   	-309.14   	 57.38   	 157.68		109.99   	   5.09		
-273.13   	-314.03   	 58.01   	 147.51		110.01   	   5.09		
-263.37   	-305.48   	 58.60   	 142.42		110.03   	   0.00		
-240.17   	-283.20   	 59.17   	 127.16		110.03   	   0.00		
-210.27   	-253.60   	 59.67   	  81.38		110.03   	   0.00		
-182.80   	-225.52   	 60.00   	  30.52		110.03   	   5.09		
-164.49   	-205.69   	 60.12(S)	 -25.43		110.05   	   0.00		
-155.94   	-194.40   	 60.02   	 -91.56		110.05   	   5.09		
-152.28   	-188.60   	 59.65   	-183.11		110.07   	  10.17		
-147.71   	-182.80   	 58.92   	-300.10		110.11   	   5.09		
-138.24   	-173.65   	 57.72   	-417.09		110.13   	   0.00		
-124.21   	-160.52   	 56.05   	-442.52		110.13   	   0.00		
-109.25   	-146.79   	 54.28   	-386.57		110.13   	  10.17		
-97.96   	-136.72   	 52.74   	-325.53		110.17   	   0.00		
-93.38   	-132.75   	 51.43   	-310.27		110.17   	   5.09		
-95.52   	-134.28   	 50.19   	-284.84		110.19   	   5.09		
-100.40   	-137.02   	 49.05   	-295.01		110.21   	   5.09		
-103.45   	-135.80   	 47.87   	-295.01		110.23   	   0.00		
-102.54   	-129.39   	 46.69   	-223.80		110.23   	   5.09		
-98.57   	-119.63   	 45.80   	-188.20		110.25   	   5.09		
-93.99   	-108.95   	 45.05   	-208.54		110.27   	   0.00		
-89.11   	-97.66   	 44.21   	-188.20		110.27   	   5.09		
-82.09   	-84.53   	 43.46   	-167.85		110.29   	   5.09		
-71.41   	-67.14   	 42.79   	-178.03		110.31   	   0.00		
-55.85   	-45.17   	 42.08   	-208.54		110.31   	   0.00		
-35.40   	-19.23   	 41.24   	-223.80		110.31   	   5.09		
-10.07   	  9.77   	 40.35   	-223.80		110.34   	   0.00		
 19.53   	 40.89   	 39.45   	-244.15		110.34   	  10.17		
 51.88   	 72.33   	 38.47   	-295.01		110.38   	   5.09		
 85.75   	102.84   	 37.29   	-330.62		110.40   	   5.09		
120.24   	132.14   	 35.97   	-386.57		110.42   	   0.00		
154.72   	162.05   	 34.43   	-437.43		110.42   	   5.09		
188.29   	192.26   	 32.68   	-422.18		110.44   	   0.00		
217.59   	219.73   	 30.99   	-427.26		110.44   	   5.09		
236.51   	238.34   	 29.28   	-452.69		110.46   	   0.00		
241.09   	242.92   	 27.47   	-452.69		110.46   	   5.09		
234.07   	235.60   	 25.66   	-417.09		110.48   	   5.09		
223.08   	224.30   	 23.99   	-401.83		110.50   	   5.09		
215.76   	216.98   	 22.38   	-386.57		110.52   	   0.00		
213.93   	215.45   	 20.83   	-345.88		110.52   	   5.09		
213.32   	215.45   	 19.45   	-315.36		110.54   	   5.09		
206.30   	209.96   	 18.19   	-269.58		110.56   	   0.00		
189.21   	195.62   	 17.11   	-223.80		110.56   	   0.00		
164.49   	173.65   	 16.22   	-193.29		110.56   	  10.17		
137.02   	148.93   	 15.44   	-178.03		110.60   	   5.09		
113.22   	126.65   	 14.73   	-137.33		110.62   	   0.00		
 94.60   	108.64   	 14.18   	 -86.47		110.62   	   5.09		
 81.48   	 95.52   	 13.84   	 -55.95		110.64   	   0.00		
 70.80   	 84.84   	 13.61   	 -40.69		110.64   	   0.00		
 60.73   	 74.77   	 13.45   	 -20.35		110.64   	   5.09		
 51.27   	 64.39   	 13.37   	 -10.17		110.66   	   0.00		
 43.64   	 55.54   	 13.33   	  -5.09		110.66   	   5.09		
 39.98   	 51.57   	 13.31(D)	  10.17		110.68   	   5.09		
 40.89   	 56.15   	 13.35   	  35.61		110.70   	   5.09		
 44.86   	 68.97   	 13.49   	  45.78		110.72   	   5.09		
 50.05   	 85.75   	 13.67   	  50.86		110.74   	   0.00		
 54.02   	101.01   	 13.88   	  55.95		110.74   	   5.09		
 55.54   	111.08   	 14.10   	  81.38		110.76   	   0.00		
 52.49   	114.75   	 14.43   	 101.73		110.76   	   5.09		
 42.72   	111.69   	 14.83   	 106.82		110.78   	  10.17		
 25.94   	101.32   	 15.26   	  91.56		110.82   	   5.09		
  4.58   	 81.48   	 15.63   	  71.21		110.84   	   0.00		
-14.95   	 53.10   	 15.91   	  61.04		110.84   	  -5.09		
-28.08   	 21.67   	 16.15   	  50.86		110.82   	   5.09		
-35.10   	 -8.24   	 16.36   	  30.52		110.84   	   5.09		
-41.50   	-34.79   	 16.48   	   0.00		110.86   	   0.00		
-51.57   	-58.29   	 16.48   	 -10.17		110.86   	   0.00		
-64.39   	-78.43   	 16.44   	 -20.35		110.86   	   5.09		
-75.38   	-93.99   	 16.36   	 -20.35		110.88   	   5.09		
-79.65   	-101.93   	 16.28   	 -15.26		110.90   	   0.00		
-78.43   	-102.84   	 16.22   	  -5.09		110.90   	   5.09		
-75.07   	-100.10   	 16.20   	  -5.09		110.93   	   5.09		
-73.55   	-98.27   	 16.17   	   0.00		110.95   	   0.00		
-74.16   	-99.18   	 16.17   	   0.00		110.95   	   5.09		
-74.77   	-101.93   	 16.17   	  -5.09		110.97   	   0.00		
-73.55   	-104.06   	 16.15   	   5.09		110.97   	   5.09		
-70.80   	-104.68   	 16.17(E)	  25.43		110.99   	   0.00		
-66.22   	-104.98   	 16.28   	  25.43		110.99   	   5.09		
-56.46   	-107.42   	 16.38   	  15.26		111.01   	   0.00		
-35.10   	-113.83   	 16.44   	  20.35		111.01   	   5.09		
  5.80   	-121.77   	 16.52   	  30.52		111.03   	   0.00		
 67.44   	-117.80   	 16.64   	  50.86		111.03   	   5.09		
140.69   	-74.77   	 16.85   	  66.12		111.05   	   5.09		
200.20   	 42.42   	 17.11   	  66.12		111.07   	   0.00		
210.27   	246.89   	 17.38   	  66.12		111.07   	   5.09		
145.57   	482.48   	 17.64   	  71.21		111.09   	   0.00		
  8.54   	629.88(R)	 17.92   	 152.59		111.09   	   5.09		
-292.97   	328.37   	 18.54   	  86.47		111.11   	   5.09		
-335.08   	-12.51   	 18.88   	  86.47		111.13   	   5.09		
-277.71   	-260.93   	 19.23   	  71.21		111.15   	   5.09		
-162.96   	-308.53   	 19.51   	  66.12		111.17   	   0.00		
-56.46   	-194.40   	 19.78   	  76.30		111.17   	   5.09		
 -3.97   	-50.96   	 20.08   	  96.64		111.19   	  -5.09		
 -8.85   	 10.99   	 20.47   	 101.73		111.17   	   0.00		
-39.06   	-21.67   	 20.87   	 116.99		111.17   	   5.09		
-59.20   	-87.28   	 21.34   	 127.16		111.19   	   5.09		
-56.15   	-120.54   	 21.85   	 152.59		111.21   	   5.09		
-38.15   	-106.20   	 22.46   	 172.94		111.23   	   0.00		
-21.36   	-71.41   	 23.15   	 233.98		111.23   	   5.09		
-13.43   	-47.30   	 24.09   	 300.10		111.25   	   5.09		
-12.51   	-41.81   	 25.29   	 340.79		111.27   	   0.00		
-11.29   	-46.08   	 26.65   	 381.48		111.27   	   5.09		
 -5.49   	-48.22   	 28.18   	 447.61		111.29   	   0.00		
  3.36   	-44.86   	 29.97   	 508.65		111.29   	   5.09		
 12.51   	-36.62   	 32.00   	 518.82		111.31   	   5.09		
 19.53   	-27.16   	 34.08   	 518.82		111.33   	   0.00		
 23.19   	-19.84   	 36.15   	 518.82		111.33   	   5.09		
 24.41   	-15.87   	 38.23   	 508.65		111.35   	   5.09		
 25.33   	-13.43   	 40.26   	 467.95		111.37   	   0.00		
 26.86   	-10.38   	 42.14   	 442.52		111.37   	   0.00		
 29.60   	 -6.41   	 43.91   	 417.09		111.37   	   0.00		
 32.35   	 -2.44   	 45.57   	 661.24		111.37   	   5.09		
 35.71   	  2.44   	 48.22   	 264.50		111.39   	   5.09		
 36.01   	  3.66   	 49.28   	 244.15		111.41   	   5.09		
 35.40   	  4.58   	 50.25   	 193.29		111.43   	   5.09		
 34.18   	  5.19   	 51.03   	 157.68		111.45   	   0.00		
 32.04   	  4.88   	 51.66   	 142.42		111.45   	   0.00		
 28.69   	  3.36   	 52.23   	 122.07		111.45   	   0.00		
 25.02   	  0.31   	 52.72   	 101.73		111.45   	   5.09		
 21.67   	 -3.66   	 53.12   	 111.90		111.47   	   0.00		
 19.23   	 -8.24   	 53.57   	 122.07		111.47   	   5.09		
 18.01   	-12.21   	 54.06   	 116.99		111.49   	   0.00		
 17.70   	-15.26   	 54.53   	 122.07		111.49   	   0.00		
 18.31   	-16.78   	 55.02   	 137.33		111.49   	   0.00		
 18.92   	-16.78   	 55.56   	 157.68		111.49   	   5.09		
 20.14   	-16.17   	 56.20   	 157.68		111.52   	   5.09		
 21.06   	-15.56   	 56.83   	 162.77		111.54   	   5.09		
 22.28   	-14.65   	 57.48   	 172.94		111.56   	   5.09		
 22.89   	-14.65   	 58.17   	 188.20		111.58   	   5.09		
 22.89   	-14.65   	 58.92   	 178.03		111.60   	   0.00		
 22.58   	-15.56   	 59.63   	 172.94		111.60   	   5.09		
 22.28   	-16.48   	 60.33   	 183.11		111.62   	   5.09		
 22.28   	-18.01   	 61.06   	 188.20		111.64   	   5.09		
 22.28   	-20.14   	 61.81   	 178.03		111.66   	   0.00		
 22.58   	-21.97   	 62.52   	 167.85		111.66   	   5.09		
 22.89   	-23.50   	 63.19   	 172.94		111.68   	   0.00		
 23.50   	-23.80   	 63.89   	 167.85		111.68   	   5.09		
 24.11   	-23.80   	 64.56   	 147.51		111.70   	   5.09		
 23.50   	-24.41   	 65.15   	 132.25		111.72   	   5.09		
 21.67   	-26.86   	 65.68   	 116.99		111.74   	   0.00		
 18.01   	-31.43   	 66.14   	  91.56		111.74   	   5.09		
 13.73   	-36.93   	 66.51   	  35.61		111.76   	   0.00		
 10.07   	-42.42   	 66.65(S)	 -25.43		111.76   	   5.09		
  7.32   	-47.00   	 66.55   	 -91.56		111.78   	   0.00		
  5.80   	-51.27   	 66.18   	-178.03		111.78   	   5.09		
  3.97   	-55.85   	 65.47   	-284.84		111.80   	   0.00		
  2.14   	-60.12   	 64.33   	-386.57		111.80   	   5.09		
  0.92   	-64.09   	 62.79   	-457.78		111.82   	   0.00		
  0.61   	-66.22   	 60.96   	-447.61		111.82   	   0.00		
  2.44   	-65.92   	 59.17   	-371.31		111.82   	   5.09		
  6.10   	-63.48   	 57.68   	-315.36		111.84   	   0.00		
 11.29   	-58.59   	 56.42   	-295.01		111.84   	   5.09		
 17.70   	-52.49   	 55.24   	-289.93		111.86   	   5.09		
 25.33   	-44.56   	 54.08   	-274.67		111.88   	   0.00		
 33.26   	-35.10   	 52.98   	-223.80		111.88   	   0.00		
 40.59   	-24.41   	 52.09   	-193.29		111.88   	   5.09		
 47.00   	-12.21   	 51.31   	-203.46		111.90   	   5.09		
 52.80   	  2.14   	 50.50   	-203.46		111.92   	   5.09		
 60.42   	 18.92   	 49.68   	-178.03		111.94   	   0.00		
 71.11   	 38.15   	 48.97   	-193.29		111.94   	   5.09		
 83.62   	 57.98   	 48.20   	-233.98		111.96   	   5.09		
 95.52   	 75.68   	 47.26   	-264.50		111.98   	  10.17		
104.37   	 88.50   	 46.21   	-279.75		112.02   	   0.00		
109.86   	 97.05   	 45.09   	-315.36		112.02   	   5.09		
113.53   	102.84   	 43.82   	-406.92		112.04   	   0.00		
118.10   	108.03   	 42.20   	-503.56		112.04   	   0.00		
123.60   	112.92   	 40.18   	-518.82		112.04   	   0.00		
128.17   	116.58   	 38.11   	-498.47		112.04   	   5.09		
130.00   	116.58   	 36.11   	-518.82		112.06   	   5.09		
127.56   	113.22   	 34.04   	-559.51		112.09   	   0.00		
123.29   	108.03   	 31.80   	-544.25		112.09   	  10.17		
119.63   	104.98   	 29.62   	-518.82		112.13   	   5.09		
118.41   	105.59   	 27.55   	-498.47		112.15   	   0.00		
119.02   	109.25   	 25.55   	-462.87		112.15   	   0.00		
120.24   	113.83   	 23.70   	-406.92		112.15   	   0.00		
121.46   	116.58   	 22.08   	-376.40		112.15   	   0.00		
121.77   	117.19   	 20.57   	-345.88		112.15   	   5.09		
121.77   	115.97   	 19.19   	-300.10		112.17   	   5.09		
120.54   	113.22   	 17.99   	-249.24		112.19   	   5.09		
118.41   	110.47   	 16.99   	-203.46		112.21   	   0.00		
115.05   	107.42   	 16.17   	-162.77		112.21   	   0.00		
112.00   	104.98   	 15.52   	-127.16		112.21   	   5.09		
110.47   	103.15   	 15.02   	-106.82		112.23   	   0.00		
110.47   	102.84   	 14.59   	 -66.12		112.23   	   0.00		
112.30   	103.45   	 14.32   	 -30.52		112.23   	   0.00		
114.75   	104.98   	 14.20   	 -10.17		112.23   	   5.09		
117.19   	107.42   	 14.16(D)	  10.17		112.25   	   0.00		
120.54   	112.30   	 14.20   	  15.26		112.25   	   5.09		
125.43   	122.38   	 14.26   	  20.35		112.27   	   5.09		
131.84   	137.63   	 14.34   	  25.43		112.29   	   5.09		
138.55   	155.64   	 14.45   	  35.61		112.31   	   0.00		
144.04   	172.73   	 14.59   	  45.78		112.31   	   5.09		
148.01   	186.16   	 14.77   	  40.69		112.33   	   0.00		
151.67   	196.53   	 14.93   	  35.61		112.33   	   0.00		
154.11   	205.99   	 15.08   	  40.69		112.33   	   5.09		
153.20   	212.71   	 15.24   	  66.12		112.35   	   0.00		
146.18   	210.27   	 15.50   	  81.38		112.35   	   5.09		
131.53   	191.96   	 15.83   	  86.47		112.37   	   0.00		
112.61   	158.08   	 16.17   	  71.21		112.37   	   0.00		
 93.38   	115.05   	 16.46   	  61.04		112.37   	   5.09		
 75.99   	 72.94   	 16.70   	  61.04		112.39   	   5.09		
 60.73   	 38.15   	 16.95   	  35.61		112.41   	   0.00		
 46.39   	 12.51   	 17.09   	  15.26		112.41   	   0.00		
 33.87   	 -5.80   	 17.15   	   5.09		112.41   	   5.09		
 24.41   	-18.62   	 17.17   	 -15.26		112.43   	   5.09		
 18.01   	-27.47   	 17.11   	 -30.52		112.45   	   0.00		
 11.29   	-35.40   	 16.99   	 -25.43		112.45   	   5.09		
  0.92   	-46.39   	 16.89   	 -15.26		112.47   	   0.00		
-15.56   	-62.26   	 16.83   	 -10.17		112.47   	   0.00		
-36.01   	-82.40   	 16.79   	 -10.17		112.47   	   5.09		
-56.15   	-103.15   	 16.74   	 -10.17		112.49   	   0.00		
-72.02   	-120.54   	 16.70   	 -10.17		112.49   	   5.09		
-81.48   	-133.36   	 16.66   	  -5.09		112.51   	   0.00		
-81.18   	-143.13   	 16.64   	   5.09		112.51   	   5.09		
-66.83   	-152.59   	 16.66(E)	  20.35		112.53   	   5.09		
-33.87   	-162.96   	 16.74   	  20.35		112.55   	   0.00		
 20.75   	-164.79   	 16.83   	  20.35		112.55   	   0.00		
 90.94   	-133.67   	 16.91   	  45.78		112.55   	   5.09		
156.86   	-33.26   	 17.09   	  61.04		112.57   	   0.00		
183.72   	160.22   	 17.33   	  61.04		112.57   	   5.09		
140.08   	408.33   	 17.58   	  66.12		112.59   	   0.00		
 20.45   	599.37   	 17.84   	  76.30		112.59   	   0.00		
-142.82   	612.79(R)	 18.15   	  71.21		112.59   	   0.00		
-284.12   	407.71   	 18.43   	  66.12		112.59   	   5.09		
-341.80   	 73.24   	 18.70   	  66.12		112.61   	   0.00		
-296.63   	-213.62   	 18.96   	  61.04		112.61   	   5.09		
-183.72   	-313.72   	 19.21   	  71.21		112.63   	   0.00		
-68.05   	-229.19   	 19.49   	  66.12		112.63   	   0.00		
 -3.05   	-80.57   	 19.76   	  76.30		112.63   	   0.00		
 -1.22   	  5.49   	 20.06   	  91.56		112.63   	   0.00		
-36.01   	-11.60   	 20.43   	 122.07		112.63   	   5.09		
-70.19   	-83.31   	 20.92   	 137.33		112.65   	   5.09		
-85.14   	-139.77   	 21.46   	 147.51		112.68   	   0.00		
-84.53   	-151.37   	 22.05   	 188.20		112.68   	   5.09		
-85.14   	-138.24   	 22.81   	 228.89		112.70   	   0.00		
-96.74   	-132.14   	 23.72   	 284.84		112.70   	   0.00		
-118.10   	-145.57   	 24.86   	 335.71		112.70   	   5.09		
-138.85   	-167.24   	 26.21   	 381.48		112.72   	   0.00		
-148.62   	-181.27   	 27.73   	 437.43		112.72   	   0.00		
-144.04   	-179.75   	 29.48   	 498.47		112.72   	   5.09		
-129.39   	-165.41   	 31.47   	 523.90		112.74   	   0.00		
-112.61   	-146.48   	 33.57   	 534.08		112.74   	   0.00		
-99.79   	-131.53   	 35.71   	 539.16		112.74   	   5.09		
-93.99   	-124.21   	 37.86   	 534.08		112.76   	   0.00		
-91.86   	-121.77   	 40.00   	 513.73		112.76   	   0.00		
-89.42   	-118.41   	 42.05   	 478.13		112.76   	   5.09		
-85.75   	-112.92   	 43.97   	 437.43		112.78   	   5.09		
-82.40   	-108.34   	 45.72   	 391.66		112.80   	   0.00		
-82.40   	-107.73   	 47.28   	 335.71		112.80   	   0.00		
-85.75   	-110.78   	 48.63   	 284.84		112.80   	   5.09		
-90.94   	-115.05   	 49.77   	 239.06		112.82   	   0.00		
-93.99   	-116.58   	 50.72   	 198.37		112.82   	   5.09		
-93.69   	-113.83   	 51.52   	 172.94		112.84   	   0.00		
-89.72   	-108.03   	 52.21   	 137.33		112.84   	   0.00		
-84.23   	-101.32   	 52.76   	 106.82		112.84   	   5.09		
-79.35   	-96.74   	 53.18   	 101.73		112.86   	   0.00		
-75.99   	-94.91   	 53.59   	 111.90		112.86   	   0.00		
-74.16   	-94.91   	 54.04   	 106.82		112.86   	   5.09		
-72.63   	-94.91   	 54.47   	 101.73		112.88   	   0.00		
-70.19   	-93.69   	 54.87   	 111.90		112.88   	   0.00		
-66.53   	-90.94   	 55.32   	 127.16		112.88   	   0.00		
-62.26   	-87.28   	 55.83   	 132.25		112.88   	   0.00		
-58.59   	-84.23   	 56.36   	 142.42		112.88   	   0.00		
-55.85   	-81.48   	 56.93   	 162.77		112.88   	   5.09		
-54.02   	-78.74   	 57.58   	 167.85		112.90   	   0.00		
-50.66   	-75.38   	 58.25   	 162.77		112.90   	   5.09		
-45.17   	-69.89   	 58.90   	 172.94		112.92   	   5.09		
-37.23   	-63.17   	 59.59   	 183.11		112.94   	   0.00		
-27.47   	-55.54   	 60.33   	 183.11		112.94   	   0.00		
-17.70   	-47.61   	 61.06   	 183.11		112.94   	   0.00		
 -9.46   	-41.20   	 61.79   	 183.11		112.94   	   0.00		
 -2.75   	-36.01   	 62.52   	 172.94		112.94   	   5.09		
  1.83   	-32.35   	 63.21   	 162.77		112.96   	   0.00		
  5.19   	-30.52   	 63.87   	 162.77		112.96   	   5.09		
  6.71   	-30.21   	 64.52   	 157.68		112.98   	   0.00		
  6.71   	-31.13   	 65.15   	 127.16		112.98   	   0.00		
  6.10   	-32.65   	 65.66   	  96.64		112.98   	   0.00		
  5.80   	-33.57   	 66.04   	  66.12		112.98   	   0.00		
  6.71   	-33.57   	 66.31   	  20.35		112.98   	   5.09		
  8.54   	-33.57   	 66.39(S)	 -40.69		113.00   	   0.00		
 10.38   	-33.57   	 66.23   	-122.07		113.00   	   0.00		
 11.90   	-34.18   	 65.74   	-213.63		113.00   	   0.00		
 12.21   	-36.01   	 64.88   	-310.27		113.00   	   5.09		
 11.29   	-38.76   	 63.64   	-401.83		113.02   	   0.00		
  8.85   	-42.42   	 62.03   	-437.43		113.02   	   0.00		
  5.80   	-46.39   	 60.28   	-391.66		113.02   	   0.00		
  2.75   	-50.66   	 58.72   	-335.71		113.02   	   0.00		
  0.31   	-53.71   	 57.38   	-300.10		113.02   	   0.00		
 -0.61   	-54.93   	 56.17   	-269.58		113.02   	   5.09		
  0.00   	-54.02   	 55.10   	-264.50		113.04   	   0.00		
  1.83   	-50.96   	 54.04   	-259.41		113.04   	   5.09		
  3.66   	-46.69   	 53.00   	-218.72		113.06   	   0.00		
  5.19   	-41.20   	 52.13   	-193.29		113.06   	   5.09		
  7.02   	-34.18   	 51.35   	-193.29		113.08   	   0.00		
  9.77   	-25.02   	 50.58   	-188.20		113.08   	   5.09		
 13.73   	-14.04   	 49.83   	-183.11		113.10   	   0.00		
 18.62   	 -1.83   	 49.09   	-208.54		113.10   	   0.00		
 23.80   	 10.68   	 48.26   	-239.06		113.10   	   0.00		
 28.08   	 21.67   	 47.30   	-274.67		113.10   	   5.09		
 31.43   	 29.91   	 46.21   	-289.93		113.12   	   0.00		
 33.87   	 35.10   	 45.05   	-330.62		113.12   	   0.00		
 36.32   	 38.45   	 43.72   	-422.18		113.12   	   5.09		
 39.67   	 41.20   	 42.03   	-498.47		113.14   	   0.00		
 43.95   	 43.95   	 40.04   	-508.65		113.14   	   5.09		
 48.22   	 46.69   	 38.01   	-498.47		113.16   	   0.00		
 51.57   	 48.52   	 36.01   	-523.90		113.16   	   0.00		
 53.41   	 48.52   	 33.92   	-539.16		113.16   	   5.09		
 54.02   	 47.61   	 31.76   	-534.08		113.18   	   5.09		
 54.93   	 47.00   	 29.62   	-518.82		113.20   	   0.00		
 55.85   	 47.30   	 27.55   	-488.30		113.20   	   0.00		
 57.37   	 47.91   	 25.60   	-457.78		113.20   	   5.09		
 58.59   	 48.83   	 23.76   	-417.09		113.22   	   0.00		
 59.51   	 49.74   	 22.10   	-371.31		113.22   	   0.00		
 60.42   	 50.96   	 20.61   	-330.62		113.22   	   0.00		
 62.26   	 53.41   	 19.29   	-284.84		113.22   	   5.09		
 65.31   	 57.07   	 18.15   	-249.24		113.24   	   0.00		
 69.27   	 62.26   	 17.15   	-213.63		113.24   	   5.09		
 74.16   	 68.66   	 16.30   	-172.94		113.27   	   0.00		
 79.04   	 75.07   	 15.61   	-132.25		113.27   	   5.09		
 84.23   	 81.18   	 15.08   	-101.73		113.29   	   0.00		
 88.81   	 86.06   	 14.67   	 -66.12		113.29   	   0.00		
 92.47   	 89.42   	 14.40   	 -45.78		113.29   	   5.09		
 94.30   	 90.64   	 14.22   	 -25.43		113.31   	   5.09		
 94.30   	 90.94   	 14.12   	 -10.17		113.33   	   0.00		
 93.99   	 93.08   	 14.08(D)	  15.26		113.33   	   0.00		
 95.52   	100.40   	 14.14   	  25.43		113.33   	   5.09		
101.01   	115.66   	 14.24   	  25.43		113.35   	   0.00		
109.56   	136.41   	 14.34   	  30.52		113.35   	   5.09		
119.02   	158.39   	 14.47   	  40.69		113.37   	   0.00		
127.26   	176.39   	 14.63   	  40.69		113.37   	   5.09		
133.67   	190.12   	 14.79   	  45.78		113.39   	   0.00		
137.94   	200.81   	 14.97   	  61.04		113.39   	   5.09		
138.24   	209.35   	 15.22   	  71.21		113.41   	   5.09		
132.45   	210.57   	 15.50   	  76.30		113.43   	   0.00		
120.85   	198.67   	 15.81   	  81.38		113.43   	   5.09		
104.98   	171.51   	 16.13   	  81.38		113.45   	   0.00		
 89.42   	134.28   	 16.46   	  86.47		113.45   	   5.09		
 75.99   	 95.52   	 16.81   	  71.21		113.47   	   0.00		
 63.78   	 61.65   	 17.09   	  35.61		113.47   	   5.09		
 50.35   	 34.18   	 17.23   	 -10.17		113.49   	   5.09		
 35.71   	 11.60   	 17.19   	 -15.26		113.51   	   0.00		
 21.97   	 -6.41   	 17.13   	 -25.43		113.51   	   5.09		
 11.29   	-18.92   	 17.03   	 -25.43		113.53   	   0.00		
  3.66   	-26.25   	 16.93   	 -20.35		113.53   	   5.09		
 -1.83   	-30.52   	 16.85   	 -20.35		113.55   	   0.00		
 -7.32   	-34.79   	 16.76   	 -20.35		113.55   	   5.09		
-12.82   	-40.28   	 16.68   	 -15.26		113.57   	   5.09		
-17.70   	-46.39   	 16.62   	  -5.09		113.59   	   5.09		
-20.75   	-50.96   	 16.60   	  -5.09		113.61   	   0.00		
-21.36   	-54.02   	 16.58   	   0.00		113.61   	   0.00		
-17.70   	-57.68   	 16.58(E)	  15.26		113.61   	   5.09		
 -5.80   	-65.00   	 16.64   	  15.26		113.63   	   0.00		
 20.45   	-77.51   	 16.70   	  10.17		113.63   	   5.09		
 65.61   	-86.98   	 16.74   	  30.52		113.65   	   0.00		
127.56   	-70.50   	 16.87   	  55.95		113.65   	   0.00		
190.43   	  6.71   	 17.09   	  55.95		113.65   	   5.09		
221.86   	173.95   	 17.31   	  55.95		113.67   	   5.09		
188.29   	408.63   	 17.54   	  61.04		113.69   	   0.00		
 76.29   	610.05   	 17.78   	  76.30		113.69   	   5.09		
-90.33   	652.47(R)	 18.09   	  71.21		113.71   	   0.00		
-250.24   	475.16   	 18.37   	  76.30		113.71   	   0.00		
