SAMPLE NUMBER:   8
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  RV     	  RV'		
  2.44   	 96.74   	 84.17   	-193.29		  4.84   	-213.63		
  1.53   	 83.31   	 83.40   	-193.29		  3.99   	-127.16		
 -7.63   	 52.80   	 82.62   	-188.20		  3.48   	 -71.21		
-16.78   	 25.02   	 81.87   	-178.03		  3.19   	 -35.61		
-18.92   	 12.82   	 81.16   	-162.77		  3.05   	 -15.26		
-17.09   	  9.77   	 80.51   	-111.90		  2.99(D)	  20.35		
-44.86   	-25.33   	 80.06   	 -96.64		  3.07   	  15.26		
-79.04   	-61.65   	 79.67   	 -71.21		  3.13   	  10.17		
-109.86   	-90.03   	 79.39   	 -66.12		  3.17   	 -10.17		
-122.99   	-101.62   	 79.12   	 -50.86		  3.13   	 -10.17		
-118.71   	-100.40   	 78.92   	 -50.86		  3.09   	 -10.17		
-108.03   	-99.49   	 78.72   	 -55.95		  3.05   	   0.00		
-102.54   	-108.95   	 78.49   	 -55.95		  3.05   	  10.17		
-103.45   	-126.04   	 78.27   	 -61.04		  3.09   	  20.35		
-104.37   	-141.91   	 78.03   	 -66.12		  3.17   	  25.43		
-100.71   	-151.37   	 77.76   	 -66.12		  3.28   	  30.52		
-94.30   	-153.81   	 77.50   	 -71.21		  3.40   	  30.52		
-90.94   	-151.67   	 77.21   	 -71.21		  3.52   	  20.35		
-93.08   	-150.45   	 76.93   	 -71.21		  3.60   	  15.26		
-98.88   	-150.76   	 76.64   	 -71.21		  3.66   	  25.43		
-103.76   	-149.23   	 76.36   	 -71.21		  3.76   	  45.78		
-103.45   	-143.43   	 76.07   	 -66.12		  3.95   	  71.21		
-93.08   	-135.80   	 75.81   	 -71.21		  4.23   	  86.47		
-67.14   	-125.43   	 75.52   	 -76.30		  4.58   	  91.56		
-30.52   	-96.13   	 75.22   	 -66.12		  4.94   	 101.73		
 -4.58   	-11.60   	 74.95   	 -61.04		  5.35   	  96.64		
-32.04   	173.95   	 74.71   	 -61.04		  5.74   	  86.47		
-155.94   	484.92   	 74.47   	 -66.12		  6.08   	  76.30		
-386.05   	877.08   	 74.20   	 -71.21		  6.39   	  61.04		
-674.74   	1219.18(R)	 73.92   	 -71.21		  6.63(E)	  55.95		
-1041.26   	1131.59   	 73.63   	 -66.12		  6.86   	  76.30		
-980.22   	631.10   	 73.37   	 -71.21		  7.16   	  86.47		
-781.56   	 37.54   	 73.08   	 -71.21		  7.51   	 106.82		
-534.06   	-403.14   	 72.80   	 -61.04		  7.93   	 116.99		
-321.96   	-548.71   	 72.55   	 -55.95		  8.40   	 122.07		
-183.41   	-440.06   	 72.33   	 -55.95		  8.89   	 147.51		
-109.86   	-249.02   	 72.11   	 -55.95		  9.48   	 183.11		
-72.63   	-136.11   	 71.88   	 -55.95		 10.21   	 264.50		
-53.41   	-148.93   	 71.66   	 -61.04		 11.27   	 391.66		
-46.39   	-227.05   	 71.41   	 -66.12		 12.84   	 534.08		
-47.61   	-282.90   	 71.15   	 -71.21		 14.97   	 676.50		
-49.13   	-279.24   	 70.86   	 -66.12		 17.68   	 803.66		
-45.47   	-235.60   	 70.60   	 -66.12		 20.90   	 996.94		
-36.93   	-193.79   	 70.34   	 -76.30		 24.88   	1353.00		
-31.43   	-181.58   	 70.03   	 -86.47		 30.29   	1693.79		
-33.87   	-197.45   	 69.68   	 -91.56		 37.07   	1800.60		
-41.81   	-222.47   	 69.32   	-101.73		 44.27   	1668.36		
-50.05   	-240.48   	 68.91   	-101.73		 50.95   	1475.07		
-54.32   	-244.75   	 68.50   	-101.73		 56.85   	1210.58		
-57.68   	-235.90   	 68.10   	-106.82		 61.69   	 946.08		
-62.26   	-224.00   	 67.67   	-101.73		 65.47   	 752.79		
-65.61   	-217.29   	 67.26   	-101.73		 68.48   	 661.24		
-63.17   	-214.84   	 66.86   	-101.73		 71.13   	 640.89		
-51.57   	-209.96   	 66.45   	-101.73		 73.69   	 691.76		
-37.23   	-200.20   	 66.04   	 -96.64		 76.46   	 854.52		
-34.18   	-191.96   	 65.66   	 -86.47		 79.88   	 808.75		
-47.91   	-202.03   	 65.31   	 -81.38		 83.11   	 717.19		
-60.42   	-214.84   	 64.98   	 -66.12		 85.98   	 600.20		
-63.48   	-219.12   	 64.72   	 -50.86		 88.38   	 498.47		
-55.85   	-210.57   	 64.52   	 -10.17		 90.38   	 427.26		
-44.25   	-195.31   	 64.48(D)	  61.04		 92.09   	 396.74		
-36.32   	-186.16   	 64.72   	 172.94		 93.67   	 381.48		
-33.57   	-191.04   	 65.41   	 330.62		 95.20   	 371.31		
-29.91   	-205.69   	 66.73   	 534.08		 96.68   	 376.40		
-20.75   	-216.98   	 68.87   	 732.45		 98.19   	 366.22		
 -6.71   	-211.18   	 71.80   	 874.87		 99.65   	 350.97		
  7.32   	-184.02   	 75.30   	 940.99		101.06   	 320.45		
 14.65   	-144.35   	 79.06   	 920.65		102.34   	 300.10		
 13.12   	-108.34   	 82.75   	 844.35		103.54   	 269.58		
  7.63   	-83.01   	 86.12   	 752.79		104.62   	 249.24		
  3.97   	-60.12   	 89.13   	 651.07		105.62   	 228.89		
  2.75   	-23.50   	 91.74   	 574.77		106.53   	 208.54		
  1.83   	 29.91   	 94.04   	 518.82		107.36   	 193.29		
 -3.36   	 85.14   	 96.11   	 503.56		108.14   	 172.94		
-13.12   	118.10   	 98.13   	 523.90		108.83   	 147.51		
-24.72   	115.05   	100.22   	 554.42		109.42   	 122.07		
-35.40   	 86.36   	102.44   	 584.94		109.91   	  91.56		
-44.86   	 58.29   	104.78   	 605.29		110.27   	  81.38		
-53.10   	 50.05   	107.20   	 605.29		110.60   	  71.21		
-61.04   	 61.04   	109.62   	 605.29		110.88   	  76.30		
-66.53   	 71.72   	112.04   	 528.99		111.19   	  61.04		
-64.09   	 43.03   	114.16   	 442.52		111.43   	  40.69		
-62.87   	 -6.41   	115.93   	 356.05		111.60   	  10.17		
-66.83   	-62.56   	117.35   	 279.75		111.64(S)	 -15.26		
-74.77   	-112.61   	118.47   	 198.37		111.58   	 -40.69		
-81.48   	-147.09   	119.27   	 142.42		111.41   	 -50.86		
-83.31   	-163.27   	119.84   	 101.73		111.21   	 -61.04		
-80.26   	-165.71   	120.24   	  66.12		110.97   	 -71.21		
-76.29   	-161.13   	120.51   	  35.61		110.68   	 -76.30		
-75.68   	-157.78   	120.65   	  15.26		110.38   	 -81.38		
-79.35   	-164.18   	120.71(S)	   0.00		110.05   	 -91.56		
-83.31   	-181.27   	120.71   	 -15.26		109.68   	-116.99		
-87.28   	-205.38   	120.65   	 -40.69		109.22   	-142.42		
-92.47   	-228.27   	120.49   	 -66.12		108.65   	-162.77		
-101.62   	-242.61   	120.22   	 -91.56		108.00   	-178.03		
-112.92   	-246.58   	119.86   	-127.16		107.28   	-198.37		
-123.60   	-248.11   	119.35   	-142.42		106.49   	-233.98		
-131.23   	-254.52   	118.78   	-167.85		105.55   	-274.67		
-136.72   	-267.33   	118.11   	-172.94		104.46   	-350.97		
-142.82   	-282.90   	117.42   	-183.11		103.05   	-447.61		
-150.45   	-294.49   	116.68   	-198.37		101.26   	-620.55		
-156.86   	-298.16   	115.89   	-208.54		 98.78   	-879.96		
-160.22   	-296.63   	115.06   	-223.80		 95.26   	-1210.58		
-159.91   	-294.49   	114.16   	-239.06		 90.42   	-1525.93		
-159.61   	-295.41   	113.20   	-305.19		 84.31   	-1866.73		
-164.49   	-299.38   	111.98   	-320.45		 76.85   	-1668.36		
-166.63   	-295.41   	110.70   	-325.53		 70.17   	-1469.98		
-165.10   	-284.12   	109.40   	-340.79		 64.29   	-1317.39		
-160.52   	-265.81   	108.04   	-345.88		 59.02   	-1230.92		
-153.81   	-244.75   	106.65   	-361.14		 54.10   	-1190.23		
-147.71   	-226.75   	105.21   	-376.40		 49.34   	-1159.71		
-143.43   	-213.32   	103.70   	-381.48		 44.70   	-1113.93		
-140.69   	-203.55   	102.18   	-391.66		 40.24   	-1068.15		
-137.63   	-194.70   	100.61   	-406.92		 35.97   	-1022.38		
-135.50   	-184.94   	 98.98   	-406.92		 31.88   	-920.65		
-137.02   	-174.87   	 97.35   	-396.74		 28.20   	-818.92		
-142.52   	-165.71   	 95.77   	-356.05		 24.92   	-722.28		
-150.45   	-152.89   	 94.34   	-315.36		 22.03   	-615.46		
-157.47   	-130.31   	 93.08   	-264.50		 19.57   	-523.90		
-161.44   	-94.30   	 92.02   	-218.72		 17.48   	-447.61		
-162.66   	-48.22   	 91.15   	-183.11		 15.69   	-396.74		
-163.88   	 -3.36   	 90.42   	-167.85		 14.10   	-361.14		
-166.02   	 26.55   	 89.75   	-162.77		 12.66   	-345.88		
-168.46   	 30.52   	 89.09   	-157.68		 11.27   	-315.36		
-172.12   	  6.41   	 88.46   	-167.85		 10.01   	-274.67		
-176.70   	-30.52   	 87.79   	-172.94		  8.91   	-223.80		
-181.58   	-60.12   	 87.10   	-178.03		  8.02   	-172.94		
-186.46   	-69.89   	 86.39   	-188.20		  7.32   	-122.07		
-192.26   	-65.61   	 85.64   	-178.03		  6.84   	 -76.30		
-203.86   	-67.44   	 84.92   	-162.77		  6.53   	 -30.52		
-257.87   	-153.20   	 84.27   	-137.33		  6.41   	 -25.43		
-289.61   	-218.81   	 83.72   	-101.73		  6.31   	 -35.61		
-309.75   	-270.08   	 83.32   	 -81.38		  6.16   	 -30.52		
-311.89   	-297.55   	 82.99   	 -61.04		  6.04   	 -35.61		
-302.12   	-305.48   	 82.75   	 -40.69		  5.90   	 -25.43		
-292.05   	-307.62   	 82.58   	 -30.52		  5.80   	 -10.17		
-293.27   	-313.42   	 82.46   	 -40.69		  5.76(D)	  10.17		
-307.62   	-322.88   	 82.30   	 -40.69		  5.80   	  35.61		
-327.15   	-332.34   	 82.14   	 -45.78		  5.94   	  61.04		
-342.10   	-336.30   	 81.95   	 -55.95		  6.19   	  71.21		
-346.68   	-333.56   	 81.73   	 -61.04		  6.47   	  76.30		
-343.93   	-328.98   	 81.48   	 -71.21		  6.78   	  71.21		
-341.19   	-330.20   	 81.20   	 -71.21		  7.06   	  66.12		
-343.02   	-339.05   	 80.92   	 -76.30		  7.32   	  61.04		
-345.46   	-350.95   	 80.61   	 -76.30		  7.57   	  45.78		
-338.44   	-361.94   	 80.30   	 -66.12		  7.75   	  35.61		
-314.33   	-362.24   	 80.04   	 -61.04		  7.89   	  40.69		
-278.32   	-333.56   	 79.80   	 -61.04		  8.06   	  50.86		
-256.35   	-245.67   	 79.55   	 -55.95		  8.26   	  71.21		
-290.83   	-58.29   	 79.33   	 -61.04		  8.55   	 106.82		
-421.14   	252.69   	 79.08   	 -50.86		  8.97   	 116.99		
-652.47   	644.53   	 78.88   	 -55.95		  9.44   	 111.90		
-935.97   	982.67   	 78.66   	 -50.86		  9.89   	  96.64		
-1180.11   	1094.67(R)	 78.45   	 -66.12		 10.27(E)	  55.95		
-1234.44   	354.61   	 78.19   	 -66.12		 10.50   	  50.86		
-1040.04   	-237.73   	 77.92   	 -66.12		 10.70   	  55.95		
-793.15   	-659.18   	 77.66   	 -61.04		 10.93   	  71.21		
-576.78   	-776.67   	 77.42   	 -61.04		 11.21   	 116.99		
-433.65   	-648.50   	 77.17   	 -55.95		 11.68   	 172.94		
-361.02   	-455.93   	 76.95   	 -55.95		 12.37   	 249.24		
-332.03   	-355.22   	 76.72   	 -66.12		 13.37   	 330.62		
-321.35   	-381.16   	 76.46   	 -71.21		 14.69   	 417.09		
-316.16   	-466.61   	 76.17   	 -76.30		 16.36   	 539.16		
-311.89   	-524.90   	 75.87   	 -76.30		 18.51   	 727.36		
-308.53   	-521.24   	 75.56   	 -61.04		 21.42   	 920.65		
-304.57   	-476.07   	 75.32   	 -61.04		 25.11   	1088.50		
-298.16   	-429.38   	 75.08   	 -71.21		 29.46   	1347.91		
-289.92   	-406.19   	 74.79   	 -76.30		 34.85   	1653.10		
-281.98   	-409.85   	 74.49   	 -71.21		 41.46   	1739.57		
-277.40   	-429.08   	 74.20   	 -76.30		 48.42   	1617.49		
-278.93   	-451.66   	 73.90   	 -76.30		 54.89   	1454.72		
-284.73   	-466.92   	 73.59   	 -76.30		 60.71   	1236.01		
-289.31   	-469.97   	 73.29   	 -81.38		 65.66   	1017.29		
-286.87   	-465.39   	 72.96   	 -96.64		 69.73   	 900.30		
-276.18   	-461.12   	 72.57   	 -96.64		 73.33   	 824.00		
-263.06   	-462.65   	 72.19   	-101.73		 76.62   	 768.05		
-255.74   	-467.83   	 71.78   	-101.73		 79.69   	 737.54		
-258.48   	-472.72   	 71.37   	 -96.64		 82.64   	 712.10		
-265.20   	-470.89   	 70.99   	 -96.64		 85.49   	 696.84		
-255.74   	-445.56   	 70.60   	 -76.30		 88.28   	 625.63		
-238.34   	-431.52   	 70.29   	 -61.04		 90.78   	 569.68		
-224.30   	-422.36   	 70.05   	 -40.69		 93.06   	 528.99		
-220.64   	-414.73   	 69.89(D)	  10.17		 95.18   	 488.30		
-225.83   	-401.92   	 69.93   	  81.38		 97.13   	 452.69		
-233.46   	-380.55   	 70.25   	 208.54		 98.94   	 406.92		
-237.73   	-354.61   	 71.09   	 376.40		100.57   	 361.14		
-235.60   	-330.20   	 72.59   	 574.77		102.01   	 325.53		
-226.75   	-309.45   	 74.89   	 768.05		103.32   	 315.36		
-214.23   	-289.92   	 77.97   	 900.30		104.58   	 305.19		
-200.20   	-265.20   	 81.57   	 940.99		105.80   	 315.36		
-187.68   	-232.54   	 85.33   	 910.47		107.06   	 320.45		
-180.36   	-195.62   	 88.97   	 829.09		108.34   	 305.19		
-178.83   	-160.83   	 92.29   	 732.45		109.56   	 269.58		
-181.88   	-130.92   	 95.22   	 635.81		110.64   	 233.98		
-189.21   	-108.95   	 97.76   	 564.60		111.58   	 188.20		
-201.11   	-98.88   	100.02   	 534.08		112.33   	 147.51		
-214.84   	-99.18   	102.16   	 539.16		112.92   	 147.51		
-226.44   	-106.81   	104.31   	 569.68		113.51   	 137.33		
-232.24   	-118.41   	106.59   	 605.29		114.06   	 122.07		
-232.54   	-129.39   	109.01   	 620.55		114.55   	  96.64		
-229.80   	-136.11   	111.49   	 620.55		114.93   	  71.21		
-226.44   	-138.24   	113.98   	 600.20		115.22   	  45.78		
-222.78   	-135.19   	116.38   	 549.34		115.40   	  35.61		
-218.81   	-128.17   	118.58   	 462.87		115.54   	  40.69		
-219.12   	-140.69   	120.43   	 361.14		115.71   	  40.69		
-226.44   	-175.17   	121.87   	 284.84		115.87   	  45.78		
-231.93   	-215.76   	123.01   	 213.63		116.05   	  25.43		
-228.88   	-241.39   	123.87   	 147.51		116.15(S)	  -5.09		
-216.67   	-240.78   	124.46   	 101.73		116.13   	 -35.61		
-199.89   	-222.47   	124.86   	  66.12		115.99   	 -55.95		
-186.77   	-210.88   	125.13   	  40.69		115.77   	 -86.47		
-182.50   	-225.52   	125.29   	  20.35		115.42   	-101.73		
-185.85   	-265.50   	125.37(S)	 -15.26		115.01   	-116.99		
-189.82   	-309.75   	125.31   	 -35.61		114.55   	-127.16		
-189.51   	-333.25   	125.17   	 -66.12		114.04   	-147.51		
-183.72   	-323.79   	124.90   	 -86.47		113.45   	-167.85		
-176.39   	-289.61   	124.56   	-116.99		112.78   	-203.46		
-173.95   	-251.46   	124.09   	-142.42		111.96   	-244.15		
-180.36   	-229.80   	123.52   	-157.68		110.99   	-289.93		
-193.79   	-232.85   	122.89   	-172.94		109.83   	-350.97		
-209.05   	-252.38   	122.20   	-193.29		108.42   	-432.35		
-221.56   	-270.08   	121.42   	-203.46		106.69   	-544.25		
-228.58   	-270.69   	120.61   	-218.72		104.52   	-686.67		
-230.71   	-255.13   	119.74   	-223.80		101.77   	-910.47		
-229.49   	-234.38   	118.84   	-239.06		 98.13   	-1154.62		
-224.00   	-218.20   	117.88   	-249.24		 93.51   	-1398.77		
-212.40   	-209.96   	116.89   	-254.32		 87.91   	-1566.63		
-198.06   	-205.69   	115.87   	-264.50		 81.65   	-1576.80		
-188.60   	-199.58   	114.81   	-335.71		 75.34   	-1495.42		
-190.43   	-176.09   	113.47   	-350.97		 69.36   	-1358.08		
-188.60   	-159.30   	112.06   	-361.14		 63.93   	-1256.35		
-172.12   	-140.69   	110.62   	-376.40		 58.90   	-1210.58		
-144.65   	-123.60   	109.11   	-396.74		 54.06   	-1205.49		
-120.85   	-112.00   	107.53   	-412.00		 49.24   	-1164.80		
-111.69   	-106.51   	105.88   	-422.18		 44.58   	-1088.50		
-113.22   	-101.01   	104.19   	-427.26		 40.22   	-981.68		
-112.61   	-87.89   	102.48   	-422.18		 36.30   	-859.61		
-99.49   	-65.92   	100.79   	-401.83		 32.86   	-803.66		
-77.82   	-43.95   	 99.19   	-366.22		 29.64   	-808.75		
-60.42   	-33.26   	 97.72   	-305.19		 26.41   	-773.14		
-55.85   	-38.15   	 96.50   	-244.15		 23.32   	-620.55		
-60.12   	-50.35   	 95.52   	-203.46		 20.83   	-488.30		
-62.26   	-54.63   	 94.71   	-172.94		 18.88   	-371.31		
-56.76   	-39.67   	 94.02   	-162.77		 17.40   	-284.84		
-45.17   	 -7.02   	 93.37   	-152.59		 16.26   	-264.50		
-34.48   	 27.16   	 92.76   	-162.77		 15.20   	-269.58		
-29.91   	 41.81   	 92.11   	-178.03		 14.12   	-274.67		
-33.26   	 30.21   	 91.39   	-183.11		 13.02   	-264.50		
-42.42   	  1.83   	 90.66   	-188.20		 11.96   	-223.80		
-54.32   	-24.11   	 89.91   	-193.29		 11.07   	-167.85		
-64.70   	-35.71   	 89.13   	-188.20		 10.40   	-122.07		
-72.33   	-37.23   	 88.38   	-178.03		  9.91   	 -86.47		
-81.18   	-46.08   	 87.67   	-162.77		  9.56   	 -55.95		
-98.57   	-75.38   	 87.02   	-137.33		  9.34   	 -30.52		
-161.44   	-168.15   	 86.47   	-116.99		  9.22   	 -15.26		
-188.29   	-202.33   	 86.00   	 -96.64		  9.16   	 -10.17		
-199.28   	-224.30   	 85.62   	 -76.30		  9.11   	 -15.26		
-197.45   	-244.14   	 85.31   	 -66.12		  9.05   	 -20.35		
-192.57   	-267.64   	 85.05   	 -61.04		  8.97(D)	   0.00		
-191.65   	-288.70   	 84.80   	 -66.12		  8.97   	  20.35		
-193.18   	-298.16   	 84.54   	 -61.04		  9.05   	  45.78		
-192.26   	-291.44   	 84.29   	 -61.04		  9.24   	  61.04		
-185.55   	-273.13   	 84.05   	 -61.04		  9.48   	  66.12		
-175.78   	-254.82   	 83.80   	 -66.12		  9.75   	  61.04		
-169.37   	-243.84   	 83.54   	 -81.38		  9.99   	  35.61		
-169.07   	-240.48   	 83.21   	 -86.47		 10.13   	   5.09		
-173.65   	-240.17   	 82.87   	 -86.47		 10.15   	 -20.35		
-178.22   	-241.09   	 82.52   	 -76.30		 10.07   	 -25.43		
-176.09   	-242.31   	 82.22   	 -81.38		  9.97   	 -25.43		
-159.30   	-243.84   	 81.89   	 -81.38		  9.87   	 -10.17		
-126.65   	-235.60   	 81.57   	 -86.47		  9.83   	   0.00		
-93.08   	-187.07   	 81.22   	 -76.30		  9.83(E)	  15.26		
-94.91   	-52.19   	 80.92   	 -76.30		  9.89   	  30.52		
-177.31   	216.37   	 80.61   	 -76.30		 10.01   	  40.69		
-364.69   	616.46   	 80.30   	 -81.38		 10.17   	  45.78		
-631.41   	1045.53   	 79.98   	 -86.47		 10.36   	  71.21		
-899.96   	1319.58(R)	 79.63   	 -91.56		 10.64   	  66.12		
-1083.98   	848.08   	 79.27   	 -81.38		 10.91   	  30.52		
-941.77   	228.27   	 78.94   	 -86.47		 11.03   	  10.17		
-711.98   	-318.91   	 78.60   	 -81.38		 11.07   	  15.26		
-482.48   	-581.05   	 78.27   	 -81.38		 11.13   	  50.86		
-315.25   	-539.55   	 77.94   	 -81.38		 11.33   	 122.07		
-224.00   	-350.95   	 77.62   	 -81.38		 11.82   	 193.29		
-186.46   	-205.38   	 77.29   	 -86.47		 12.59   	 254.32		
-173.95   	-187.38   	 76.95   	 -96.64		 13.61   	 310.27		
-166.93   	-255.43   	 76.56   	-106.82		 14.85   	 396.74		
-160.22   	-320.74   	 76.13   	-106.82		 16.44   	 574.77		
-155.64   	-332.34   	 75.71   	-101.73		 18.74   	 747.71		
-151.98   	-301.51   	 75.30   	 -86.47		 21.73   	 803.66		
-146.79   	-266.11   	 74.95   	 -81.38		 24.94   	1017.29		
-139.16   	-248.72   	 74.63   	 -91.56		 29.01   	1439.47		
-132.14   	-246.28   	 74.26   	 -96.64		 34.77   	1759.91		
-128.78   	-245.67   	 73.88   	-101.73		 41.81   	1810.78		
-132.45   	-239.87   	 73.47   	 -91.56		 49.05   	1627.66		
-139.16   	-228.88   	 73.10   	 -86.47		 55.56   	1408.95		
-141.60   	-215.15   	 72.76   	 -96.64		 61.20   	1159.71		
-136.72   	-203.25   	 72.37   	-111.90		 65.84   	 920.65		
-129.09   	-196.23   	 71.92   	-111.90		 69.52   	 773.14		
-125.43   	-194.09   	 71.47   	-116.99		 72.61   	 696.84		
-130.00   	-194.09   	 71.01   	-111.90		 75.40   	 676.50		
-137.02   	-190.12   	 70.56   	-116.99		 78.11   	 691.76		
-137.02   	-177.92   	 70.09   	-122.07		 80.87   	 808.75		
-110.17   	-138.85   	 69.60   	-106.82		 84.11   	 752.79		
-101.62   	-124.21   	 69.18   	 -91.56		 87.12   	 645.98		
-107.73   	-119.63   	 68.81   	 -76.30		 89.70   	 544.25		
-125.12   	-122.38   	 68.50   	 -50.86		 91.88   	 432.35		
-142.52   	-123.29   	 68.30(D)	   0.00		 93.61   	 361.14		
-150.15   	-115.05   	 68.30   	  76.30		 95.06   	 315.36		
-144.35   	-95.52   	 68.61   	 198.37		 96.32   	 289.93		
-130.31   	-68.36   	 69.40   	 366.22		 97.48   	 295.01		
-117.49   	-40.59   	 70.86   	 564.60		 98.66   	 305.19		
-109.86   	-19.53   	 73.12   	 737.54		 99.88   	 305.19		
-107.73   	 -6.71   	 76.07   	 849.44		101.10   	 300.10		
-106.20   	  1.22   	 79.47   	 890.13		102.30   	 279.75		
-99.49   	  9.77   	 83.03   	 849.44		103.42   	 259.41		
-89.42   	 24.41   	 86.43   	 768.05		104.46   	 223.80		
-81.79   	 45.78   	 89.50   	 671.41		105.35   	 188.20		
-83.31   	 68.97   	 92.19   	 574.77		106.10   	 167.85		
-93.99   	 85.14   	 94.49   	 498.47		106.77   	 142.42		
-108.64   	 87.89   	 96.48   	 462.87		107.34   	 127.16		
-122.07   	 79.04   	 98.33   	 462.87		107.85   	 111.90		
-131.53   	 64.39   	100.18   	 493.39		108.30   	  91.56		
-138.85   	 50.35   	102.16   	 534.08		108.67   	  76.30		
-146.48   	 39.37   	104.29   	 569.68		108.97   	  66.12		
-154.42   	 28.08   	106.57   	 574.77		109.24   	  55.95		
-157.78   	 13.73   	108.87   	 554.42		109.46   	  35.61		
-155.33   	 -2.75   	111.09   	 493.39		109.60(S)	   0.00		
-144.04   	-28.99   	113.06   	 401.83		109.60   	 -20.35		
-140.08   	-39.98   	114.67   	 315.36		109.52   	 -35.61		
-135.19   	-54.32   	115.93   	 239.06		109.38   	 -50.86		
-125.73   	-73.55   	116.89   	 167.85		109.18   	 -61.04		
-112.61   	-93.69   	117.56   	 111.90		108.93   	 -76.30		
-101.93   	-108.95   	118.01   	  71.21		108.63   	 -91.56		
-101.32   	-117.19   	118.29   	  35.61		108.26   	-116.99		
-110.17   	-121.46   	118.43   	  15.26		107.79   	-127.16		
-121.15   	-126.34   	118.49(S)	 -10.17		107.28   	-137.33		
-129.09   	-135.19   	118.45   	 -35.61		106.73   	-147.51		
-133.36   	-147.09   	118.31   	 -55.95		106.14   	-162.77		
-138.55   	-158.69   	118.09   	 -86.47		105.49   	-193.29		
-147.71   	-165.10   	117.74   	-106.82		104.72   	-233.98		
-157.17   	-165.71   	117.31   	-122.07		103.78   	-315.36		
-159.61   	-160.52   	116.83   	-137.33		102.52   	-427.26		
-153.81   	-152.28   	116.28   	-162.77		100.81   	-579.86		
-144.65   	-144.65   	115.63   	-183.11		 98.49   	-783.31		
-138.85   	-139.47   	114.89   	-193.29		 95.36   	-1017.29		
-138.24   	-136.41   	114.12   	-213.63		 91.29   	-1307.22		
-138.24   	-133.06   	113.27   	-218.72		 86.06   	-1541.19		
-134.89   	-128.17   	112.39   	-233.98		 79.90   	-1546.28		
-129.09   	-122.07   	111.45   	-259.41		 73.71   	-1475.07		
-125.43   	-116.88   	110.42   	-279.75		 67.81   	-1353.00		
-126.65   	-113.53   	109.30   	-305.19		 62.40   	-1190.23		
-129.70   	-110.17   	108.08   	-350.97		 57.64   	-1215.66		
-122.38   	-93.38   	106.67   	-366.22		 52.78   	-1210.58		
-111.39   	-84.53   	105.21   	-386.57		 47.93   	-1164.80		
-100.71   	-81.48   	103.66   	-401.83		 43.28   	-1083.41		
-95.52   	-85.45   	102.05   	-412.00		 38.94   	-1002.03		
-97.05   	-91.55   	100.41   	-412.00		 34.93   	-900.30		
-102.23   	-92.16   	 98.76   	-417.09		 31.33   	-798.57		
-106.81   	-80.57   	 97.09   	-406.92		 28.14   	-707.02		
-105.90   	-57.68   	 95.46   	-376.40		 25.31   	-635.81		
-97.66   	-30.52   	 93.96   	-325.53		 22.77   	-574.77		
-83.01   	 -7.93   	 92.65   	-269.58		 20.47   	-523.90		
-66.53   	  2.75   	 91.58   	-208.54		 18.37   	-513.73		
-51.57   	 -0.92   	 90.74   	-178.03		 16.32   	-508.65		
-41.50   	-12.51   	 90.03   	-162.77		 14.28   	-457.78		
-35.71   	-21.36   	 89.38   	-162.77		 12.45   	-396.74		
-32.96   	-19.53   	 88.73   	-157.68		 10.86   	-315.36		
-28.99   	 -1.83   	 88.10   	-172.94		  9.60   	-233.98		
-20.75   	 28.38   	 87.41   	-172.94		  8.67   	-157.68		
 -9.16   	 59.20   	 86.71   	-188.20		  8.04   	-106.82		
 -0.61   	 75.99   	 85.96   	-193.29		  7.61   	 -96.64		
 -3.05   	 69.89   	 85.19   	-183.11		  7.22   	 -86.47		
-17.70   	 45.78   	 84.46   	-167.85		  6.88   	 -71.21		
-36.32   	 19.23   	 83.78   	-147.51		  6.59   	 -55.95		
-49.44   	  5.19   	 83.19   	-127.16		  6.37   	 -35.61		
-53.71   	  3.66   	 82.69   	-106.82		  6.23   	 -25.43		
-56.46   	 -0.61   	 82.26   	 -76.30		  6.12   	  -5.09		
-86.06   	-65.31   	 81.95   	 -66.12		  6.10(D)	   5.09		
-107.73   	-113.83   	 81.69   	 -66.12		  6.12   	  10.17		
-127.56   	-153.81   	 81.42   	 -66.12		  6.16   	  15.26		
-146.18   	-181.88   	 81.16   	 -61.04		  6.23   	  30.52		
-166.02   	-202.94   	 80.92   	 -61.04		  6.35   	  35.61		
-184.94   	-220.64   	 80.67   	 -61.04		  6.49   	  30.52		
-195.01   	-231.32   	 80.43   	 -76.30		  6.61   	  15.26		
-190.12   	-230.10   	 80.12   	 -81.38		  6.67   	  -5.09		
-176.09   	-218.81   	 79.80   	 -71.21		  6.65   	 -25.43		
-164.49   	-205.99   	 79.51   	 -71.21		  6.55   	 -30.52		
-162.35   	-200.20   	 79.23   	 -71.21		  6.43   	 -20.35		
-167.24   	-202.33   	 78.94   	 -76.30		  6.35   	   5.09		
-169.98   	-207.82   	 78.64   	 -76.30		  6.37   	  40.69		
-166.02   	-210.27   	 78.33   	 -66.12		  6.53   	  66.12		
-158.08   	-209.05   	 78.07   	 -66.12		  6.80   	  76.30		
-147.40   	-207.82   	 77.80   	 -61.04		  7.10   	  71.21		
