SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  DAO     	  DAO'		
 67.75   	-179.44   	  9.91   	  50.86		 64.58   	 -66.12		
240.78   	-215.15   	 10.11   	  30.52		 64.31   	 -66.12		
487.98   	-208.13   	 10.23   	   5.09		 64.05   	 -61.04		
722.05   	-141.30   	 10.25   	 -25.43		 63.80   	 -55.95		
818.79   	-56.76   	 10.15   	 -50.86		 63.58   	 -61.04		
701.60   	-43.64   	  9.95   	 -50.86		 63.34   	 -61.04		
396.73   	-160.83   	  9.75   	 -40.69		 63.09   	 -61.04		
 28.69   	-383.91   	  9.58   	 -30.52		 62.85   	 -61.04		
-247.50   	-616.46   	  9.46   	 -25.43		 62.60   	 -61.04		
-351.87   	-762.33   	  9.36   	 -10.17		 62.36   	 -61.04		
-321.96   	-791.93(R)	  9.32(E)	  15.26		 62.12   	 -61.04		
-262.15   	-751.04   	  9.38   	  55.95		 61.87   	 -55.95		
-257.87   	-712.89   	  9.60   	  66.12		 61.65   	 -55.95		
-322.57   	-716.86   	  9.87   	  71.21		 61.42   	 -61.04		
-409.55   	-747.38   	 10.15   	  66.12		 61.18   	 -61.04		
-460.21   	-758.06   	 10.42   	  66.12		 60.94   	 -50.86		
-446.78   	-709.84   	 10.68   	  50.86		 60.73   	 -55.95		
-379.94   	-594.18   	 10.89   	  30.52		 60.51   	 -50.86		
-287.78   	-431.21   	 11.01   	  20.35		 60.30   	 -45.78		
-192.87   	-254.82   	 11.09   	  20.35		 60.12   	 -50.86		
-108.64   	-98.88   	 11.17   	  40.69		 59.92   	 -55.95		
  5.19   	 79.96   	 11.33   	  71.21		 59.69   	 -55.95		
 32.65   	104.06   	 11.62   	 106.82		 59.47   	 -50.86		
 43.03   	102.84   	 12.04   	 116.99		 59.27   	 -55.95		
 42.72   	 94.60   	 12.51   	 142.42		 59.04   	 -50.86		
 39.06   	 91.25   	 13.08   	 167.85		 58.84   	 -45.78		
 37.23   	 95.21   	 13.75   	 218.72		 58.66   	 -55.95		
 38.45   	102.23   	 14.63   	 249.24		 58.43   	 -55.95		
 40.89   	107.42   	 15.63   	 274.67		 58.21   	 -55.95		
 43.03   	108.95   	 16.72   	 305.19		 57.99   	 -50.86		
 44.25   	111.39   	 17.94   	 345.88		 57.78   	 -50.86		
 44.56   	117.49   	 19.33   	 356.05		 57.58   	 -50.86		
 44.86   	126.95   	 20.75   	 361.14		 57.38   	 -50.86		
 45.47   	135.50   	 22.20   	 356.05		 57.17   	 -45.78		
 46.08   	139.16   	 23.62   	 350.97		 56.99   	 -45.78		
 47.00   	137.94   	 25.03   	 335.71		 56.81   	 -40.69		
 48.52   	133.97   	 26.37   	 305.19		 56.64   	 -30.52		
 49.74   	129.70   	 27.59   	 259.41		 56.52   	 -35.61		
 49.44   	125.73   	 28.63   	 239.06		 56.38   	 -30.52		
 47.91   	121.15   	 29.58   	 218.72		 56.26   	 -10.17		
 46.39   	118.41   	 30.46   	 198.37		 56.22(D)	  25.43		
 46.39   	120.85   	 31.25   	 172.94		 56.32   	  71.21		
 48.83   	130.62   	 31.94   	 157.68		 56.60   	 137.33		
 53.71   	146.18   	 32.57   	 167.85		 57.15   	 233.98		
 58.29   	162.66   	 33.25   	 167.85		 58.09   	 315.36		
 60.73   	174.56   	 33.92   	 178.03		 59.35   	 437.43		
 61.04   	187.07   	 34.63   	 172.94		 61.10   	 447.61		
 61.95   	193.18   	 35.32   	 172.94		 62.89   	 473.04		
 65.31   	199.58   	 36.01   	 167.85		 64.78   	 513.73		
 69.58   	204.16   	 36.68   	 162.77		 66.84   	 569.68		
 72.94   	205.38   	 37.33   	 147.51		 69.11   	 640.89		
 73.55   	205.08   	 37.92   	 132.25		 71.68   	 671.41		
 71.11   	205.69   	 38.45   	 116.99		 74.36   	 681.58		
 66.53   	209.35   	 38.92   	  91.56		 77.09   	 640.89		
 61.34   	214.54   	 39.29   	  71.21		 79.65   	 600.20		
 57.68   	219.73   	 39.57   	  61.04		 82.05   	 544.25		
 56.15   	225.52   	 39.82   	  45.78		 84.23   	 508.65		
 57.07   	234.68   	 40.00   	  35.61		 86.27   	 493.39		
 60.12   	248.72   	 40.14   	  30.52		 88.24   	 493.39		
 65.00   	267.64   	 40.26   	  25.43		 90.21   	 498.47		
 70.80   	287.48   	 40.37   	  25.43		 92.21   	 488.30		
 76.29   	304.26   	 40.47   	  20.35		 94.16   	 452.69		
 81.18   	315.86   	 40.55   	  25.43		 95.97   	 406.92		
 84.23   	322.88   	 40.65   	  35.61		 97.60   	 350.97		
 85.14   	328.37   	 40.79   	  45.78		 99.00   	 295.01		
 84.84   	333.56   	 40.98   	  50.86		100.18   	 244.15		
 84.84   	339.97   	 41.18   	  40.69		101.16   	 208.54		
 85.45   	346.98   	 41.34   	  45.78		101.99   	 183.11		
 86.06   	353.39   	 41.53   	  45.78		102.73   	 157.68		
 84.53   	357.67   	 41.71   	  40.69		103.36   	 116.99		
 79.65   	357.97   	 41.87   	  20.35		103.82   	  76.30		
 71.41   	352.78   	 41.95   	  10.17		104.13   	  45.78		
 61.95   	342.10   	 41.99   	   5.09		104.31   	  20.35		
 55.24   	327.76   	 42.01(S)	  -5.09		104.39(S)	  -5.09		
 53.10   	312.81   	 41.99   	 -10.17		104.37   	 -20.35		
 55.54   	299.38   	 41.95   	 -20.35		104.29   	 -35.61		
 60.12   	286.56   	 41.87   	 -30.52		104.15   	 -50.86		
 63.48   	272.22   	 41.75   	 -25.43		103.95   	 -66.12		
 62.56   	253.30   	 41.65   	 -25.43		103.68   	 -81.38		
 56.46   	229.80   	 41.55   	 -20.35		103.36   	 -96.64		
 46.69   	203.25   	 41.46   	 -25.43		102.97   	-111.90		
 35.40   	175.17   	 41.36   	 -30.52		102.52   	-122.07		
 25.02   	146.48   	 41.24   	 -30.52		102.03   	-127.16		
 16.17   	117.49   	 41.12   	 -35.61		101.53   	-132.25		
  8.85   	 89.72   	 40.98   	 -40.69		101.00   	-137.33		
  1.22   	 65.31   	 40.81   	 -66.12		100.45   	-147.51		
 -5.80   	 45.78   	 40.55   	 -76.30		 99.86   	-162.77		
-11.90   	 29.91   	 40.24   	 -91.56		 99.21   	-162.77		
-16.78   	 15.56   	 39.88   	-116.99		 98.56   	-172.94		
-21.06   	  3.05   	 39.41   	-147.51		 97.86   	-183.11		
-24.72   	 -6.10   	 38.82   	-188.20		 97.13   	-172.94		
-27.16   	 -8.85   	 38.07   	-213.63		 96.44   	-172.94		
-27.16   	 -5.49   	 37.21   	-244.15		 95.75   	-172.94		
-25.33   	  0.31   	 36.24   	-279.75		 95.06   	-183.11		
-24.41   	  3.36   	 35.12   	-305.19		 94.32   	-188.20		
-27.16   	  1.53   	 33.90   	-325.53		 93.57   	-193.29		
-35.10   	 -4.27   	 32.59   	-335.71		 92.80   	-203.46		
-45.78   	-11.90   	 31.25   	-335.71		 91.98   	-213.63		
-55.24   	-20.14   	 29.91   	-340.79		 91.13   	-208.54		
-59.81   	-28.69   	 28.55   	-335.71		 90.29   	-218.72		
-59.51   	-36.93   	 27.20   	-340.79		 89.42   	-233.98		
-55.24   	-43.03   	 25.84   	-340.79		 88.48   	-239.06		
-49.74   	-45.17   	 24.48   	-340.79		 87.53   	-239.06		
-45.17   	-43.33   	 23.11   	-361.14		 86.57   	-239.06		
-42.42   	-39.37   	 21.67   	-396.74		 85.62   	-228.89		
-41.20   	-33.87   	 20.08   	-417.09		 84.70   	-213.63		
-40.89   	-26.25   	 18.41   	-396.74		 83.85   	-183.11		
-39.98   	-16.17   	 16.83   	-356.05		 83.11   	-167.85		
-37.54   	 -5.19   	 15.40   	-335.71		 82.44   	-157.68		
-34.18   	  2.44   	 14.06   	-310.27		 81.81   	-157.68		
-32.35   	  3.36   	 12.82   	-254.32		 81.18   	-157.68		
-32.96   	 -3.36   	 11.80   	-193.29		 80.55   	-152.59		
-36.62   	-15.56   	 11.03   	-157.68		 79.94   	-152.59		
-41.81   	-30.52   	 10.40   	-137.33		 79.33   	-147.51		
-46.08   	-43.95   	  9.85   	-116.99		 78.74   	-137.33		
-46.39   	-53.10   	  9.38   	 -86.47		 78.19   	-127.16		
-40.59   	-54.93   	  9.03   	 -71.21		 77.68   	-116.99		
-28.38   	-47.91   	  8.75   	 -86.47		 77.21   	-122.07		
-12.82   	-34.18   	  8.40   	-111.90		 76.72   	-127.16		
  2.14   	-18.92   	  7.96   	-106.82		 76.22   	-116.99		
 12.21   	 -8.24   	  7.53   	 -91.56		 75.75   	-111.90		
 14.04   	 -6.10   	  7.16   	 -61.04		 75.30   	-111.90		
  7.93   	-11.60   	  6.92   	 -50.86		 74.85   	-101.73		
 -1.83   	-20.14   	  6.71   	 -20.35		 74.45   	 -86.47		
-10.68   	-26.86   	  6.63   	  10.17		 74.10   	 -86.47		
-14.95   	-30.21   	  6.67   	  35.61		 73.75   	 -76.30		
-13.43   	-32.65   	  6.82   	  40.69		 73.45   	 -61.04		
 -8.24   	-38.76   	  6.98   	  20.35		 73.20   	 -61.04		
 -2.75   	-48.52   	  7.06   	  15.26		 72.96   	 -61.04		
  2.14   	-57.68   	  7.12   	  15.26		 72.72   	 -61.04		
  6.10   	-59.51   	  7.18   	  20.35		 72.47   	 -55.95		
 10.99   	-50.66   	  7.26   	  10.17		 72.25   	 -50.86		
 16.78   	-32.04   	  7.30   	 -25.43		 72.04   	 -55.95		
 22.28   	 -9.77   	  7.20   	 -30.52		 71.82   	 -61.04		
 24.72   	  9.77   	  7.08   	 -25.43		 71.58   	 -61.04		
 22.89   	 23.80   	  6.98   	 -30.52		 71.33   	 -50.86		
 16.78   	 30.52   	  6.86   	 -61.04		 71.13   	 -55.95		
  9.16   	 29.91   	  6.61   	 -76.30		 70.91   	 -66.12		
  3.66   	 22.28   	  6.31   	 -61.04		 70.64   	 -66.12		
  3.05   	 10.38   	  6.06   	 -20.35		 70.38   	 -50.86		
  8.54   	 -2.75   	  5.98   	  -5.09		 70.17   	 -55.95		
 15.26   	-14.95   	  5.96   	 -10.17		 69.95   	 -66.12		
 18.01   	-26.86   	  5.92   	 -10.17		 69.68   	 -61.04		
 13.12   	-39.98   	  5.88(D)	  15.26		 69.44   	 -55.95		
  2.75   	-55.54   	  5.94   	  25.43		 69.22   	 -61.04		
 -6.41   	-71.72   	  6.04   	  25.43		 68.97   	 -66.12		
 -6.71   	-83.92   	  6.14   	  20.35		 68.71   	 -61.04		
  2.14   	-88.81   	  6.23   	  30.52		 68.46   	 -61.04		
 14.65   	-86.36   	  6.35   	  40.69		 68.22   	 -66.12		
 22.89   	-79.65   	  6.51   	  50.86		 67.95   	 -55.95		
 24.11   	-72.63   	  6.71   	  55.95		 67.73   	 -61.04		
 20.45   	-68.66   	  6.94   	  55.95		 67.49   	 -66.12		
 17.09   	-70.80   	  7.16   	  55.95		 67.22   	 -66.12		
 16.17   	-79.65   	  7.39   	  45.78		 66.96   	 -71.21		
 16.17   	-92.77   	  7.57   	  25.43		 66.67   	 -76.30		
 14.65   	-105.59   	  7.67   	  10.17		 66.37   	 -66.12		
 10.99   	-112.00   	  7.71   	  -5.09		 66.10   	 -71.21		
  6.10   	-109.86   	  7.69   	 -20.35		 65.82   	 -66.12		
  1.83   	-100.71   	  7.61   	 -15.26		 65.55   	 -71.21		
 -1.83   	-88.50   	  7.55   	 -20.35		 65.27   	 -71.21		
 -7.02   	-75.38   	  7.47   	 -10.17		 64.98   	 -71.21		
-17.09   	-60.73   	  7.43   	  -5.09		 64.70   	 -76.30		
-34.79   	-43.95   	  7.41   	  10.17		 64.39   	 -71.21		
-51.88   	-35.71   	  7.45   	   0.00		 64.11   	 -66.12		
-40.28   	-55.85   	  7.45   	 -15.26		 63.85   	 -61.04		
 41.50   	-104.98   	  7.39   	 -25.43		 63.60   	 -66.12		
220.64   	-150.15   	  7.28   	  -5.09		 63.34   	 -66.12		
480.35   	-148.62   	  7.26   	  40.69		 63.07   	 -61.04		
731.20   	-79.04   	  7.43   	  91.56		 62.83   	 -50.86		
841.37   	 17.09   	  7.79   	 101.73		 62.62   	 -55.95		
725.40   	 46.39   	  8.20   	  86.47		 62.40   	 -66.12		
404.97   	-57.98   	  8.55   	  61.04		 62.14   	 -66.12		
  8.24   	-277.71   	  8.79   	  50.86		 61.87   	 -61.04		
-300.29   	-515.14   	  8.99   	  35.61		 61.63   	 -55.95		
-428.77   	-667.42   	  9.14   	  15.26		 61.40   	 -55.95		
-407.41   	-698.24(R)	  9.20   	  -5.09		 61.18   	 -50.86		
-341.49   	-652.77   	  9.18   	   0.00		 60.98   	 -55.95		
-321.96   	-610.05   	  9.18(E)	   5.09		 60.75   	 -55.95		
-369.57   	-615.54   	  9.20   	   0.00		 60.53   	 -50.86		
-443.12   	-656.43   	  9.20   	  -5.09		 60.33   	 -50.86		
-486.15   	-683.90   	  9.18   	 -20.35		 60.12   	 -55.95		
-469.36   	-655.82   	  9.09   	 -20.35		 59.90   	 -55.95		
-401.00   	-560.61   	  9.01   	 -15.26		 59.67   	 -55.95		
-306.70   	-418.09   	  8.95   	   5.09		 59.45   	 -55.95		
-210.27   	-260.62   	  8.97   	  25.43		 59.23   	 -45.78		
-126.65   	-120.54   	  9.07   	  45.78		 59.04   	 -45.78		
-62.26   	-17.70   	  9.26   	  91.56		 58.86   	 -50.86		
-18.92   	 43.64   	  9.62   	 183.11		 58.66   	 -55.95		
 15.87   	 76.90   	 10.36   	 223.80		 58.43   	 -61.04		
 17.09   	 77.82   	 11.25   	 244.15		 58.19   	 -50.86		
 15.26   	 84.53   	 12.23   	 259.41		 57.99   	 -50.86		
 14.95   	 98.88   	 13.27   	 259.41		 57.78   	 -50.86		
 17.40   	115.66   	 14.30   	 259.41		 57.58   	 -45.78		
 20.45   	127.87   	 15.34   	 269.58		 57.40   	 -55.95		
 22.89   	130.92   	 16.42   	 269.58		 57.17   	 -50.86		
 24.72   	126.65   	 17.50   	 279.75		 56.97   	 -55.95		
 27.16   	117.80   	 18.62   	 289.93		 56.74   	 -55.95		
 30.52   	107.73   	 19.78   	 289.93		 56.52   	 -50.86		
 33.57   	 97.96   	 20.94   	 289.93		 56.32   	 -45.78		
 33.57   	 89.42   	 22.10   	 284.84		 56.13   	 -45.78		
 30.21   	 83.62   	 23.23   	 289.93		 55.95   	 -40.69		
 24.41   	 82.40   	 24.39   	 289.93		 55.79   	 -35.61		
 18.62   	 85.75   	 25.55   	 279.75		 55.65   	 -30.52		
 15.26   	 93.08   	 26.67   	 254.32		 55.52   	 -30.52		
 15.26   	104.37   	 27.69   	 233.98		 55.40   	 -15.26		
 18.31   	118.71   	 28.63   	 228.89		 55.34   	  10.17		
 24.41   	135.50   	 29.54   	 223.80		 55.38   	  61.04		
 32.35   	151.98   	 30.44   	 193.29		 55.63   	 116.99		
 41.20   	165.71   	 31.21   	  N/A		 56.09   	  N/A		
