SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  DAO     	  DAO'		
 41.50   	 19.23   	 25.94   	 274.67		 55.10   	 -30.52		
 39.37   	 23.19   	 27.04   	 264.50		 54.97   	 -25.43		
 41.50   	 33.57   	 28.10   	 264.50		 54.87   	 -15.26		
 48.22   	 47.61   	 29.16   	 244.15		 54.81(D)	  10.17		
 57.68   	 62.56   	 30.13   	 198.37		 54.85   	  40.69		
 67.44   	 77.21   	 30.93   	 157.68		 55.02   	 101.73		
 76.29   	 90.94   	 31.56   	 142.42		 55.42   	 183.11		
 82.70   	104.06   	 32.13   	 142.42		 56.15   	 269.58		
 85.75   	115.05   	 32.70   	 127.16		 57.23   	 335.71		
 85.75   	123.60   	 33.20   	  96.64		 58.58   	 376.40		
 83.01   	129.09   	 33.59   	  86.47		 60.08   	 386.57		
 78.13   	132.14   	 33.94   	  91.56		 61.63   	 406.92		
 73.24   	132.75   	 34.30   	  96.64		 63.26   	 442.52		
 69.89   	130.92   	 34.69   	 106.82		 65.03   	 508.65		
 68.97   	126.65   	 35.12   	  96.64		 67.06   	 584.94		
 71.11   	122.38   	 35.50   	  86.47		 69.40   	 635.81		
 75.99   	122.68   	 35.85   	  86.47		 71.94   	 661.24		
 83.62   	131.23   	 36.20   	  86.47		 74.59   	 645.98		
 93.69   	149.23   	 36.54   	  86.47		 77.17   	 595.11		
106.20   	173.03   	 36.89   	  81.38		 79.55   	 539.16		
119.93   	197.14   	 37.21   	  81.38		 81.71   	 493.39		
133.06   	216.37   	 37.54   	  76.30		 83.68   	 467.95		
142.82   	228.27   	 37.84   	  61.04		 85.55   	 462.87		
147.09   	233.76   	 38.09   	  45.78		 87.41   	 473.04		
145.57   	234.68   	 38.27   	  30.52		 89.30   	 473.04		
140.69   	233.76   	 38.39   	  30.52		 91.19   	 457.78		
136.41   	234.07   	 38.51   	  35.61		 93.02   	 417.09		
135.80   	238.34   	 38.66   	  35.61		 94.69   	 376.40		
139.77   	247.50   	 38.80   	  30.52		 96.19   	 310.27		
147.40   	260.31   	 38.92   	  20.35		 97.44   	 254.32		
156.86   	272.83   	 39.00   	  35.61		 98.45   	 218.72		
167.24   	282.90   	 39.15   	  45.78		 99.33   	 193.29		
177.61   	290.53   	 39.33   	  40.69		100.10   	 167.85		
186.77   	297.24   	 39.49   	  30.52		100.77   	 137.33		
193.48   	302.73   	 39.61   	  25.43		101.32   	  96.64		
195.31   	304.57   	 39.72   	  30.52		101.71   	  71.21		
192.57   	299.99   	 39.84   	  40.69		101.99   	  50.86		
187.07   	289.00   	 40.00   	  20.35		102.20   	  20.35		
180.66   	274.05   	 40.08   	  10.17		102.28(S)	  -5.09		
175.48   	256.96   	 40.12   	   5.09		102.26   	 -30.52		
169.98   	238.34   	 40.14   	   5.09		102.14   	 -45.78		
162.66   	216.98   	 40.16(S)	  -5.09		101.95   	 -61.04		
151.67   	194.09   	 40.14   	 -20.35		101.71   	 -76.30		
138.55   	172.12   	 40.06   	 -20.35		101.40   	 -91.56		
126.34   	153.20   	 39.98   	 -25.43		101.04   	-101.73		
117.19   	135.80   	 39.88   	 -25.43		100.63   	-106.82		
110.17   	116.88   	 39.78   	 -35.61		100.20   	-122.07		
102.84   	 95.21   	 39.63   	 -45.78		 99.71   	-132.25		
 92.77   	 73.24   	 39.45   	 -50.86		 99.19   	-147.51		
 79.65   	 54.02   	 39.25   	 -55.95		 98.60   	-147.51		
 64.09   	 38.15   	 39.02   	 -66.12		 98.01   	-147.51		
 47.61   	 23.19   	 38.76   	 -91.56		 97.42   	-157.68		
 30.21   	  6.10   	 38.39   	-106.82		 96.78   	-162.77		
 11.90   	-11.90   	 37.97   	-116.99		 96.13   	-157.68		
 -4.58   	-25.33   	 37.50   	-132.25		 95.50   	-157.68		
-15.87   	-30.21   	 36.97   	-162.77		 94.87   	-167.85		
-20.14   	-26.55   	 36.32   	-198.37		 94.20   	-178.03		
-17.70   	-18.62   	 35.52   	-228.89		 93.49   	-178.03		
-12.51   	-10.68   	 34.61   	-233.98		 92.78   	-183.11		
 -7.93   	 -4.58   	 33.67   	-254.32		 92.04   	-183.11		
 -5.80   	 -0.61   	 32.66   	-269.58		 91.31   	-178.03		
 -5.80   	  2.14   	 31.58   	-274.67		 90.60   	-152.59		
 -6.10   	  3.05   	 30.48   	-284.84		 89.99   	-193.29		
 -6.71   	  2.14   	 29.34   	-284.84		 89.22   	-269.58		
 -7.93   	  0.61   	 28.20   	-279.75		 88.14   	-289.93		
 -9.46   	  0.61   	 27.08   	-284.84		 86.98   	-269.58		
-10.68   	  2.75   	 25.94   	-305.19		 85.90   	-269.58		
-10.38   	  6.41   	 24.72   	-320.45		 84.82   	-244.15		
 -7.63   	 10.68   	 23.44   	-335.71		 83.85   	-198.37		
 -3.97   	 15.26   	 22.10   	-340.79		 83.05   	-167.85		
 -0.92   	 19.84   	 20.73   	-371.31		 82.38   	-167.85		
  0.31   	 23.80   	 19.25   	-401.83		 81.71   	-183.11		
  0.92   	 27.47   	 17.64   	-406.92		 80.98   	-172.94		
  1.83   	 30.52   	 16.01   	-376.40		 80.28   	-172.94		
  4.27   	 33.57   	 14.51   	-320.45		 79.59   	-157.68		
  7.02   	 35.71   	 13.22   	-279.75		 78.96   	-147.51		
  8.85   	 36.01   	 12.11   	-249.24		 78.37   	-132.25		
  8.85   	 33.87   	 11.11   	-223.80		 77.84   	-142.42		
  7.32   	 29.60   	 10.21   	-172.94		 77.27   	-132.25		
  4.88   	 24.41   	  9.52   	-142.42		 76.74   	-122.07		
  3.05   	 20.14   	  8.95   	-137.33		 76.26   	-122.07		
  2.75   	 18.31   	  8.40   	-142.42		 75.77   	-116.99		
  4.88   	 20.45   	  7.83   	-132.25		 75.30   	-116.99		
  9.46   	 27.47   	  7.30   	-127.16		 74.83   	-122.07		
 15.26   	 38.76   	  6.80   	-101.73		 74.34   	-106.82		
 21.97   	 51.88   	  6.39   	 -76.30		 73.92   	-101.73		
 28.99   	 64.09   	  6.08   	 -40.69		 73.51   	-101.73		
 36.32   	 72.02   	  5.92   	 -10.17		 73.10   	 -91.56		
 43.64   	 74.77   	  5.88   	  20.35		 72.74   	 -86.47		
 48.83   	 71.41   	  5.96   	  30.52		 72.39   	 -81.38		
 49.74   	 62.87   	  6.08   	  25.43		 72.06   	 -71.21		
 45.17   	 52.19   	  6.19   	  10.17		 71.78   	 -66.12		
 37.23   	 43.95   	  6.23   	   5.09		 71.52   	 -61.04		
 29.60   	 42.42   	  6.25   	   0.00		 71.27   	 -55.95		
 25.33   	 49.44   	  6.25   	 -10.17		 71.05   	 -55.95		
 24.41   	 63.48   	  6.21   	 -15.26		 70.82   	 -50.86		
 23.50   	 81.79   	  6.14   	 -20.35		 70.62   	 -55.95		
 19.23   	100.40   	  6.06   	 -25.43		 70.40   	 -55.95		
 10.68   	117.49   	  5.96   	 -40.69		 70.17   	 -55.95		
  1.22   	131.53   	  5.80   	 -55.95		 69.95   	 -50.86		
 -1.83   	141.60   	  5.57   	 -66.12		 69.75   	 -50.86		
  5.49   	147.40   	  5.31   	 -55.95		 69.54   	 -45.78		
 21.97   	148.93   	  5.09   	 -35.61		 69.36   	 -50.86		
 38.76   	144.96   	  4.94   	 -25.43		 69.16   	 -50.86		
 46.08   	132.14   	  4.84   	 -10.17		 68.95   	 -40.69		
 36.62   	108.03   	  4.80(D)	  10.17		 68.79   	 -50.86		
 13.12   	 74.46   	  4.84   	  25.43		 68.59   	 -50.86		
-15.26   	 38.45   	  4.94   	  35.61		 68.38   	 -55.95		
-37.54   	 10.68   	  5.09   	  50.86		 68.16   	 -50.86		
-46.69   	 -2.14   	  5.29   	  50.86		 67.95   	 -61.04		
-44.56   	 -1.83   	  5.49   	  55.95		 67.71   	 -66.12		
-37.54   	  5.19   	  5.72   	  55.95		 67.45   	 -55.95		
-30.82   	 13.12   	  5.94   	  50.86		 67.22   	 -50.86		
-27.47   	 18.62   	  6.14   	  45.78		 67.02   	 -55.95		
-26.25   	 21.97   	  6.33   	  45.78		 66.80   	 -66.12		
-25.94   	 21.67   	  6.51   	  45.78		 66.53   	 -55.95		
-26.55   	 16.17   	  6.69   	  40.69		 66.31   	 -61.04		
-27.16   	  5.80   	  6.86   	  20.35		 66.06   	 -61.04		
-26.86   	 -6.41   	  6.94   	  10.17		 65.82   	 -71.21		
-24.41   	-14.95   	  6.98   	 -15.26		 65.53   	 -71.21		
-20.14   	-16.78   	  6.92   	 -20.35		 65.25   	 -66.12		
-16.78   	-12.51   	  6.84   	  -5.09		 64.98   	 -66.12		
-18.31   	 -3.36   	  6.82   	  25.43		 64.72   	 -71.21		
-28.38   	 10.68   	  6.92   	  50.86		 64.44   	 -61.04		
-45.78   	 28.99   	  7.12   	  50.86		 64.19   	 -61.04		
-55.54   	 38.76   	  7.32   	  45.78		 63.95   	 -61.04		
-21.67   	 22.89   	  7.51   	  35.61		 63.70   	 -66.12		
 96.44   	-11.90   	  7.65   	  35.61		 63.44   	 -66.12		
314.64   	-32.96   	  7.79   	  25.43		 63.17   	 -66.12		
592.04   	 -4.88   	  7.89   	  -5.09		 62.91   	 -61.04		
812.99   	 78.74   	  7.87   	 -15.26		 62.67   	 -66.12		
845.64   	158.39   	  7.81   	 -15.26		 62.40   	 -66.12		
635.07   	142.82   	  7.75   	  -5.09		 62.14   	 -61.04		
247.19   	-11.90   	  7.73   	   5.09		 61.89   	 -55.95		
-157.47   	-258.18   	  7.75(E)	  25.43		 61.67   	 -55.95		
-418.70   	-485.53   	  7.85   	  45.78		 61.44   	 -55.95		
-482.18   	-600.89   	  8.04   	  66.12		 61.22   	 -55.95		
-418.40   	-591.43   	  8.30   	  50.86		 61.00   	 -61.04		
-346.68   	-525.21   	  8.50   	  45.78		 60.75   	 -66.12		
-343.93   	-486.15   	  8.69   	  45.78		 60.49   	 -66.12		
-407.71   	-510.25   	  8.87   	  55.95		 60.22   	 -55.95		
-482.48   	-569.46   	  9.09   	  40.69		 60.00   	 -50.86		
-513.92   	-605.77(R)	  9.26   	  25.43		 59.80   	 -55.95		
-483.70   	-576.17   	  9.36   	  10.17		 59.57   	 -55.95		
-408.94   	-476.99   	  9.40   	  15.26		 59.35   	 -45.78		
-317.08   	-334.17   	  9.46   	  30.52		 59.17   	 -45.78		
-227.05   	-184.94   	  9.58   	  35.61		 58.98   	 -50.86		
-147.09   	-57.07   	  9.73   	  50.86		 58.78   	 -55.95		
-80.87   	 38.45   	  9.93   	  76.30		 58.56   	 -45.78		
-31.13   	100.71   	 10.23   	 111.90		 58.37   	 -45.78		
  0.00   	134.58   	 10.68   	 147.51		 58.19   	 -50.86		
 12.21   	146.18   	 11.27   	 188.20		 57.99   	 -50.86		
 10.99   	143.43   	 12.02   	 218.72		 57.78   	 -50.86		
  4.88   	136.11   	 12.90   	 239.06		 57.58   	 -45.78		
  0.92   	130.62   	 13.86   	 249.24		 57.40   	 -45.78		
  0.31   	127.87   	 14.85   	 269.58		 57.21   	 -45.78		
  0.61   	125.43   	 15.93   	 284.84		 57.03   	 -55.95		
 -1.83   	119.63   	 17.07   	 295.01		 56.81   	 -55.95		
 -6.10   	111.08   	 18.25   	 305.19		 56.58   	 -50.86		
 -9.16   	103.15   	 19.47   	 305.19		 56.38   	 -45.78		
 -8.54   	100.71   	 20.69   	 289.93		 56.20   	 -55.95		
 -3.97   	105.59   	 21.85   	 279.75		 55.97   	 -45.78		
  2.44   	116.58   	 22.97   	 315.36		 55.79   	 -35.61		
 15.87   	146.18   	 24.23   	 300.10		 55.65   	 -35.61		
 22.28   	160.52   	 25.43   	 269.58		 55.50   	 -35.61		
 27.47   	171.51   	 26.51   	 254.32		 55.36   	 -30.52		
 28.99   	176.39   	 27.53   	 244.15		 55.24   	 -10.17		
 25.94   	173.65   	 28.50   	 233.98		 55.20(D)	  10.17		
 19.53   	164.79   	 29.44   	 208.54		 55.24   	  55.95		
 12.21   	153.81   	 30.27   	 193.29		 55.46   	 122.07		
  8.24   	146.48   	 31.05   	 167.85		 55.95   	 203.46		
  7.93   	146.79   	 31.72   	 157.68		 56.76   	 284.84		
 10.38   	155.64   	 32.35   	 147.51		 57.90   	 350.97		
 14.34   	170.90   	 32.94   	 137.33		 59.31   	 381.48		
 18.31   	191.04   	 33.49   	 116.99		 60.83   	 396.74		
 22.28   	212.10   	 33.96   	 106.82		 62.42   	 401.83		
 26.25   	231.02   	 34.38   	 106.82		 64.03   	 452.69		
 29.91   	245.97   	 34.81   	 106.82		 65.84   	 528.99		
 31.43   	256.65   	 35.24   	  96.64		 67.95   	 590.03		
 30.82   	263.98   	 35.63   	  86.47		 70.32   	 640.89		
 29.30   	270.08   	 35.97   	  81.38		 72.88   	 661.24		
 28.69   	275.57   	 36.30   	  76.30		 75.52   	 635.81		
 30.82   	280.15   	 36.60   	  81.38		 78.07   	 584.94		
 34.79   	283.81   	 36.93   	  81.38		 80.41   	 528.99		
 39.67   	287.17   	 37.25   	  76.30		 82.52   	 498.47		
 44.86   	291.75   	 37.56   	  66.12		 84.52   	 483.21		
 50.66   	297.55   	 37.82   	  61.04		 86.45   	 478.13		
 57.37   	303.96   	 38.07   	  45.78		 88.36   	 534.08		
 70.80   	320.13   	 38.25   	  55.95		 90.50   	 503.56		
 74.77   	332.64   	 38.47   	  50.86		 92.51   	 452.69		
 75.68   	347.90   	 38.68   	  35.61		 94.32   	 396.74		
 74.16   	362.24   	 38.82   	  40.69		 95.91   	 330.62		
 70.19   	371.70   	 38.98   	  40.69		 97.23   	 279.75		
 64.09   	372.92   	 39.15   	  45.78		 98.35   	 233.98		
 57.68   	368.04   	 39.33   	  30.52		 99.29   	 198.37		
 52.49   	360.41   	 39.45   	  20.35		100.08   	 167.85		
 49.74   	353.70   	 39.53   	  25.43		100.75   	 137.33		
 50.66   	350.04   	 39.63   	  30.52		101.30   	 116.99		
 55.54   	348.21   	 39.76   	  25.43		101.77   	  81.38		
 62.87   	346.07   	 39.86   	  15.26		102.10   	  45.78		
 71.41   	340.88   	 39.92   	  10.17		102.28   	  20.35		
 79.35   	330.20   	 39.96   	  10.17		102.36(S)	  -5.09		
 84.53   	314.03   	 40.00   	  10.17		102.34   	 -30.52		
 84.84   	293.27   	 40.04   	   5.09		102.22   	 -40.69		
 80.57   	270.08   	 40.06(S)	   0.00		102.05   	 -50.86		
 73.24   	245.36   	 40.06   	 -15.26		101.85   	 -61.04		
 65.00   	219.12   	 40.00   	 -25.43		101.61   	 -81.38		
 57.68   	190.73   	 39.90   	 -25.43		101.28   	 -96.64		
 50.96   	159.61   	 39.80   	 -30.52		100.89   	-101.73		
 44.56   	125.43   	 39.67   	 -30.52		100.49   	-111.90		
 37.84   	 89.11   	 39.55   	 -40.69		100.04   	-137.33		
 29.60   	 52.49   	 39.39   	 -50.86		 99.49   	-152.59		
 20.75   	 18.31   	 39.19   	 -55.95		 98.88   	-167.85		
 11.90   	-10.07   	 38.96   	 -61.04		 98.21   	-167.85		
  4.58   	-29.91   	 38.72   	 -76.30		 97.54   	-167.85		
 -0.31   	-40.59   	 38.41   	-106.82		 96.87   	-167.85		
 -2.14   	-43.64   	 37.99   	-127.16		 96.19   	-167.85		
 -3.97   	-42.11   	 37.48   	-147.51		 95.52   	-157.68		
 -7.63   	-39.67   	 36.89   	-183.11		 94.89   	-162.77		
-15.26   	-39.06   	 36.15   	-223.80		 94.24   	-172.94		
-25.63   	-41.50   	 35.26   	-244.15		 93.55   	-188.20		
-35.71   	-45.17   	 34.28   	-249.24		 92.80   	-193.29		
-42.42   	-47.30   	 33.29   	-264.50		 92.02   	-193.29		
-45.47   	-46.08   	 32.23   	-279.75		 91.25   	-198.37		
-45.17   	-40.89   	 31.11   	-289.93		 90.46   	-208.54		
-43.33   	-34.48   	 29.95   	-279.75		 89.62   	-208.54		
-41.50   	-30.21   	 28.83   	-279.75		 88.79   	-213.63		
-40.59   	-29.60   	 27.71   	-279.75		 87.93   	-223.80		
-40.59   	-31.74   	 26.59   	-300.10		 87.04   	-239.06		
-42.11   	-36.01   	 25.39   	-310.27		 86.08   	-249.24		
-45.78   	-40.59   	 24.15   	-310.27		 85.09   	-239.06		
-50.05   	-44.25   	 22.91   	-330.62		 84.13   	-239.06		
-53.10   	-45.17   	 21.59   	-361.14		 83.17   	-218.72		
-54.32   	-42.11   	 20.14   	-386.57		 82.30   	-193.29		
-53.41   	-35.40   	 18.60   	-391.66		 81.53   	-167.85		
-52.19   	-28.08   	 17.03   	-386.57		 80.85   	-152.59		
-52.19   	-22.89   	 15.48   	-366.22		 80.24   	-147.51		
-52.80   	-22.28   	 14.02   	-320.45		 79.65   	-152.59		
-52.49   	-25.33   	 12.74   	-274.67		 79.04   	-147.51		
-49.74   	-29.60   	 11.64   	-233.98		 78.45   	-147.51		
-45.17   	-32.35   	 10.70   	-198.37		 77.86   	-142.42		
-39.37   	-31.13   	  9.91   	-167.85		 77.29   	-132.25		
-32.96   	-25.02   	  9.24   	-147.51		 76.76   	-122.07		
-26.25   	-13.12   	  8.65   	-137.33		 76.28   	-116.99		
-20.45   	  2.14   	  8.10   	-132.25		 75.81   	-122.07		
-17.70   	 16.48   	  7.57   	-122.07		 75.32   	-116.99		
-19.23   	 25.63   	  7.08   	-111.90		 74.85   	-116.99		
-24.11   	 27.16   	  6.63   	 -91.56		 74.38   	-106.82		
-29.91   	 24.11   	  6.27   	 -66.12		 73.96   	-101.73		
-34.48   	 21.06   	  6.00   	 -30.52		 73.55   	 -86.47		
-36.93   	 21.67   	  5.88   	  -5.09		 73.20   	 -81.38		
-38.76   	 25.02   	  5.86   	  20.35		 72.88   	 -71.21		
-40.59   	 27.47   	  5.94   	  25.43		 72.59   	 -76.30		
-41.50   	 25.02   	  6.04   	  25.43		 72.29   	 -71.21		
-40.59   	 19.53   	  6.14   	  20.35		 72.00   	 -71.21		
-38.15   	 15.87   	  6.23   	  10.17		 71.72   	 -66.12		
-35.71   	 19.23   	  6.27   	   0.00		 71.45   	 -55.95		
-35.10   	 30.21   	  6.27   	  -5.09		 71.23   	 -50.86		
-36.32   	 45.78   	  6.25   	 -15.26		 71.03   	 -50.86		
-39.67   	 61.95   	  6.19   	 -10.17		 70.82   	 -50.86		
-43.03   	 77.21   	  6.14   	 -25.43		 70.62   	 -50.86		
-45.47   	 91.25   	  6.04   	 -40.69		 70.42   	 -45.78		
-46.08   	102.84   	  5.88   	 -55.95		 70.23   	 -55.95		
-43.33   	109.25   	  5.66   	 -66.12		 70.01   	 -50.86		
-36.01   	108.03   	  5.39   	 -55.95		 69.81   	 -55.95		
-25.94   	 99.18   	  5.17   	 -61.04		 69.58   	 -55.95		
-17.09   	 84.23   	  4.92   	 -55.95		 69.36   	 -50.86		
-15.56   	 64.70   	  4.70   	 -25.43		 69.16   	 -50.86		
-25.63   	 39.98   	  4.60(D)	   5.09		 68.95   	 -45.78		
-46.39   	 10.38   	  4.62   	  35.61		 68.77   	 -55.95		
-71.41   	-20.75   	  4.76   	  40.69		 68.55   	 -55.95		
-92.77   	-47.91   	  4.92   	  35.61		 68.32   	 -61.04		
-104.06   	-66.53   	  5.07   	  50.86		 68.08   	 -55.95		
-105.90   	-77.51   	  5.27   	  66.12		 67.85   	 -61.04		
-103.45   	-84.53   	  5.53   	  71.21		 67.61   	 -55.95		
-100.10   	-90.64   	  5.82   	  55.95		 67.39   	 -55.95		
-97.35   	-94.91   	  6.04   	  45.78		 67.16   	 -66.12		
-94.60   	-95.52   	  6.23   	  50.86		 66.90   	 -61.04		
-92.16   	-92.16   	  6.43   	  55.95		 66.65   	 -66.12		
-90.64   	-88.20   	  6.65   	  45.78		 66.39   	 -66.12		
-90.64   	-86.98   	  6.84   	  30.52		 66.12   	 -71.21		
-90.64   	-89.42   	  6.96   	  20.35		 65.84   	 -66.12		
-88.20   	-91.86   	  7.04   	  30.52		 65.57   	 -61.04		
-83.31   	-90.64   	  7.16   	  30.52		 65.33   	 -61.04		
-78.13   	-84.84   	  7.28   	  15.26		 65.09   	 -55.95		
-76.90   	-75.38   	  7.34   	  -5.09		 64.86   	 -66.12		
-84.23   	-63.17   	  7.32   	 -10.17		 64.60   	 -66.12		
-99.18   	-51.27   	  7.28   	   0.00		 64.33   	 -61.04		
-107.12   	-52.80   	  7.28   	   5.09		 64.09   	 -71.21		
-72.02   	-82.70   	  7.30   	  10.17		 63.80   	 -66.12		
 47.91   	-130.31   	  7.34   	  20.35		 63.54   	 -66.12		
270.08   	-158.08   	  7.43   	  30.52		 63.28   	 -61.04		
553.59   	-128.48   	  7.55   	  25.43		 63.03   	 -66.12		
780.64   	-35.40   	  7.65   	  25.43		 62.77   	 -61.04		
816.65   	 57.37   	  7.75   	  30.52		 62.52   	 -55.95		
605.16   	 54.32   	  7.87   	  25.43		 62.30   	 -61.04		
211.79   	-92.47   	  7.98   	  20.35		 62.05   	 -66.12		
-200.81   	-335.39   	  8.06   	  15.26		 61.79   	 -61.04		
-469.67   	-563.35   	  8.12   	  20.35		 61.55   	 -61.04		
-538.64   	-680.54   	  8.20   	  35.61		 61.30   	 -55.95		
-476.07   	-674.74   	  8.34   	  35.61		 61.08   	 -55.95		
-400.09   	-612.18   	  8.48   	  30.52		 60.85   	 -55.95		
-387.88   	-576.17   	  8.61   	  40.69		 60.63   	 -61.04		
-440.06   	-600.28   	  8.77   	  50.86		 60.39   	 -50.86		
-504.76   	-656.43   	  8.97   	  45.78		 60.18   	 -55.95		
-530.09   	-687.56(R)	  9.16(E)	  30.52		 59.96   	 -55.95		
-497.44   	-652.47   	  9.28   	  20.35		 59.74   	 -61.04		
-420.53   	-547.79   	  9.36   	  30.52		 59.49   	 -50.86		
-323.79   	-400.09   	  9.48   	  45.78		 59.29   	 -50.86		
-227.05   	-245.97   	  9.66   	  61.04		 59.08   	 -50.86		
-143.43   	-116.58   	  9.91   	  96.64		 58.88   	 -55.95		
-42.11   	 21.06   	 10.29   	 147.51		 58.66   	 -55.95		
-24.41   	 36.93   	 10.89   	 188.20		 58.43   	 -61.04		
-22.89   	 34.79   	 11.64   	 203.46		 58.19   	 -55.95		
-28.99   	 27.77   	 12.45   	 208.54		 57.97   	 -55.95		
-34.79   	 24.72   	 13.29   	 208.54		 57.74   	 -50.86		
-35.40   	 27.47   	 14.12   	 223.80		 57.54   	 -45.78		
-30.52   	 32.35   	 15.02   	 223.80		 57.35   	 -50.86		
-22.89   	 36.62   	 15.91   	 228.89		 57.15   	 -55.95		
-16.48   	 39.67   	 16.83   	 244.15		 56.93   	 -50.86		
-14.34   	 42.72   	 17.80   	 279.75		 56.72   	 -45.78		
-16.48   	 46.39   	 18.92   	 295.01		 56.54   	 -55.95		
-20.75   	 48.83   	 20.10   	 289.93		 56.32   	 -50.86		
-23.80   	 49.74   	 21.26   	 300.10		 56.11   	 -50.86		
-22.89   	 50.05   	 22.46   	 315.36		 55.91   	 -40.69		
-19.53   	 50.96   	 23.72   	 320.45		 55.75   	 -30.52		
-16.17   	 52.49   	 25.00   	 305.19		 55.63   	 -35.61		
-16.78   	 51.88   	 26.23   	 269.58		 55.48   	 -30.52		
-21.06   	 48.22   	 27.30   	 254.32		 55.36   	 -25.43		
-26.25   	 42.72   	 28.32   	 254.32		 55.26   	 -10.17		
-28.69   	 39.37   	 29.34   	 228.89		 55.22(D)	  15.26		
-26.25   	 40.89   	 30.25   	 183.11		 55.28   	  61.04		
-19.23   	 47.00   	 30.99   	 147.51		 55.52   	 127.16		
 -9.46   	 55.54   	 31.58   	 142.42		 56.03   	 213.63		
  1.83   	 64.09   	 32.15   	 137.33		 56.89   	 300.10		
 12.82   	 72.02   	 32.70   	 111.90		 58.09   	 427.26		
 31.43   	 80.26   	 33.14   	 111.90		 59.80   	 437.43		
 38.45   	 79.35   	 33.59   	 127.16		 61.55   	 457.78		
 43.95   	 75.68   	 34.10   	 137.33		 63.38   	 508.65		
 48.83   	 71.11   	 34.65   	 127.16		 65.41   	 559.51		
 53.41   	 68.36   	 35.16   	 101.73		 67.65   	 625.63		
 57.98   	 69.27   	 35.56   	 106.82		 70.15   	 666.32		
 63.48   	 75.07   	 35.99   	 116.99		 72.82   	 671.41		
 70.80   	 86.06   	 36.46   	 106.82		 75.50   	 645.98		
 79.65   	102.23   	 36.89   	  86.47		 78.09   	 605.29		
 89.42   	121.15   	 37.23   	  66.12		 80.51   	 539.16		
 98.57   	139.77   	 37.50   	  61.04		 82.66   	 498.47		
104.98   	154.42   	 37.74   	  55.95		 84.66   	 483.21		
108.03   	164.79   	 37.97   	  50.86		 86.59   	 488.30		
108.34   	171.81   	 38.17   	  45.78		 88.54   	 483.21		
107.12   	177.00   	 38.35   	  30.52		 90.48   	 467.95		
104.68   	180.66   	 38.47   	  25.43		 92.35   	 452.69		
101.01   	181.58   	 38.58   	  30.52		 94.16   	 396.74		
 96.44   	179.75   	 38.70   	  30.52		 95.75   	 345.88		
 91.25   	177.92   	 38.82   	  35.61		 97.13   	 295.01		
 87.28   	179.14   	 38.96   	  35.61		 98.31   	 244.15		
 85.75   	185.85   	 39.10   	  30.52		 99.29   	 208.54		
 87.28   	196.84   	 39.23   	  30.52		100.12   	 178.03		
 90.64   	210.88   	 39.35   	  35.61		100.83   	 157.68		
 93.99   	225.83   	 39.49   	  35.61		101.46   	 127.16		
 97.05   	240.17   	 39.63   	  25.43		101.97   	  96.64		
100.40   	250.85   	 39.74   	  30.52		102.36   	  71.21		
104.98   	252.69   	 39.86   	  30.52		102.64   	  30.52		
110.17   	242.61   	 39.98   	  20.35		102.77   	   5.09		
113.83   	220.64   	 40.06   	  10.17		102.79(S)	 -10.17		
114.44   	190.73   	 40.10   	  10.17		102.75   	 -30.52		
111.08   	156.86   	 40.14   	   5.09		102.62   	 -55.95		
106.20   	124.51   	 40.16(S)	 -10.17		102.40   	 -55.95		
101.32   	 96.44   	 40.12   	 -20.35		102.18   	 -71.21		
 97.05   	 73.85   	 40.04   	 -30.52		101.89   	 -96.64		
 91.55   	 55.85   	 39.92   	 -30.52		101.51   	-106.82		
 82.40   	 38.15   	 39.80   	 -30.52		101.08   	-111.90		
 69.58   	 17.40   	 39.67   	 -45.78		100.63   	-127.16		
 54.93   	 -6.41   	 39.49   	 -50.86		100.12   	-142.42		
 41.50   	-29.30   	 39.29   	 -50.86		 99.55   	-147.51		
 30.21   	-48.52   	 39.08   	 -50.86		 98.96   	-142.42		
 20.45   	-63.78   	 38.88   	 -55.95		 98.39   	-142.42		
  9.46   	-79.35   	 38.66   	 -81.38		 97.82   	-157.68		
 -2.75   	-97.96   	 38.33   	-106.82		 97.19   	-167.85		
-14.04   	-118.41   	 37.90   	-122.07		 96.52   	-167.85		
-21.67   	-135.19   	 37.42   	-132.25		 95.85   	-162.77		
-24.41   	-143.74   	 36.89   	-157.68		 95.20   	-157.68		
-22.28   	-143.13   	 36.26   	-208.54		 94.57   	-167.85		
-17.09   	-134.58   	 35.42   	-233.98		 93.90   	-172.94		
-10.68   	-121.46   	 34.49   	-244.15		 93.20   	-183.11		
 -3.97   	-106.81   	 33.51   	-254.32		 92.47   	-193.29		
  2.75   	-92.47   	 32.49   	-274.67		 91.70   	-203.46		
  9.46   	-81.18   	 31.39   	-289.93		 90.88   	-218.72		
 15.87   	-73.85   	 30.23   	-295.01		 90.01   	-223.80		
 21.36   	-71.41   	 29.05   	-295.01		 89.11   	-223.80		
 25.33   	-74.16   	 27.87   	-295.01		 88.22   	-233.98		
 27.47   	-81.18   	 26.69   	-310.27		 87.28   	-233.98		
 27.77   	-91.86   	 25.45   	-315.36		 86.35   	-239.06		
