SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
-32.65   	-34.48   	 88.87   	-305.19		  2.67   	-127.16		
-29.91   	-30.21   	 87.65   	-284.84		  2.16   	 -96.64		
-28.99   	-27.77   	 86.51   	-244.15		  1.77   	 -71.21		
-30.52   	-27.47   	 85.53   	-178.03		  1.49   	 -50.86		
-33.57   	-28.99   	 84.82   	-101.73		  1.28   	 -30.52		
-36.32   	-30.21   	 84.41   	 -30.52		  1.16   	 -50.86		
-36.62   	-28.69   	 84.29   	  30.52		  0.96   	 -61.04		
-32.96   	-23.50   	 84.41   	  61.04		  0.71   	 -40.69		
-25.33   	-14.95   	 84.66   	  76.30		  0.55   	 -35.61		
-14.04   	 -5.19   	 84.96   	  61.04		  0.41   	 -25.43		
 -2.14   	  5.19   	 85.21   	  30.52		  0.31   	 -30.52		
  8.54   	 14.65   	 85.33   	  -5.09		  0.18   	  -5.09		
 15.87   	 23.19   	 85.31   	 -55.95		  0.16(D)	   5.09		
 21.36   	 31.13   	 85.09   	 -91.56		  0.18   	  10.17		
 28.69   	 40.59   	 84.72   	-122.07		  0.22   	  10.17		
 40.89   	 51.88   	 84.23   	-127.16		  0.26   	   5.09		
 57.37   	 65.31   	 83.72   	-116.99		  0.28   	   5.09		
 73.24   	 79.04   	 83.26   	-101.73		  0.31   	  15.26		
 82.09   	 90.03   	 82.85   	 -81.38		  0.37   	  30.52		
 81.48   	 94.30   	 82.52   	 -45.78		  0.49   	  50.86		
 72.94   	 90.33   	 82.34   	 -15.26		  0.69   	  61.04		
 60.73   	 77.82   	 82.28   	  10.17		  0.94   	  71.21		
 48.83   	 58.59   	 82.32   	  20.35		  1.22   	  91.56		
 36.62   	 36.32   	 82.40   	  20.35		  1.59   	 101.73		
 22.28   	 13.12   	 82.48   	  10.17		  1.99   	 101.73		
  3.66   	-11.60   	 82.52   	  -5.09		  2.40   	  86.47		
-18.62   	-37.84   	 82.50   	 -10.17		  2.75   	  81.38		
-41.20   	-65.00   	 82.46   	 -20.35		  3.07   	  71.21		
-59.51   	-88.20   	 82.38   	 -30.52		  3.36   	  45.78		
-70.19   	-102.84   	 82.26   	 -35.61		  3.54   	  25.43		
-72.94   	-107.73   	 82.12   	 -40.69		  3.64   	  40.69		
-71.11   	-106.20   	 81.95   	 -35.61		  3.80   	  30.52		
-68.97   	-103.45   	 81.81   	 -35.61		  3.93   	 -15.26		
-68.66   	-103.15   	 81.67   	 -40.69		  3.87   	 -20.35		
-70.80   	-105.59   	 81.51   	 -40.69		  3.78   	 -20.35		
-73.55   	-108.34   	 81.34   	 -50.86		  3.70   	 -30.52		
-75.38   	-110.47   	 81.14   	 -55.95		  3.58   	 -30.52		
-75.68   	-111.69   	 80.92   	 -66.12		  3.46   	 -20.35		
-75.07   	-112.61   	 80.65   	 -71.21		  3.38   	 -30.52		
-73.85   	-112.92   	 80.37   	 -76.30		  3.26   	 -20.35		
-73.55   	-110.78   	 80.06   	 -81.38		  3.17   	   5.09		
-75.99   	-100.71   	 79.74   	 -76.30		  3.19   	  10.17		
-82.09   	-74.46   	 79.43   	 -76.30		  3.23   	  15.26		
-90.64   	-29.30   	 79.12   	 -66.12		  3.30   	  20.35		
-92.77   	 30.82   	 78.86   	 -61.04		  3.38   	  30.52		
-74.46   	 97.96   	 78.62   	 -61.04		  3.50   	  45.78		
-19.84   	166.02   	 78.37   	 -66.12		  3.68   	  81.38		
 79.35   	231.32   	 78.11   	-132.25		  4.01   	 274.67		
349.43   	248.11   	 77.58   	 -71.21		  5.11   	 152.59		
430.91   	125.12   	 77.29   	 -81.38		  5.72   	 147.51		
411.38   	-87.89   	 76.97   	 -76.30		  6.31   	 132.25		
277.40   	-326.54   	 76.66   	 -76.30		  6.84   	 111.90		
 68.36   	-502.62   	 76.36   	 -66.12		  7.28   	  66.12		
-135.19   	-568.24(R)	 76.09   	 -66.12		  7.55(E)	   5.09		
-256.35   	-548.10   	 75.83   	 -61.04		  7.57   	 -40.69		
-265.20   	-505.98   	 75.58   	 -61.04		  7.41   	 -61.04		
-189.21   	-481.26   	 75.34   	 -66.12		  7.16   	 -71.21		
-90.03   	-462.34   	 75.08   	 -66.12		  6.88   	 -76.30		
-21.97   	-411.07   	 74.81   	 -71.21		  6.57   	 -61.04		
 -2.44   	-310.06   	 74.53   	 -71.21		  6.33   	 -35.61		
-15.56   	-183.41   	 74.24   	 -71.21		  6.19   	  -5.09		
-34.18   	-78.74   	 73.96   	 -76.30		  6.16   	  50.86		
-41.20   	-28.08   	 73.65   	 -76.30		  6.37   	 122.07		
-36.32   	-25.94   	 73.35   	 -76.30		  6.86   	 152.59		
-27.16   	-43.64   	 73.04   	 -71.21		  7.47   	  71.21		
-21.06   	-55.24   	 72.76   	 -71.21		  7.75   	 -76.30		
-18.92   	-51.27   	 72.47   	 -66.12		  7.45   	 -20.35		
-18.31   	-36.93   	 72.21   	 -55.95		  7.37   	 381.48		
-16.78   	-21.67   	 71.98   	 -50.86		  8.89   	 732.45		
-14.04   	-12.21   	 71.78   	 -50.86		 11.82   	 661.24		
-10.68   	 -8.24   	 71.58   	 -50.86		 14.47   	 478.13		
 -7.93   	 -6.41   	 71.37   	 -61.04		 16.38   	 442.52		
 -5.80   	 -4.58   	 71.13   	-111.90		 18.15   	1144.45		
 -0.61   	  5.49   	 70.68   	 -50.86		 22.73   	 564.60		
  4.27   	 14.65   	 70.48   	 -50.86		 24.98   	 528.99		
 11.29   	 25.02   	 70.27   	 -66.12		 27.10   	 513.73		
 18.31   	 34.18   	 70.01   	 -61.04		 29.16   	 391.66		
 25.02   	 41.20   	 69.77   	 -66.12		 30.72   	 233.98		
 31.13   	 47.30   	 69.50   	 -71.21		 31.66   	 147.51		
 37.23   	 53.10   	 69.22   	 -55.95		 32.25   	  76.30		
 44.25   	 59.81   	 68.99   	 -55.95		 32.55(S)	 -15.26		
 51.88   	 66.22   	 68.77   	 -45.78		 32.49   	-106.82		
 59.20   	 72.63   	 68.59   	 -35.61		 32.06   	-152.59		
 65.92   	 79.65   	 68.44   	 -35.61		 31.45   	-183.11		
 72.63   	 88.81   	 68.30   	 -30.52		 30.72   	-183.11		
 79.96   	100.71   	 68.18   	 -30.52		 29.99   	-157.68		
 88.50   	114.75   	 68.06   	 -35.61		 29.36   	-137.33		
 97.96   	128.78   	 67.91   	 -35.61		 28.81   	-106.82		
107.12   	141.30   	 67.77   	 -25.43		 28.38   	 -81.38		
115.97   	150.15   	 67.67   	  -5.09		 28.06   	 -35.61		
124.21   	155.33   	 67.65(D)	  30.52		 27.91   	  10.17		
131.84   	158.08   	 67.77   	 106.82		 27.96   	  35.61		
139.16   	159.91   	 68.20   	 244.15		 28.10   	  61.04		
145.57   	161.74   	 69.18   	 488.30		 28.34   	  91.56		
151.06   	163.27   	 71.13   	 798.57		 28.71   	 116.99		
155.94   	164.49   	 74.32   	1108.85		 29.18   	 111.90		
159.61   	165.71   	 78.76   	1342.82		 29.62   	 101.73		
162.66   	167.85   	 84.13   	1424.21		 30.03   	 101.73		
165.41   	171.81   	 89.83   	1347.91		 30.44   	  96.64		
168.46   	177.00   	 95.22   	1144.45		 30.82   	  66.12		
171.51   	182.19   	 99.80   	 874.87		 31.09   	  45.78		
173.95   	184.94   	103.30   	 605.29		 31.27   	  40.69		
175.17   	183.11   	105.72   	 371.31		 31.43   	  30.52		
173.65   	175.17   	107.20   	 208.54		 31.56   	  20.35		
169.68   	161.74   	108.04   	 111.90		 31.64   	  15.26		
162.66   	144.35   	108.48   	  91.56		 31.70   	   0.00		
151.98   	124.51   	108.85   	 132.25		 31.70   	 -15.26		
135.80   	103.15   	109.38   	 198.37		 31.64   	   5.09		
114.14   	 78.43   	110.17   	 269.58		 31.66   	  15.26		
 88.20   	 49.74   	111.25   	 325.53		 31.72   	  15.26		
 60.73   	 18.62   	112.55   	 335.71		 31.78   	  15.26		
 34.79   	-11.60   	113.90   	 310.27		 31.84   	  30.52		
 11.60   	-38.45   	115.14   	 233.98		 31.96   	  25.43		
 -7.63   	-61.65   	116.07   	 147.51		 32.06   	  25.43		
-22.89   	-82.70   	116.66   	  50.86		 32.17   	  30.52		
-34.48   	-100.71   	116.87(S)	 -35.61		 32.29   	  20.35		
-42.11   	-115.97   	116.72   	-111.90		 32.37   	   0.00		
-47.00   	-127.56   	116.28   	-152.59		 32.37   	  -5.09		
-49.74   	-137.63   	115.67   	-172.94		 32.35   	  -5.09		
-51.27   	-147.09   	114.97   	-172.94		 32.33   	 -25.43		
-52.49   	-156.86   	114.28   	-162.77		 32.23   	 -40.69		
-53.41   	-165.71   	113.63   	-147.51		 32.06   	 -45.78		
-54.63   	-172.12   	113.04   	-132.25		 31.88   	 -50.86		
-56.46   	-176.39   	112.51   	-127.16		 31.68   	 -55.95		
-58.90   	-179.14   	112.00   	-132.25		 31.45   	 -66.12		
-61.65   	-180.36   	111.47   	-137.33		 31.19   	 -81.38		
-64.39   	-179.44   	110.93   	-162.77		 30.86   	 -86.47		
-66.22   	-176.39   	110.27   	-198.37		 30.52   	 -86.47		
-67.14   	-172.73   	109.48   	-223.80		 30.17   	 -86.47		
-67.44   	-168.76   	108.59   	-244.15		 29.83   	-111.90		
-67.14   	-165.10   	107.61   	-264.50		 29.38   	-137.33		
-67.44   	-160.22   	106.55   	-269.58		 28.83   	-188.20		
-67.75   	-153.20   	105.47   	-269.58		 28.08   	-284.84		
-67.44   	-144.04   	104.39   	-259.41		 26.94   	-427.26		
-66.83   	-134.58   	103.36   	-244.15		 25.23   	-345.88		
-66.22   	-127.56   	102.38   	-233.98		 23.85   	-172.94		
-66.53   	-123.90   	101.44   	-213.63		 23.15   	-391.66		
-67.44   	-122.07   	100.59   	-193.29		 21.59   	-493.39		
-67.75   	-119.63   	 99.82   	-183.11		 19.61   	-305.19		
-66.83   	-114.75   	 99.08   	-178.03		 18.39   	-350.97		
-64.09   	-107.73   	 98.37   	-183.11		 16.99   	-447.61		
-60.73   	-101.32   	 97.64   	-188.20		 15.20   	-366.22		
-57.07   	-96.44   	 96.89   	-193.29		 13.73   	-356.05		
-54.02   	-92.77   	 96.11   	-208.54		 12.31   	-462.87		
-50.96   	-89.11   	 95.28   	-223.80		 10.46   	-417.09		
-48.22   	-84.84   	 94.38   	-244.15		  8.79   	-310.27		
-46.08   	-79.96   	 93.41   	-269.58		  7.55   	-300.10		
-45.17   	-75.68   	 92.33   	-284.84		  6.35   	-295.01		
-45.47   	-72.02   	 91.19   	-320.45		  5.17   	-233.98		
-46.08   	-69.27   	 89.91   	-330.62		  4.23   	-188.20		
-46.08   	-67.44   	 88.59   	-340.79		  3.48   	-162.77		
-44.86   	-66.83   	 87.22   	-325.53		  2.83   	-147.51		
-43.33   	-66.83   	 85.92   	-289.93		  2.24   	-127.16		
-42.42   	-67.14   	 84.76   	-228.89		  1.73   	 -91.56		
-42.72   	-68.05   	 83.85   	-152.59		  1.36   	 -66.12		
-43.64   	-69.27   	 83.23   	 -91.56		  1.10   	 -45.78		
-44.86   	-70.19   	 82.87   	 -10.17		  0.92   	 -55.95		
-44.86   	-69.27   	 82.83   	  45.78		  0.69   	 -71.21		
-43.03   	-64.70   	 83.01   	  71.21		  0.41   	 -76.30		
-39.06   	-55.54   	 83.30   	  76.30		  0.10   	 -71.21		
-31.74   	-41.20   	 83.60   	  55.95		 -0.18   	 -61.04		
-21.67   	-23.19   	 83.82   	  15.26		 -0.43   	 -45.78		
-10.38   	 -3.05   	 83.89   	 -20.35		 -0.61   	 -25.43		
  0.31   	 14.95   	 83.80   	 -61.04		 -0.71   	 -15.26		
  8.54   	 27.47   	 83.56   	-106.82		 -0.77   	 -10.17		
 15.87   	 34.48   	 83.13   	-132.25		 -0.81   	  -5.09		
 24.11   	 39.37   	 82.60   	-127.16		 -0.83(D)	   0.00		
 36.62   	 47.30   	 82.10   	-122.07		 -0.83   	  15.26		
 51.88   	 59.51   	 81.61   	 -96.64		 -0.77   	  30.52		
 66.53   	 73.24   	 81.22   	 -66.12		 -0.65   	  45.78		
 75.99   	 84.53   	 80.96   	 -35.61		 -0.47   	  61.04		
 77.21   	 90.33   	 80.81   	  -5.09		 -0.22   	  76.30		
 71.41   	 90.03   	 80.79   	   5.09		  0.08   	 101.73		
 61.65   	 83.92   	 80.81   	  15.26		  0.49   	 116.99		
 50.96   	 72.63   	 80.87   	  15.26		  0.96   	 101.73		
 40.59   	 55.54   	 80.94   	  10.17		  1.36   	  81.38		
 28.08   	 33.26   	 80.98   	   0.00		  1.69   	  76.30		
 11.90   	  7.63   	 80.98   	 -15.26		  1.99   	  55.95		
 -8.54   	-18.62   	 80.92   	 -35.61		  2.22   	  40.69		
-30.82   	-42.72   	 80.77   	 -45.78		  2.38   	  25.43		
-50.05   	-61.65   	 80.59   	 -45.78		  2.48   	   0.00		
-62.87   	-75.07   	 80.41   	 -50.86		  2.48   	 -20.35		
-68.05   	-83.92   	 80.20   	 -50.86		  2.40   	 -10.17		
-67.75   	-89.42   	 80.00   	 -50.86		  2.36   	 -15.26		
-66.22   	-93.69   	 79.80   	 -45.78		  2.30   	 -35.61		
-66.83   	-97.05   	 79.61   	 -40.69		  2.16   	 -35.61		
-68.97   	-99.79   	 79.45   	 -45.78		  2.01   	 -45.78		
-71.72   	-101.62   	 79.27   	 -45.78		  1.83   	 -35.61		
-72.63   	-102.54   	 79.08   	 -55.95		  1.69   	  -5.09		
-72.33   	-101.32   	 78.86   	 -61.04		  1.67   	  10.17		
-71.11   	-97.66   	 78.62   	 -76.30		  1.71   	   5.09		
-70.19   	-91.55   	 78.31   	 -81.38		  1.73   	  15.26		
-69.89   	-83.31   	 77.99   	 -81.38		  1.79   	  35.61		
-70.80   	-68.97   	 77.66   	 -91.56		  1.93   	  30.52		
-74.77   	-42.72   	 77.29   	 -91.56		  2.05   	  15.26		
-82.40   	  0.92   	 76.93   	 -86.47		  2.12   	  15.26		
-89.42   	 59.51   	 76.58   	 -81.38		  2.18   	  25.43		
-83.01   	124.21   	 76.26   	 -76.30		  2.28   	  35.61		
-46.39   	187.07   	 75.95   	-127.16		  2.42   	 116.99		
158.39   	293.58   	 75.44   	 -71.21		  2.89   	 106.82		
299.38   	297.85   	 75.16   	 -66.12		  3.32   	 132.25		
405.58   	222.78   	 74.89   	 -66.12		  3.85   	 142.42		
423.89   	 57.68   	 74.63   	 -61.04		  4.42   	 132.25		
327.76   	-159.00   	 74.38   	 -66.12		  4.94   	 101.73		
137.63   	-348.21   	 74.12   	 -71.21		  5.35   	  61.04		
-75.07   	-445.25   	 73.83   	 -76.30		  5.60   	  25.43		
-227.05   	-448.91(R)	 73.53   	 -76.30		  5.70(E)	 -20.35		
-270.39   	-411.99   	 73.22   	 -71.21		  5.62   	 -35.61		
-216.06   	-386.05   	 72.94   	 -76.30		  5.47   	 -50.86		
-117.49   	-375.37   	 72.63   	 -71.21		  5.27   	 -66.12		
-35.71   	-345.15   	 72.35   	 -71.21		  5.01   	 -61.04		
 -1.22   	-264.59   	 72.06   	 -76.30		  4.76   	 -20.35		
 -6.10   	-140.69   	 71.76   	 -76.30		  4.68   	  15.26		
-23.50   	-16.78   	 71.45   	 -76.30		  4.74   	  66.12		
-32.04   	 64.09   	 71.15   	 -71.21		  5.01   	 116.99		
-27.16   	 89.72   	 70.86   	 -71.21		  5.47   	 152.59		
-17.09   	 79.96   	 70.58   	 -71.21		  6.08   	 132.25		
-10.07   	 64.70   	 70.29   	 -71.21		  6.61   	  10.17		
 -9.16   	 62.26   	 70.01   	 -66.12		  6.65   	 -71.21		
-10.99   	 73.24   	 69.75   	 -61.04		  6.37   	 127.16		
-11.90   	 89.72   	 69.50   	 -50.86		  6.88   	 559.51		
-10.38   	101.32   	 69.30   	 -50.86		  9.11   	 712.10		
 -7.32   	105.29   	 69.09   	 -55.95		 11.96   	 559.51		
 -4.58   	103.45   	 68.87   	-111.90		 14.20   	 844.35		
 -0.92   	 98.57   	 68.42   	 -55.95		 17.58   	 559.51		
  2.44   	 97.96   	 68.20   	 -55.95		 19.82   	 595.11		
  7.02   	 99.18   	 67.98   	 -50.86		 22.20   	 508.65		
 13.12   	101.32   	 67.77   	 -55.95		 24.23   	 462.87		
 19.84   	104.06   	 67.55   	 -61.04		 26.08   	 427.26		
 25.94   	108.03   	 67.30   	 -66.12		 27.79   	 279.75		
 31.43   	114.14   	 67.04   	 -66.12		 28.91   	 142.42		
 36.32   	121.46   	 66.77   	 -66.12		 29.48   	  71.21		
 40.89   	129.70   	 66.51   	 -55.95		 29.77(S)	  -5.09		
 46.39   	137.63   	 66.29   	 -50.86		 29.75   	 -91.56		
 52.49   	145.26   	 66.08   	 -40.69		 29.38   	-127.16		
 60.12   	153.20   	 65.92   	 -40.69		 28.87   	-157.68		
 68.97   	162.05   	 65.76   	 -35.61		 28.24   	-167.85		
 77.82   	170.90   	 65.62   	 -35.61		 27.57   	-172.94		
 86.06   	179.14   	 65.47   	 -30.52		 26.88   	-152.59		
 93.99   	186.77   	 65.35   	 -35.61		 26.27   	-122.07		
101.62   	194.70   	 65.21   	 -30.52		 25.78   	 -86.47		
109.56   	203.86   	 65.09   	 -15.26		 25.43   	 -35.61		
117.80   	214.84   	 65.03(D)	  10.17		 25.29   	   0.00		
126.04   	225.83   	 65.07   	  55.95		 25.29   	  20.35		
133.97   	236.51   	 65.29   	 157.68		 25.37   	  45.78		
140.99   	245.67   	 65.92   	 325.53		 25.55   	  91.56		
147.71   	253.30   	 67.22   	 569.68		 25.92   	 106.82		
153.50   	259.70   	 69.50   	 874.87		 26.35   	  91.56		
158.69   	265.81   	 73.00   	1185.14		 26.71   	  81.38		
162.35   	271.61   	 77.74   	1368.26		 27.04   	  76.30		
165.10   	277.40   	 83.21   	1393.69		 27.34   	  81.38		
167.24   	282.29   	 88.79   	1266.53		 27.67   	  61.04		
169.68   	284.73   	 93.86   	1032.55		 27.91   	  35.61		
172.12   	282.29   	 97.99   	 747.71		 28.06   	  35.61		
173.95   	275.27   	100.98   	 493.39		 28.20   	  30.52		
174.26   	264.89   	102.95   	 289.93		 28.32   	  15.26		
172.12   	253.60   	104.11   	 157.68		 28.38   	  15.26		
166.93   	241.70   	104.74   	 101.73		 28.44   	  15.26		
157.47   	228.27   	105.15   	 101.73		 28.50   	   5.09		
143.13   	210.27   	105.55   	 152.59		 28.52   	  10.17		
123.29   	187.38   	106.16   	 239.06		 28.57   	  25.43		
 99.49   	161.13   	107.12   	 300.10		 28.67   	  20.35		
 72.94   	133.06   	108.32   	 345.88		 28.75   	  10.17		
 45.47   	104.98   	109.70   	 340.79		 28.79   	  25.43		
 19.53   	 76.29   	111.07   	 295.01		 28.89   	  30.52		
 -3.36   	 47.61   	112.25   	 213.63		 29.01   	  20.35		
-21.67   	 19.23   	113.10   	 106.82		 29.09   	  20.35		
-34.18   	 -7.32   	113.53   	  15.26		 29.18   	  25.43		
-41.81   	-31.13   	113.59(S)	 -76.30		 29.28   	  10.17		
-46.39   	-51.57   	113.29   	-137.33		 29.32   	 -10.17		
-50.35   	-68.05   	112.74   	-172.94		 29.28   	 -15.26		
-54.32   	-80.26   	112.04   	-188.20		 29.22   	  -5.09		
-58.59   	-88.81   	111.29   	-178.03		 29.20   	 -25.43		
-61.95   	-93.69   	110.58   	-162.77		 29.09   	 -35.61		
-64.09   	-96.74   	109.93   	-137.33		 28.95   	 -35.61		
-65.00   	-99.18   	109.38   	-127.16		 28.81   	 -55.95		
-65.31   	-102.84   	108.87   	-122.07		 28.59   	 -71.21		
-65.92   	-107.73   	108.38   	-122.07		 28.30   	 -81.38		
-67.44   	-112.92   	107.89   	-137.33		 27.98   	 -76.30		
-69.89   	-116.58   	107.34   	-167.85		 27.67   	-101.73		
-72.63   	-118.10   	106.67   	-198.37		 27.26   	-111.90		
-74.46   	-118.71   	105.88   	-233.98		 26.82   	 -71.21		
-75.68   	-120.24   	104.94   	-249.24		 26.53   	-101.73		
-75.99   	-123.60   	103.95   	-254.32		 26.12   	-203.46		
-75.68   	-127.26   	102.93   	-264.50		 25.31   	-233.98		
-74.77   	-128.48   	101.87   	-259.41		 24.37   	-350.97		
-73.55   	-125.73   	100.83   	-244.15		 22.97   	-391.66		
-72.33   	-119.63   	 99.86   	-228.89		 21.40   	-127.16		
-71.41   	-112.00   	 98.94   	-208.54		 20.90   	-223.80		
-71.41   	-104.06   	 98.11   	-198.37		 20.00   	-528.99		
-70.80   	-96.13   	 97.31   	-183.11		 17.88   	-320.45		
-68.97   	-88.20   	 96.58   	-178.03		 16.60   	-223.80		
-65.92   	-80.57   	 95.87   	-183.11		 15.71   	-401.83		
-62.26   	-74.77   	 95.14   	-183.11		 14.10   	-376.40		
-58.90   	-70.50   	 94.40   	-193.29		 12.59   	-264.50		
-56.15   	-67.75   	 93.63   	-203.46		 11.54   	-335.71		
-54.02   	-65.00   	 92.82   	-213.63		 10.19   	-412.00		
-52.49   	-61.34   	 91.96   	-233.98		  8.55   	-335.71		
-51.27   	-56.76   	 91.03   	-249.24		  7.20   	-264.50		
-49.74   	-52.19   	 90.03   	-269.58		  6.14   	-284.84		
-47.91   	-47.30   	 88.95   	-289.93		  5.01   	-300.10		
-45.47   	-42.11   	 87.79   	-310.27		  3.80   	-274.67		
-43.64   	-36.32   	 86.55   	-315.36		  2.71   	-244.15		
-42.42   	-31.13   	 85.29   	-315.36		  1.73   	-233.98		
-42.11   	-28.69   	 84.03   	-295.01		  0.79   	-218.72		
-42.72   	-29.60   	 82.85   	-269.58		 -0.08   	-203.46		
-43.03   	-32.04   	 81.77   	-213.63		 -0.90   	-183.11		
-43.33   	-33.57   	 80.92   	-137.33		 -1.63   	-193.29		
-43.03   	-31.74   	 80.37   	 -61.04		 -2.40   	-188.20		
-40.89   	-27.47   	 80.12   	   5.09		 -3.15   	-142.42		
-36.32   	-22.28   	 80.14   	  55.95		 -3.72   	 -86.47		
-28.99   	-16.78   	 80.37   	  81.38		 -4.07   	 -50.86		
-19.84   	-11.60   	 80.69   	  76.30		 -4.27   	  -5.09		
-11.60   	 -6.71   	 81.00   	  61.04		 -4.29(D)	  50.86		
 -6.41   	 -3.05   	 81.24   	  20.35		 -4.09   	  76.30		
 -3.36   	 -0.31   	 81.32   	 -30.52		 -3.78   	  66.12		
  0.61   	  3.66   	 81.20   	 -66.12		 -3.52   	  50.86		
  9.16   	 12.51   	 80.94   	-101.73		 -3.32   	  45.78		
 22.89   	 26.86   	 80.53   	-122.07		 -3.13   	  25.43		
 38.45   	 43.33   	 80.04   	-122.07		 -3.03   	  30.52		
 50.05   	 55.85   	 79.55   	-111.90		 -2.91   	  25.43		
 54.02   	 61.34   	 79.10   	 -91.56		 -2.81   	  -5.09		
 49.74   	 59.51   	 78.74   	 -55.95		 -2.83   	 -10.17		
 40.89   	 53.10   	 78.51   	 -35.61		 -2.87   	   5.09		
 31.43   	 42.72   	 78.37   	 -20.35		 -2.85   	   5.09		
 22.89   	 28.08   	 78.29   	   0.00		 -2.83   	  15.26		
 13.73   	  8.54   	 78.29   	  10.17		 -2.77   	  40.69		
  1.83   	-16.48   	 78.33   	   5.09		 -2.60   	  66.12		
-14.95   	-45.47   	 78.35   	  10.17		 -2.34   	  76.30		
-35.10   	-74.77   	 78.39   	   5.09		 -2.03   	 111.90		
-55.54   	-101.32   	 78.41   	  -5.09		 -1.59   	 122.07		
-71.41   	-121.46   	 78.39   	 -20.35		 -1.10   	 111.90		
-80.26   	-133.97   	 78.31   	 -20.35		 -0.65   	 101.73		
-83.01   	-139.16   	 78.23   	 -25.43		 -0.24   	  96.64		
-81.79   	-140.99   	 78.13   	 -30.52		  0.14   	  86.47		
-80.57   	-141.60   	 78.01   	 -35.61		  0.49   	  55.95		
-81.18   	-143.43   	 77.86   	 -45.78		  0.71   	  10.17		
-82.70   	-147.40   	 77.68   	 -45.78		  0.75   	 -25.43		
-83.92   	-152.59   	 77.50   	 -50.86		  0.65   	 -45.78		
-83.92   	-158.08   	 77.29   	 -55.95		  0.47   	 -61.04		
-83.01   	-162.35   	 77.07   	 -61.04		  0.22   	 -71.21		
-82.09   	-164.18   	 76.83   	 -71.21		 -0.06   	 -66.12		
-82.09   	-164.18   	 76.54   	 -66.12		 -0.33   	 -35.61		
-83.92   	-161.44   	 76.28   	 -66.12		 -0.47   	 -10.17		
-88.20   	-151.67   	 76.01   	 -61.04		 -0.51   	  20.35		
-95.52   	-128.17   	 75.77   	 -66.12		 -0.43   	  50.86		
-102.23   	-89.11   	 75.50   	 -66.12		 -0.22   	  86.47		
-98.88   	-38.45   	 75.24   	 -66.12		  0.12   	 111.90		
-73.24   	 15.87   	 74.97   	 -71.21		  0.57   	 132.25		
-13.73   	 70.19   	 74.69   	 -66.12		  1.10   	 152.59		
 84.53   	121.46   	 74.42   	 -76.30		  1.71   	 172.94		
207.52   	147.40   	 74.12   	 -71.21		  2.40   	 167.85		
316.77   	110.78   	 73.83   	 -71.21		  3.07   	 137.33		
361.63   	-13.12   	 73.55   	 -71.21		  3.62   	 116.99		
306.40   	-206.91   	 73.27   	 -71.21		  4.09   	  81.38		
152.89   	-403.75   	 72.98   	 -71.21		  4.42   	  35.61		
-46.08   	-527.65   	 72.70   	 -66.12		  4.56   	   0.00		
-211.79   	-552.67(R)	 72.43   	 -66.12		  4.56   	 -25.43		
-284.42   	-520.63   	 72.17   	 -61.04		  4.46   	 -40.69		
-257.26   	-494.38   	 71.92   	 -55.95		  4.29   	 -55.95		
-170.90   	-498.96   	 71.70   	 -66.12		  4.07   	 -50.86		
-83.31   	-505.68   	 71.43   	 -61.04		  3.87(E)	 -15.26		
-33.26   	-466.92   	 71.19   	 -55.95		  3.80   	  20.35		
-24.11   	-364.69   	 70.97   	 -61.04		  3.89   	  76.30		
-35.40   	-228.88   	 70.72   	 -61.04		  4.19   	 132.25		
-45.78   	-112.00   	 70.48   	 -66.12		  4.72   	 162.77		
-45.47   	-49.44   	 70.21   	 -66.12		  5.37   	 147.51		
-38.15   	-39.06   	 69.95   	 -71.21		  5.96   	  81.38		
-30.82   	-53.71   	 69.66   	 -71.21		  6.29   	 -30.52		
-27.16   	-65.92   	 69.38   	 -81.38		  6.16   	-264.50		
-26.55   	-64.09   	 69.05   	 -71.21		  5.11   	-137.33		
-26.55   	-50.96   	 68.77   	 -61.04		  4.56   	 686.67		
-24.72   	-37.84   	 68.52   	 -50.86		  7.30   	1022.38		
-21.67   	-31.74   	 68.32   	 -40.69		 11.39   	 564.60		
-18.92   	-32.04   	 68.16   	 -40.69		 13.65   	 483.21		
-16.78   	-32.96   	 68.00   	 -50.86		 15.58   	 686.67		
-14.65   	-29.91   	 67.79   	 -50.86		 18.33   	 666.32		
-11.29   	-22.89   	 67.59   	 -45.78		 21.00   	 574.77		
 -7.02   	-14.95   	 67.41   	 -40.69		 23.30   	 544.25		
 -1.83   	 -8.54   	 67.24   	 -35.61		 25.47   	 483.21		
  3.36   	 -4.58   	 67.10   	 -40.69		 27.41   	 361.14		
  8.54   	 -1.53   	 66.94   	 -50.86		 28.85   	 239.06		
 14.34   	  3.05   	 66.73   	 -66.12		 29.81   	 122.07		
 20.75   	 10.07   	 66.47   	 -66.12		 30.29   	  15.26		
 27.47   	 19.84   	 66.21   	 -61.04		 30.36   	 -81.38		
 34.18   	 31.13   	 65.96   	 -55.95		 30.03   	-152.59		
 41.20   	 42.72   	 65.74   	 -40.69		 29.42   	-167.85		
 49.13   	 53.71   	 65.57   	 -30.52		 28.75   	-183.11		
