SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  LPA     	  LPA'		  RV     	  RV'		
-46.69   	112.61   	 69.36   	 340.79		 50.86   	 534.08		 53.51   	 437.43		
-54.93   	129.39   	 70.72   	 162.77		 53.00   	 523.90		 55.26   	 381.48		
-65.92   	144.65   	 71.37   	  30.52		 55.10   	 483.21		 56.79   	 340.79		
-77.51   	156.25   	 71.50   	  15.26		 57.03   	 391.66		 58.15   	 279.75		
-87.89   	161.13   	 71.56   	 111.90		 58.60   	 376.40		 59.27   	 218.72		
-96.74   	157.17   	 72.00   	 289.93		 60.10   	 386.57		 60.14   	 188.20		
-103.76   	144.04   	 73.16   	 432.35		 61.65   	 300.10		 60.89   	 167.85		
-109.25   	124.51   	 74.89   	 432.35		 62.85   	 193.29		 61.57   	 101.73		
-113.53   	103.45   	 76.62   	 335.71		 63.62   	 157.68		 61.97   	  10.17		
-116.58   	 84.53   	 77.97   	 198.37		 64.25   	 137.33		 62.01(S)	 -40.69		
-118.10   	 68.97   	 78.76   	  76.30		 64.80   	  76.30		 61.85   	 -30.52		
-118.41   	 56.76   	 79.06   	  71.21		 65.11   	  35.61		 61.73   	 -40.69		
-117.49   	 47.61   	 79.35   	 198.37		 65.25   	  45.78		 61.57   	 -81.38		
-116.27   	 42.11   	 80.14   	 259.41		 65.43   	  30.52		 61.24   	 -96.64		
-114.75   	 40.89   	 81.18   	 142.42		 65.55(S)	 -20.35		 60.85   	 -81.38		
-113.53   	 42.42   	 81.75   	 -15.26		 65.47   	 -45.78		 60.53   	 -76.30		
-112.00   	 43.95   	 81.69   	-106.82		 65.29   	 -25.43		 60.22   	 -86.47		
-110.47   	 43.33   	 81.26   	 -20.35		 65.19   	 -45.78		 59.88   	 -96.64		
-108.64   	 41.50   	 81.18   	 137.33		 65.00   	 -50.86		 59.49   	 -96.64		
-106.20   	 41.50   	 81.73   	 188.20		 64.80   	 -45.78		 59.10   	 -86.47		
-101.93   	 46.08   	 82.48   	 127.16		 64.62   	 -81.38		 58.76   	-101.73		
-95.52   	 57.07   	 82.99   	 -20.35		 64.29   	-122.07		 58.35   	-142.42		
-86.67   	 74.16   	 82.91   	-188.20		 63.80   	-111.90		 57.78   	-178.03		
-76.60   	 97.66   	 82.16   	-188.20		 63.36   	-122.07		 57.07   	-228.89		
-65.92   	127.87   	 81.40   	 -86.47		 62.87   	-167.85		 56.15   	-264.50		
-54.93   	163.57   	 81.06   	 -20.35		 62.20   	-183.11		 55.10   	-284.84		
-43.64   	200.20   	 80.98   	  15.26		 61.46   	-172.94		 53.96   	-335.71		
-32.35   	231.02   	 81.04   	 -61.04		 60.77   	-147.51		 52.61   	-391.66		
-22.89   	252.69   	 80.79   	-188.20		 60.18   	 -96.64		 51.05   	-422.18		
-16.48   	266.42   	 80.04   	-228.89		 59.80   	 -45.78		 49.36   	-417.09		
-14.34   	276.18   	 79.12   	-233.98		 59.61   	 -40.69		 47.69   	-432.35		
-14.34   	283.51   	 78.19   	-213.63		 59.45   	-198.37		 45.96   	-467.95		
-14.04   	286.87   	 77.33   	-183.11		 58.66   	-442.52		 44.09   	-539.16		
-11.60   	283.20   	 76.60   	-188.20		 56.89   	-427.26		 41.93   	-595.11		
 -7.93   	272.52   	 75.85   	-254.32		 55.18   	-300.10		 39.55   	-605.29		
 -4.88   	256.35   	 74.83   	-279.75		 53.98   	-366.22		 37.13   	-615.46		
 -5.49   	237.43   	 73.71   	-295.01		 52.51   	-539.16		 34.67   	-656.15		
 -9.77   	216.37   	 72.53   	-315.36		 50.36   	-478.13		 32.04   	-691.76		
-15.56   	191.65   	 71.27   	-274.67		 48.44   	-330.62		 29.28   	-681.58		
-20.14   	163.57   	 70.17   	-203.46		 47.12   	-340.79		 26.55   	-635.81		
-22.58   	134.28   	 69.36   	-106.82		 45.76   	-330.62		 24.01   	-584.94		
-24.41   	106.20   	 68.93   	   5.09		 44.44   	-188.20		 21.67   	-554.42		
-28.38   	 82.70   	 68.95   	  25.43		 43.68   	 -81.38		 19.45   	-544.25		
-36.32   	 65.00   	 69.05   	 -55.95		 43.36   	-116.99		 17.27   	-493.39		
-47.30   	 53.41   	 68.83   	-111.90		 42.89   	-152.59		 15.30   	-422.18		
-57.98   	 46.39   	 68.38   	-127.16		 42.28   	 -30.52		 13.61   	-366.22		
-66.22   	 42.11   	 67.87   	-106.82		 42.16   	 101.73		 12.15   	-310.27		
-69.89   	 38.45   	 67.45   	 -50.86		 42.56   	  50.86		 10.91   	-254.32		
-69.89   	 34.18   	 67.24   	 -40.69		 42.77   	 -61.04		  9.89   	-223.80		
-67.75   	 29.60   	 67.08   	 -71.21		 42.52   	 -40.69		  8.99   	-198.37		
-66.22   	 25.33   	 66.80   	-142.42		 42.36   	  30.52		  8.20   	-167.85		
-66.22   	 21.36   	 66.23   	-213.63		 42.48   	  45.78		  7.53   	-162.77		
-67.44   	 17.70   	 65.37   	-193.29		 42.67   	  50.86		  6.88   	-178.03		
-68.66   	 14.95   	 64.60   	 -76.30		 42.87   	  86.47		  6.16   	-198.37		
-68.05   	 12.82   	 64.29   	 -30.52		 43.21   	 147.51		  5.37   	-162.77		
-65.92   	 12.21   	 64.17   	 -71.21		 43.80   	 228.89		  4.72   	 -71.21		
-62.56   	 12.51   	 63.89   	-132.25		 44.72   	 269.58		  4.44   	 -10.17		
-59.81   	 12.21   	 63.36   	-157.68		 45.80   	 183.11		  4.39   	  -5.09		
-58.29   	 10.68   	 62.73   	-127.16		 46.53   	  45.78		  4.37   	  -5.09		
-57.07   	  8.54   	 62.22   	 -30.52		 46.71   	  20.35		  4.35(D)	   5.09		
-54.32   	  7.32   	 62.10   	  35.61		 46.80   	 111.90		  4.37   	  15.26		
-49.13   	  7.63   	 62.24   	  25.43		 47.24   	 172.94		  4.44   	  61.04		
-41.50   	  8.85   	 62.34   	 -25.43		 47.93   	 233.98		  4.68   	 127.16		
-32.96   	 11.29   	 62.24   	 -55.95		 48.87   	 345.88		  5.19   	 162.77		
-25.94   	 13.73   	 62.01   	 -81.38		 50.25   	 345.88		  5.84   	 127.16		
-21.67   	 16.48   	 61.69   	 -66.12		 51.64   	 127.16		  6.35   	  76.30		
-19.84   	 19.23   	 61.42   	 -40.69		 52.15   	-122.07		  6.65   	  61.04		
-19.84   	 21.67   	 61.26   	 -20.35		 51.66   	-106.82		  6.90   	  50.86		
-20.75   	 22.58   	 61.18   	 -10.17		 51.23   	 -35.61		  7.10   	  25.43		
-22.28   	 21.36   	 61.14   	 -45.78		 51.09   	-259.41		  7.20   	  10.17		
-23.50   	 15.87   	 60.96   	 -66.12		 50.05   	-473.04		  7.24   	  10.17		
-20.45   	  4.58   	 60.69   	 -76.30		 48.16   	-345.88		  7.28   	 -10.17		
 -4.27   	 -5.49   	 60.39   	 -55.95		 46.77   	-223.80		  7.24   	 -20.35		
 42.72   	  9.77   	 60.16   	  -5.09		 45.88   	-295.01		  7.16   	   0.00		
132.45   	 84.23   	 60.14   	  20.35		 44.70   	-335.71		  7.16   	  45.78		
255.13   	232.24   	 60.22   	 -10.17		 43.36   	-264.50		  7.34   	  55.95		
363.16   	417.18   	 60.18   	 -66.12		 42.30   	-193.29		  7.57   	  10.17		
383.30   	554.20(R)	 59.92   	-239.06		 41.53   	-289.93		  7.61   	 -61.04		
 28.99   	439.76   	 58.96   	 -71.21		 40.37   	-101.73		  7.37(E)	  -5.09		
-238.65   	245.36   	 58.68   	  15.26		 39.96   	 -25.43		  7.34   	  15.26		
-424.80   	 76.90   	 58.74   	  35.61		 39.86   	   0.00		  7.41   	   5.09		
-464.17   	-18.92   	 58.88   	  -5.09		 39.86   	 -25.43		  7.43   	 -10.17		
-376.89   	-70.19   	 58.86   	 -66.12		 39.76   	  -5.09		  7.39   	 -40.69		
-237.43   	-126.34   	 58.60   	-122.07		 39.74   	  86.47		  7.22   	 -76.30		
-115.97   	-194.40   	 58.11   	-122.07		 40.08   	  91.56		  6.92   	-122.07		
-40.59   	-231.32   	 57.62   	 -25.43		 40.45   	  30.52		  6.43   	-137.33		
  0.00   	-194.70   	 57.52   	  66.12		 40.57   	  61.04		  5.88   	  10.17		
 25.94   	-91.55   	 57.78   	  81.38		 40.81   	 142.42		  5.92   	 223.80		
 45.17   	 20.75   	 58.11   	 -10.17		 41.38   	 137.33		  6.82   	 279.75		
 54.63   	 81.48   	 58.07   	-127.16		 41.93   	 101.73		  7.93   	 167.85		
 53.71   	 76.29   	 57.56   	-167.85		 42.34   	 101.73		  8.61   	  96.64		
 48.52   	 37.84   	 56.89   	-147.51		 42.75   	 106.82		  8.99   	 152.59		
 47.00   	  8.54   	 56.30   	 -86.47		 43.17   	  50.86		  9.60   	 274.67		
 51.27   	  7.63   	 55.95   	 -15.26		 43.38   	 -50.86		 10.70   	 381.48		
 58.90   	 25.94   	 55.89   	  10.17		 43.17   	 -96.64		 12.23   	 437.43		
 65.00   	 43.64   	 55.93   	 -50.86		 42.79   	 -61.04		 13.98   	 447.61		
 68.66   	 49.13   	 55.73   	-116.99		 42.54   	 -40.69		 15.77   	 406.92		
 69.89   	 43.95   	 55.26   	-116.99		 42.38   	 -86.47		 17.40   	 406.92		
 70.50   	 37.54   	 54.79   	 -61.04		 42.03   	-122.07		 19.02   	 462.87		
 72.33   	 36.93   	 54.55   	 -55.95		 41.55   	 -91.56		 20.87   	 574.77		
 75.68   	 42.42   	 54.32   	 -66.12		 41.18   	 -76.30		 23.17   	 671.41		
 80.57   	 49.74   	 54.06   	 -76.30		 40.87   	 -66.12		 25.86   	 691.76		
 84.84   	 54.93   	 53.75   	 -66.12		 40.61   	   0.00		 28.63   	 640.89		
 86.98   	 56.15   	 53.49   	 -35.61		 40.61   	 106.82		 31.19   	 615.46		
 86.98   	 54.32   	 53.35   	 -30.52		 41.04   	 183.11		 33.65   	 645.98		
 86.06   	 51.57   	 53.22   	 -55.95		 41.77   	 208.54		 36.24   	 701.93		
 84.84   	 50.35   	 53.00   	 -96.64		 42.60   	 167.85		 39.04   	 686.67		
 84.53   	 50.96   	 52.61   	-116.99		 43.28   	  71.21		 41.79   	 620.55		
 85.14   	 53.41   	 52.15   	 -81.38		 43.56   	 -45.78		 44.27   	 579.86		
 87.28   	 56.46   	 51.82(D)	   0.00		 43.38   	-152.59		 46.59   	 539.16		
 91.55   	 58.90   	 51.82   	  40.69		 42.77   	-223.80		 48.75   	 483.21		
 97.35   	 60.12   	 51.98   	  25.43		 41.87   	-233.98		 50.68   	 386.57		
103.76   	 59.20   	 52.09   	   0.00		 40.94   	-213.63		 52.23   	 274.67		
109.56   	 57.37   	 52.09   	 -25.43		 40.08   	-213.63		 53.33   	 203.46		
115.05   	 55.85   	 51.98   	 -25.43		 39.23   	-244.15		 54.14   	 167.85		
121.15   	 54.63   	 51.88   	  66.12		 38.25   	-264.50		 54.81   	 101.73		
129.09   	 54.02   	 52.15   	 162.77		 37.19   	-233.98		 55.22   	  25.43		
139.16   	 52.19   	 52.80   	 264.50		 36.26   	-167.85		 55.32   	 -40.69		
150.76   	 47.61   	 53.86   	 417.09		 35.58   	 -81.38		 55.16   	 -91.56		
162.05   	 41.50   	 55.52   	 640.89		 35.26(D)	  20.35		 54.79   	-142.42		
172.42   	 36.93   	 58.09   	 895.22		 35.34   	 152.59		 54.22   	-172.94		
180.05   	 37.23   	 61.67   	1103.76		 35.95   	 264.50		 53.53   	-132.25		
184.63   	 42.72   	 66.08   	1134.28		 37.01   	 345.88		 53.00   	 -96.64		
186.16   	 52.19   	 70.62   	 951.17		 38.39   	 432.35		 52.61   	 -61.04		
184.94   	 61.65   	 74.42   	 696.84		 40.12   	 513.73		 52.37   	 -30.52		
182.19   	 70.19   	 77.21   	 518.82		 42.18   	 564.60		 52.25   	  35.61		
178.53   	 77.21   	 79.29   	 462.87		 44.44   	 579.86		 52.39   	 122.07		
174.26   	 83.62   	 81.14   	 391.66		 46.75   	 600.20		 52.88   	 198.37		
169.37   	 90.33   	 82.71   	 239.06		 49.16   	 625.63		 53.67   	 233.98		
163.27   	 99.79   	 83.66   	  45.78		 51.66   	 625.63		 54.61   	 269.58		
155.33   	113.22   	 83.85   	 -35.61		 54.16   	 620.55		 55.69   	 320.45		
144.65   	131.23   	 83.70   	  35.61		 56.64   	 605.29		 56.97   	 381.48		
130.92   	151.98   	 83.85   	 203.46		 59.06   	 559.51		 58.49   	 386.57		
115.36   	169.98   	 84.66   	 381.48		 61.30   	 508.65		 60.04   	 356.05		
 99.49   	182.19   	 86.18   	 483.21		 63.34   	 462.87		 61.46   	 361.14		
 84.23   	187.68   	 88.12   	 442.52		 65.19   	 412.00		 62.91   	 371.31		
 71.11   	186.77   	 89.89   	 300.10		 66.84   	 356.05		 64.39   	 330.62		
 59.20   	180.66   	 91.09   	 167.85		 68.26   	 315.36		 65.72   	 269.58		
 48.83   	169.37   	 91.76   	 208.54		 69.52   	 279.75		 66.80   	 218.72		
 39.37   	152.28   	 92.59   	 315.36		 70.64   	 218.72		 67.67   	 167.85		
 31.74   	131.23   	 93.86   	 254.32		 71.52   	 188.20		 68.34   	 106.82		
 26.55   	110.47   	 94.87   	  96.64		 72.27   	 172.94		 68.77   	  45.78		
 23.80   	 94.30   	 95.26   	  35.61		 72.96   	 132.25		 68.95(S)	 -20.35		
 22.89   	 84.23   	 95.40   	  45.78		 73.49   	  76.30		 68.87   	 -66.12		
 22.58   	 79.35   	 95.58   	  35.61		 73.79   	  30.52		 68.61   	 -96.64		
 21.67   	 75.38   	 95.73   	  40.69		 73.92(S)	   0.00		 68.22   	-142.42		
 21.06   	 69.58   	 95.89(S)	  -5.09		 73.92   	 -30.52		 67.65   	-203.46		
 20.45   	 62.26   	 95.87   	 -66.12		 73.79   	 -81.38		 66.84   	-233.98		
 20.45   	 55.85   	 95.60   	-101.73		 73.47   	-116.99		 65.90   	-244.15		
 21.06   	 53.71   	 95.20   	-116.99		 73.00   	-142.42		 64.92   	-259.41		
 22.89   	 56.76   	 94.73   	-106.82		 72.43   	-157.68		 63.89   	-300.10		
 26.55   	 65.31   	 94.30   	 -81.38		 71.80   	-167.85		 62.69   	-330.62		
 32.96   	 78.13   	 93.98   	-106.82		 71.13   	-178.03		 61.36   	-340.79		
 41.81   	 96.13   	 93.55   	-178.03		 70.42   	-198.37		 60.00   	-340.79		
 52.19   	121.46   	 92.84   	-233.98		 69.62   	-218.72		 58.64   	-361.14		
 63.17   	155.33   	 91.90   	-223.80		 68.75   	-233.98		 57.19   	-376.40		
 74.46   	195.92   	 91.01   	-178.03		 67.81   	-254.32		 55.69   	-396.74		
 85.45   	236.21   	 90.29   	-111.90		 66.80   	-279.75		 54.10   	-437.43		
 95.52   	269.17   	 89.85   	-122.07		 65.68   	-228.89		 52.35   	-452.69		
103.76   	290.83   	 89.36   	-198.37		 64.76   	 -96.64		 50.54   	-473.04		
110.47   	302.12   	 88.57   	-284.84		 64.37   	  15.26		 48.65   	-544.25		
115.36   	306.09   	 87.43   	-335.71		 64.44   	   0.00		 46.47   	-584.94		
119.63   	305.18   	 86.08   	-289.93		 64.44   	-381.48		 44.13   	-554.42		
123.29   	298.16   	 84.92   	-223.80		 62.91   	-849.44		 41.91   	-549.34		
126.65   	284.12   	 84.03   	-249.24		 59.51   	-793.49		 39.72   	-620.55		
128.48   	264.28   	 83.03   	-254.32		 56.34   	-579.86		 37.23   	-701.93		
128.17   	240.48   	 82.01   	-233.98		 54.02   	-640.89		 34.43   	-696.84		
125.43   	213.93   	 81.08   	-289.93		 51.45   	-661.24		 31.64   	-645.98		
121.77   	184.33   	 79.92   	-340.79		 48.81   	-539.16		 29.05   	-615.46		
118.41   	152.28   	 78.56   	-320.45		 46.65   	-467.95		 26.59   	-605.29		
117.19   	119.63   	 77.27   	-325.53		 44.78   	-427.26		 24.17   	-590.03		
116.27   	 89.72   	 75.97   	-320.45		 43.07   	-340.79		 21.81   	-564.60		
115.05   	 65.61   	 74.69   	-259.41		 41.71   	-249.24		 19.55   	-528.99		
111.39   	 47.91   	 73.65   	-188.20		 40.71   	-147.51		 17.44   	-457.78		
104.68   	 35.71   	 72.90   	-127.16		 40.12   	 -45.78		 15.61   	-406.92		
 95.52   	 27.16   	 72.39   	 -50.86		 39.94   	  15.26		 13.98   	-386.57		
 85.75   	 20.45   	 72.19   	 -30.52		 40.00   	  25.43		 12.43   	-366.22		
 77.82   	 14.95   	 72.06   	 -35.61		 40.10   	 -10.17		 10.97   	-315.36		
 72.94   	 10.38   	 71.92   	 -35.61		 40.06   	  10.17		  9.70   	-259.41		
 70.80   	  6.10   	 71.78   	 -66.12		 40.10   	 116.99		  8.67   	-218.72		
 70.19   	  2.75   	 71.52   	-127.16		 40.57   	 127.16		  7.79   	-198.37		
 69.58   	 -1.22   	 71.01   	-162.77		 41.08   	  55.95		  7.00   	-172.94		
 68.36   	 -5.80   	 70.36   	-167.85		 41.30   	 142.42		  6.31   	-147.51		
 67.75   	 -9.77   	 69.68   	-122.07		 41.87   	 320.45		  5.72   	-106.82		
 68.66   	-11.90   	 69.20   	 -66.12		 43.15   	 391.66		  5.29   	 -50.86		
 70.19   	-12.82   	 68.93   	 -96.64		 44.72   	 335.71		  5.09(D)	   0.00		
 71.11   	-13.73   	 68.55   	-132.25		 46.06   	 264.50		  5.09   	  20.35		
 70.50   	-17.09   	 68.02   	-132.25		 47.12   	 295.01		  5.17   	  40.69		
 69.58   	-23.50   	 67.49   	-127.16		 48.30   	 523.90		  5.33   	  55.95		
 69.27   	-29.91   	 66.98   	 -66.12		 50.40   	 666.32		  5.55   	  66.12		
 70.19   	-33.57   	 66.71   	 -10.17		 53.06   	 457.78		  5.82   	  55.95		
 71.11   	-32.65   	 66.67   	   5.09		 54.89   	  76.30		  6.04   	  71.21		
 71.41   	-27.16   	 66.69   	 -10.17		 55.20   	 -10.17		  6.33   	 127.16		
 70.19   	-21.36   	 66.65   	 -40.69		 55.16   	  86.47		  6.84   	 162.77		
 68.97   	-18.62   	 66.49   	 -55.95		 55.50   	 -61.04		  7.49   	 157.68		
 69.27   	-20.45   	 66.27   	 -35.61		 55.26   	-295.01		  8.12   	 132.25		
 71.41   	-24.41   	 66.12   	 -25.43		 54.08   	-284.84		  8.65   	  91.56		
 74.77   	-27.47   	 66.02   	 -30.52		 52.94   	-239.06		  9.01   	  61.04		
 77.21   	-27.16   	 65.90   	 -30.52		 51.98   	-350.97		  9.26   	  30.52		
 77.21   	-22.89   	 65.78   	 -35.61		 50.58   	-457.78		  9.38   	  15.26		
 72.94   	-18.31   	 65.64   	 -66.12		 48.75   	-422.18		  9.44   	 -10.17		
 65.61   	-18.31   	 65.37   	 -91.56		 47.06   	-356.05		  9.40   	 -81.38		
 59.81   	-28.38   	 65.00   	 -86.47		 45.64   	-356.05		  9.07   	-122.07		
 65.31   	-46.08   	 64.66   	 -45.78		 44.21   	-371.31		  8.59   	 -81.38		
 99.18   	-51.57   	 64.48   	 -15.26		 42.73   	-315.36		  8.26   	 -15.26		
177.31   	 -7.32   	 64.41   	  10.17		 41.46   	-254.32		  8.20   	  -5.09		
297.24   	116.58   	 64.46   	  15.26		 40.45   	-183.11		  8.18   	 -15.26		
420.53   	302.73   	 64.52   	 -50.86		 39.72   	-122.07		  8.12   	 -25.43		
475.46   	475.16(R)	 64.31   	-259.41		 39.23   	-122.07		  8.02(E)	 -76.30		
183.72   	460.82   	 63.28   	-127.16		 38.74   	   5.09		  7.71   	 -25.43		
-96.74   	277.10   	 62.77   	 -40.69		 38.76   	  30.52		  7.61   	 -10.17		
-326.54   	 86.36   	 62.60   	  20.35		 38.88   	  40.69		  7.57   	   0.00		
-416.56   	-38.76   	 62.69   	  10.17		 39.04   	  61.04		  7.57   	  -5.09		
-360.11   	-101.01   	 62.73   	 -35.61		 39.29   	 101.73		  7.55   	 -40.69		
-221.25   	-147.40   	 62.58   	 -96.64		 39.69   	 116.99		  7.39   	 -81.38		
-80.57   	-202.64   	 62.20   	-122.07		 40.16   	 116.99		  7.06   	 -30.52		
 16.78   	-241.09   	 61.71   	 -66.12		 40.63   	 122.07		  6.94   	  76.30		
 70.50   	-220.03   	 61.44   	   5.09		 41.12   	 122.07		  7.24   	 137.33		
100.71   	-132.75   	 61.46   	  15.26		 41.61   	  96.64		  7.79   	 116.99		
121.15   	-22.58   	 61.53   	 -30.52		 41.99   	  86.47		  8.26   	 116.99		
132.75   	 50.35   	 61.40   	-127.16		 42.34   	  96.64		  8.73   	 193.29		
133.97   	 59.51   	 60.89   	-172.94		 42.73   	 106.82		  9.50   	 254.32		
129.70   	 27.47   	 60.20   	-122.07		 43.15   	  71.21		 10.52   	 254.32		
127.26   	 -5.19   	 59.71   	 -61.04		 43.44   	  45.78		 11.54   	 172.94		
129.39   	-13.12   	 59.47   	 -25.43		 43.62   	  40.69		 12.23   	 111.90		
134.58   	  1.53   	 59.37   	 -45.78		 43.78   	  15.26		 12.68   	 193.29		
140.08   	 22.28   	 59.19   	-106.82		 43.85   	 -50.86		 13.45   	 381.48		
144.04   	 34.79   	 58.76   	-157.68		 43.64   	 -91.56		 14.97   	 447.61		
146.48   	 35.40   	 58.13   	-142.42		 43.28   	 -96.64		 16.76   	 391.66		
147.09   	 29.30   	 57.56   	 -76.30		 42.89   	-127.16		 18.33   	 371.31		
146.18   	 22.89   	 57.25   	 -30.52		 42.38   	-157.68		 19.82   	 462.87		
144.35   	 21.36   	 57.13   	 -25.43		 41.75   	-152.59		 21.67   	 584.94		
142.52   	 25.02   	 57.03   	 -35.61		 41.14   	-106.82		 24.01   	 645.98		
141.91   	 32.04   	 56.89   	 -55.95		 40.71   	 -55.95		 26.59   	 645.98		
142.21   	 38.45   	 56.66   	 -50.86		 40.49   	 -15.26		 29.18   	 640.89		
143.43   	 42.42   	 56.46   	 -45.78		 40.43   	  40.69		 31.74   	 676.50		
144.96   	 43.03   	 56.28   	 -40.69		 40.59   	 137.33		 34.45   	 701.93		
146.48   	 40.59   	 56.11   	 -61.04		 41.14   	 223.80		 37.25   	 707.02		
147.40   	 36.62   	 55.87   	-106.82		 42.03   	 244.15		 40.08   	 671.41		
147.71   	 33.57   	 55.44   	-101.73		 43.01   	 157.68		 42.77   	 645.98		
147.71   	 33.26   	 55.04   	 -40.69		 43.64   	 -10.17		 45.35   	 605.29		
147.40   	 36.93   	 54.87   	 -20.35		 43.60   	-137.33		 47.77   	 544.25		
148.32   	 43.64   	 54.79   	   0.00		 43.05   	-172.94		 49.95   	 437.43		
151.37   	 49.44   	 54.79   	  20.35		 42.36   	-208.54		 51.70   	 315.36		
157.47   	 50.35   	 54.87   	  -5.09		 41.53   	-223.80		 52.96   	 259.41		
166.32   	 44.56   	 54.85   	 -15.26		 40.63   	-172.94		 54.00   	 228.89		
176.70   	 34.79   	 54.79   	 -15.26		 39.94   	-162.77		 54.91   	 157.68		
186.46   	 25.33   	 54.73   	  -5.09		 39.29   	-208.54		 55.54   	  55.95		
195.01   	 20.75   	 54.71(D)	  91.56		 38.45   	-223.80		 55.77   	 -20.35		
202.64   	 21.97   	 55.08   	 264.50		 37.56   	-162.77		 55.69   	 -66.12		
210.57   	 26.25   	 56.13   	 457.78		 36.91   	 -55.95		 55.42   	 -81.38		
219.12   	 30.52   	 57.97   	 676.50		 36.68(D)	  30.52		 55.10   	-116.99		
227.05   	 32.96   	 60.67   	 874.87		 36.81   	 122.07		 54.63   	-147.51		
232.85   	 33.26   	 64.17   	 976.60		 37.29   	 228.89		 54.04   	-132.25		
235.29   	 34.48   	 68.08   	 956.25		 38.21   	 340.79		 53.51   	 -96.64		
234.68   	 38.15   	 71.90   	 818.92		 39.57   	 422.18		 53.12   	 -81.38		
231.63   	 43.64   	 75.18   	 651.07		 41.26   	 488.30		 52.80   	 -25.43		
227.97   	 50.96   	 77.78   	 569.68		 43.21   	 554.42		 52.70   	  55.95		
223.39   	 60.12   	 80.06   	 528.99		 45.43   	 584.94		 52.92   	 111.90		
216.98   	 71.41   	 82.18   	 427.26		 47.77   	 600.20		 53.37   	 183.11		
208.74   	 85.14   	 83.89   	 239.06		 50.17   	 625.63		 54.10   	 249.24		
198.67   	100.71   	 84.84   	  10.17		 52.68   	 640.89		 55.10   	 274.67		
186.77   	115.66   	 84.88   	 -81.38		 55.24   	 605.29		 56.20   	 310.27		
173.03   	130.31   	 84.56   	  20.35		 57.66   	 574.77		 57.44   	 345.88		
156.56   	144.35   	 84.64   	 203.46		 59.96   	 574.77		 58.82   	 381.48		
138.24   	156.25   	 85.45   	 417.09		 62.26   	 554.42		 60.35   	 376.40		
119.02   	162.96   	 87.12   	 595.11		 64.48   	 473.04		 61.85   	 340.79		
101.32   	162.35   	 89.50   	 574.77		 66.37   	 396.74		 63.21   	 330.62		
 85.45   	154.11   	 91.80   	 340.79		 67.95   	 361.14		 64.54   	 315.36		
 72.63   	140.38   	 93.16   	 111.90		 69.40   	 320.45		 65.80   	 264.50		
 61.95   	124.82   	 93.61   	  71.21		 70.68   	 254.32		 66.86   	 172.94		
 54.02   	108.95   	 93.90   	 142.42		 71.70   	 218.72		 67.55   	 127.16		
 49.13   	 93.38   	 94.47   	 172.94		 72.57   	 172.94		 68.06   	  96.64		
 46.08   	 79.35   	 95.16   	  96.64		 73.27   	  91.56		 68.44   	  25.43		
 43.64   	 69.58   	 95.54   	  20.35		 73.63   	  40.69		 68.55(S)	 -66.12		
 40.89   	 65.00   	 95.63   	  61.04		 73.79   	  15.26		 68.28   	-122.07		
 37.84   	 63.17   	 95.87   	  96.64		 73.86(S)	 -30.52		 67.79   	-152.59		
 35.71   	 59.81   	 96.26   	  30.52		 73.73   	 -76.30		 67.18   	-193.29		
 35.71   	 53.10   	 96.38(S)	 -30.52		 73.43   	-101.73		 66.41   	-264.50		
 37.23   	 44.86   	 96.26   	 -71.21		 73.02   	-127.16		 65.35   	-320.45		
 39.67   	 37.84   	 95.97   	-122.07		 72.51   	-172.94		 64.07   	-320.45		
 42.42   	 36.01   	 95.48   	-127.16		 71.82   	-198.37		 62.79   	-330.62		
 46.08   	 42.72   	 94.97   	-122.07		 71.03   	-208.54		 61.46   	-356.05		
 52.19   	 61.65   	 94.49   	-127.16		 70.19   	-223.80		 60.04   	-381.48		
 61.04   	 92.77   	 93.98   	-122.07		 69.30   	-249.24		 58.51   	-391.66		
 72.94   	133.06   	 93.49   	-162.77		 68.30   	-249.24		 56.95   	-401.83		
 86.36   	175.78   	 92.84   	-223.80		 67.30   	-264.50		 55.34   	-422.18		
 99.49   	213.01   	 91.94   	-228.89		 66.25   	-274.67		 53.65   	-483.21		
110.47   	240.48   	 91.03   	-183.11		 65.15   	-228.89		 51.72   	-508.65		
119.02   	258.48   	 90.29   	-137.33		 64.23   	-132.25		 49.68   	-462.87		
124.21   	269.17   	 89.75   	-152.59		 63.70   	-116.99		 47.83   	-473.04		
126.65   	273.44   	 89.13   	-208.54		 63.23   	-320.45		 45.94   	-564.60		
128.17   	272.52   	 88.30   	-254.32		 61.95   	-564.60		 43.68   	-656.15		
129.70   	267.94   	 87.28   	-310.27		 59.69   	-559.51		 41.06   	-676.50		
131.53   	259.70   	 86.04   	-315.36		 57.46   	-371.31		 38.35   	-625.63		
131.53   	245.06   	 84.78   	-284.84		 55.97   	-417.09		 35.85   	-579.86		
128.78   	222.17   	 83.64   	-264.50		 54.30   	-615.46		 33.53   	-605.29		
123.60   	189.21   	 82.58   	-264.50		 51.84   	-534.08		 31.11   	-656.15		
116.88   	149.23   	 81.53   	-305.19		 49.70   	-325.53		 28.48   	-625.63		
