SAMPLE NUMBER:   7
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  RV     	  RV'		
 86.36   	-37.54   	 54.28   	 -86.47		 58.17   	-228.89		
 90.33   	-28.69   	 53.94   	 -91.56		 57.25   	-391.66		
 98.27   	-21.97   	 53.57   	 -81.38		 55.69   	-350.97		
108.64   	-16.17   	 53.24   	 -91.56		 54.28   	 -10.17		
126.65   	  1.53   	 52.88   	 -20.35		 54.24   	 391.66		
133.36   	 12.21   	 52.80   	 -10.17		 55.81   	 544.25		
140.38   	 22.58   	 52.76   	  20.35		 57.99   	 579.86		
149.54   	 32.96   	 52.84   	 127.16		 60.30   	 498.47		
160.83   	 44.56   	 53.35   	 371.31		 62.30   	 345.88		
173.34   	 57.68   	 54.83   	 788.40		 63.68   	 188.20		
185.85   	 71.11   	 57.99   	1302.13		 64.44   	  66.12		
197.45   	 85.14   	 63.19   	1642.92		 64.70   	   5.09		
209.35   	100.10   	 69.77   	1510.68		 64.72   	   5.09		
221.56   	117.19   	 75.81   	 951.17		 64.74   	  81.38		
234.07   	135.80   	 79.61   	 320.45		 65.07   	 152.59		
244.75   	152.89   	 80.89   	 -40.69		 65.68   	 193.29		
250.85   	165.10   	 80.73   	 -40.69		 66.45   	 239.06		
252.08   	171.81   	 80.57   	 213.63		 67.41   	 244.15		
249.33   	176.09   	 81.42   	 478.13		 68.38   	 244.15		
244.14   	179.75   	 83.34   	 625.63		 69.36   	 233.98		
238.04   	183.72   	 85.84   	 610.37		 70.29   	 203.46		
231.32   	187.07   	 88.28   	 483.21		 71.11   	 178.03		
224.00   	188.60   	 90.21   	 310.27		 71.82   	 127.16		
216.06   	187.38   	 91.45   	 188.20		 72.33   	  91.56		
208.74   	184.33   	 92.21   	 142.42		 72.70   	  55.95		
202.64   	180.05   	 92.78   	 193.29		 72.92   	  45.78		
196.84   	174.56   	 93.55   	 295.01		 73.10   	  50.86		
190.43   	168.76   	 94.73   	 350.97		 73.31   	  50.86		
181.58   	162.96   	 96.13   	 676.50		 73.51   	  66.12		
151.67   	149.54   	 98.84   	 315.36		 73.77(S)	  -5.09		
129.70   	136.72   	100.10   	 198.37		 73.75   	 -55.95		
104.06   	116.88   	100.89(S)	   0.00		 73.53   	 -96.64		
 77.21   	 90.64   	100.89   	-157.68		 73.14   	-116.99		
 52.49   	 61.65   	100.26   	-244.15		 72.68   	-116.99		
 32.65   	 33.26   	 99.29   	-249.24		 72.21   	 -81.38		
 18.01   	  7.63   	 98.29   	-208.54		 71.88   	 -45.78		
  7.02   	-15.56   	 97.46   	-193.29		 71.70   	 -35.61		
 -2.75   	-36.93   	 96.68   	-193.29		 71.56   	 -40.69		
-11.29   	-56.76   	 95.91   	-233.98		 71.39   	 -55.95		
-18.62   	-74.16   	 94.97   	-274.67		 71.17   	 -91.56		
-23.19   	-87.89   	 93.88   	-249.24		 70.80   	-122.07		
-25.94   	-96.44   	 92.88   	-198.37		 70.32   	-162.77		
-27.16   	-100.10   	 92.09   	-162.77		 69.66   	-188.20		
-28.38   	-101.32   	 91.43   	-132.25		 68.91   	-239.06		
-30.21   	-101.01   	 90.91   	-142.42		 67.95   	-320.45		
-32.35   	-101.01   	 90.34   	-178.03		 66.67   	-427.26		
-33.26   	-101.01   	 89.62   	-198.37		 64.96   	-590.03		
-32.96   	-100.71   	 88.83   	-193.29		 62.60   	-768.05		
-30.82   	-98.88   	 88.06   	-172.94		 59.53   	-1012.20		
-28.69   	-96.13   	 87.36   	-157.68		 55.48   	-1230.92		
-27.77   	-93.99   	 86.73   	-152.59		 50.56   	-1164.80		
-28.38   	-93.38   	 86.12   	-172.94		 45.90   	-1368.26		
-29.30   	-94.30   	 85.43   	-172.94		 40.43   	-1820.95		
-28.69   	-94.60   	 84.74   	-376.40		 33.14   	-3056.96		
-20.45   	-90.33   	 83.23   	-193.29		 20.92   	-1042.72		
-16.17   	-87.28   	 82.46   	-193.29		 16.74   	-717.19		
-14.04   	-85.75   	 81.69   	-218.72		 13.88   	-376.40		
-14.04   	-85.45   	 80.81   	-239.06		 12.37   	-152.59		
-14.04   	-84.23   	 79.86   	-259.41		 11.76   	 -86.47		
-12.51   	-79.35   	 78.82   	-289.93		 11.41   	 -91.56		
 -8.24   	-69.89   	 77.66   	-325.53		 11.05   	-167.85		
 -0.31   	-55.85   	 76.36   	-350.97		 10.38   	-274.67		
 10.07   	-38.76   	 74.95   	-335.71		  9.28   	-361.14		
 22.58   	-19.53   	 73.61   	-289.93		  7.83   	-422.18		
 35.10   	  1.83   	 72.45   	-213.63		  6.14   	-432.35		
 46.08   	 24.11   	 71.60   	-111.90		  4.42   	-391.66		
 54.63   	 45.47   	 71.15   	 -50.86		  2.85   	-284.84		
 61.04   	 64.39   	 70.95   	 -45.78		  1.71   	-116.99		
 66.83   	 79.35   	 70.76   	-106.82		  1.24(D)	 111.90		
 72.63   	 90.33   	 70.34   	-188.20		  1.69   	 295.01		
 78.74   	 95.21   	 69.58   	-213.63		  2.87   	 284.84		
 83.62   	 92.77   	 68.73   	-193.29		  4.01   	 152.59		
 86.06   	 82.09   	 67.95   	-142.42		  4.62   	   5.09		
 85.75   	 63.17   	 67.39   	-106.82		  4.64   	-101.73		
 82.40   	 36.93   	 66.96   	-106.82		  4.23   	-152.59		
 75.99   	  4.88   	 66.53   	-122.07		  3.62   	-127.16		
 64.70   	-29.60   	 66.04   	-132.25		  3.11   	 -50.86		
 45.47   	-62.56   	 65.51   	-106.82		  2.91   	  25.43		
 18.62   	-90.03   	 65.09   	 -86.47		  3.01   	  91.56		
-11.90   	-109.56   	 64.74   	 -86.47		  3.38   	 157.68		
-38.45   	-122.07   	 64.39   	-101.73		  4.01   	 183.11		
-53.10   	-128.78   	 63.99   	-111.90		  4.74   	 178.03		
-54.32   	-130.92   	 63.54   	 -96.64		  5.45   	 132.25		
-47.61   	-129.39   	 63.15   	 -71.21		  5.98   	  71.21		
-41.50   	-126.65   	 62.87   	 -66.12		  6.27   	  20.35		
-42.11   	-126.34   	 62.60   	 -55.95		  6.35   	 -20.35		
-48.52   	-130.31   	 62.38   	 -61.04		  6.27   	  10.17		
-52.80   	-134.28   	 62.14   	 -81.38		  6.31   	  66.12		
-38.76   	-124.82   	 61.81   	 -96.64		  6.57   	 106.82		
 14.65   	-80.26   	 61.42   	 -91.56		  7.00   	 111.90		
115.36   	 19.23   	 61.06   	 -81.38		  7.45   	 111.90		
224.00   	178.22   	 60.73   	 -61.04		  7.89   	 111.90		
246.89   	368.35   	 60.49   	 -45.78		  8.34   	  91.56		
 89.72   	538.33   	 60.30   	-142.42		  8.71   	  50.86		
-696.11   	593.26   	 59.74   	 -76.30		  8.91   	 -40.69		
-1011.96   	401.61   	 59.43   	 -71.21		  8.75   	 -91.56		
-1065.67   	 78.13   	 59.15   	 -71.21		  8.38   	-116.99		
-862.43   	-295.72   	 58.86   	 -71.21		  7.91   	 -96.64		
-541.38   	-592.96   	 58.58   	 -71.21		  7.53   	 -25.43		
-265.50   	-697.33(R)	 58.29   	 -61.04		  7.43(E)	 101.73		
-111.69   	-578.92   	 58.05   	 -61.04		  7.83   	 244.15		
-55.24   	-326.54   	 57.80   	 -61.04		  8.81   	 310.27		
-33.57   	-94.30   	 57.56   	 -55.95		 10.05   	 325.53		
-10.99   	  6.41   	 57.33   	 -61.04		 11.35   	 289.93		
 11.60   	-25.33   	 57.09   	 -61.04		 12.51   	 335.71		
 23.19   	-106.20   	 56.85   	 -55.95		 13.86   	 620.55		
 24.41   	-151.37   	 56.62   	 -61.04		 16.34   	 895.22		
 25.63   	-135.50   	 56.38   	 -61.04		 19.92   	1261.44		
 32.04   	-90.94   	 56.13   	 -66.12		 24.96   	1678.53		
 40.28   	-59.20   	 55.87   	 -66.12		 31.68   	1709.05		
 46.08   	-54.32   	 55.61   	 -71.21		 38.51   	1622.58		
 49.13   	-62.26   	 55.32   	 -66.12		 45.00   	1449.64		
 51.57   	-65.92   	 55.06   	 -71.21		 50.80   	1002.03		
 53.10   	-60.42   	 54.77   	 -76.30		 54.81   	 478.13		
 54.32   	-49.13   	 54.47   	 -76.30		 56.72   	  55.95		
 56.76   	-37.84   	 54.16   	 -86.47		 56.95   	-259.41		
 61.95   	-28.99   	 53.81   	 -86.47		 55.91   	-391.66		
 69.27   	-22.58   	 53.47   	 -81.38		 54.34   	-356.05		
 76.90   	-18.01   	 53.14   	 -96.64		 52.92   	 -91.56		
 89.11   	 -7.02   	 52.76   	 -20.35		 52.55   	 340.79		
 95.52   	  2.44   	 52.68   	 -15.26		 53.92   	 513.73		
103.15   	 15.26   	 52.61(D)	   0.00		 55.97   	 559.51		
112.61   	 30.52   	 52.61   	  86.47		 58.21   	 503.56		
123.29   	 46.39   	 52.96   	 279.75		 60.22   	 361.14		
134.89   	 61.04   	 54.08   	 635.81		 61.67   	 198.37		
146.79   	 73.55   	 56.62   	1113.93		 62.46   	  50.86		
159.30   	 85.75   	 61.08   	1510.68		 62.67   	 -35.61		
170.90   	 99.49   	 67.12   	1495.42		 62.52   	 -35.61		
181.58   	115.66   	 73.10   	1047.81		 62.38   	  35.61		
190.73   	133.06   	 77.29   	 437.43		 62.52   	 142.42		
197.14   	149.23   	 79.04   	  20.35		 63.09   	 239.06		
200.50   	162.96   	 79.12   	 -30.52		 64.05   	 289.93		
200.81   	174.26   	 79.00   	 172.94		 65.21   	 310.27		
198.36   	183.11   	 79.69   	 437.43		 66.45   	 289.93		
194.40   	190.73   	 81.44   	 605.29		 67.61   	 233.98		
188.29   	195.92   	 83.87   	 620.55		 68.55   	 178.03		
180.36   	198.67   	 86.35   	 493.39		 69.26   	 122.07		
170.29   	198.06   	 88.32   	 315.36		 69.75   	  86.47		
159.30   	194.70   	 89.58   	 162.77		 70.09   	  61.04		
149.54   	188.60   	 90.23   	  96.64		 70.34   	  40.69		
142.52   	181.88   	 90.62   	 111.90		 70.50   	  40.69		
138.24   	176.09   	 91.07   	 208.54		 70.66   	  40.69		
133.36   	171.51   	 91.90   	 310.27		 70.82   	  35.61		
123.60   	168.15   	 93.14   	 661.24		 70.97   	  35.61		
 86.36   	154.72   	 95.79   	 274.67		 71.11(S)	 -10.17		
 62.26   	140.69   	 96.89   	 228.89		 71.07   	 -20.35		
 39.37   	121.46   	 97.80   	 111.90		 70.99   	 -40.69		
 18.31   	 97.66   	 98.25(S)	 -40.69		 70.82   	 -66.12		
  0.00   	 71.11   	 98.09   	-167.85		 70.56   	 -96.64		
-16.17   	 42.42   	 97.42   	-259.41		 70.17   	 -96.64		
-29.91   	 12.51   	 96.38   	-289.93		 69.79   	 -81.38		
-41.50   	-16.78   	 95.22   	-254.32		 69.46   	 -76.30		
-51.27   	-42.72   	 94.20   	-203.46		 69.16   	 -71.21		
-59.20   	-63.17   	 93.39   	-157.68		 68.87   	 -71.21		
-65.31   	-76.29   	 92.76   	-122.07		 68.59   	 -86.47		
-69.27   	-83.01   	 92.27   	-172.94		 68.24   	-101.73		
-71.11   	-85.14   	 91.58   	-239.06		 67.83   	-132.25		
-71.41   	-86.67   	 90.62   	-233.98		 67.30   	-162.77		
-71.72   	-90.03   	 89.68   	-218.72		 66.65   	-198.37		
-73.24   	-96.44   	 88.81   	-208.54		 65.86   	-264.50		
-75.99   	-103.76   	 87.98   	-162.77		 64.80   	-376.40		
-79.35   	-109.56   	 87.32   	-127.16		 63.30   	-508.65		
-81.79   	-111.69   	 86.82   	-127.16		 61.26   	-712.10		
-82.70   	-110.78   	 86.31   	-147.51		 58.41   	-1037.64		
-82.40   	-108.34   	 85.72   	-172.94		 54.26   	-1108.85		
-81.18   	-105.59   	 85.03   	-178.03		 49.83   	-930.82		
-79.65   	-102.84   	 84.31   	-172.94		 46.10   	-935.91		
-78.13   	-99.79   	 83.62   	-167.85		 42.36   	-1236.01		
-76.90   	-96.44   	 82.95   	-340.79		 37.42   	-3189.20		
-73.24   	-90.33   	 81.59   	-183.11		 24.66   	-1195.32		
-70.50   	-86.98   	 80.85   	-203.46		 19.88   	-966.43		
-68.05   	-83.31   	 80.04   	-228.89		 16.01   	-707.02		
-65.61   	-79.96   	 79.12   	-244.15		 13.18   	-432.35		
-64.39   	-78.43   	 78.15   	-269.58		 11.45   	-269.58		
-63.48   	-77.51   	 77.07   	-295.01		 10.38   	-218.72		
-60.73   	-73.85   	 75.89   	-310.27		  9.50   	-198.37		
-53.71   	-63.17   	 74.65   	-320.45		  8.71   	-208.54		
-41.50   	-43.33   	 73.37   	-310.27		  7.87   	-254.32		
-25.33   	-16.78   	 72.13   	-249.24		  6.86   	-330.62		
 -9.16   	 11.29   	 71.13   	-157.68		  5.53   	-361.14		
  3.05   	 36.01   	 70.50   	 -66.12		  4.09   	-284.84		
  9.46   	 55.24   	 70.23   	 -25.43		  2.95   	-122.07		
 12.21   	 71.41   	 70.13   	 -50.86		  2.46   	 -50.86		
 14.65   	 86.98   	 69.93   	-122.07		  2.26   	 -91.56		
 18.92   	102.23   	 69.44   	-183.11		  1.89   	-116.99		
 23.80   	113.53   	 68.71   	-193.29		  1.42   	-116.99		
 26.55   	115.66   	 67.93   	-172.94		  0.96   	 -96.64		
 26.25   	104.98   	 67.24   	-137.33		  0.57   	 -71.21		
 23.50   	 83.31   	 66.69   	-106.82		  0.28   	 -30.52		
 20.45   	 54.32   	 66.27   	 -96.64		  0.16(D)	  40.69		
 16.78   	 22.58   	 65.88   	-101.73		  0.33   	 106.82		
  9.16   	 -8.54   	 65.47   	-101.73		  0.75   	 152.59		
 -7.02   	-37.54   	 65.07   	-101.73		  1.36   	 183.11		
-32.04   	-62.56   	 64.66   	-101.73		  2.10   	 198.37		
-60.73   	-82.09   	 64.25   	-101.73		  2.89   	 172.94		
-84.84   	-94.30   	 63.85   	 -91.56		  3.58   	 137.33		
-96.74   	-99.79   	 63.48   	 -76.30		  4.13   	  86.47		
-96.74   	-101.01   	 63.17   	 -71.21		  4.48   	  35.61		
-91.25   	-101.01   	 62.89   	 -71.21		  4.62   	   5.09		
-88.50   	-102.84   	 62.60   	 -61.04		  4.64   	 -15.26		
-92.16   	-107.42   	 62.36   	 -66.12		  4.58   	  15.26		
-99.49   	-112.61   	 62.10   	 -66.12		  4.64   	  71.21		
-100.71   	-111.69   	 61.83   	 -61.04		  4.92   	 157.68		
-79.96   	-92.47   	 61.59   	 -66.12		  5.55   	 213.63		
-18.62   	-36.93   	 61.32   	 -66.12		  6.41   	 239.06		
 86.98   	 71.11   	 61.06   	 -71.21		  7.37   	 254.32		
193.18   	232.85   	 60.77   	 -66.12		  8.38   	 239.06		
206.91   	418.70   	 60.51   	 -66.12		  9.34   	 157.68		
 39.98   	578.61   	 60.24   	-122.07		  9.97   	  45.78		
-734.86   	629.27   	 59.76   	 -66.12		 10.15   	 -96.64		
-1031.49   	450.74   	 59.49   	 -66.12		  9.77   	-157.68		
-1070.25   	139.16   	 59.23   	 -61.04		  9.14   	-203.46		
-866.09   	-237.43   	 58.98   	 -66.12		  8.32   	-157.68		
-558.78   	-557.25   	 58.72   	 -61.04		  7.69   	 -25.43		
-301.51   	-691.53(R)	 58.47   	 -55.95		  7.59(E)	 162.77		
-159.91   	-590.82   	 58.25   	 -50.86		  8.24   	 315.36		
-104.06   	-333.86   	 58.05   	 -50.86		  9.50   	 371.31		
-75.99   	-81.18   	 57.84   	 -45.78		 10.99   	 391.66		
-46.69   	 39.98   	 57.66   	 -55.95		 12.55   	 386.57		
-22.28   	 17.09   	 57.44   	 -61.04		 14.10   	 427.26		
-12.51   	-66.53   	 57.19   	 -55.95		 15.81   	 681.58		
-12.82   	-116.88   	 56.97   	 -61.04		 18.54   	 976.60		
-11.29   	-100.71   	 56.72   	 -55.95		 22.44   	1429.29		
 -3.05   	-50.35   	 56.50   	 -61.04		 28.16   	1765.00		
  6.71   	-12.51   	 56.26   	 -55.95		 35.22   	1765.00		
 12.51   	 -5.49   	 56.03   	 -55.95		 42.28   	1622.58		
 14.65   	-16.17   	 55.81   	 -61.04		 48.77   	1327.56		
 17.09   	-24.41   	 55.56   	 -55.95		 54.08   	 839.26		
 20.45   	-20.75   	 55.34   	 -66.12		 57.44   	 330.62		
 24.41   	 -8.24   	 55.08   	 -76.30		 58.76   	 -71.21		
 29.30   	  6.71   	 54.77   	 -86.47		 58.47   	-315.36		
 34.79   	 19.23   	 54.43   	 -86.47		 57.21   	-366.22		
 41.20   	 27.47   	 54.08   	 -66.12		 55.75   	-239.06		
 47.91   	 32.96   	 53.81   	 -81.38		 54.79   	 233.98		
 60.73   	 45.47   	 53.49   	 -35.61		 55.73   	 432.35		
 68.05   	 55.24   	 53.35   	 -25.43		 57.46   	 534.08		
 76.90   	 68.05   	 53.24   	  -5.09		 59.59   	 539.16		
 88.20   	 82.40   	 53.22(D)	  96.64		 61.75   	 442.52		
101.32   	 97.66   	 53.61   	 289.93		 63.52   	 305.19		
115.05   	112.00   	 54.77   	 635.81		 64.74   	 152.59		
126.95   	124.21   	 57.31   	1108.85		 65.35   	  61.04		
137.63   	135.80   	 61.75   	1480.16		 65.59   	  20.35		
147.71   	148.32   	 67.67   	1469.98		 65.68   	  40.69		
158.39   	163.27   	 73.55   	1052.90		 65.84   	 106.82		
169.07   	179.75   	 77.76   	 483.21		 66.27   	 193.29		
178.22   	196.23   	 79.69   	  91.56		 67.04   	 264.50		
184.33   	210.57   	 80.06   	  25.43		 68.10   	 300.10		
186.46   	221.56   	 80.16   	 193.29		 69.30   	 295.01		
185.24   	229.80   	 80.94   	 422.18		 70.48   	 264.50		
181.27   	235.90   	 82.62   	 569.68		 71.54   	 218.72		
176.09   	240.17   	 84.90   	 590.03		 72.41   	 188.20		
169.68   	242.61   	 87.26   	 498.47		 73.16   	 152.59		
162.96   	243.53   	 89.26   	 350.97		 73.77   	 132.25		
156.25   	242.31   	 90.66   	 198.37		 74.30   	 162.77		
150.45   	239.56   	 91.45   	 137.33		 74.95   	 157.68		
145.57   	235.60   	 92.00   	 157.68		 75.58   	 111.90		
139.77   	230.71   	 92.63   	 249.24		 76.03   	  81.38		
130.92   	224.61   	 93.63   	 325.53		 76.36   	  40.69		
117.80   	216.67   	 94.93   	 656.15		 76.52(S)	 -25.43		
 78.74   	193.79   	 97.56   	 310.27		 76.42   	 -25.43		
 56.46   	178.22   	 98.80   	 244.15		 76.32   	 -25.43		
 33.87   	158.69   	 99.78   	  91.56		 76.22   	 -30.52		
 11.60   	136.11   	100.14(S)	 -81.38		 76.09   	 -45.78		
 -9.16   	110.47   	 99.82   	-218.72		 75.91   	 -40.69		
-27.47   	 83.31   	 98.94   	-264.50		 75.75   	 -40.69		
-42.72   	 57.07   	 97.88   	-233.98		 75.58   	 -55.95		
-54.63   	 32.96   	 96.95   	-244.15		 75.36   	 -71.21		
-63.17   	 12.21   	 95.97   	-239.06		 75.08   	 -66.12		
-68.97   	 -3.66   	 95.01   	-198.37		 74.81   	 -50.86		
-72.02   	-15.56   	 94.22   	-193.29		 74.61   	 -66.12		
-73.24   	-24.11   	 93.45   	-178.03		 74.34   	 -81.38		
-74.16   	-29.91   	 92.74   	-167.85		 74.02   	 -86.47		
-75.68   	-34.48   	 92.06   	-188.20		 73.67   	-111.90		
-78.13   	-37.54   	 91.31   	-213.63		 73.22   	-162.77		
-81.18   	-39.67   	 90.46   	-218.72		 72.57   	-213.63		
-83.31   	-41.20   	 89.58   	-188.20		 71.72   	-295.01		
-84.23   	-42.42   	 88.83   	-142.42		 70.54   	-396.74		
-84.84   	-43.03   	 88.26   	-122.07		 68.95   	-544.25		
-84.53   	-43.33   	 87.77   	-137.33		 66.77   	-818.92		
-84.23   	-42.11   	 87.22   	-162.77		 63.50   	-971.51		
-83.92   	-39.98   	 86.57   	-178.03		 59.61   	-768.05		
-82.70   	-37.54   	 85.86   	-188.20		 56.54   	-727.36		
-80.57   	-35.71   	 85.11   	-178.03		 53.63   	-696.84		
-77.51   	-34.79   	 84.39   	-356.05		 50.84   	-2660.21		
-68.97   	-31.74   	 82.97   	-178.03		 40.20   	-1637.84		
-65.00   	-28.38   	 82.26   	-203.46		 33.65   	-1439.47		
-61.95   	-25.02   	 81.44   	-228.89		 27.89   	-1246.18		
-60.12   	-22.89   	 80.53   	-254.32		 22.91   	-986.77		
-58.29   	-21.36   	 79.51   	-269.58		 18.96   	-656.15		
-55.54   	-18.01   	 78.43   	-300.10		 16.34   	-406.92		
-49.74   	 -8.85   	 77.23   	-320.45		 14.71   	-259.41		
-39.37   	  7.93   	 75.95   	-325.53		 13.67   	-183.11		
-25.63   	 31.74   	 74.65   	-310.27		 12.94   	-172.94		
 -9.46   	 58.29   	 73.41   	-269.58		 12.25   	-233.98		
  6.10   	 83.62   	 72.33   	-188.20		 11.31   	-310.27		
 18.31   	105.29   	 71.58   	-101.73		 10.07   	-381.48		
 26.55   	123.60   	 71.17   	 -40.69		  8.55   	-417.09		
 31.74   	139.77   	 71.01   	 -40.69		  6.88   	-427.26		
 35.10   	155.33   	 70.84   	-101.73		  5.17   	-361.14		
 39.06   	167.85   	 70.44   	-157.68		  3.72   	-223.80		
 43.33   	173.03   	 69.81   	-183.11		  2.83   	 -45.78		
 47.00   	167.54   	 69.07   	-178.03		  2.64(D)	  81.38		
 48.22   	150.45   	 68.36   	-157.68		  2.97   	 172.94		
 46.39   	124.21   	 67.73   	-132.25		  3.66   	 172.94		
 42.11   	 93.38   	 67.20   	-111.90		  4.35   	  91.56		
 35.40   	 61.95   	 66.75   	 -96.64		  4.72   	 -10.17		
 24.11   	 32.04   	 66.37   	-101.73		  4.68   	 -76.30		
  5.49   	  4.58   	 65.96   	-101.73		  4.37   	-116.99		
-21.06   	-19.23   	 65.55   	-101.73		  3.91   	-101.73		
-50.05   	-38.15   	 65.15   	 -91.56		  3.50   	 -45.78		
-72.94   	-50.66   	 64.78   	 -86.47		  3.32   	  40.69		
-82.70   	-56.15   	 64.44   	 -81.38		  3.48   	 127.16		
-79.65   	-57.07   	 64.11   	 -76.30		  3.99   	 188.20		
-72.02   	-56.15   	 63.80   	 -71.21		  4.74   	 198.37		
-68.05   	-56.15   	 63.52   	 -66.12		  5.53   	 172.94		
-71.72   	-58.29   	 63.26   	 -66.12		  6.23   	 142.42		
-79.35   	-60.42   	 62.99   	 -76.30		  6.80   	 106.82		
-78.43   	-56.15   	 62.69   	 -71.21		  7.22   	  66.12		
-50.05   	-31.13   	 62.40   	 -76.30		  7.49   	  30.52		
 24.72   	 33.26   	 62.10   	 -81.38		  7.61   	  20.35		
135.80   	154.42   	 61.77   	 -71.21		  7.69   	  30.52		
217.90   	328.06   	 61.49   	 -66.12		  7.81   	  50.86		
169.37   	517.58   	 61.22   	-132.25		  8.02   	 152.59		
-479.13   	705.87(R)	 60.69   	 -66.12		  8.63(E)	  50.86		
-877.08   	594.79   	 60.43   	 -71.21		  8.83   	  30.52		
-1081.24   	325.62   	 60.14   	 -61.04		  8.95   	   5.09		
-1006.77   	-43.95   	 59.90   	 -66.12		  8.97   	 -20.35		
-726.01   	-397.64   	 59.63   	 -66.12		  8.89   	 -15.26		
-404.36   	-602.72   	 59.37   	 -76.30		  8.83   	  45.78		
-176.39   	-582.58   	 59.06   	 -66.12		  9.01   	 132.25		
-72.94   	-373.54   	 58.80   	 -66.12		  9.54   	 198.37		
-43.03   	-112.00   	 58.53   	 -61.04		 10.34   	 228.89		
-28.99   	 57.37   	 58.29   	 -55.95		 11.25   	 223.80		
-10.38   	 79.04   	 58.07   	 -45.78		 12.15   	 198.37		
  5.80   	  5.19   	 57.88   	 -50.86		 12.94   	 279.75		
 11.60   	-68.36   	 57.68   	 -55.95		 14.06   	 620.55		
 12.21   	-82.40   	 57.46   	 -66.12		 16.54   	1088.50		
 15.56   	-43.95   	 57.19   	 -66.12		 20.90   	1612.40		
 23.80   	  3.05   	 56.93   	 -61.04		 27.34   	1831.12		
 33.26   	 25.94   	 56.68   	 -61.04		 34.67   	1775.17		
 40.28   	 24.72   	 56.44   	 -66.12		 41.77   	1724.31		
 45.17   	 16.78   	 56.17   	 -66.12		 48.67   	1439.47		
 48.22   	 14.95   	 55.91   	 -71.21		 54.43   	 935.91		
 49.74   	 20.75   	 55.63   	 -71.21		 58.17   	 442.52		
