SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  DAO     	  DAO'		  RV     	  RV'		
 45.66   	 -91.56		  6.75   	 213.63		
 45.29   	 -96.64		  7.61   	 183.11		
 44.90   	 -91.56		  8.34   	 188.20		
 44.54   	 -81.38		  9.09   	 198.37		
 44.21   	 -76.30		  9.89   	 188.20		
 43.91   	 -76.30		 10.64   	 122.07		
 43.60   	 -71.21		 11.13   	  20.35		
 43.32   	 -66.12		 11.21   	 -45.78		
 43.05   	 -61.04		 11.03   	 -71.21		
 42.81   	 -50.86		 10.74   	 -71.21		
 42.60   	 -45.78		 10.46   	 -91.56		
 42.42   	 -45.78		 10.09   	-101.73		
 42.24   	 -35.61		  9.68   	 -91.56		
 42.10   	 -30.52		  9.32   	 -61.04		
 41.97   	 -35.61		  9.07   	 -15.26		
 41.83   	 -35.61		  9.01   	  15.26		
 41.69   	 -30.52		  9.07   	  50.86		
 41.57   	 -25.43		  9.28   	  66.12		
 41.46   	 -15.26		  9.54   	  55.95		
 41.40   	 -20.35		  9.77   	  45.78		
 41.32   	 -20.35		  9.95   	  35.61		
 41.24   	 -20.35		 10.09   	  45.78		
 41.16   	 -15.26		 10.27   	  45.78		
 41.10   	 -15.26		 10.46   	  30.52		
 41.04   	 -20.35		 10.58   	   0.00		
 40.96   	 -25.43		 10.58   	 -15.26		
 40.85   	 -25.43		 10.52   	  15.26		
 40.75   	 -25.43		 10.58   	  35.61		
 40.65   	 -25.43		 10.72   	  30.52		
 40.55   	 -35.61		 10.84   	   0.00		
 40.41   	 -71.21		 10.84   	 172.94		
 40.12   	 -40.69		 11.54   	 208.54		
 39.96   	 -40.69		 12.37   	 254.32		
 39.80   	 -40.69		 13.39   	 305.19		
 39.63   	 -40.69		 14.61   	 340.79		
 39.47   	 -35.61		 15.97   	 366.22		
 39.33   	 -30.52		 17.44   	 396.74		
 39.21   	 -35.61		 19.02   	 406.92		
 39.06   	 -30.52		 20.65   	 381.48		
 38.94   	 -25.43		 22.18   	 315.36		
 38.84   	  -5.09		 23.44   	 269.58		
 38.82   	  20.35		 24.52   	 259.41		
 38.90   	  66.12		 25.55   	 218.72		
 39.17   	 132.25		 26.43   	 208.54		
 39.69   	 218.72		 27.26   	 218.72		
 40.57   	 295.01		 28.14   	 223.80		
 41.75   	 361.14		 29.03   	 228.89		
 43.19   	 417.09		 29.95   	 259.41		
 44.86   	 432.35		 30.99   	 264.50		
 46.59   	 442.52		 32.04   	 228.89		
 48.36   	 432.35		 32.96   	 213.63		
 50.09   	 396.74		 33.81   	 228.89		
 51.68   	 340.79		 34.73   	 203.46		
 53.04   	 295.01		 35.54   	 152.59		
 54.22   	 223.80		 36.15   	  96.64		
 55.12   	 249.24		 36.54   	 152.59		
 56.11   	  25.43		 37.15   	  50.86		
 56.22   	 -40.69		 37.35   	   0.00		
 56.05   	 -66.12		 37.35   	   0.00		
 55.79   	 -91.56		 37.35   	  25.43		
 55.42   	-127.16		 37.46   	   0.00		
 54.91   	-137.33		 37.46   	 -15.26		
 54.36   	-127.16		 37.40   	  10.17		
 53.86   	-127.16		 37.44   	  30.52		
 53.35   	-106.82		 37.56   	  15.26		
 52.92   	 -81.38		 37.62   	   5.09		
 52.59   	 -50.86		 37.64   	   5.09		
 52.39   	 -15.26		 37.66   	  15.26		
 52.33   	  10.17		 37.72   	  10.17		
 52.37   	  30.52		 37.76   	  -5.09		
 52.49   	  55.95		 37.74   	 -45.78		
 52.72   	  86.47		 37.56   	 -91.56		
 53.06   	  96.64		 37.19   	-116.99		
 53.45   	 116.99		 36.72   	-101.73		
 53.92   	 127.16		 36.32   	-122.07		
 54.43   	 116.99		 35.83   	-178.03		
 54.89   	 106.82		 35.12   	-213.63		
 55.32   	  96.64		 34.26   	-208.54		
 55.71   	  81.38		 33.43   	-188.20		
 56.03   	  71.21		 32.68   	-188.20		
 56.32   	  71.21		 31.92   	-493.39		
 56.60   	   0.00		 29.95   	-233.98		
 56.60   	 -15.26		 29.01   	-213.63		
 56.54   	 -40.69		 28.16   	-239.06		
 56.38   	 -66.12		 27.20   	-284.84		
 56.11   	 -91.56		 26.06   	-289.93		
 55.75   	-106.82		 24.90   	-259.41		
 55.32   	-127.16		 23.87   	-269.58		
 54.81   	-157.68		 22.79   	-295.01		
 54.18   	-178.03		 21.61   	-284.84		
 53.47   	-198.37		 20.47   	-259.41		
 52.68   	-223.80		 19.43   	-269.58		
 51.78   	-244.15		 18.35   	-300.10		
 50.80   	-259.41		 17.15   	-305.19		
 49.77   	-259.41		 15.93   	-279.75		
 48.73   	-233.98		 14.81   	-279.75		
 47.79   	-193.29		 13.69   	-310.27		
 47.02   	-122.07		 12.45   	-310.27		
 46.53   	 -76.30		 11.21   	-254.32		
 46.23   	 -45.78		 10.19   	-218.72		
 46.04   	 -25.43		  9.32   	-203.46		
 45.94   	  -5.09		  8.50   	-172.94		
 45.92   	  25.43		  7.81   	-111.90		
 46.02   	  25.43		  7.37   	 -76.30		
 46.12   	  30.52		  7.06   	 -50.86		
 46.25   	  25.43		  6.86   	 -20.35		
 46.35   	  20.35		  6.78   	   0.00		
 46.43   	  15.26		  6.78   	  -5.09		
 46.49   	   5.09		  6.75   	 -20.35		
 46.51   	  -5.09		  6.67   	 -71.21		
 46.49   	 -25.43		  6.39   	 -96.64		
 46.39   	 -30.52		  6.00   	 -91.56		
 46.27   	 -40.69		  5.64   	 -76.30		
 46.10   	 -50.86		  5.33   	 -96.64		
 45.90   	 -71.21		  4.94   	-137.33		
 45.62   	 -81.38		  4.39   	-116.99		
 45.29   	 -81.38		  3.93   	  -5.09		
 44.96   	 -81.38		  3.91   	 101.73		
 44.64   	 -86.47		  4.31   	 157.68		
 44.29   	 -86.47		  4.94   	 162.77		
 43.95   	 -91.56		  5.60   	 152.59		
 43.58   	 -76.30		  6.21   	 152.59		
 43.28   	 -76.30		  6.82   	 167.85		
 42.97   	 -66.12		  7.49   	 142.42		
 42.71   	 -66.12		  8.06   	 101.73		
 42.44   	 -50.86		  8.46   	  55.95		
 42.24   	 -50.86		  8.69   	 -10.17		
 42.03   	 -45.78		  8.65   	 -40.69		
 41.85   	 -45.78		  8.48   	 -10.17		
 41.67   	 -40.69		  8.44   	  15.26		
 41.51   	 -30.52		  8.50   	  10.17		
 41.38   	 -25.43		  8.55   	 -40.69		
 41.28   	 -40.69		  8.38   	 -76.30		
 41.12   	 -35.61		  8.08   	 -50.86		
 40.98   	 -30.52		  7.87   	 -10.17		
 40.85   	 -20.35		  7.83   	  15.26		
 40.77   	 -20.35		  7.89   	  10.17		
 40.69   	 -30.52		  7.93   	   5.09		
 40.57   	 -35.61		  7.96   	 -10.17		
 40.43   	 -30.52		  7.91   	   0.00		
 40.31   	 -15.26		  7.91   	  25.43		
 40.24   	 -20.35		  8.02   	  20.35		
 40.16   	 -30.52		  8.10   	  -5.09		
 40.04   	 -40.69		  8.08   	   5.09		
 39.88   	 -25.43		  8.10   	  30.52		
 39.78   	 -25.43		  8.22   	  40.69		
 39.67   	 -45.78		  8.38   	  30.52		
 39.49   	 -40.69		  8.50   	  55.95		
 39.33   	 -66.12		  8.73   	 228.89		
 39.06   	 -40.69		  9.64   	 178.03		
 38.90   	 -45.78		 10.36   	 244.15		
 38.72   	 -45.78		 11.33   	 300.10		
 38.53   	 -35.61		 12.53   	 356.05		
 38.39   	 -35.61		 13.96   	 376.40		
 38.25   	 -35.61		 15.46   	 361.14		
 38.11   	 -30.52		 16.91   	 340.79		
 37.99   	 -30.52		 18.27   	 325.53		
 37.86   	 -30.52		 19.57   	 330.62		
 37.74   	 -20.35		 20.90   	 305.19		
 37.66   	 -15.26		 22.12   	 254.32		
 37.60   	   5.09		 23.13   	 239.06		
 37.62   	  35.61		 24.09   	 259.41		
 37.76   	  61.04		 25.13   	 259.41		
 38.01   	 122.07		 26.16   	 254.32		
 38.49   	 203.46		 27.18   	 269.58		
 39.31   	 269.58		 28.26   	 269.58		
 40.39   	 325.53		 29.34   	 223.80		
 41.69   	 366.22		 30.23   	 183.11		
 43.15   	 391.66		 30.97   	 178.03		
 44.72   	 406.92		 31.68   	 157.68		
 46.35   	 391.66		 32.31   	 132.25		
 47.91   	 376.40		 32.84   	 132.25		
 49.42   	 315.36		 33.37   	  76.30		
 50.68   	 473.04		 33.67   	  20.35		
 52.57   	 162.77		 33.75   	  66.12		
 53.22   	  76.30		 34.02   	  61.04		
 53.53   	   5.09		 34.26   	 -20.35		
 53.55   	 -35.61		 34.18   	 -76.30		
 53.41   	 -45.78		 33.88   	  -5.09		
 53.22   	 -86.47		 33.86   	  96.64		
 52.88   	-142.42		 34.24   	  61.04		
 52.31   	-162.77		 34.49   	 -30.52		
 51.66   	-137.33		 34.36   	 -25.43		
 51.11   	-116.99		 34.26   	  66.12		
 50.64   	-132.25		 34.53   	  76.30		
 50.11   	-132.25		 34.83   	   0.00		
 49.58   	 -76.30		 34.83   	 -20.35		
 49.28   	 -30.52		 34.75   	  30.52		
 49.16   	 -25.43		 34.87   	  20.35		
 49.05   	 -30.52		 34.95   	 -66.12		
 48.93   	  10.17		 34.69   	-132.25		
 48.97   	  66.12		 34.16   	-106.82		
 49.24   	  81.38		 33.73   	 -55.95		
 49.56   	  76.30		 33.51   	 -86.47		
 49.87   	  66.12		 33.16   	-183.11		
 50.13   	  71.21		 32.43   	-254.32		
 50.42   	  86.47		 31.41   	-254.32		
 50.76   	  96.64		 30.40   	-198.37		
 51.15   	 127.16		 29.60   	-391.66		
 51.66   	  20.35		 28.04   	-330.62		
 51.74   	  15.26		 26.71   	-335.71		
 51.80   	  20.35		 25.37   	-279.75		
 51.88   	 -15.26		 24.25   	-274.67		
 51.82   	 -61.04		 23.15   	-340.79		
 51.58   	 -86.47		 21.79   	-386.57		
 51.23   	 -86.47		 20.24   	-356.05		
 50.88   	-111.90		 18.82   	-310.27		
 50.44   	-167.85		 17.58   	-305.19		
 49.77   	-218.72		 16.36   	-330.62		
 48.89   	-223.80		 15.04   	-320.45		
 48.00   	-233.98		 13.75   	-279.75		
 47.06   	-244.15		 12.63   	-218.72		
 46.08   	-228.89		 11.76   	-167.85		
 45.17   	-172.94		 11.09   	-142.42		
 44.48   	-116.99		 10.52   	-147.51		
 44.01   	 -76.30		  9.93   	-137.33		
 43.70   	 -55.95		  9.38   	-142.42		
 43.48   	 -20.35		  8.81   	-162.77		
 43.40   	   0.00		  8.16   	-188.20		
 43.40   	   5.09		  7.41   	-178.03		
 43.42   	  10.17		  6.69   	-147.51		
 43.46   	  30.52		  6.10   	 -96.64		
 43.58   	  25.43		  5.72   	 -71.21		
 43.68   	  20.35		  5.43   	 -61.04		
 43.76   	   5.09		  5.19   	 -71.21		
 43.78   	   0.00		  4.90   	 -71.21		
 43.78   	  10.17		  4.62   	  -5.09		
 43.82   	  15.26		  4.60   	  40.69		
 43.89   	 -25.43		  4.76   	 -30.52		
 43.78   	 -55.95		  4.64   	-152.59		
 43.56   	 -20.35		  4.03   	-147.51		
 43.48   	 -15.26		  3.44   	 -40.69		
 43.42   	 -66.12		  3.28   	 -35.61		
 43.15   	-106.82		  3.13   	-152.59		
 42.73   	 -81.38		  2.52   	-198.37		
 42.40   	 -35.61		  1.73   	-101.73		
 42.26   	 -55.95		  1.32   	  25.43		
 42.03   	-101.73		  1.42   	 132.25		
 41.63   	 -96.64		  1.95   	 193.29		
 41.24   	 -61.04		  2.73   	 183.11		
 41.00   	 -61.04		  3.46   	 147.51		
 40.75   	 -66.12		  4.05   	 147.51		
 40.49   	 -45.78		  4.64   	 233.98		
 40.31   	 -25.43		  5.57   	 305.19		
 40.20   	 -40.69		  6.80   	 233.98		
 40.04   	 -50.86		  7.73   	  35.61		
 39.84   	 -50.86		  7.87   	-142.42		
 39.63   	 -40.69		  7.30   	-178.03		
 39.47   	 -25.43		  6.59   	 -76.30		
 39.37   	 -20.35		  6.29   	  20.35		
 39.29   	   0.00		  6.37   	   0.00		
 39.29   	 -20.35		  6.37   	 -15.26		
 39.21   	 -25.43		  6.31   	-127.16		
 39.10   	 -20.35		  5.80   	-193.29		
 39.02   	 -20.35		  5.03   	-101.73		
 38.94   	 -15.26		  4.62   	  76.30		
 38.88   	 -15.26		  4.92   	 172.94		
 38.82   	 -10.17		  5.62   	 137.33		
 38.78   	 -15.26		  6.16   	  61.04		
 38.72   	 -30.52		  6.41   	  50.86		
 38.60   	 -35.61		  6.61   	 111.90		
 38.45   	 -25.43		  7.06   	 157.68		
 38.35   	 -20.35		  7.69   	 157.68		
 38.27   	 -20.35		  8.32   	 106.82		
 38.19   	 -30.52		  8.75   	  45.78		
 38.07   	 -25.43		  8.93   	  45.78		
 37.97   	 -35.61		  9.11   	  71.21		
 37.82   	 -35.61		  9.40   	 106.82		
 37.68   	 -35.61		  9.83   	 162.77		
 37.54   	 -20.35		 10.48   	 193.29		
 37.46   	 -30.52		 11.25   	 188.20		
 37.33   	 -40.69		 12.00   	 233.98		
 37.17   	 -35.61		 12.94   	 330.62		
 37.03   	 -30.52		 14.26   	 366.22		
 36.91   	 -30.52		 15.73   	 284.84		
 36.79   	 -35.61		 16.87   	 254.32		
 36.64   	 -20.35		 17.88   	 315.36		
 36.56   	 -15.26		 19.15   	 350.97		
 36.50   	 -15.26		 20.55   	 330.62		
 36.44   	 -10.17		 21.87   	 279.75		
 36.40   	  -5.09		 22.99   	 284.84		
 36.38   	  10.17		 24.13   	 325.53		
 36.42   	  35.61		 25.43   	 340.79		
 36.56   	  81.38		 26.80   	 320.45		
 36.89   	 142.42		 28.08   	 300.10		
 37.46   	 203.46		 29.28   	 274.67		
 38.27   	 259.41		 30.38   	 249.24		
 39.31   	 320.45		 31.37   	 239.06		
 40.59   	 366.22		 32.33   	 218.72		
 42.05   	 381.48		 33.20   	 167.85		
 43.58   	 391.66		 33.88   	 106.82		
 45.15   	 371.31		 34.30   	  71.21		
 46.63   	 340.79		 34.59   	  50.86		
 48.00   	 305.19		 34.79   	  45.78		
 49.22   	 254.32		 34.97   	  45.78		
 50.23   	 193.29		 35.16   	  20.35		
 51.01   	 132.25		 35.24   	   0.00		
 51.54   	  71.21		 35.24   	  -5.09		
 51.82   	  20.35		 35.22   	  20.35		
 51.90   	 -25.43		 35.30   	  61.04		
 51.80   	 -55.95		 35.54   	  71.21		
 51.58   	-101.73		 35.83   	  35.61		
 51.17   	-116.99		 35.97   	  20.35		
 50.70   	-122.07		 36.05   	  61.04		
 50.21   	-137.33		 36.30   	  86.47		
 49.66   	-142.42		 36.64   	  66.12		
 49.09   	-137.33		 36.91   	  30.52		
 48.55   	-122.07		 37.03   	  20.35		
 48.06   	 -86.47		 37.11   	  15.26		
 47.71   	 -66.12		 37.17   	  10.17		
 47.45   	 -45.78		 37.21   	 -15.26		
 47.26   	 -20.35		 37.15   	 -50.86		
 47.18   	  10.17		 36.95   	 -61.04		
 47.22   	  30.52		 36.70   	 -61.04		
 47.34   	  45.78		 36.46   	 -91.56		
 47.53   	  61.04		 36.09   	 -96.64		
 47.77   	  76.30		 35.71   	 -96.64		
 48.08   	  81.38		 35.32   	-111.90		
 48.40   	  76.30		 34.87   	-142.42		
 48.71   	  66.12		 34.30   	-167.85		
 48.97   	  66.12		 33.63   	-172.94		
 49.24   	  50.86		 32.94   	-198.37		
 49.44   	  40.69		 32.15   	-223.80		
 49.60   	  20.35		 31.25   	-254.32		
 49.68   	 -10.17		 30.23   	-315.36		
 49.64   	 -35.61		 28.97   	-361.14		
 49.50   	 -50.86		 27.53   	-361.14		
 49.30   	 -76.30		 26.08   	-366.22		
 48.99   	-111.90		 24.62   	-391.66		
 48.55   	-147.51		 23.05   	-417.09		
 47.96   	-167.85		 21.38   	-422.18		
 47.28   	-203.46		 19.69   	-406.92		
 46.47   	-233.98		 18.07   	-396.74		
 45.53   	-228.89		 16.48   	-335.71		
 44.62   	-208.54		 15.14   	-284.84		
 43.78   	-162.77		 14.00   	-239.06		
 43.13   	-111.90		 13.04   	-203.46		
 42.69   	 -71.21		 12.23   	-142.42		
 42.40   	 -45.78		 11.66   	-116.99		
 42.22   	 -20.35		 11.19   	-157.68		
 42.14   	  -5.09		 10.56   	-198.37		
 42.12   	  20.35		  9.77   	-178.03		
 42.20   	  30.52		  9.05   	-147.51		
 42.32   	  25.43		  8.46   	-172.94		
 42.42   	  20.35		  7.77   	-208.54		
 42.50   	  25.43		  6.94   	-198.37		
 42.60   	  20.35		  6.14   	-147.51		
 42.69   	   5.09		  5.55   	 -81.38		
 42.71   	   0.00		  5.23   	 -55.95		
 42.71   	 -10.17		  5.01   	 -40.69		
 42.67   	 -15.26		  4.84   	 -30.52		
 42.60   	 -25.43		  4.72   	 -50.86		
 42.50   	 -40.69		  4.52   	 -86.47		
 42.34   	 -45.78		  4.17   	 -86.47		
 42.16   	 -55.95		  3.83   	 -66.12		
 41.93   	 -61.04		  3.56   	 -55.95		
 41.69   	 -71.21		  3.34   	 -81.38		
 41.40   	 -66.12		  3.01   	 -96.64		
 41.14   	 -71.21		  2.62   	 -61.04		
 40.85   	 -71.21		  2.38   	   5.09		
 40.57   	 -66.12		  2.40   	  71.21		
 40.31   	 -61.04		  2.69   	 106.82		
 40.06   	 -61.04		  3.11   	  96.64		
 39.82   	 -61.04		  3.50   	  76.30		
 39.57   	 -55.95		  3.80   	 116.99		
 39.35   	 -40.69		  4.27   	 208.54		
 39.19   	 -30.52		  5.11   	 239.06		
 39.06   	 -35.61		  6.06   	 137.33		
 38.92   	 -35.61		  6.61   	  15.26		
 38.78   	 -25.43		  6.67   	 -35.61		
 38.68   	 -25.43		  6.53   	 -25.43		
 38.58   	 -20.35		  6.43   	 -25.43		
 38.49   	 -25.43		  6.33   	 -40.69		
 38.39   	 -20.35		  6.16   	 -66.12		
 38.31   	 -20.35		  5.90   	 -55.95		
 38.23   	 -25.43		  5.68   	 -25.43		
 38.13   	 -25.43		  5.57   	   5.09		
 38.03   	 -25.43		  5.60   	  25.43		
 37.92   	 -20.35		  5.70   	  40.69		
 37.84   	 -25.43		  5.86   	  40.69		
 37.74   	 -25.43		  6.02   	  55.95		
 37.64   	 -25.43		  6.25   	  76.30		
 37.54   	 -20.35		  6.55   	  96.64		
 37.46   	 -20.35		  6.94   	  96.64		
 37.38   	 -25.43		  7.32   	  86.47		
 37.27   	 -25.43		  7.67   	 106.82		
 37.17   	 -20.35		  8.10   	 137.33		
 37.09   	 -15.26		  8.65   	 116.99		
 37.03   	 -25.43		  9.11   	  86.47		
 36.93   	 -55.95		  9.46   	 330.62		
 36.70   	 -25.43		 10.78   	 279.75		
 36.60   	 -20.35		 11.90   	 305.19		
 36.52   	 -30.52		 13.12   	 300.10		
 36.40   	 -30.52		 14.32   	 300.10		
 36.28   	 -15.26		 15.52   	 310.27		
 36.22   	 -20.35		 16.76   	 330.62		
 36.13   	 -20.35		 18.09   	 320.45		
 36.05   	 -25.43		 19.37   	 289.93		
 35.95   	 -15.26		 20.53   	 274.67		
 35.89   	   0.00		 21.63   	 264.50		
 35.89   	  10.17		 22.69   	 274.67		
 35.93   	  35.61		 23.78   	 315.36		
 36.07   	  96.64		 25.05   	 345.88		
 36.46   	 162.77		 26.43   	 330.62		
 37.11   	 244.15		 27.75   	 305.19		
 38.09   	 310.27		 28.97   	 305.19		
 39.33   	 366.22		 30.19   	 310.27		
 40.79   	 401.83		 31.43   	 274.67		
 42.40   	 417.09		 32.53   	 203.46		
 44.07   	 427.26		 33.35   	 157.68		
 45.78   	 412.00		 33.98   	 127.16		
 47.43   	 371.31		 34.49   	 101.73		
 48.91   	 315.36		 34.89   	  55.95		
 50.17   	 249.24		 35.12   	  25.43		
 51.17   	 335.71		 35.22   	  15.26		
 52.51   	  76.30		 35.28   	  -5.09		
 52.82   	  15.26		 35.26   	  -5.09		
 52.88   	 -35.61		 35.24   	  20.35		
 52.74   	 -71.21		 35.32   	  45.78		
 52.45   	 -96.64		 35.50   	  45.78		
 52.06   	-127.16		 35.69   	  30.52		
 51.56   	-147.51		 35.81   	  45.78		
 50.97   	-147.51		 35.99   	  86.47		
 50.38   	-132.25		 36.34   	  86.47		
 49.85   	-127.16		 36.68   	  50.86		
 49.34   	-101.73		 36.89   	  15.26		
 48.93   	 -76.30		 36.95   	  15.26		
 48.63   	 -50.86		 37.01   	  30.52		
 48.42   	 -15.26		 37.13   	  10.17		
 48.36   	  15.26		 37.17   	 -10.17		
 48.42   	  50.86		 37.13   	 -25.43		
 48.63   	  55.95		 37.03   	 -55.95		
 48.85   	  61.04		 36.81   	 -66.12		
 49.09   	  86.47		 36.54   	 -71.21		
 49.44   	 101.73		 36.26   	 -86.47		
 49.85   	  91.56		 35.91   	-127.16		
 50.21   	  91.56		 35.40   	-157.68		
 50.58   	  81.38		 34.77   	-152.59		
 50.91   	  76.30		 34.16   	-157.68		
 51.21   	 116.99		 33.53   	-396.74		
 51.68   	  15.26		 31.94   	-249.24		
 51.74   	  15.26		 30.95   	-233.98		
 51.80   	 -10.17		 30.01   	-249.24		
 51.76   	 -45.78		 29.01   	-310.27		
 51.58   	 -66.12		 27.77   	-350.97		
 51.31   	 -86.47		 26.37   	-366.22		
 50.97   	-111.90		 24.90   	-361.14		
 50.52   	-142.42		 23.46   	-376.40		
 49.95   	-172.94		 21.95   	-386.57		
 49.26   	-203.46		 20.41   	-386.57		
 48.44   	-218.72		 18.86   	-386.57		
 47.57   	-244.15		 17.31   	-381.48		
 46.59   	-259.41		 15.79   	-350.97		
 45.55   	-223.80		 14.38   	-274.67		
 44.66   	-172.94		 13.29   	-218.72		
 43.97   	-122.07		 12.41   	-188.20		
 43.48   	 -76.30		 11.66   	-172.94		
 43.17   	 -45.78		 10.97   	-167.85		
 42.99   	 -15.26		 10.29   	-162.77		
 42.93   	  10.17		  9.64   	-162.77		
 42.97   	  25.43		  8.99   	-167.85		
 43.07   	  30.52		  8.32   	-178.03		
 43.19   	  30.52		  7.61   	-172.94		
 43.32   	  35.61		  6.92   	-152.59		
 43.46   	  35.61		  6.31   	-142.42		
 43.60   	  25.43		  5.74   	-122.07		
 43.70   	  10.17		  5.25   	 -76.30		
 43.74   	   5.09		  4.94   	 -25.43		
 43.76   	  -5.09		  4.84   	 -10.17		
 43.74   	 -15.26		  4.80   	 -40.69		
 43.68   	 -25.43		  4.64   	 -76.30		
 43.58   	 -40.69		  4.33   	-101.73		
 43.42   	 -50.86		  3.93   	-106.82		
 43.21   	 -61.04		  3.50   	 -86.47		
 42.97   	 -66.12		  3.15   	 -81.38		
 42.71   	 -76.30		  2.83   	 -96.64		
 42.40   	 -76.30		  2.44   	 -76.30		
 42.10   	 -81.38		  2.14   	   0.00		
 41.77   	 -76.30		  2.14   	  86.47		
 41.46   	 -76.30		  2.48   	 106.82		
 41.16   	 -71.21		  2.91   	  96.64		
 40.87   	 -66.12		  3.30   	  96.64		
 40.61   	 -61.04		  3.68   	 106.82		
 40.37   	 -55.95		  4.11   	 147.51		
 40.14   	 -55.95		  4.70   	 183.11		
 39.92   	 -50.86		  5.43   	 167.85		
 39.72   	 -35.61		  6.10   	  91.56		
 39.57   	 -35.61		  6.47   	   0.00		
 39.43   	 -30.52		  6.47   	 -35.61		
 39.31   	 -30.52		  6.33   	 -35.61		
 39.19   	 -25.43		  6.19   	 -30.52		
 39.08   	 -25.43		  6.06   	 -30.52		
 38.98   	 -20.35		  5.94   	 -35.61		
 38.90   	 -20.35		  5.80   	 -40.69		
 38.82   	 -15.26		  5.64   	 -40.69		
 38.76   	 -20.35		  5.47   	   0.00		
 38.68   	 -15.26		  5.47   	  66.12		
 38.62   	 -15.26		  5.74   	  96.64		
 38.56   	 -20.35		  6.12   	  61.04		
 38.47   	 -25.43		  6.37   	  40.69		
 38.37   	 -20.35		  6.53   	  76.30		
 38.29   	 -15.26		  6.84   	 101.73		
 38.23   	 -25.43		  7.24   	 106.82		
 38.13   	 -25.43		  7.67   	  96.64		
 38.03   	 -20.35		  8.06   	  76.30		
 37.94   	 -25.43		  8.36   	  61.04		
 37.84   	 -25.43		  8.61   	  61.04		
 37.74   	 -61.04		  8.85   	 315.36		
 37.50   	 -30.52		 10.11   	 279.75		
 37.38   	 -35.61		 11.23   	 325.53		
 37.23   	 -35.61		 12.53   	 325.53		
 37.09   	 -30.52		 13.84   	 305.19		
 36.97   	 -35.61		 15.06   	 315.36		
 36.83   	 -25.43		 16.32   	 366.22		
 36.72   	 -20.35		 17.78   	 376.40		
 36.64   	 -25.43		 19.29   	 310.27		
 36.54   	 -20.35		 20.53   	 244.15		
 36.46   	  -5.09		 21.51   	 264.50		
 36.44   	  25.43		 22.56   	 315.36		
