SAMPLE NUMBER:   21
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  RFA     	  RFA'		
 88.81   	 45.78   	  8.18   	  10.17		 66.31   	 -76.30		
 73.55   	 32.65   	  8.22   	  15.26		 66.00   	 -81.38		
 47.91   	  6.71   	  8.28   	  20.35		 65.68   	 -81.38		
 17.70   	-21.36   	  8.36   	  25.43		 65.35   	 -86.47		
-10.68   	-43.33   	  8.46   	  30.52		 65.00   	 -81.38		
-32.96   	-56.76   	  8.59   	  35.61		 64.68   	 -81.38		
-49.74   	-65.00   	  8.73   	  30.52		 64.35   	 -86.47		
-64.09   	-71.11   	  8.85   	  30.52		 64.01   	 -86.47		
-77.82   	-76.29   	  8.97   	  35.61		 63.66   	 -81.38		
-90.64   	-79.96   	  9.11   	  35.61		 63.34   	 -86.47		
-99.79   	-81.18   	  9.26   	  40.69		 62.99   	 -81.38		
-103.76   	-80.26   	  9.42   	  35.61		 62.67   	 -76.30		
-104.37   	-79.96   	  9.56   	  30.52		 62.36   	 -81.38		
-109.25   	-84.23   	  9.68   	  35.61		 62.03   	 -76.30		
-124.21   	-83.92   	  9.83   	  35.61		 61.73   	 -76.30		
-140.69   	-39.67   	  9.97   	  35.61		 61.42   	 -76.30		
-131.84   	119.93   	 10.11   	  30.52		 61.12   	 -71.21		
-68.05   	452.58   	 10.23   	  30.52		 60.83   	 -76.30		
 57.98   	902.10   	 10.36   	  30.52		 60.53   	 -71.21		
211.18   	1271.06(R)	 10.48   	  35.61		 60.24   	 -76.30		
307.31   	1007.39   	 10.62   	  30.52		 59.94   	 -71.21		
180.97   	383.61   	 10.74   	  30.52		 59.65   	 -71.21		
  3.05   	-233.15   	 10.86   	  25.43		 59.37   	 -66.12		
-133.67   	-575.26   	 10.97   	  30.52		 59.10   	 -66.12		
-170.29   	-578.92   	 11.09   	  25.43		 58.84   	 -66.12		
-121.46   	-369.57   	 11.19   	  30.52		 58.58   	 -61.04		
-50.66   	-138.85   	 11.31   	  35.61		 58.33   	 -61.04		
-15.56   	-18.62   	 11.45   	  30.52		 58.09   	 -55.95		
-27.47   	-23.19   	 11.58   	  30.52		 57.86   	 -61.04		
-58.90   	-83.92   	 11.70   	  35.61		 57.62   	 -55.95		
-78.43   	-129.39   	 11.84   	  30.52		 57.40   	 -55.95		
-74.77   	-133.06   	 11.96   	  40.69		 57.17   	 -55.95		
-57.68   	-106.81   	 12.13   	  45.78		 56.95   	 -50.86		
-43.95   	-76.90   	 12.31   	  55.95		 56.74   	 -55.95		
-39.67   	-63.78   	 12.53   	  61.04		 56.52   	 -50.86		
-41.81   	-69.27   	 12.78   	  71.21		 56.32   	 -55.95		
-43.33   	-80.57   	 13.06   	  86.47		 56.09   	 -50.86		
-41.20   	-83.62   	 13.41   	  96.64		 55.89   	 -55.95		
-35.71   	-75.99   	 13.79   	 116.99		 55.67   	 -55.95		
-29.60   	-65.61   	 14.26   	 127.16		 55.44   	 -50.86		
-24.41   	-58.29   	 14.77   	 142.42		 55.24   	 -55.95		
-21.06   	-54.02   	 15.34   	 162.77		 55.02   	 -55.95		
-18.31   	-49.74   	 15.99   	 178.03		 54.79   	 -55.95		
-15.26   	-43.64   	 16.70   	 193.29		 54.57   	 -55.95		
-11.60   	-35.40   	 17.48   	 208.54		 54.34   	 -50.86		
 -7.63   	-25.94   	 18.31   	 213.63		 54.14   	 -55.95		
 -3.66   	-15.56   	 19.17   	 228.89		 53.92   	 -45.78		
 -0.31   	 -5.19   	 20.08   	 239.06		 53.73   	 -45.78		
  3.66   	  5.49   	 21.04   	 244.15		 53.55   	 -30.52		
  7.32   	 16.17   	 22.01   	 244.15		 53.43   	   0.00		
 10.99   	 27.77   	 22.99   	 239.06		 53.43   	  30.52		
 14.34   	 40.28   	 23.95   	 244.15		 53.55   	  81.38		
 17.70   	 52.80   	 24.92   	 239.06		 53.88   	 147.51		
 20.75   	 65.31   	 25.88   	 233.98		 54.47   	 218.72		
 23.80   	 77.21   	 26.82   	 223.80		 55.34   	 289.93		
 26.55   	 88.50   	 27.71   	 213.63		 56.50   	 356.05		
 28.99   	 99.18   	 28.57   	 208.54		 57.92   	 417.09		
 30.82   	108.95   	 29.40   	 193.29		 59.59   	 483.21		
 32.65   	119.02   	 30.17   	 183.11		 61.53   	 523.90		
 34.79   	129.39   	 30.91   	 167.85		 63.62   	 574.77		
 36.93   	140.69   	 31.58   	 157.68		 65.92   	 610.37		
 39.67   	151.98   	 32.21   	 147.51		 68.36   	 630.72		
 42.72   	162.66   	 32.80   	 132.25		 70.88   	 645.98		
 45.47   	172.42   	 33.33   	 116.99		 73.47   	 645.98		
 48.22   	181.58   	 33.79   	 106.82		 76.05   	 630.72		
 51.27   	190.73   	 34.22   	  91.56		 78.58   	 600.20		
 54.93   	201.11   	 34.59   	  86.47		 80.98   	 564.60		
 58.59   	212.40   	 34.93   	  76.30		 83.23   	 508.65		
 62.87   	224.61   	 35.24   	  61.04		 85.27   	 452.69		
 67.75   	235.60   	 35.48   	  55.95		 87.08   	 386.57		
 73.55   	243.53   	 35.71   	  40.69		 88.63   	 320.45		
 79.96   	247.19   	 35.87   	  35.61		 89.91   	 249.24		
 85.45   	244.75   	 36.01   	  30.52		 90.91   	 183.11		
 86.67   	235.90   	 36.13   	  15.26		 91.64   	 122.07		
 81.79   	221.25   	 36.20   	  15.26		 92.13   	  71.21		
 68.97   	201.42   	 36.26   	   5.09		 92.41   	  20.35		
 49.74   	178.22   	 36.28   	   0.00		 92.49   	 -15.26		
 26.55   	152.28   	 36.28   	  -5.09		 92.43   	 -45.78		
  3.36   	124.21   	 36.26   	 -10.17		 92.25   	 -66.12		
-16.78   	 94.91   	 36.22   	 -10.17		 91.98   	 -81.38		
-32.04   	 65.31   	 36.17   	 -20.35		 91.66   	 -86.47		
-43.03   	 36.93   	 36.09   	 -25.43		 91.31   	 -91.56		
-50.35   	 11.29   	 35.99   	 -30.52		 90.95   	 -81.38		
-55.54   	 -9.46   	 35.87   	 -30.52		 90.62   	 -71.21		
-58.90   	-25.33   	 35.75   	 -35.61		 90.34   	 -61.04		
-61.04   	-36.32   	 35.61   	 -40.69		 90.09   	 -45.78		
-61.65   	-43.64   	 35.44   	 -45.78		 89.91   	 -30.52		
-61.65   	-48.83   	 35.26   	 -50.86		 89.79   	 -20.35		
-61.04   	-52.80   	 35.06   	 -55.95		 89.70   	  -5.09		
-61.04   	-56.15   	 34.83   	 -55.95		 89.68   	   5.09		
-61.65   	-59.20   	 34.61   	 -55.95		 89.70   	  10.17		
-62.56   	-62.26   	 34.38   	 -66.12		 89.75   	  10.17		
-63.17   	-64.70   	 34.12   	 -66.12		 89.79   	   5.09		
-62.87   	-66.53   	 33.86   	 -66.12		 89.81   	  10.17		
-61.65   	-68.05   	 33.59   	 -71.21		 89.85   	  -5.09		
-60.42   	-69.27   	 33.31   	 -76.30		 89.83   	 -10.17		
-59.20   	-70.50   	 33.00   	 -86.47		 89.79   	 -25.43		
-58.59   	-71.72   	 32.66   	 -91.56		 89.68   	 -40.69		
-58.29   	-72.63   	 32.29   	-101.73		 89.52   	 -55.95		
-57.98   	-73.24   	 31.88   	-111.90		 89.30   	 -71.21		
-57.07   	-73.55   	 31.43   	-127.16		 89.01   	 -91.56		
-55.24   	-73.55   	 30.93   	-152.59		 88.65   	-111.90		
-53.10   	-73.24   	 30.32   	-172.94		 88.20   	-122.07		
-51.27   	-73.24   	 29.62   	-193.29		 87.71   	-147.51		
-50.35   	-73.55   	 28.85   	-208.54		 87.12   	-162.77		
-50.35   	-73.85   	 28.02   	-228.89		 86.47   	-188.20		
-50.96   	-74.46   	 27.10   	-244.15		 85.72   	-203.46		
-51.88   	-74.77   	 26.12   	-254.32		 84.90   	-223.80		
-52.49   	-75.07   	 25.11   	-259.41		 84.01   	-244.15		
-52.49   	-75.68   	 24.07   	-264.50		 83.03   	-254.32		
-52.49   	-76.29   	 23.01   	-269.58		 82.01   	-254.32		
-52.19   	-77.21   	 21.93   	-269.58		 81.00   	-259.41		
-52.19   	-77.21   	 20.85   	-274.67		 79.96   	-254.32		
-52.19   	-76.60   	 19.76   	-259.41		 78.94   	-244.15		
-52.19   	-75.38   	 18.72   	-259.41		 77.97   	-228.89		
-52.19   	-74.16   	 17.68   	-244.15		 77.05   	-218.72		
-51.88   	-73.24   	 16.70   	-233.98		 76.17   	-208.54		
-51.88   	-72.33   	 15.77   	-223.80		 75.34   	-188.20		
-51.88   	-71.72   	 14.87   	-208.54		 74.59   	-172.94		
-51.88   	-71.41   	 14.04   	-188.20		 73.90   	-162.77		
-51.57   	-70.80   	 13.29   	-172.94		 73.24   	-142.42		
-50.35   	-69.89   	 12.59   	-157.68		 72.68   	-132.25		
-48.22   	-68.05   	 11.96   	-137.33		 72.15   	-122.07		
-44.86   	-65.31   	 11.41   	-127.16		 71.66   	-111.90		
-39.37   	-62.26   	 10.91   	-111.90		 71.21   	-101.73		
-31.74   	-60.12   	 10.46   	 -91.56		 70.80   	 -91.56		
-20.75   	-60.12   	 10.09   	 -76.30		 70.44   	 -91.56		
 -6.10   	-61.95   	  9.79   	 -66.12		 70.07   	 -86.47		
 12.21   	-62.56   	  9.52   	 -50.86		 69.73   	 -81.38		
 33.26   	-57.07   	  9.32   	 -40.69		 69.40   	 -86.47		
 55.54   	-42.11   	  9.16   	 -25.43		 69.05   	 -81.38		
 76.60   	-18.01   	  9.05   	 -20.35		 68.73   	 -81.38		
 93.38   	  9.16   	  8.97   	 -10.17		 68.40   	 -86.47		
102.23   	 28.08   	  8.93   	   0.00		 68.06   	 -86.47		
100.10   	 30.82   	  8.93   	   0.00		 67.71   	 -91.56		
 85.45   	 15.87   	  8.93   	  10.17		 67.34   	 -91.56		
 61.04   	 -9.77   	  8.97   	  10.17		 66.98   	 -91.56		
 32.04   	-36.32   	  9.01   	  15.26		 66.61   	-101.73		
  4.88   	-56.46   	  9.07   	  15.26		 66.21   	 -96.64		
-16.17   	-69.58   	  9.14   	  20.35		 65.82   	-101.73		
-32.04   	-78.43   	  9.22   	  15.26		 65.41   	-101.73		
-45.47   	-85.75   	  9.28   	  10.17		 65.00   	-101.73		
-57.68   	-91.86   	  9.32   	  15.26		 64.60   	-101.73		
-69.27   	-95.83   	  9.38   	  15.26		 64.19   	-101.73		
-77.82   	-97.35   	  9.44   	  15.26		 63.78   	 -96.64		
-81.48   	-97.35   	  9.50   	  10.17		 63.40   	-101.73		
-83.62   	-100.40   	  9.54   	  10.17		 62.99   	 -96.64		
-91.86   	-108.95   	  9.58   	   5.09		 62.60   	 -96.64		
-111.39   	-110.17   	  9.60   	   5.09		 62.22   	 -91.56		
-131.23   	-59.51   	  9.62   	   5.09		 61.85   	 -96.64		
-121.15   	115.97   	  9.64   	   5.09		 61.46   	 -86.47		
-49.74   	463.56   	  9.66   	   0.00		 61.12   	 -86.47		
 88.81   	907.90   	  9.66   	   5.09		 60.77   	 -86.47		
252.69   	1244.20(R)	  9.68   	   0.00		 60.43   	 -91.56		
339.36   	894.17   	  9.68   	   0.00		 60.06   	 -91.56		
199.28   	266.42   	  9.68   	   5.09		 59.69   	 -86.47		
 12.21   	-316.16   	  9.70   	   0.00		 59.35   	 -76.30		
-123.60   	-610.96   	  9.70   	   0.00		 59.04   	 -81.38		
-152.89   	-581.36   	  9.70   	   0.00		 58.72   	 -76.30		
-97.05   	-364.07   	  9.70   	   0.00		 58.41   	 -71.21		
-26.25   	-146.18   	  9.70   	  10.17		 58.13   	 -71.21		
  4.27   	-45.47   	  9.75   	   5.09		 57.84   	 -71.21		
-11.60   	-62.56   	  9.77   	   5.09		 57.56   	 -66.12		
-43.03   	-125.43   	  9.79   	  10.17		 57.29   	 -66.12		
-58.59   	-166.93   	  9.83   	  10.17		 57.03   	 -66.12		
-50.66   	-166.63   	  9.87   	  15.26		 56.76   	 -66.12		
-32.04   	-139.16   	  9.93   	  20.35		 56.50   	 -66.12		
-18.92   	-112.00   	 10.01   	  25.43		 56.24   	 -61.04		
-15.87   	-102.23   	 10.11   	  45.78		 55.99   	 -66.12		
-18.01   	-109.56   	 10.29   	  50.86		 55.73   	 -61.04		
-18.62   	-120.24   	 10.50   	  61.04		 55.48   	 -66.12		
-15.26   	-122.07   	 10.74   	  66.12		 55.22   	 -61.04		
 -9.46   	-114.75   	 11.01   	  81.38		 54.97   	 -66.12		
 -3.36   	-105.59   	 11.33   	 106.82		 54.71   	 -61.04		
  1.22   	-100.10   	 11.76   	 116.99		 54.47   	 -66.12		
  4.58   	-97.66   	 12.23   	 137.33		 54.20   	 -66.12		
  7.32   	-95.52   	 12.78   	 147.51		 53.94   	 -61.04		
 10.99   	-91.25   	 13.37   	 157.68		 53.69   	 -66.12		
 16.17   	-84.53   	 14.00   	 183.11		 53.43   	 -66.12		
 21.97   	-75.07   	 14.73   	 188.20		 53.16   	 -61.04		
 27.77   	-64.70   	 15.48   	 198.37		 52.92   	 -61.04		
 32.65   	-54.93   	 16.28   	 208.54		 52.68   	 -50.86		
 37.23   	-45.47   	 17.11   	 203.46		 52.47   	 -45.78		
 41.20   	-36.01   	 17.92   	 218.72		 52.29   	 -30.52		
 44.86   	-25.63   	 18.80   	 213.63		 52.17   	   5.09		
 48.83   	-14.34   	 19.65   	 218.72		 52.19   	  45.78		
 52.49   	 -2.14   	 20.53   	 208.54		 52.37   	 106.82		
 56.15   	  9.46   	 21.36   	 203.46		 52.80   	 167.85		
 59.51   	 20.75   	 22.18   	 198.37		 53.47   	 239.06		
 61.95   	 31.43   	 22.97   	 188.20		 54.43   	 305.19		
 63.78   	 41.81   	 23.72   	 183.11		 55.65   	 376.40		
 65.00   	 52.49   	 24.46   	 167.85		 57.15   	 432.35		
 65.61   	 63.78   	 25.13   	 162.77		 58.88   	 483.21		
 66.22   	 75.99   	 25.78   	 147.51		 60.81   	 528.99		
 67.14   	 87.89   	 26.37   	 137.33		 62.93   	 569.68		
 68.66   	 99.18   	 26.92   	 127.16		 65.21   	 595.11		
 70.80   	109.86   	 27.43   	 111.90		 67.59   	 615.46		
 73.24   	119.63   	 27.87   	 101.73		 70.05   	 620.55		
 76.29   	130.00   	 28.28   	  86.47		 72.53   	 610.37		
 79.35   	140.99   	 28.63   	  76.30		 74.97   	 590.03		
 83.01   	153.20   	 28.93   	  66.12		 77.33   	 559.51		
 87.59   	165.10   	 29.20   	  55.95		 79.57   	 513.73		
 93.08   	176.70   	 29.42   	  45.78		 81.63   	 462.87		
 99.49   	186.46   	 29.60   	  35.61		 83.48   	 401.83		
106.81   	192.57   	 29.75   	  25.43		 85.09   	 340.79		
113.53   	194.09   	 29.85   	  15.26		 86.45   	 274.67		
118.10   	189.21   	 29.91   	   5.09		 87.55   	 208.54		
118.10   	177.61   	 29.93   	   5.09		 88.38   	 142.42		
111.08   	160.22   	 29.95   	  -5.09		 88.95   	  91.56		
 95.52   	138.85   	 29.93   	 -10.17		 89.32   	  35.61		
 72.94   	115.36   	 29.89   	 -20.35		 89.46   	  -5.09		
 47.00   	 90.33   	 29.81   	 -25.43		 89.44   	 -35.61		
 21.97   	 64.09   	 29.70   	 -25.43		 89.30   	 -71.21		
  0.92   	 36.32   	 29.60   	 -35.61		 89.01   	 -86.47		
-14.34   	  7.63   	 29.46   	 -40.69		 88.67   	 -96.64		
-24.72   	-19.84   	 29.30   	 -45.78		 88.28   	-106.82		
-31.43   	-44.25   	 29.11   	 -50.86		 87.85   	 -96.64		
-36.01   	-64.39   	 28.91   	 -55.95		 87.47   	 -96.64		
-39.98   	-79.96   	 28.69   	 -55.95		 87.08   	 -81.38		
-43.64   	-91.55   	 28.46   	 -61.04		 86.75   	 -66.12		
-46.39   	-100.10   	 28.22   	 -61.04		 86.49   	 -50.86		
-48.22   	-105.90   	 27.98   	 -71.21		 86.29   	 -35.61		
-49.13   	-109.25   	 27.69   	 -71.21		 86.14   	 -20.35		
-49.74   	-112.00   	 27.41   	 -76.30		 86.06   	 -10.17		
-50.05   	-113.83   	 27.10   	 -71.21		 86.02   	   0.00		
-50.35   	-115.97   	 26.82   	 -76.30		 86.02   	   5.09		
-50.66   	-118.10   	 26.51   	 -76.30		 86.04   	  10.17		
-50.96   	-120.24   	 26.21   	 -86.47		 86.08   	  10.17		
-50.66   	-121.46   	 25.86   	 -86.47		 86.12   	   5.09		
-50.35   	-122.68   	 25.51   	 -91.56		 86.14   	   0.00		
-49.74   	-123.60   	 25.15   	 -96.64		 86.14   	 -15.26		
-48.52   	-123.90   	 24.76   	-106.82		 86.08   	 -25.43		
-47.30   	-123.90   	 24.33   	-111.90		 85.98   	 -35.61		
-45.47   	-123.90   	 23.89   	-132.25		 85.84   	 -61.04		
-43.03   	-124.21   	 23.36   	-142.42		 85.59   	 -76.30		
-40.89   	-124.51   	 22.79   	-157.68		 85.29   	 -91.56		
-39.37   	-125.12   	 22.16   	-178.03		 84.92   	-116.99		
-37.84   	-124.82   	 21.44   	-188.20		 84.46   	-142.42		
-36.62   	-123.60   	 20.69   	-208.54		 83.89   	-157.68		
-35.71   	-122.07   	 19.86   	-223.80		 83.26   	-188.20		
-35.10   	-120.85   	 18.96   	-228.89		 82.50   	-208.54		
-35.10   	-119.93   	 18.05   	-239.06		 81.67   	-233.98		
-36.01   	-119.32   	 17.09   	-239.06		 80.73   	-249.24		
-37.23   	-118.71   	 16.13   	-239.06		 79.74   	-259.41		
-38.15   	-117.19   	 15.18   	-239.06		 78.70   	-269.58		
-38.45   	-115.05   	 14.22   	-239.06		 77.62   	-259.41		
-38.45   	-112.61   	 13.27   	-228.89		 76.58   	-259.41		
-38.45   	-110.17   	 12.35   	-218.72		 75.54   	-249.24		
-38.15   	-107.73   	 11.48   	-213.63		 74.55   	-233.98		
-37.84   	-105.29   	 10.62   	-198.37		 73.61   	-218.72		
-37.23   	-103.15   	  9.83   	-188.20		 72.74   	-203.46		
-36.93   	-100.71   	  9.07   	-172.94		 71.92   	-188.20		
-36.01   	-98.88   	  8.38   	-157.68		 71.17   	-172.94		
-35.10   	-97.05   	  7.75   	-142.42		 70.48   	-152.59		
-33.57   	-95.52   	  7.18   	-122.07		 69.87   	-142.42		
-31.43   	-93.38   	  6.69   	-111.90		 69.30   	-127.16		
-28.08   	-91.25   	  6.25   	 -91.56		 68.79   	-111.90		
-23.19   	-88.50   	  5.88   	 -81.38		 68.34   	-106.82		
-16.78   	-86.06   	  5.55   	 -71.21		 67.91   	 -96.64		
 -7.93   	-84.84   	  5.27   	 -50.86		 67.53   	 -86.47		
  3.97   	-85.75   	  5.07   	 -45.78		 67.18   	 -81.38		
 20.14   	-87.59   	  4.88   	 -30.52		 66.86   	 -81.38		
 41.50   	-86.67   	  4.76   	 -25.43		 66.53   	 -76.30		
 67.14   	-77.82   	  4.66   	 -15.26		 66.23   	 -76.30		
 94.30   	-58.90   	  4.60   	 -10.17		 65.92   	 -76.30		
119.32   	-32.04   	  4.56   	  -5.09		 65.62   	 -76.30		
136.72   	 -7.32   	  4.54   	   5.09		 65.31   	 -81.38		
141.91   	  3.36   	  4.56   	   5.09		 64.98   	 -81.38		
132.14   	 -5.80   	  4.58   	  15.26		 64.66   	 -86.47		
107.73   	-31.43   	  4.64   	  20.35		 64.31   	 -81.38		
 73.85   	-63.78   	  4.72   	  25.43		 63.99   	 -91.56		
 38.45   	-91.86   	  4.82   	  25.43		 63.62   	 -86.47		
  8.85   	-110.47   	  4.92   	  25.43		 63.28   	 -91.56		
-12.82   	-121.15   	  5.03   	  30.52		 62.91   	 -86.47		
-29.30   	-128.17   	  5.15   	  30.52		 62.56   	 -91.56		
-43.95   	-133.06   	  5.27   	  30.52		 62.20   	 -91.56		
-59.20   	-136.41   	  5.39   	  30.52		 61.83   	 -86.47		
-73.55   	-137.94   	  5.51   	  35.61		 61.49   	 -91.56		
-83.01   	-137.63   	  5.66   	  35.61		 61.12   	 -86.47		
-86.67   	-136.72   	  5.80   	  40.69		 60.77   	 -81.38		
-89.11   	-138.55   	  5.96   	  35.61		 60.45   	 -81.38		
-98.27   	-142.21   	  6.10   	  30.52		 60.12   	 -81.38		
-115.66   	-129.39   	  6.23   	  35.61		 59.80   	 -81.38		
-122.07   	-52.49   	  6.37   	  35.61		 59.47   	 -76.30		
-79.65   	152.89   	  6.51   	  30.52		 59.17   	 -76.30		
 39.67   	509.64   	  6.63   	  35.61		 58.86   	 -71.21		
225.22   	909.12   	  6.78   	  30.52		 58.58   	 -71.21		
407.71   	1146.85(R)	  6.90   	  40.69		 58.29   	 -81.38		
394.29   	642.40   	  7.06   	  35.61		 57.97   	 -76.30		
167.24   	 64.70   	  7.20   	  35.61		 57.66   	 -71.21		
-84.84   	-397.03   	  7.34   	  35.61		 57.38   	 -76.30		
-238.65   	-581.05   	  7.49   	  35.61		 57.07   	 -66.12		
-240.48   	-516.05   	  7.63   	  40.69		 56.81   	 -71.21		
-135.50   	-339.97   	  7.79   	  35.61		 56.52   	 -66.12		
-21.97   	-186.46   	  7.93   	  35.61		 56.26   	 -61.04		
 26.55   	-119.32   	  8.08   	  40.69		 56.01   	 -66.12		
  5.49   	-126.95   	  8.24   	  45.78		 55.75   	 -61.04		
-41.50   	-161.13   	  8.42   	  40.69		 55.50   	 -61.04		
-68.36   	-184.94   	  8.59   	  45.78		 55.26   	 -61.04		
-61.65   	-185.85   	  8.77   	  45.78		 55.02   	 -55.95		
-38.15   	-169.07   	  8.95   	  55.95		 54.79   	 -61.04		
-19.84   	-147.40   	  9.18   	  66.12		 54.55   	 -55.95		
-15.56   	-136.11   	  9.44   	  76.30		 54.32   	 -61.04		
-19.53   	-138.85   	  9.75   	  76.30		 54.08   	 -55.95		
-22.28   	-145.26   	 10.05   	  86.47		 53.86   	 -55.95		
-19.23   	-144.65   	 10.40   	 101.73		 53.63   	 -55.95		
-11.90   	-136.72   	 10.80   	 116.99		 53.41   	 -55.95		
 -4.27   	-127.56   	 11.27   	 137.33		 53.18   	 -55.95		
  1.22   	-121.77   	 11.82   	 147.51		 52.96   	 -61.04		
  4.58   	-116.88   	 12.41   	 162.77		 52.72   	 -55.95		
  6.71   	-111.69   	 13.06   	 167.85		 52.49   	 -55.95		
  9.77   	-105.59   	 13.73   	 188.20		 52.27   	 -61.04		
 14.34   	-98.57   	 14.49   	 198.37		 52.02   	 -55.95		
 19.53   	-90.33   	 15.28   	 203.46		 51.80   	 -55.95		
 24.41   	-80.87   	 16.09   	 213.63		 51.58   	 -55.95		
 29.30   	-70.80   	 16.95   	 213.63		 51.35   	 -55.95		
 33.57   	-60.73   	 17.80   	 213.63		 51.13   	 -45.78		
 37.84   	-50.35   	 18.66   	 218.72		 50.95   	 -30.52		
 42.11   	-39.37   	 19.53   	 218.72		 50.82   	 -15.26		
 47.00   	-28.08   	 20.41   	 213.63		 50.76   	  20.35		
 51.27   	-16.48   	 21.26   	 203.46		 50.84   	  71.21		
 54.93   	 -5.19   	 22.08   	 198.37		 51.13   	 122.07		
 57.07   	  6.10   	 22.87   	 193.29		 51.62   	 188.20		
 58.90   	 17.40   	 23.64   	 183.11		 52.37   	 259.41		
 60.73   	 28.99   	 24.37   	 178.03		 53.41   	 325.53		
 63.78   	 40.59   	 25.09   	 162.77		 54.71   	 386.57		
 66.83   	 52.49   	 25.74   	 152.59		 56.26   	 442.52		
 68.97   	 64.39   	 26.35   	 142.42		 58.03   	 483.21		
 70.50   	 76.29   	 26.92   	 127.16		 59.96   	 528.99		
 71.41   	 87.59   	 27.43   	 127.16		 62.08   	 564.60		
 72.63   	 98.57   	 27.93   	 111.90		 64.33   	 590.03		
 74.46   	109.25   	 28.38   	  96.64		 66.69   	 600.20		
 76.90   	119.63   	 28.77   	  86.47		 69.09   	 605.29		
 79.04   	129.39   	 29.11   	  76.30		 71.52   	 590.03		
 81.18   	139.47   	 29.42   	  66.12		 73.88   	 569.68		
 84.23   	149.54   	 29.68   	  61.04		 76.15   	 528.99		
 88.81   	159.30   	 29.93   	  50.86		 78.27   	 488.30		
 95.21   	167.85   	 30.13   	  40.69		 80.22   	 432.35		
102.54   	173.03   	 30.29   	  30.52		 81.95   	 371.31		
109.56   	172.73   	 30.42   	  30.52		 83.44   	 310.27		
113.53   	165.41   	 30.54   	  20.35		 84.68   	 239.06		
111.69   	151.98   	 30.62   	  10.17		 85.64   	 178.03		
101.93   	134.28   	 30.66   	   5.09		 86.35   	 116.99		
 83.62   	114.44   	 30.68   	  -5.09		 86.82   	  55.95		
 58.90   	 93.38   	 30.66   	  -5.09		 87.04   	  15.26		
 31.43   	 71.41   	 30.64   	 -15.26		 87.10   	 -30.52		
  5.80   	 47.30   	 30.58   	 -15.26		 86.98   	 -61.04		
-14.95   	 21.97   	 30.52   	 -25.43		 86.73   	 -86.47		
-29.91   	 -4.27   	 30.42   	 -25.43		 86.39   	-101.73		
-40.28   	-28.99   	 30.32   	 -35.61		 85.98   	-111.90		
-47.30   	-50.66   	 30.17   	 -40.69		 85.53   	-116.99		
-52.49   	-68.36   	 30.01   	 -40.69		 85.07   	-111.90		
-55.85   	-81.48   	 29.85   	 -45.78		 84.62   	-101.73		
-57.68   	-90.94   	 29.66   	 -50.86		 84.21   	 -91.56		
-58.59   	-97.66   	 29.46   	 -55.95		 83.85   	 -76.30		
-59.20   	-102.54   	 29.24   	 -55.95		 83.54   	 -61.04		
-60.12   	-106.51   	 29.01   	 -61.04		 83.30   	 -45.78		
-61.04   	-109.86   	 28.77   	 -61.04		 83.11   	 -30.52		
-61.95   	-112.30   	 28.52   	 -66.12		 82.99   	 -20.35		
-62.26   	-114.44   	 28.26   	 -66.12		 82.91   	 -10.17		
-62.26   	-115.97   	 28.00   	 -76.30		 82.87   	  -5.09		
-61.95   	-117.49   	 27.69   	 -76.30		 82.85   	   0.00		
-61.34   	-119.02   	 27.39   	 -71.21		 82.85   	   5.09		
-61.04   	-120.24   	 27.10   	 -81.38		 82.87   	  -5.09		
-60.42   	-121.15   	 26.78   	 -81.38		 82.85   	 -10.17		
-60.12   	-122.07   	 26.45   	 -91.56		 82.81   	 -20.35		
-59.20   	-122.07   	 26.08   	 -96.64		 82.73   	 -30.52		
-57.68   	-121.46   	 25.70   	-106.82		 82.60   	 -45.78		
-56.46   	-120.24   	 25.27   	-116.99		 82.42   	 -71.21		
-54.93   	-118.41   	 24.80   	-132.25		 82.14   	 -86.47		
-54.02   	-115.66   	 24.27   	-142.42		 81.79   	-111.90		
-52.80   	-112.61   	 23.70   	-162.77		 81.34   	-137.33		
-52.19   	-109.86   	 23.05   	-178.03		 80.79   	-162.77		
-51.88   	-107.42   	 22.34   	-193.29		 80.14   	-188.20		
-51.57   	-105.90   	 21.57   	-203.46		 79.39   	-218.72		
-51.57   	-104.98   	 20.75   	-213.63		 78.51   	-233.98		
-51.27   	-104.68   	 19.90   	-228.89		 77.58   	-244.15		
-51.27   	-104.06   	 18.98   	-233.98		 76.60   	-259.41		
-51.27   	-102.54   	 18.05   	-233.98		 75.56   	-254.32		
-50.96   	-100.40   	 17.11   	-244.15		 74.55   	-249.24		
-50.96   	-98.27   	 16.13   	-239.06		 73.55   	-244.15		
-50.96   	-96.13   	 15.18   	-233.98		 72.57   	-228.89		
-51.27   	-93.99   	 14.24   	-233.98		 71.66   	-213.63		
-51.88   	-92.16   	 13.31   	-223.80		 70.80   	-203.46		
-52.19   	-90.94   	 12.41   	-223.80		 69.99   	-183.11		
-52.49   	-90.03   	 11.52   	-208.54		 69.26   	-167.85		
-51.88   	-89.42   	 10.68   	-193.29		 68.59   	-152.59		
-50.35   	-88.50   	  9.91   	-178.03		 67.98   	-137.33		
