SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  RFA     	  RFA'		
-56.15   	-282.29   	 62.03   	  25.43		 75.34   	 259.41		
-58.59   	-287.17   	 62.14   	  25.43		 76.38   	 239.06		
-59.81   	-287.78   	 62.24   	  15.26		 77.33   	 203.46		
-59.20   	-286.25   	 62.30   	  10.17		 78.15   	 162.77		
-57.37   	-285.95   	 62.34(S)	   0.00		 78.80   	 127.16		
-57.07   	-289.61   	 62.34   	  -5.09		 79.31   	  96.64		
-59.51   	-296.02   	 62.32   	 -10.17		 79.69   	  71.21		
-63.48   	-299.99   	 62.28   	 -20.35		 79.98   	  55.95		
-67.14   	-297.24   	 62.20   	 -30.52		 80.20   	  45.78		
-68.66   	-289.00   	 62.08   	 -45.78		 80.39   	  45.78		
-67.75   	-280.46   	 61.89   	 -66.12		 80.57   	  45.78		
-65.00   	-275.27   	 61.63   	 -91.56		 80.75   	  45.78		
-61.65   	-274.66   	 61.26   	-116.99		 80.94   	  35.61		
-59.81   	-275.57   	 60.79   	-152.59		 81.08   	  35.61		
-60.42   	-274.66   	 60.18   	-188.20		 81.22   	  15.26		
-63.48   	-272.83   	 59.43   	-223.80		 81.28(S)	 -10.17		
-65.61   	-271.91   	 58.53   	-249.24		 81.24   	 -40.69		
-64.09   	-273.74   	 57.54   	-284.84		 81.08   	 -55.95		
-58.29   	-277.71   	 56.40   	-315.36		 80.85   	 -71.21		
-52.49   	-281.68   	 55.14   	-350.97		 80.57   	 -86.47		
-49.74   	-283.20   	 53.73   	-391.66		 80.22   	 -96.64		
-51.27   	-280.76   	 52.17   	-422.18		 79.84   	-111.90		
-53.41   	-275.57   	 50.48   	-457.78		 79.39   	-111.90		
-51.57   	-271.00   	 48.65   	-488.30		 78.94   	-111.90		
-45.47   	-269.17   	 46.69   	-513.73		 78.49   	-111.90		
-37.23   	-270.39   	 44.64   	-534.08		 78.05   	-111.90		
-31.13   	-272.83   	 42.50   	-559.51		 77.60   	-111.90		
-28.38   	-272.22   	 40.26   	-574.77		 77.15   	-127.16		
-27.47   	-267.94   	 37.97   	-579.86		 76.64   	-137.33		
-26.25   	-262.76   	 35.65   	-590.03		 76.09   	-147.51		
-24.11   	-260.01   	 33.29   	-579.86		 75.50   	-157.68		
-22.89   	-262.15   	 30.97   	-574.77		 74.87   	-172.94		
-24.41   	-267.94   	 28.67   	-564.60		 74.18   	-183.11		
-26.25   	-270.69   	 26.41   	-544.25		 73.45   	-193.29		
-25.63   	-266.72   	 24.23   	-528.99		 72.68   	-193.29		
-22.89   	-258.48   	 22.12   	-503.56		 71.90   	-203.46		
-18.62   	-252.38   	 20.10   	-483.21		 71.09   	-203.46		
-15.56   	-251.77   	 18.17   	-457.78		 70.27   	-198.37		
-14.95   	-253.60   	 16.34   	-427.26		 69.48   	-198.37		
-16.78   	-252.08   	 14.63   	-391.66		 68.69   	-183.11		
-18.62   	-243.23   	 13.06   	-366.22		 67.95   	-183.11		
-17.70   	-230.10   	 11.60   	-335.71		 67.22   	-167.85		
-10.07   	-217.90   	 10.25   	-300.10		 66.55   	-152.59		
  6.41   	-209.35   	  9.05   	-279.75		 65.94   	-132.25		
 27.47   	-201.11   	  7.93   	-254.32		 65.41   	-127.16		
 45.47   	-187.38   	  6.92   	-233.98		 64.90   	-111.90		
 53.71   	-166.02   	  5.98   	-218.72		 64.46   	-106.82		
 53.71   	-137.94   	  5.11   	-193.29		 64.03   	-111.90		
 55.24   	-108.34   	  4.33   	-172.94		 63.58   	-116.99		
 65.92   	-85.14   	  3.64   	-147.51		 63.11   	-122.07		
 86.06   	-75.99   	  3.05   	-116.99		 62.62   	-122.07		
105.29   	-82.70   	  2.58   	 -86.47		 62.14   	-127.16		
111.39   	-103.76   	  2.24   	 -45.78		 61.63   	-122.07		
 97.66   	-134.28   	  2.05   	 -15.26		 61.14   	-122.07		
 67.44   	-168.46   	  1.99(D)	  10.17		 60.65   	-116.99		
 31.13   	-199.89   	  2.03   	  40.69		 60.18   	-106.82		
 -3.36   	-224.61   	  2.20   	  55.95		 59.76   	-101.73		
-31.13   	-241.39   	  2.42   	  61.04		 59.35   	-101.73		
-50.66   	-250.85   	  2.67   	  71.21		 58.94   	 -96.64		
-61.65   	-255.43   	  2.95   	  66.12		 58.56   	 -91.56		
-65.31   	-258.48   	  3.21   	  71.21		 58.19   	 -86.47		
-63.48   	-259.70   	  3.50   	  76.30		 57.84   	 -91.56		
-61.34   	-258.18   	  3.80   	  81.38		 57.48   	 -91.56		
-64.09   	-254.21   	  4.13   	  81.38		 57.11   	 -91.56		
-72.94   	-250.55   	  4.46   	  81.38		 56.74   	 -86.47		
-82.40   	-248.72   	  4.78   	  71.21		 56.40   	 -76.30		
-85.75   	-247.80   	  5.07   	  66.12		 56.09   	 -81.38		
-80.57   	-246.28   	  5.33   	  45.78		 55.77   	 -81.38		
-70.50   	-242.92   	  5.51   	  30.52		 55.44   	 -81.38		
-61.65   	-239.87   	  5.64   	  10.17		 55.12   	 -71.21		
-54.02   	-241.70   	  5.68   	   5.09		 54.83   	 -66.12		
-41.50   	-253.91   	  5.70   	   5.09		 54.57   	 -61.04		
-17.70   	-273.74   	  5.72   	  10.17		 54.32   	 -55.95		
 17.09   	-287.48   	  5.76   	  20.35		 54.10   	 -55.95		
 54.32   	-267.94   	  5.84   	  35.61		 53.88   	 -55.95		
 85.75   	-171.20   	  5.98   	  50.86		 53.65   	 -50.86		
116.27   	 55.85   	  6.19   	  55.95		 53.45   	 -45.78		
152.89   	452.27   	  6.41   	  66.12		 53.27   	 -55.95		
181.27   	990.60   	  6.67   	  66.12		 53.04   	 -50.86		
162.96   	1524.96   	  6.94   	  61.04		 52.84   	 -61.04		
-137.33   	1697.69(R)	  7.18(E)	  55.95		 52.59   	 -50.86		
-352.17   	1139.83   	  7.41   	  45.78		 52.39   	 -50.86		
-485.53   	377.50   	  7.59   	  35.61		 52.19   	 -55.95		
-471.19   	-249.02   	  7.73   	  25.43		 51.96   	 -55.95		
-326.54   	-509.95   	  7.83   	  25.43		 51.74   	 -55.95		
-140.69   	-422.36   	  7.93   	  25.43		 51.52   	 -50.86		
-10.38   	-195.62   	  8.04   	  25.43		 51.31   	 -55.95		
 23.50   	-48.52   	  8.14   	  30.52		 51.09   	 -50.86		
 -9.77   	-61.04   	  8.26   	  35.61		 50.88   	 -55.95		
-53.10   	-168.46   	  8.40   	  40.69		 50.66   	 -50.86		
-66.83   	-260.93   	  8.57   	  50.86		 50.46   	 -50.86		
-48.52   	-281.37   	  8.77   	  71.21		 50.25   	 -50.86		
-21.67   	-247.19   	  9.05   	  91.56		 50.05   	 -40.69		
 -9.16   	-207.82   	  9.42   	 111.90		 49.89   	 -35.61		
-15.87   	-193.18   	  9.87   	 132.25		 49.75   	 -30.52		
-30.52   	-202.03   	 10.40   	 147.51		 49.62   	 -35.61		
-37.23   	-215.45   	 10.99   	 162.77		 49.48   	 -35.61		
-29.30   	-216.06   	 11.64   	 188.20		 49.34   	 -35.61		
-11.60   	-199.89   	 12.39   	 223.80		 49.20   	 -35.61		
  2.44   	-177.31   	 13.29   	 249.24		 49.05   	 -30.52		
  4.58   	-162.96   	 14.28   	 295.01		 48.93   	 -25.43		
 -2.44   	-163.27   	 15.46   	 345.88		 48.83   	 -30.52		
 -7.63   	-170.59   	 16.85   	 401.83		 48.71   	 -30.52		
 -4.27   	-173.03   	 18.45   	 457.78		 48.59   	 -25.43		
  6.10   	-163.27   	 20.28   	 590.03		 48.48   	 -25.43		
 17.70   	-128.78   	 22.64   	 590.03		 48.38   	 -25.43		
 16.17   	-117.19   	 25.00   	 584.94		 48.28   	 -25.43		
 16.78   	-110.17   	 27.34   	 574.77		 48.18   	 -25.43		
 22.58   	-101.93   	 29.64   	 559.51		 48.08   	 -25.43		
 31.13   	-86.36   	 31.88   	 554.42		 47.98   	 -20.35		
 36.93   	-63.78   	 34.10   	 544.25		 47.89   	 -20.35		
 37.84   	-40.89   	 36.28   	 534.08		 47.81   	 -20.35		
 36.32   	-24.72   	 38.41   	 518.82		 47.73   	 -15.26		
 37.84   	-17.09   	 40.49   	 493.39		 47.67   	 -20.35		
 45.17   	-10.68   	 42.46   	 462.87		 47.59   	 -25.43		
 56.76   	  4.58   	 44.31   	 427.26		 47.49   	 -25.43		
 68.05   	 32.96   	 46.02   	 386.57		 47.39   	 -35.61		
 75.99   	 68.36   	 47.57   	 350.97		 47.24   	 -35.61		
 80.87   	101.01   	 48.97   	 315.36		 47.10   	 -30.52		
 87.89   	128.48   	 50.23   	 279.75		 46.98   	 -30.52		
101.01   	157.17   	 51.35   	 254.32		 46.86   	 -30.52		
119.63   	196.53   	 52.37   	 228.89		 46.73   	 -30.52		
138.24   	247.50   	 53.29   	 198.37		 46.61   	 -25.43		
151.67   	299.38   	 54.08   	 167.85		 46.51   	 -20.35		
160.22   	341.19   	 54.75   	 142.42		 46.43   	 -10.17		
167.54   	371.09   	 55.32   	 116.99		 46.39(D)	  10.17		
179.75   	397.95   	 55.79   	  91.56		 46.43   	  45.78		
196.53   	432.74   	 56.15   	  76.30		 46.61   	 101.73		
211.79   	476.99   	 56.46   	  55.95		 47.02   	 193.29		
219.42   	522.16   	 56.68   	  45.78		 47.79   	 315.36		
219.73   	557.56   	 56.87   	  30.52		 49.05   	 457.78		
217.29   	578.31   	 56.99   	  15.26		 50.88   	 584.94		
216.67   	587.16   	 57.05   	   5.09		 53.22   	 686.67		
215.76   	584.72   	 57.07(S)	  -5.09		 55.97   	 737.54		
209.35   	566.41   	 57.05   	 -10.17		 58.92   	 752.79		
194.09   	525.51   	 57.01   	 -15.26		 61.93   	 717.19		
172.42   	460.51   	 56.95   	 -10.17		 64.80   	 635.81		
151.37   	379.33   	 56.91   	 -15.26		 67.34   	 513.73		
133.06   	293.58   	 56.85   	 -10.17		 69.40   	 386.57		
113.83   	209.05   	 56.81   	 -10.17		 70.95   	 269.58		
 89.11   	126.04   	 56.76   	 -15.26		 72.02   	 183.11		
 59.20   	 44.25   	 56.70   	 -10.17		 72.76   	 147.51		
 30.82   	-32.04   	 56.66   	 -10.17		 73.35   	 152.59		
  8.54   	-95.52   	 56.62   	 -15.26		 73.96   	 188.20		
 -5.80   	-140.99   	 56.56   	 -10.17		 74.71   	 239.06		
-16.17   	-170.29   	 56.52   	  -5.09		 75.67   	 284.84		
-27.16   	-192.26   	 56.50   	 -10.17		 76.81   	 325.53		
-39.37   	-215.45   	 56.46   	   0.00		 78.11   	 350.97		
-50.35   	-239.56   	 56.46   	   0.00		 79.51   	 345.88		
-57.98   	-261.23   	 56.46   	   0.00		 80.89   	 325.53		
-62.87   	-275.57   	 56.46   	  -5.09		 82.20   	 284.84		
-65.31   	-279.85   	 56.44   	   0.00		 83.34   	 228.89		
-65.61   	-275.88   	 56.44   	   0.00		 84.25   	 178.03		
-65.92   	-269.78   	 56.44   	  -5.09		 84.96   	 137.33		
-67.14   	-264.59   	 56.42   	 -10.17		 85.51   	 106.82		
-69.27   	-260.93   	 56.38   	 -10.17		 85.94   	  91.56		
-72.33   	-259.09   	 56.34   	 -15.26		 86.31   	  76.30		
-74.46   	-259.70   	 56.28   	 -20.35		 86.61   	  61.04		
-73.55   	-263.67   	 56.20   	 -30.52		 86.86   	  61.04		
-68.97   	-270.08   	 56.07   	 -35.61		 87.10   	  61.04		
-62.87   	-275.27   	 55.93   	 -50.86		 87.34   	  55.95		
-58.29   	-274.96   	 55.73   	 -71.21		 87.57   	  50.86		
-56.46   	-267.03   	 55.44   	 -91.56		 87.77   	  40.69		
-57.37   	-256.04   	 55.08   	-116.99		 87.93   	  15.26		
-59.51   	-249.02   	 54.61   	-152.59		 88.00(S)	  -5.09		
-61.34   	-249.33   	 54.00   	-188.20		 87.98   	 -30.52		
-61.65   	-255.13   	 53.24   	-239.06		 87.85   	 -45.78		
-59.51   	-261.23   	 52.29   	-279.75		 87.67   	 -61.04		
-55.54   	-262.76   	 51.17   	-325.53		 87.43   	 -76.30		
-51.27   	-258.48   	 49.87   	-371.31		 87.12   	 -86.47		
-47.91   	-250.24   	 48.38   	-412.00		 86.77   	 -86.47		
-48.22   	-242.61   	 46.73   	-452.69		 86.43   	 -91.56		
-51.88   	-238.34   	 44.92   	-488.30		 86.06   	 -96.64		
-56.15   	-237.73   	 42.97   	-518.82		 85.68   	-106.82		
-58.29   	-239.56   	 40.90   	-544.25		 85.25   	-106.82		
-57.98   	-240.78   	 38.72   	-569.68		 84.82   	-106.82		
-56.76   	-241.39   	 36.44   	-579.86		 84.39   	-116.99		
-56.46   	-241.39   	 34.12   	-584.94		 83.93   	-122.07		
-55.54   	-242.61   	 31.78   	-579.86		 83.44   	-127.16		
-51.27   	-243.84   	 29.46   	-569.68		 82.93   	-137.33		
-42.72   	-242.92   	 27.18   	-559.51		 82.38   	-147.51		
-34.79   	-238.65   	 24.94   	-539.16		 81.79   	-157.68		
-31.74   	-233.46   	 22.79   	-528.99		 81.16   	-167.85		
-34.18   	-233.15   	 20.67   	-503.56		 80.49   	-172.94		
-36.93   	-240.17   	 18.66   	-478.13		 79.80   	-183.11		
-35.71   	-249.33   	 16.74   	-457.78		 79.06   	-193.29		
-30.82   	-251.77   	 14.91   	-422.18		 78.29   	-208.54		
-26.55   	-240.48   	 13.22   	-391.66		 77.46   	-213.63		
-25.33   	-217.59   	 11.66   	-361.14		 76.60   	-223.80		
-23.19   	-192.26   	 10.21   	-335.71		 75.71   	-228.89		
-14.34   	-174.87   	  8.87   	-310.27		 74.79   	-228.89		
  4.27   	-168.46   	  7.63   	-289.93		 73.88   	-208.54		
 28.08   	-166.02   	  6.47   	-264.50		 73.04   	-193.29		
 47.00   	-158.39   	  5.41   	-244.15		 72.27   	-183.11		
 54.93   	-138.55   	  4.44   	-218.72		 71.54   	-167.85		
 53.71   	-107.73   	  3.56   	-183.11		 70.86   	-152.59		
 51.27   	-74.46   	  2.83   	-152.59		 70.25   	-142.42		
 56.46   	-49.44   	  2.22   	-106.82		 69.68   	-142.42		
 72.33   	-39.37   	  1.79   	 -76.30		 69.11   	-147.51		
 90.94   	-47.00   	  1.49   	 -40.69		 68.52   	-142.42		
100.10   	-70.19   	  1.32   	 -10.17		 67.95   	-152.59		
 92.16   	-104.37   	  1.28(D)	  15.26		 67.34   	-152.59		
 67.14   	-141.91   	  1.34   	  35.61		 66.73   	-152.59		
 34.48   	-175.78   	  1.49   	  50.86		 66.12   	-147.51		
  4.88   	-199.58   	  1.69   	  66.12		 65.53   	-147.51		
-15.87   	-212.10   	  1.95   	  76.30		 64.94   	-137.33		
-29.60   	-215.76   	  2.26   	  81.38		 64.39   	-137.33		
-40.28   	-215.45   	  2.58   	  86.47		 63.85   	-116.99		
-51.27   	-214.23   	  2.93   	  86.47		 63.38   	-111.90		
-62.26   	-213.62   	  3.28   	  91.56		 62.93   	-106.82		
-70.19   	-213.62   	  3.64   	  91.56		 62.50   	 -96.64		
-72.94   	-214.84   	  4.01   	  91.56		 62.12   	 -96.64		
-70.80   	-217.59   	  4.37   	  81.38		 61.73   	 -96.64		
-66.22   	-220.34   	  4.70   	  71.21		 61.34   	 -91.56		
-62.26   	-220.64   	  4.98   	  55.95		 60.98   	 -86.47		
-60.73   	-218.51   	  5.21   	  40.69		 60.63   	 -86.47		
-61.65   	-216.37   	  5.37   	  20.35		 60.28   	 -86.47		
-62.87   	-217.29   	  5.45   	  15.26		 59.94   	 -81.38		
-60.42   	-221.86   	  5.51   	  10.17		 59.61   	 -81.38		
-49.74   	-229.19   	  5.55   	  15.26		 59.29   	 -76.30		
-28.38   	-239.56   	  5.62   	  30.52		 58.98   	 -76.30		
  2.14   	-251.77   	  5.74   	  40.69		 58.68   	 -71.21		
 37.23   	-252.69   	  5.90   	  61.04		 58.39   	 -66.12		
 71.41   	-210.27   	  6.14   	  66.12		 58.13   	 -61.04		
106.81   	-70.50   	  6.41   	  66.12		 57.88   	 -61.04		
150.76   	227.36   	  6.67   	  61.04		 57.64   	 -61.04		
195.92   	701.90   	  6.92   	  55.95		 57.40   	 -55.95		
207.82   	1265.87   	  7.14   	  45.78		 57.17   	 -61.04		
-24.72   	1821.90(R)	  7.32(E)	  40.69		 56.93   	 -55.95		
-252.69   	1469.73   	  7.49   	  40.69		 56.70   	 -61.04		
-445.56   	773.62   	  7.65   	  35.61		 56.46   	 -55.95		
-509.34   	 40.59   	  7.79   	  30.52		 56.24   	 -50.86		
-419.31   	-418.40   	  7.91   	  30.52		 56.03   	 -55.95		
-237.12   	-488.89   	  8.04   	  30.52		 55.81   	 -55.95		
-65.61   	-298.77   	  8.16   	  20.35		 55.58   	 -50.86		
 20.75   	-85.14   	  8.24   	  25.43		 55.38   	 -45.78		
 17.09   	-11.60   	  8.34   	  25.43		 55.20   	 -50.86		
-27.77   	-80.57   	  8.44   	  30.52		 54.99   	 -50.86		
-62.87   	-190.73   	  8.57   	  40.69		 54.79   	 -50.86		
-67.14   	-250.55   	  8.73   	  55.95		 54.59   	 -45.78		
-48.83   	-243.23   	  8.95   	  61.04		 54.40   	 -45.78		
-26.86   	-207.82   	  9.20   	  86.47		 54.22   	 -50.86		
-12.51   	-183.41   	  9.54   	 111.90		 54.02   	 -45.78		
 -8.24   	-180.05   	  9.99   	 137.33		 53.83   	 -40.69		
-10.07   	-186.46   	 10.54   	 157.68		 53.67   	 -30.52		
-14.04   	-191.04   	 11.17   	 188.20		 53.55   	 -35.61		
-14.34   	-188.90   	 11.92   	 208.54		 53.41   	 -40.69		
 -7.02   	-180.66   	 12.76   	 249.24		 53.24   	 -35.61		
  5.80   	-169.98   	 13.75   	 284.84		 53.10   	 -30.52		
 18.62   	-159.00   	 14.89   	 335.71		 52.98   	 -20.35		
 23.80   	-149.84   	 16.24   	 386.57		 52.90   	 -30.52		
 20.45   	-143.43   	 17.78   	 432.35		 52.78   	 -25.43		
 14.34   	-139.47   	 19.51   	 574.77		 52.68   	 -30.52		
 18.62   	-130.92   	 21.81   	 584.94		 52.55   	 -30.52		
 28.99   	-120.24   	 24.15   	 584.94		 52.43   	 -30.52		
 38.76   	-104.37   	 26.49   	 584.94		 52.31   	 -35.61		
 45.47   	-86.98   	 28.83   	 579.86		 52.17   	 -30.52		
 49.44   	-71.11   	 31.15   	 564.60		 52.04   	 -30.52		
 53.10   	-57.37   	 33.41   	 554.42		 51.92   	 -30.52		
 57.68   	-44.25   	 35.63   	 539.16		 51.80   	 -25.43		
 61.65   	-27.77   	 37.78   	 523.90		 51.70   	 -20.35		
 65.61   	 -7.02   	 39.88   	 498.47		 51.62   	 -20.35		
 70.19   	 15.56   	 41.87   	 467.95		 51.54   	 -30.52		
 75.38   	 36.32   	 43.74   	 437.43		 51.41   	 -30.52		
 81.79   	 54.63   	 45.49   	 401.83		 51.29   	 -30.52		
 88.81   	 73.85   	 47.10   	 371.31		 51.17   	 -30.52		
 97.35   	 97.05   	 48.59   	 330.62		 51.05   	 -30.52		
108.03   	124.82   	 49.91   	 300.10		 50.93   	 -35.61		
122.07   	156.56   	 51.11   	 264.50		 50.78   	 -35.61		
138.24   	189.51   	 52.17   	 233.98		 50.64   	 -35.61		
154.72   	223.69   	 53.10   	 203.46		 50.50   	 -40.69		
169.98   	262.15   	 53.92   	 178.03		 50.34   	 -30.52		
185.24   	306.09   	 54.63   	 147.51		 50.21   	 -30.52		
199.89   	354.00   	 55.22   	 122.07		 50.09   	 -25.43		
213.32   	400.09   	 55.71   	 101.73		 49.99   	 -10.17		
224.61   	441.89   	 56.11   	  81.38		 49.95(D)	  15.26		
233.46   	479.13   	 56.44   	  66.12		 50.01   	  66.12		
239.56   	513.31   	 56.70   	  40.69		 50.27   	 142.42		
244.75   	545.04   	 56.87   	  30.52		 50.84   	 244.15		
249.63   	574.34   	 56.99   	  20.35		 51.82   	 366.22		
253.60   	596.31   	 57.07   	   5.09		 53.29   	 493.39		
254.52   	604.55   	 57.09(S)	  -5.09		 55.26   	 595.11		
249.94   	592.96   	 57.07   	  -5.09		 57.64   	 681.58		
238.65   	557.86   	 57.05   	 -15.26		 60.37   	 717.19		
220.03   	499.27   	 56.99   	 -10.17		 63.23   	 701.93		
194.70   	421.75   	 56.95   	 -15.26		 66.04   	 630.72		
164.79   	333.25   	 56.89   	 -15.26		 68.57   	 523.90		
133.06   	241.39   	 56.83   	 -15.26		 70.66   	 401.83		
101.62   	153.20   	 56.76   	 -15.26		 72.27   	 289.93		
 71.72   	 73.24   	 56.70   	 -10.17		 73.43   	 203.46		
 43.64   	  3.66   	 56.66   	 -10.17		 74.24   	 152.59		
 17.40   	-54.93   	 56.62   	  -5.09		 74.85   	 147.51		
 -4.88   	-102.84   	 56.60   	  -5.09		 75.44   	 167.85		
-21.36   	-141.60   	 56.58   	  -5.09		 76.11   	 203.46		
-32.04   	-172.12   	 56.56   	  -5.09		 76.93   	 244.15		
-38.76   	-196.23   	 56.54   	   0.00		 77.90   	 295.01		
-44.86   	-215.76   	 56.54   	  -5.09		 79.08   	 320.45		
-50.66   	-230.41   	 56.52   	   0.00		 80.37   	 325.53		
-53.71   	-238.65   	 56.52   	   0.00		 81.67   	 310.27		
-52.80   	-239.87   	 56.52   	  -5.09		 82.91   	 274.67		
-51.57   	-236.82   	 56.50   	   0.00		 84.01   	 233.98		
-54.93   	-234.38   	 56.50   	   0.00		 84.94   	 193.29		
-64.39   	-236.51   	 56.50   	  -5.09		 85.72   	 157.68		
-75.99   	-242.31   	 56.48   	 -10.17		 86.35   	 127.16		
-81.79   	-247.80   	 56.44   	 -10.17		 86.86   	 111.90		
-77.82   	-250.24   	 56.40   	 -25.43		 87.30   	 101.73		
-66.83   	-248.72   	 56.30   	 -25.43		 87.71   	  91.56		
-55.54   	-245.06   	 56.20   	 -40.69		 88.08   	  76.30		
-49.44   	-241.70   	 56.03   	 -50.86		 88.38   	  61.04		
-49.74   	-240.48   	 55.83   	 -61.04		 88.63   	  45.78		
-54.63   	-243.23   	 55.58   	 -86.47		 88.81   	  25.43		
-60.42   	-248.41   	 55.24   	-106.82		 88.91   	  15.26		
-64.70   	-252.99   	 54.81   	-142.42		 88.97   	   5.09		
-66.83   	-251.46   	 54.24   	-183.11		 88.99(S)	 -10.17		
-65.61   	-241.39   	 53.51   	-223.80		 88.95   	 -35.61		
-61.95   	-226.44   	 52.61   	-264.50		 88.81   	 -55.95		
-58.29   	-215.76   	 51.56   	-315.36		 88.59   	 -66.12		
-55.54   	-214.23   	 50.29   	-361.14		 88.32   	 -81.38		
-54.63   	-220.34   	 48.85   	-396.74		 88.00   	 -91.56		
-54.32   	-228.58   	 47.26   	-442.52		 87.63   	 -96.64		
-54.32   	-232.85   	 45.49   	-473.04		 87.24   	-111.90		
-52.80   	-231.93   	 43.60   	-503.56		 86.80   	-111.90		
-50.05   	-228.58   	 41.59   	-534.08		 86.35   	-122.07		
-47.30   	-226.75   	 39.45   	-554.42		 85.86   	-116.99		
-45.78   	-227.97   	 37.23   	-569.68		 85.39   	-122.07		
-46.08   	-232.24   	 34.95   	-574.77		 84.90   	-122.07		
-46.69   	-237.43   	 32.66   	-579.86		 84.41   	-127.16		
-44.25   	-240.17   	 30.34   	-569.68		 83.91   	-132.25		
-36.93   	-237.73   	 28.06   	-559.51		 83.38   	-147.51		
-27.47   	-231.32   	 25.82   	-539.16		 82.79   	-162.77		
-20.45   	-225.83   	 23.66   	-528.99		 82.14   	-172.94		
-19.23   	-225.22   	 21.55   	-503.56		 81.44   	-178.03		
-22.89   	-229.80   	 19.53   	-478.13		 80.73   	-183.11		
-27.77   	-234.99   	 17.62   	-457.78		 80.00   	-193.29		
-30.82   	-236.21   	 15.79   	-432.35		 79.23   	-203.46		
-31.43   	-232.54   	 14.06   	-401.83		 78.41   	-213.63		
-29.30   	-224.30   	 12.45   	-381.48		 77.56   	-218.72		
-23.19   	-211.79   	 10.93   	-350.97		 76.68   	-218.72		
-12.82   	-196.53   	  9.52   	-315.36		 75.81   	-213.63		
  1.83   	-180.36   	  8.26   	-289.93		 74.95   	-203.46		
 19.23   	-166.32   	  7.10   	-259.41		 74.14   	-188.20		
 36.01   	-153.50   	  6.06   	-228.89		 73.39   	-178.03		
 48.83   	-138.24   	  5.15   	-208.54		 72.68   	-172.94		
 56.46   	-115.66   	  4.31   	-178.03		 71.98   	-162.77		
 60.73   	-84.53   	  3.60   	-152.59		 71.33   	-147.51		
 66.22   	-53.41   	  2.99   	-122.07		 70.74   	-142.42		
 76.60   	-33.57   	  2.50   	 -86.47		 70.17   	-147.51		
 90.33   	-30.82   	  2.16   	 -55.95		 69.58   	-147.51		
100.40   	-44.25   	  1.93   	 -25.43		 68.99   	-147.51		
 97.66   	-70.19   	  1.83(D)	   0.00		 68.40   	-147.51		
 79.04   	-102.84   	  1.83   	  30.52		 67.81   	-147.51		
 50.66   	-135.19   	  1.95   	  45.78		 67.22   	-147.51		
 23.50   	-161.13   	  2.14   	  66.12		 66.63   	-152.59		
  3.36   	-176.39   	  2.40   	  71.21		 66.02   	-147.51		
-12.21   	-182.80   	  2.69   	  76.30		 65.43   	-142.42		
-29.30   	-185.55   	  2.99   	  81.38		 64.86   	-132.25		
-50.96   	-189.82   	  3.32   	  76.30		 64.33   	-127.16		
-72.02   	-196.84   	  3.62   	  76.30		 63.82   	-111.90		
-83.01   	-203.55   	  3.93   	  76.30		 63.38   	-106.82		
-79.96   	-206.91   	  4.23   	  76.30		 62.95   	-101.73		
-69.27   	-206.60   	  4.54   	  71.21		 62.54   	-101.73		
-61.04   	-205.38   	  4.82   	  66.12		 62.14   	 -96.64		
-61.04   	-204.16   	  5.09   	  55.95		 61.75   	 -91.56		
-65.92   	-202.94   	  5.31   	  45.78		 61.38   	 -86.47		
-69.89   	-202.64   	  5.49   	  25.43		 61.04   	 -81.38		
-68.05   	-202.33   	  5.60   	  10.17		 60.71   	 -81.38		
-59.20   	-200.50   	  5.64   	  10.17		 60.39   	 -91.56		
-44.86   	-197.75   	  5.68   	   5.09		 60.02   	 -81.38		
-24.41   	-197.45   	  5.70   	  15.26		 59.69   	 -76.30		
  2.44   	-203.86   	  5.76   	  25.43		 59.39   	 -71.21		
 33.87   	-211.18   	  5.86   	  40.69		 59.10   	 -76.30		
 64.09   	-194.09   	  6.02   	  55.95		 58.80   	 -76.30		
 91.25   	-101.62   	  6.25   	  55.95		 58.49   	 -71.21		
124.51   	130.62   	  6.47   	  55.95		 58.21   	 -66.12		
169.37   	543.82   	  6.69   	  50.86		 57.94   	 -66.12		
205.99   	1096.19   	  6.90   	  45.78		 57.68   	 -61.04		
190.73   	1620.48   	  7.08   	  30.52		 57.44   	 -66.12		
-124.82   	1687.62(R)	  7.20(E)	  30.52		 57.17   	 -55.95		
-349.43   	1080.02   	  7.32   	  30.52		 56.95   	 -55.95		
-485.23   	311.58   	  7.45   	  25.43		 56.72   	 -50.86		
-464.17   	-272.83   	  7.55   	  25.43		 56.52   	 -55.95		
-307.01   	-468.14   	  7.65   	  25.43		 56.30   	 -55.95		
-111.69   	-330.81   	  7.75   	  20.35		 56.07   	 -55.95		
 18.62   	-92.47   	  7.83   	  20.35		 55.85   	 -55.95		
 45.17   	 34.79   	  7.91   	  20.35		 55.63   	 -55.95		
  1.83   	 -2.14   	  8.00   	  20.35		 55.40   	 -55.95		
-47.61   	-115.05   	  8.08   	  30.52		 55.18   	 -50.86		
-61.95   	-192.87   	  8.20   	  30.52		 54.97   	 -55.95		
-43.03   	-197.14   	  8.32   	  45.78		 54.75   	 -61.04		
-15.26   	-165.10   	  8.50   	  55.95		 54.51   	 -61.04		
