SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  RFA     	  RFA'		
-35.40   	-202.64   	  9.50   	-381.48		 76.72   	-223.80		
-37.84   	-195.31   	  7.98   	-350.97		 75.83   	-218.72		
-33.57   	-188.29   	  6.57   	-320.45		 74.95   	-218.72		
-26.86   	-179.44   	  5.29   	-284.84		 74.08   	-213.63		
-20.45   	-166.63   	  4.15   	-254.32		 73.22   	-198.37		
-13.12   	-151.67   	  3.13   	-218.72		 72.43   	-183.11		
  0.00   	-138.85   	  2.26   	-188.20		 71.70   	-162.77		
 19.23   	-131.53   	  1.51   	-152.59		 71.05   	-162.77		
 39.37   	-125.73   	  0.90   	-116.99		 70.40   	-152.59		
 52.80   	-115.05   	  0.43   	 -86.47		 69.79   	-147.51		
 56.46   	-95.21   	  0.08   	 -50.86		 69.20   	-147.51		
 56.46   	-67.75   	 -0.12   	 -15.26		 68.61   	-152.59		
 62.87   	-40.28   	 -0.18   	   5.09		 68.00   	-147.51		
 79.35   	-22.58   	 -0.16   	  30.52		 67.41   	-152.59		
 98.27   	-22.89   	 -0.04   	  45.78		 66.80   	-157.68		
106.20   	-44.56   	  0.14   	  61.04		 66.16   	-157.68		
 93.38   	-83.01   	  0.39   	  71.21		 65.53   	-147.51		
 61.04   	-129.09   	  0.67   	  76.30		 64.94   	-137.33		
 21.06   	-169.07   	  0.98   	  76.30		 64.39   	-127.16		
-12.82   	-191.65   	  1.28   	  81.38		 63.89   	-132.25		
-32.35   	-195.01   	  1.61   	  86.47		 63.36   	-116.99		
-41.20   	-187.68   	  1.95   	  86.47		 62.89   	-111.90		
-48.52   	-182.19   	  2.30   	  76.30		 62.44   	-101.73		
-60.42   	-187.38   	  2.60   	  76.30		 62.03   	 -96.64		
-77.21   	-202.94   	  2.91   	  71.21		 61.65   	 -91.56		
-92.16   	-222.17   	  3.19   	  61.04		 61.28   	 -86.47		
-96.74   	-234.99   	  3.44   	  45.78		 60.94   	 -91.56		
-90.94   	-237.73   	  3.62   	  30.52		 60.57   	 -91.56		
-81.79   	-231.93   	  3.74   	  20.35		 60.20   	 -86.47		
-76.90   	-223.39   	  3.83   	  10.17		 59.86   	 -86.47		
-77.51   	-216.37   	  3.87   	   0.00		 59.51   	 -86.47		
-78.74   	-212.10   	  3.87   	  -5.09		 59.17   	 -81.38		
-73.85   	-209.05   	  3.85   	 -10.17		 58.84   	 -81.38		
-61.34   	-208.44   	  3.80   	  -5.09		 58.51   	 -71.21		
-42.42   	-213.62   	  3.78   	   5.09		 58.23   	 -71.21		
-19.23   	-227.66   	  3.80(E)	  20.35		 57.94   	 -61.04		
  8.54   	-245.36   	  3.89   	  45.78		 57.70   	 -50.86		
 41.81   	-247.19   	  4.07   	  50.86		 57.50   	 -61.04		
 79.35   	-192.26   	  4.27   	  55.95		 57.25   	 -55.95		
123.29   	-24.11   	  4.50   	  50.86		 57.03   	 -61.04		
176.09   	310.97   	  4.70   	  45.78		 56.79   	 -61.04		
223.08   	819.40   	  4.88   	  30.52		 56.54   	 -55.95		
227.05   	1392.82   	  5.01   	  25.43		 56.32   	 -55.95		
-52.19   	1840.21(R)	  5.11   	  25.43		 56.09   	 -55.95		
-303.65   	1401.37   	  5.21   	  25.43		 55.87   	 -55.95		
-503.85   	654.30   	  5.31   	  30.52		 55.65   	 -55.95		
-554.50   	-63.17   	  5.43   	  25.43		 55.42   	 -55.95		
-437.01   	-451.97   	  5.53   	  25.43		 55.20   	 -55.95		
-227.36   	-444.95   	  5.64   	  25.43		 54.97   	 -55.95		
-44.56   	-217.29   	  5.74   	  20.35		 54.75   	 -61.04		
 32.35   	-18.01   	  5.82   	  25.43		 54.51   	 -61.04		
  9.46   	 16.17   	  5.92   	  30.52		 54.26   	 -55.95		
-48.83   	-81.79   	  6.04   	  35.61		 54.04   	 -50.86		
-80.87   	-191.04   	  6.19   	  55.95		 53.83   	 -45.78		
-68.97   	-227.97   	  6.41   	  76.30		 53.65   	 -50.86		
-36.01   	-197.14   	  6.71   	  96.64		 53.45   	 -50.86		
-11.90   	-153.50   	  7.10   	 122.07		 53.24   	 -40.69		
 -7.63   	-137.94   	  7.59   	 132.25		 53.08   	 -40.69		
-13.73   	-151.06   	  8.12   	 142.42		 52.92   	 -45.78		
-16.17   	-169.37   	  8.69   	 162.77		 52.74   	 -45.78		
-11.60   	-173.34   	  9.34   	 193.29		 52.55   	 -45.78		
 -4.88   	-160.83   	 10.11   	 228.89		 52.37   	 -35.61		
 -2.44   	-141.91   	 11.03   	 269.58		 52.23   	 -25.43		
 -4.58   	-129.09   	 12.11   	 315.36		 52.13   	 -30.52		
 -4.58   	-125.43   	 13.37   	 361.14		 52.00   	 -30.52		
  1.22   	-127.26   	 14.81   	 401.83		 51.88   	 -35.61		
 12.51   	-127.26   	 16.42   	 442.52		 51.74   	 -30.52		
 24.72   	-121.15   	 18.19   	 554.42		 51.62   	 -40.69		
 34.79   	-102.54   	 20.41   	 564.60		 51.45   	 -40.69		
 36.32   	-93.99   	 22.67   	 569.68		 51.29   	 -30.52		
 41.20   	-83.62   	 24.94   	 569.68		 51.17   	 -35.61		
 48.52   	-68.97   	 27.22   	 564.60		 51.03   	 -35.61		
 56.46   	-50.05   	 29.48   	 559.51		 50.88   	 -40.69		
 61.95   	-29.91   	 31.72   	 549.34		 50.72   	 -35.61		
 64.39   	-12.82   	 33.92   	 534.08		 50.58   	 -35.61		
 66.22   	  0.31   	 36.05   	 508.65		 50.44   	 -25.43		
 69.58   	 13.43   	 38.09   	 488.30		 50.34   	 -30.52		
 75.68   	 30.52   	 40.04   	 457.78		 50.21   	 -25.43		
 82.40   	 53.41   	 41.87   	 422.18		 50.11   	 -30.52		
 90.03   	 80.87   	 43.56   	 391.66		 49.99   	 -30.52		
 97.66   	110.17   	 45.13   	 350.97		 49.87   	 -35.61		
105.29   	139.16   	 46.53   	 310.27		 49.73   	 -40.69		
112.92   	169.07   	 47.77   	 284.84		 49.56   	 -40.69		
122.07   	201.72   	 48.91   	 244.15		 49.40   	 -40.69		
133.36   	238.04   	 49.89   	 218.72		 49.24   	 -50.86		
147.71   	277.10   	 50.76   	 188.20		 49.03   	 -50.86		
164.79   	317.99   	 51.52   	 162.77		 48.83   	 -50.86		
181.58   	357.97   	 52.17   	 132.25		 48.63   	 -35.61		
194.40   	395.20   	 52.70   	 106.82		 48.48   	 -35.61		
203.55   	429.99   	 53.12   	  81.38		 48.34   	 -25.43		
211.49   	464.17   	 53.45   	  66.12		 48.24   	  -5.09		
221.25   	497.13   	 53.71   	  40.69		 48.22   	  30.52		
232.85   	527.65   	 53.88   	  30.52		 48.34   	  81.38		
242.92   	556.64   	 54.00   	  20.35		 48.67   	 157.68		
245.97   	584.11   	 54.08   	  15.26		 49.30   	 279.75		
240.48   	607.61   	 54.14(S)	   0.00		 50.42   	 406.92		
230.10   	621.95   	 54.14   	  -5.09		 52.04   	 528.99		
218.81   	616.15   	 54.12   	 -10.17		 54.16   	 625.63		
206.60   	579.53   	 54.08   	 -15.26		 56.66   	 681.58		
189.51   	511.47   	 54.02   	 -15.26		 59.39   	 686.67		
164.49   	424.19   	 53.96   	 -20.35		 62.14   	 651.07		
132.75   	333.56   	 53.88   	 -20.35		 64.74   	 569.68		
 98.88   	248.72   	 53.79   	 -15.26		 67.02   	 462.87		
 68.05   	172.42   	 53.73   	 -15.26		 68.87   	 345.88		
 41.50   	101.93   	 53.67   	 -15.26		 70.25   	 233.98		
 17.09   	 34.48   	 53.61   	 -20.35		 71.19   	 162.77		
 -6.10   	-26.55   	 53.53   	 -15.26		 71.84   	 122.07		
-25.33   	-74.46   	 53.47   	 -10.17		 72.33   	 116.99		
-38.15   	-108.34   	 53.43   	 -10.17		 72.80   	 147.51		
-45.78   	-130.31   	 53.39   	  -5.09		 73.39   	 183.11		
-52.49   	-145.87   	 53.37   	  -5.09		 74.12   	 228.89		
-61.04   	-159.30   	 53.35   	 -10.17		 75.04   	 269.58		
-70.19   	-172.12   	 53.31   	  -5.09		 76.11   	 295.01		
-76.29   	-184.02   	 53.29   	 -10.17		 77.29   	 310.27		
-76.90   	-194.09   	 53.24   	 -15.26		 78.53   	 289.93		
-75.07   	-202.64   	 53.18   	 -20.35		 79.69   	 259.41		
-75.07   	-208.74   	 53.10   	 -15.26		 80.73   	 208.54		
-77.21   	-211.79   	 53.04   	 -20.35		 81.57   	 157.68		
-77.82   	-211.18   	 52.96   	 -20.35		 82.20   	 116.99		
-70.80   	-208.74   	 52.88   	 -25.43		 82.66   	  86.47		
-53.71   	-204.77   	 52.78   	 -25.43		 83.01   	  66.12		
-28.99   	-195.62   	 52.68   	 -40.69		 83.28   	  55.95		
 -9.77   	-171.51   	 52.51   	 -50.86		 83.50   	  40.69		
-18.31   	-118.10   	 52.31   	 -71.21		 83.66   	  40.69		
-75.68   	-24.41   	 52.02   	 -91.56		 83.82   	  40.69		
-188.90   	114.75   	 51.66   	-111.90		 83.99   	  35.61		
-342.41   	308.23   	 51.21   	-132.25		 84.13   	  35.61		
-506.29   	570.07   	 50.68   	-162.77		 84.27   	  20.35		
-654.30   	909.12   	 50.03   	-203.46		 84.35(S)	   0.00		
-776.98   	1302.80   	 49.22   	-244.15		 84.35   	 -30.52		
-872.50   	1683.96   	 48.24   	-361.14		 84.23   	 -66.12		
-898.13   	2044.07(R)	 46.80   	-401.83		 83.97   	 -81.38		
-780.64   	1947.33   	 45.19   	-437.43		 83.64   	 -96.64		
-598.45   	1750.79   	 43.44   	-467.95		 83.26   	-111.90		
-418.70   	1563.72   	 41.57   	-498.47		 82.81   	-106.82		
-310.67   	1454.16   	 39.57   	-518.82		 82.38   	-116.99		
-295.72   	1419.98   	 37.50   	-528.99		 81.91   	-116.99		
-334.17   	1403.81   	 35.38   	-534.08		 81.44   	-122.07		
-358.58   	1346.44   	 33.25   	-528.99		 80.96   	-127.16		
-324.40   	1226.81   	 31.13   	-534.08		 80.45   	-137.33		
-231.63   	1054.38   	 28.99   	-518.82		 79.90   	-142.42		
-114.14   	842.59   	 26.92   	-513.73		 79.33   	-142.42		
-10.38   	599.37   	 24.86   	-503.56		 78.76   	-142.42		
 56.76   	332.34   	 22.85   	-483.21		 78.19   	-157.68		
 86.67   	 61.34   	 20.92   	-457.78		 77.56   	-162.77		
 91.55   	-178.53   	 19.08   	-427.26		 76.91   	-178.03		
 85.14   	-351.26   	 17.38   	-391.66		 76.20   	-183.11		
 76.60   	-440.37   	 15.81   	-350.97		 75.46   	-193.29		
 72.63   	-458.98   	 14.40   	-310.27		 74.69   	-208.54		
 77.51   	-440.37   	 13.16   	-274.67		 73.86   	-208.54		
 91.25   	-417.48   	 12.07   	-233.98		 73.02   	-208.54		
110.17   	-406.19   	 11.13   	-193.29		 72.19   	-203.46		
129.09   	-405.27   	 10.36   	-157.68		 71.37   	-193.29		
141.30   	-406.49   	  9.73   	-122.07		 70.60   	-178.03		
144.35   	-405.58   	  9.24   	 -86.47		 69.89   	-167.85		
140.08   	-405.58   	  8.89   	 -15.26		 69.22   	-167.85		
128.48   	-426.64   	  8.83   	  15.26		 68.55   	-152.59		
126.65   	-443.73   	  8.89   	  50.86		 67.93   	-137.33		
127.26   	-456.85   	  9.09   	  81.38		 67.39   	-137.33		
130.92   	-461.12   	  9.42   	 111.90		 66.84   	-137.33		
137.63   	-457.15   	  9.87   	 127.16		 66.29   	-132.25		
147.40   	-450.74   	 10.38   	 152.59		 65.76   	-132.25		
160.52   	-444.34   	 10.99   	 167.85		 65.23   	-137.33		
176.70   	-436.71   	 11.66   	 178.03		 64.68   	-127.16		
193.48   	-429.08   	 12.37   	 188.20		 64.17   	-122.07		
207.52   	-422.36   	 13.12   	 203.46		 63.68   	-127.16		
219.73   	-418.40   	 13.94   	 203.46		 63.17   	-122.07		
231.63   	-417.79   	 14.75   	 213.63		 62.69   	-116.99		
244.14   	-417.48   	 15.61   	 218.72		 62.22   	-106.82		
257.87   	-412.60   	 16.48   	 213.63		 61.79   	-101.73		
272.22   	-401.61   	 17.33   	 203.46		 61.38   	 -96.64		
285.34   	-389.71   	 18.15   	 193.29		 61.00   	 -86.47		
298.77   	-382.08   	 18.92   	 178.03		 60.65   	 -86.47		
315.55   	-378.72   	 19.63   	 162.77		 60.30   	 -86.47		
336.00   	-376.28   	 20.28   	 152.59		 59.96   	 -81.38		
356.75   	-372.01   	 20.90   	 142.42		 59.63   	 -81.38		
375.67   	-365.30   	 21.46   	 127.16		 59.31   	 -86.47		
390.63   	-358.89   	 21.97   	 111.90		 58.96   	 -91.56		
403.44   	-354.00   	 22.42   	 101.73		 58.60   	 -86.47		
417.79   	-346.68   	 22.83   	  91.56		 58.25   	 -86.47		
436.10   	-330.20   	 23.19   	  71.21		 57.90   	 -81.38		
455.63   	-303.04   	 23.48   	  61.04		 57.58   	 -76.30		
469.36   	-268.86   	 23.72   	  45.78		 57.27   	 -66.12		
471.50   	-233.46   	 23.91   	  30.52		 57.01   	 -66.12		
460.82   	-201.11   	 24.03   	  20.35		 56.74   	 -55.95		
440.67   	-168.15   	 24.11   	  10.17		 56.52   	 -50.86		
416.56   	-127.87   	 24.15   	   5.09		 56.32   	 -50.86		
390.93   	-78.43   	 24.17   	  -5.09		 56.11   	 -55.95		
361.94   	-24.11   	 24.15   	 -20.35		 55.89   	 -50.86		
328.67   	 26.86   	 24.07   	 -25.43		 55.69   	 -55.95		
292.97   	 68.97   	 23.97   	 -45.78		 55.46   	 -55.95		
257.87   	100.71   	 23.78   	 -61.04		 55.24   	 -55.95		
224.00   	122.68   	 23.54   	 -76.30		 55.02   	 -55.95		
191.04   	135.50   	 23.23   	 -91.56		 54.79   	 -55.95		
158.69   	140.69   	 22.87   	 -96.64		 54.57   	 -50.86		
127.87   	138.24   	 22.48   	-106.82		 54.36   	 -45.78		
100.71   	128.48   	 22.05   	-106.82		 54.18   	 -40.69		
 77.51   	111.08   	 21.63   	-116.99		 54.02   	 -35.61		
 55.54   	 86.67   	 21.16   	-122.07		 53.88   	 -35.61		
 31.13   	 56.46   	 20.67   	-132.25		 53.73   	 -30.52		
  3.97   	 22.58   	 20.14   	-137.33		 53.61   	 -25.43		
-20.75   	-12.82   	 19.59   	-152.59		 53.51   	 -30.52		
-37.54   	-48.83   	 18.98   	-162.77		 53.39   	 -30.52		
-43.03   	-83.62   	 18.33   	-172.94		 53.27   	 -25.43		
-40.59   	-113.53   	 17.64   	-172.94		 53.16   	 -25.43		
-39.06   	-136.11   	 16.95   	-178.03		 53.06   	 -25.43		
-46.39   	-151.98   	 16.24   	-178.03		 52.96   	 -25.43		
-63.17   	-164.79   	 15.52   	-188.20		 52.86   	 -25.43		
-80.26   	-176.70   	 14.77   	-183.11		 52.76   	 -20.35		
-88.20   	-187.68   	 14.04   	-183.11		 52.68   	 -25.43		
-84.23   	-194.40   	 13.31   	-183.11		 52.57   	 -25.43		
-75.38   	-196.23   	 12.57   	-183.11		 52.47   	 -25.43		
-70.50   	-196.84   	 11.84   	-172.94		 52.37   	 -25.43		
-72.02   	-198.67   	 11.15   	-167.85		 52.27   	 -25.43		
-74.16   	-202.33   	 10.48   	-157.68		 52.17   	 -25.43		
-71.41   	-206.60   	  9.85   	-152.59		 52.06   	 -25.43		
-64.70   	-210.88   	  9.24   	-137.33		 51.96   	 -25.43		
-59.81   	-215.15   	  8.69   	-132.25		 51.86   	 -30.52		
-61.65   	-220.34   	  8.16   	-127.16		 51.74   	 -25.43		
-69.27   	-223.08   	  7.65   	-127.16		 51.64   	 -25.43		
-77.51   	-220.95   	  7.14   	-116.99		 51.54   	 -20.35		
-81.79   	-214.23   	  6.67   	-111.90		 51.45   	 -25.43		
-82.40   	-209.05   	  6.23   	-106.82		 51.35   	 -20.35		
-80.87   	-211.18   	  5.80   	-101.73		 51.27   	 -25.43		
-78.74   	-218.81   	  5.39   	 -86.47		 51.17   	 -25.43		
-76.29   	-225.83   	  5.05   	 -86.47		 51.07   	 -25.43		
-75.68   	-225.83   	  4.70   	 -76.30		 50.97   	 -25.43		
-79.04   	-218.81   	  4.39   	 -66.12		 50.86   	 -20.35		
-86.36   	-209.96   	  4.13   	 -61.04		 50.78   	 -25.43		
-94.60   	-206.30   	  3.89   	 -50.86		 50.68   	 -25.43		
-98.57   	-209.35   	  3.68   	 -40.69		 50.58   	 -30.52		
-94.60   	-215.15   	  3.52   	 -40.69		 50.46   	 -30.52		
-84.23   	-217.59   	  3.36   	 -25.43		 50.34   	 -30.52		
-73.85   	-213.93   	  3.26   	 -30.52		 50.21   	 -30.52		
-68.97   	-205.38   	  3.13   	 -20.35		 50.09   	 -30.52		
-72.02   	-198.97   	  3.05   	 -20.35		 49.97   	 -30.52		
-79.96   	-200.20   	  2.97   	 -20.35		 49.85   	 -30.52		
-87.28   	-208.44   	  2.89   	 -15.26		 49.73   	 -30.52		
-89.11   	-216.37   	  2.83   	 -10.17		 49.60   	 -25.43		
-83.92   	-217.29   	  2.79   	 -10.17		 49.50   	 -30.52		
-75.07   	-207.21   	  2.75(D)	   0.00		 49.38   	 -30.52		
-67.44   	-192.87   	  2.75   	  10.17		 49.26   	 -35.61		
-66.53   	-184.33   	  2.79   	  10.17		 49.11   	 -35.61		
-70.80   	-184.94   	  2.83   	  20.35		 48.97   	 -35.61		
-75.99   	-190.73   	  2.91   	  20.35		 48.83   	 -35.61		
-77.21   	-195.92   	  2.99   	  30.52		 48.69   	 -30.52		
-72.94   	-198.36   	  3.11   	  35.61		 48.57   	 -25.43		
-65.31   	-198.67   	  3.26   	  45.78		 48.46   	 -25.43		
-59.81   	-200.50   	  3.44   	  45.78		 48.36   	 -30.52		
-58.90   	-203.86   	  3.62   	  50.86		 48.24   	 -30.52		
-61.34   	-204.77   	  3.83   	  50.86		 48.12   	 -25.43		
-63.48   	-202.03   	  4.03   	  50.86		 48.02   	 -35.61		
-64.39   	-198.67   	  4.23   	  45.78		 47.87   	 -30.52		
-63.78   	-196.23   	  4.42   	  40.69		 47.75   	 -25.43		
-64.09   	-196.23   	  4.58   	  30.52		 47.65   	 -15.26		
-68.05   	-198.06   	  4.70   	  30.52		 47.59   	 -20.35		
-74.16   	-199.89   	  4.82   	  30.52		 47.51   	 -10.17		
-79.35   	-200.20   	  4.94   	  30.52		 47.47   	 -15.26		
-80.57   	-199.28   	  5.07   	  25.43		 47.41   	 -25.43		
-76.29   	-198.06   	  5.17   	  25.43		 47.30   	 -25.43		
-68.97   	-197.14   	  5.27   	  20.35		 47.20   	 -20.35		
-63.48   	-196.84   	  5.35   	  20.35		 47.12   	 -25.43		
-63.48   	-198.36   	  5.43   	  20.35		 47.02   	 -30.52		
-68.66   	-201.42   	  5.51   	  15.26		 46.90   	 -35.61		
-75.68   	-203.55   	  5.57   	  10.17		 46.75   	 -30.52		
-80.26   	-203.86   	  5.62   	   5.09		 46.63   	 -25.43		
-79.04   	-201.42   	  5.64   	  10.17		 46.53   	 -25.43		
-73.24   	-197.75   	  5.68   	  15.26		 46.43   	 -20.35		
-66.83   	-195.62   	  5.74   	  10.17		 46.35   	 -25.43		
-63.78   	-197.45   	  5.78   	  20.35		 46.25   	 -30.52		
-63.78   	-201.72   	  5.86   	  25.43		 46.12   	 -35.61		
-64.39   	-205.69   	  5.96   	  30.52		 45.98   	 -30.52		
-62.56   	-206.91   	  6.08   	  25.43		 45.86   	 -30.52		
-58.29   	-204.16   	  6.19   	  25.43		 45.74   	 -30.52		
-55.54   	-198.67   	  6.29   	  25.43		 45.62   	 -30.52		
-56.76   	-193.18   	  6.39   	  20.35		 45.49   	 -25.43		
-62.26   	-191.35   	  6.47   	  20.35		 45.39   	 -20.35		
-67.75   	-193.18   	  6.55   	  20.35		 45.31   	 -25.43		
-69.27   	-195.62   	  6.63   	  20.35		 45.21   	 -25.43		
-66.22   	-196.53   	  6.71   	  20.35		 45.11   	 -25.43		
-61.65   	-195.01   	  6.80   	  25.43		 45.00   	 -25.43		
-57.37   	-192.57   	  6.90   	  20.35		 44.90   	 -35.61		
-54.02   	-191.65   	  6.98   	  25.43		 44.76   	 -30.52		
-50.96   	-193.18   	  7.08   	  15.26		 44.64   	 -35.61		
-47.91   	-195.62   	  7.14   	  15.26		 44.50   	 -35.61		
-45.78   	-195.62   	  7.20   	   5.09		 44.35   	 -40.69		
-46.39   	-194.70   	  7.22   	   5.09		 44.19   	 -35.61		
-49.74   	-195.01   	  7.24   	   5.09		 44.05   	 -35.61		
-51.88   	-196.53   	  7.26   	   0.00		 43.91   	 -30.52		
-48.83   	-196.84   	  7.26   	   0.00		 43.78   	 -30.52		
-42.11   	-195.01   	  7.26   	   5.09		 43.66   	 -25.43		
-35.71   	-191.65   	  7.28   	   0.00		 43.56   	 -30.52		
-33.87   	-191.35   	  7.28   	   0.00		 43.44   	 -30.52		
-38.45   	-196.53   	  7.28   	   0.00		 43.32   	 -30.52		
-45.17   	-202.64   	  7.28   	   0.00		 43.19   	 -25.43		
-47.91   	-201.42   	  7.28   	  -5.09		 43.09   	 -30.52		
-46.08   	-189.51   	  7.26   	 -10.17		 42.97   	 -25.43		
-43.03   	-172.12   	  7.22   	  -5.09		 42.87   	 -25.43		
-43.64   	-158.08   	  7.20   	 -10.17		 42.77   	 -25.43		
-47.61   	-153.81   	  7.16   	 -10.17		 42.67   	 -25.43		
-52.19   	-158.08   	  7.12   	 -10.17		 42.56   	 -25.43		
-54.02   	-167.24   	  7.08   	  -5.09		 42.46   	 -25.43		
-51.88   	-175.17   	  7.06   	   0.00		 42.36   	 -25.43		
-47.61   	-179.14   	  7.06   	  -5.09		 42.26   	 -25.43		
-44.56   	-179.75   	  7.04   	   0.00		 42.16   	 -25.43		
-42.42   	-177.92   	  7.04   	  -5.09		 42.05   	 -25.43		
-41.50   	-174.87   	  7.02   	 -10.17		 41.95   	 -30.52		
-40.59   	-171.81   	  6.98   	  -5.09		 41.83   	 -25.43		
-40.28   	-168.76   	  6.96   	  -5.09		 41.73   	 -20.35		
-41.20   	-166.02   	  6.94   	  -5.09		 41.65   	 -20.35		
-44.56   	-163.57   	  6.92   	   0.00		 41.57   	 -20.35		
-49.13   	-163.57   	  6.92   	   0.00		 41.49   	 -30.52		
-51.57   	-165.10   	  6.92   	   5.09		 41.36   	 -25.43		
-50.05   	-166.93   	  6.94   	   5.09		 41.26   	 -20.35		
-45.47   	-167.85   	  6.96   	   0.00		 41.18   	 -15.26		
-41.20   	-167.24   	  6.96   	   5.09		 41.12   	 -20.35		
-39.37   	-166.32   	  6.98   	   0.00		 41.04   	 -25.43		
-40.28   	-165.71   	  6.98   	   0.00		 40.94   	 -30.52		
-41.20   	-165.41   	  6.98   	   0.00		 40.81   	 -20.35		
-39.98   	-164.49   	  6.98   	   5.09		 40.73   	 -20.35		
-38.15   	-163.27   	  7.00   	   0.00		 40.65   	 -15.26		
-38.15   	-162.05   	  7.00   	   5.09		 40.59   	 -25.43		
-39.98   	-159.00   	  7.02   	   0.00		 40.49   	 -25.43		
-40.28   	-152.28   	  7.02   	   5.09		 40.39   	 -25.43		
-34.48   	-140.69   	  7.04   	   5.09		 40.28   	 -15.26		
-18.62   	-125.73   	  7.06   	   0.00		 40.22   	 -20.35		
  4.27   	-112.61   	  7.06   	   5.09		 40.14   	 -20.35		
 27.77   	-104.68   	  7.08   	  -5.09		 40.06   	 -15.26		
 45.17   	-98.27   	  7.06   	   0.00		 40.00   	 -25.43		
 54.02   	-86.98   	  7.06   	   0.00		 39.90   	 -20.35		
 59.20   	-65.61   	  7.06   	   5.09		 39.82   	 -15.26		
 67.14   	-34.48   	  7.08   	   0.00		 39.76   	 -20.35		
 82.40   	 -2.75   	  7.08   	   5.09		 39.67   	 -20.35		
100.10   	 16.48   	  7.10   	   5.09		 39.59   	 -20.35		
110.78   	 16.48   	  7.12   	   5.09		 39.51   	 -20.35		
106.81   	 -1.53   	  7.14   	   0.00		 39.43   	 -25.43		
 90.64   	-29.60   	  7.14   	   5.09		 39.33   	 -20.35		
 71.11   	-58.29   	  7.16   	   0.00		 39.25   	 -20.35		
 54.63   	-83.01   	  7.16   	   0.00		 39.17   	 -15.26		
 41.20   	-101.32   	  7.16   	  -5.09		 39.10   	 -20.35		
 25.94   	-114.14   	  7.14   	   5.09		 39.02   	 -15.26		
  4.58   	-123.29   	  7.16   	   0.00		 38.96   	 -20.35		
-18.92   	-132.45   	  7.16   	   0.00		 38.88   	 -15.26		
-36.32   	-143.74   	  7.16   	   0.00		 38.82   	 -15.26		
-43.64   	-156.86   	  7.16   	   5.09		 38.76   	 -20.35		
-42.11   	-168.46   	  7.18   	   0.00		 38.68   	 -20.35		
-38.76   	-174.56   	  7.18   	   0.00		 38.60   	 -25.43		
-36.32   	-172.42   	  7.18   	  -5.09		 38.49   	 -30.52		
