SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		
-36.62   	 25.63   	 72.35   	-330.62		 72.17   	  61.04		
-34.79   	 28.08   	 71.03   	-447.61		 72.41   	  30.52		
-32.65   	 29.91   	 69.24   	-564.60		 72.53   	  15.26		
-29.60   	 31.13   	 66.98   	-625.63		 72.59(S)	 -10.17		
-25.94   	 32.04   	 64.48   	-574.77		 72.55   	 -50.86		
-21.36   	 34.18   	 62.18   	-534.08		 72.35   	 -86.47		
-16.48   	 38.15   	 60.04   	-559.51		 72.00   	-127.16		
-10.99   	 43.64   	 57.80   	-620.55		 71.50   	-162.77		
 -4.88   	 51.88   	 55.32   	-681.58		 70.84   	-193.29		
  2.14   	 61.34   	 52.59   	-681.58		 70.07   	-223.80		
  9.77   	 71.11   	 49.87   	-605.29		 69.18   	-233.98		
 18.92   	 82.70   	 47.45   	-595.11		 68.24   	-259.41		
 30.82   	 97.66   	 45.07   	-645.98		 67.20   	-284.84		
 44.25   	116.27   	 42.48   	-671.41		 66.06   	-295.01		
 57.98   	138.55   	 39.80   	-640.89		 64.88   	-295.01		
 71.11   	163.27   	 37.23   	-610.37		 63.70   	-289.93		
 83.01   	185.85   	 34.79   	-615.46		 62.54   	-284.84		
 95.83   	202.64   	 32.33   	-666.32		 61.40   	-289.93		
112.30   	210.88   	 29.66   	-681.58		 60.24   	-269.58		
131.53   	209.96   	 26.94   	-600.20		 59.17   	-244.15		
149.23   	201.11   	 24.54   	-478.13		 58.19   	-203.46		
158.69   	187.68   	 22.62   	-401.83		 57.38   	-193.29		
155.33   	173.34   	 21.02   	-406.92		 56.60   	-198.37		
140.08   	159.91   	 19.39   	-467.95		 55.81   	-147.51		
118.71   	145.87   	 17.52   	-457.78		 55.22   	 -76.30		
 98.27   	130.92   	 15.69   	-401.83		 54.91   	 -55.95		
 81.48   	115.05   	 14.08   	-371.31		 54.69   	 -66.12		
 66.22   	 99.49   	 12.59   	-315.36		 54.43   	 -61.04		
 46.39   	 83.62   	 11.33   	-249.24		 54.18   	 -20.35		
 19.53   	 66.22   	 10.34   	-239.06		 54.10   	  10.17		
-11.60   	 45.78   	  9.38   	-239.06		 54.14   	 -10.17		
-39.98   	 23.50   	  8.42   	-203.46		 54.10   	 -30.52		
-59.20   	  3.97   	  7.61   	-162.77		 53.98   	 -20.35		
-67.44   	 -7.63   	  6.96   	-111.90		 53.90   	 -15.26		
-67.75   	 -9.77   	  6.51   	 -81.38		 53.83   	 -25.43		
-66.22   	 -5.19   	  6.19   	 -55.95		 53.73   	 -35.61		
-66.22   	  0.00   	  5.96   	 -35.61		 53.59   	 -50.86		
-68.97   	  1.53   	  5.82   	 -15.26		 53.39   	 -61.04		
-72.63   	 -1.83   	  5.76(D)	   0.00		 53.14   	 -61.04		
-75.38   	 -7.02   	  5.76   	   5.09		 52.90   	 -66.12		
-77.51   	-10.38   	  5.78   	   5.09		 52.63   	 -71.21		
-79.96   	-10.99   	  5.80   	  20.35		 52.35   	 -81.38		
-83.31   	 -9.16   	  5.88   	  45.78		 52.02   	 -76.30		
-86.98   	 -7.63   	  6.06   	  55.95		 51.72   	 -81.38		
-90.64   	 -7.02   	  6.29   	  45.78		 51.39   	 -76.30		
-92.47   	 -7.93   	  6.47   	  55.95		 51.09   	 -81.38		
-92.47   	 -8.85   	  6.69   	  55.95		 50.76   	 -81.38		
-92.47   	 -7.93   	  6.92   	  81.38		 50.44   	 -66.12		
-94.60   	 -3.97   	  7.24   	  91.56		 50.17   	 -61.04		
-101.62   	  5.49   	  7.61   	  61.04		 49.93   	 -61.04		
-113.83   	 20.45   	  7.85   	  76.30		 49.68   	 -61.04		
-127.56   	 37.54   	  8.16   	 101.73		 49.44   	 -45.78		
-135.19   	 50.66   	  8.57   	  86.47		 49.26   	 -45.78		
-125.43   	 58.90   	  8.91   	  50.86		 49.07   	 -30.52		
-90.64   	 66.83   	  9.11   	  66.12		 48.95   	 -15.26		
-41.81   	 67.14   	  9.38   	  81.38		 48.89   	 -20.35		
-28.69   	 28.69   	  9.70   	  66.12		 48.81   	 -30.52		
-130.92   	-91.25   	  9.97   	  30.52		 48.69   	 -20.35		
-403.14   	-316.47   	 10.09   	   5.09		 48.61   	  -5.09		
-826.11   	-619.81   	 10.11   	   0.00		 48.59   	 -10.17		
-1292.11   	-924.68   	 10.11   	   5.09		 48.55   	 -25.43		
-1655.88   	-1156.31   	 10.13   	  10.17		 48.44   	 -20.35		
-1819.76   	-1287.23   	 10.17   	  20.35		 48.36   	 -10.17		
-1785.58   	-1335.75(R)	 10.25   	   5.09		 48.32   	 -20.35		
-1627.81   	-1333.01   	 10.27   	 -45.78		 48.24   	 -20.35		
-1425.17   	-1289.67   	 10.09   	 -45.78		 48.16   	 -25.43		
-1216.74   	-1195.68   	  9.91(E)	   5.09		 48.06   	 -30.52		
-1007.39   	-1050.72   	  9.93   	  15.26		 47.93   	 -25.43		
-795.29   	-877.69   	  9.99   	   0.00		 47.83   	 -25.43		
-585.33   	-698.24   	  9.99   	  20.35		 47.73   	 -25.43		
-383.61   	-517.27   	 10.07   	  55.95		 47.63   	 -35.61		
-195.01   	-326.23   	 10.29   	  50.86		 47.49   	 -35.61		
-27.77   	-129.09   	 10.50   	  71.21		 47.34   	 -30.52		
100.71   	 44.56   	 10.78   	  71.21		 47.22   	 -35.61		
170.29   	152.28   	 11.07   	 147.51		 47.08   	 -71.21		
155.64   	148.32   	 11.66   	 106.82		 46.80   	 -25.43		
135.50   	108.03   	 12.09   	 111.90		 46.69   	 -30.52		
140.38   	 90.64   	 12.53   	 111.90		 46.57   	 -30.52		
166.32   	 99.79   	 12.98   	 132.25		 46.45   	 -30.52		
194.70   	119.02   	 13.51   	 203.46		 46.33   	 -25.43		
211.49   	132.14   	 14.32   	 274.67		 46.23   	 -25.43		
215.45   	135.80   	 15.42   	 300.10		 46.12   	 -20.35		
214.84   	136.72   	 16.62   	 269.58		 46.04   	 -15.26		
217.59   	140.69   	 17.70   	 279.75		 45.98   	 -10.17		
225.22   	148.01   	 18.82   	 376.40		 45.94   	 -15.26		
234.99   	156.56   	 20.33   	 462.87		 45.88   	 -20.35		
243.53   	165.10   	 22.18   	 488.30		 45.80   	 -15.26		
249.94   	174.56   	 24.13   	 457.78		 45.74   	 -20.35		
255.13   	186.16   	 25.96   	 457.78		 45.66   	 -20.35		
260.62   	198.97   	 27.79   	 508.65		 45.57   	 -20.35		
267.64   	212.10   	 29.83   	 579.86		 45.49   	 -25.43		
276.18   	225.22   	 32.15   	 645.98		 45.39   	 -25.43		
285.64   	238.34   	 34.73   	 645.98		 45.29   	 -25.43		
294.80   	251.16   	 37.31   	 625.63		 45.19   	 -25.43		
301.82   	263.98   	 39.82   	 645.98		 45.09   	 -30.52		
308.23   	275.57   	 42.40   	 661.24		 44.96   	 -25.43		
314.33   	286.56   	 45.05   	 651.07		 44.86   	 -15.26		
321.04   	296.94   	 47.65   	 671.41		 44.80   	 -20.35		
328.67   	307.31   	 50.34   	 635.81		 44.72   	 -25.43		
336.61   	317.99   	 52.88   	 946.08		 44.62   	 -40.69		
351.87   	339.36   	 56.66   	 452.69		 44.46   	 -10.17		
358.58   	348.82   	 58.47   	 452.69		 44.41   	 -10.17		
364.38   	357.36   	 60.28   	 406.92		 44.37   	 -20.35		
368.35   	365.30   	 61.91   	 320.45		 44.29   	 -20.35		
371.09   	374.76   	 63.19   	 274.67		 44.21(D)	  10.17		
373.54   	386.35   	 64.29   	 269.58		 44.25   	  35.61		
376.59   	398.25   	 65.37   	 264.50		 44.39   	  55.95		
380.55   	407.71   	 66.43   	 218.72		 44.62   	  81.38		
385.74   	413.82   	 67.30   	 152.59		 44.94   	 157.68		
391.24   	416.87   	 67.91   	 132.25		 45.57   	 259.41		
396.12   	419.01   	 68.44   	 132.25		 46.61   	 366.22		
399.17   	421.75   	 68.97   	 111.90		 48.08   	 432.35		
400.39   	426.03   	 69.42   	  81.38		 49.81   	 478.13		
399.17   	430.60   	 69.75   	  76.30		 51.72   	 513.73		
396.12   	434.57   	 70.05   	  76.30		 53.77   	 518.82		
391.85   	437.93   	 70.36   	  86.47		 55.85   	 513.73		
385.74   	439.45   	 70.70   	  86.47		 57.90   	 473.04		
376.59   	438.54   	 71.05   	  86.47		 59.80   	 427.26		
362.85   	433.65   	 71.39   	  76.30		 61.51   	 371.31		
343.32   	424.50   	 71.70   	  81.38		 62.99   	 320.45		
317.99   	411.07   	 72.02   	 127.16		 64.27   	 259.41		
287.78   	392.46   	 72.53   	 127.16		 65.31   	 203.46		
254.52   	368.65   	 73.04   	 116.99		 66.12   	 162.77		
220.03   	339.97   	 73.51   	 142.42		 66.77   	 116.99		
186.16   	307.01   	 74.08   	 244.15		 67.24   	 127.16		
124.21   	234.99   	 75.06   	 116.99		 67.75   	  30.52		
 96.74   	199.58   	 75.52   	 142.42		 67.87   	  25.43		
 72.33   	166.32   	 76.09   	 127.16		 67.98   	  15.26		
 51.27   	135.19   	 76.60   	  91.56		 68.04   	  15.26		
 33.87   	105.59   	 76.97   	  66.12		 68.10   	  30.52		
 19.84   	 77.51   	 77.23   	  76.30		 68.22   	  45.78		
  8.54   	 51.27   	 77.54   	  55.95		 68.40   	  61.04		
 -1.22   	 28.38   	 77.76(S)	 -10.17		 68.65   	  71.21		
 -9.16   	 10.38   	 77.72   	 -45.78		 68.93   	  91.56		
-15.56   	 -3.36   	 77.54   	 -55.95		 69.30   	 106.82		
-20.14   	-14.65   	 77.31   	 -96.64		 69.73   	 127.16		
-23.19   	-25.63   	 76.93   	-137.33		 70.23   	 127.16		
-25.02   	-36.62   	 76.38   	-167.85		 70.74   	 137.33		
-25.02   	-45.47   	 75.71   	-208.54		 71.29   	 147.51		
-23.80   	-51.27   	 74.87   	-269.58		 71.88   	 137.33		
-20.75   	-54.32   	 73.79   	-325.53		 72.43   	 132.25		
-17.09   	-56.15   	 72.49   	-330.62		 72.96   	 116.99		
-13.43   	-58.90   	 71.17   	-310.27		 73.43   	  86.47		
-10.38   	-62.26   	 69.93   	-376.40		 73.77   	  61.04		
 -6.71   	-64.70   	 68.42   	-579.86		 74.02   	  30.52		
 -2.14   	-65.00   	 66.10   	-696.84		 74.14(S)	   0.00		
  3.36   	-64.70   	 63.32   	-579.86		 74.14   	 -35.61		
  9.77   	-65.31   	 61.00   	-432.35		 74.00   	 -71.21		
 15.87   	-67.44   	 59.27   	-498.47		 73.71   	-106.82		
 21.67   	-69.58   	 57.27   	-661.24		 73.29   	-132.25		
 27.47   	-68.05   	 54.63   	-727.36		 72.76   	-162.77		
 34.18   	-61.95   	 51.72   	-717.19		 72.11   	-188.20		
 42.11   	-54.63   	 48.85   	-676.50		 71.35   	-213.63		
 51.57   	-48.83   	 46.14   	-610.37		 70.50   	-213.63		
 61.95   	-43.64   	 43.70   	-595.11		 69.64   	-233.98		
 74.16   	-34.48   	 41.32   	-645.98		 68.71   	-254.32		
 87.28   	-17.40   	 38.74   	-661.24		 67.69   	-274.67		
100.71   	  8.54   	 36.09   	-635.81		 66.59   	-274.67		
114.14   	 38.15   	 33.55   	-625.63		 65.49   	-264.50		
127.26   	 63.78   	 31.05   	-579.86		 64.44   	-254.32		
142.21   	 79.96   	 28.73   	-513.73		 63.42   	-249.24		
160.83   	 85.45   	 26.67   	-483.21		 62.42   	-254.32		
180.66   	 82.09   	 24.74   	-503.56		 61.40   	-228.89		
195.62   	 72.94   	 22.73   	-513.73		 60.49   	-203.46		
199.28   	 61.04   	 20.67   	-488.30		 59.67   	-183.11		
189.21   	 49.13   	 18.72   	-432.35		 58.94   	-157.68		
168.76   	 37.54   	 16.99   	-371.31		 58.31   	-137.33		
145.57   	 24.72   	 15.50   	-350.97		 57.76   	-106.82		
125.12   	 10.07   	 14.10   	-320.45		 57.33   	 -81.38		
108.95   	 -5.49   	 12.82   	-269.58		 57.01   	 -61.04		
 92.47   	-18.92   	 11.74   	-228.89		 56.76   	 -45.78		
 70.19   	-29.91   	 10.82   	-183.11		 56.58   	 -30.52		
 40.59   	-39.37   	 10.09   	-142.42		 56.46   	 -25.43		
  7.63   	-50.66   	  9.52   	-116.99		 56.36   	 -20.35		
-21.67   	-64.39   	  9.05   	 -96.64		 56.28   	 -20.35		
-40.89   	-77.82   	  8.67   	 -76.30		 56.20   	 -20.35		
-48.22   	-86.06   	  8.36   	 -50.86		 56.11   	 -25.43		
-48.22   	-86.67   	  8.16   	 -10.17		 56.01   	 -35.61		
-46.39   	-82.40   	  8.12(D)	   5.09		 55.87   	 -45.78		
-47.30   	-76.90   	  8.14   	   5.09		 55.69   	 -50.86		
-51.27   	-74.77   	  8.16   	   0.00		 55.48   	 -50.86		
-55.85   	-76.29   	  8.16   	   0.00		 55.28   	 -61.04		
-59.51   	-79.04   	  8.16   	  10.17		 55.04   	 -71.21		
-61.04   	-80.87   	  8.20   	  50.86		 54.75   	 -66.12		
-61.04   	-79.96   	  8.40   	  71.21		 54.49   	 -71.21		
-61.04   	-77.82   	  8.69   	  71.21		 54.20   	 -71.21		
-60.42   	-75.68   	  8.97   	  66.12		 53.92   	 -81.38		
-59.81   	-74.77   	  9.24   	  35.61		 53.59   	 -76.30		
-58.29   	-73.85   	  9.38   	  25.43		 53.29   	 -66.12		
-57.68   	-72.63   	  9.48   	  76.30		 53.02   	 -71.21		
-58.90   	-69.27   	  9.79   	 101.73		 52.74   	 -71.21		
-64.09   	-62.26   	 10.19   	  66.12		 52.45   	 -55.95		
-75.07   	-49.13   	 10.46   	  10.17		 52.23   	 -50.86		
-91.86   	-29.30   	 10.50   	  15.26		 52.02   	 -50.86		
-109.86   	 -7.63   	 10.56   	  71.21		 51.82   	 -45.78		
-120.24   	  9.77   	 10.84   	  76.30		 51.64   	 -40.69		
-110.17   	 21.97   	 11.15   	  45.78		 51.47   	 -35.61		
-73.24   	 32.65   	 11.33   	  61.04		 51.33   	 -20.35		
-28.08   	 29.60   	 11.58   	  25.43		 51.25   	 -30.52		
-34.79   	-22.28   	 11.68   	  -5.09		 51.13   	 -30.52		
-175.78   	-164.49   	 11.66   	  30.52		 51.01   	 -25.43		
-494.08   	-413.51   	 11.78   	  35.61		 50.91   	 -25.43		
-949.71   	-730.90   	 11.92   	  20.35		 50.80   	 -20.35		
-1417.54   	-1035.16   	 12.00   	   5.09		 50.72   	 -25.43		
-1750.18   	-1259.16   	 12.02   	 -20.35		 50.62   	 -25.43		
-1867.37   	-1385.19   	 11.94   	  -5.09		 50.52   	 -35.61		
-1791.08   	-1432.50(R)	 11.92(E)	   5.09		 50.38   	 -30.52		
-1604.61   	-1427.00   	 11.94   	  -5.09		 50.25   	 -35.61		
-1384.58   	-1374.82   	 11.92   	  -5.09		 50.11   	 -30.52		
-1163.94   	-1271.06   	 11.90   	   5.09		 49.99   	 -35.61		
-945.43   	-1127.32   	 11.92   	  15.26		 49.85   	 -40.69		
-728.45   	-968.32   	 11.98   	  10.17		 49.68   	 -45.78		
-516.66   	-805.66   	 12.02   	 -30.52		 49.50   	 -35.61		
-313.42   	-629.58   	 11.90   	  -5.09		 49.36   	 -30.52		
-123.29   	-427.55   	 11.88   	  35.61		 49.24   	 -40.69		
 43.03   	-212.71   	 12.02   	  61.04		 49.07   	 -45.78		
163.27   	-29.91   	 12.27   	 142.42		 48.89   	 -76.30		
213.32   	 88.81   	 12.84   	  66.12		 48.59   	 -35.61		
180.05   	 52.80   	 13.10   	  86.47		 48.44   	 -30.52		
157.78   	 16.78   	 13.45   	 101.73		 48.32   	 -35.61		
163.57   	 11.90   	 13.86   	 127.16		 48.18   	 -35.61		
188.90   	 36.32   	 14.36   	 152.59		 48.04   	 -30.52		
213.93   	 68.66   	 14.97   	 167.85		 47.91   	 -35.61		
225.22   	 90.03   	 15.65   	 223.80		 47.77   	 -25.43		
224.91   	 98.27   	 16.54   	 279.75		 47.67   	 -20.35		
221.86   	101.93   	 17.66   	 274.67		 47.59   	 -20.35		
223.69   	110.78   	 18.76   	 279.75		 47.51   	 -25.43		
231.63   	126.95   	 19.88   	 345.88		 47.41   	 -25.43		
241.70   	147.09   	 21.26   	 417.09		 47.30   	 -20.35		
251.16   	166.32   	 22.93   	 467.95		 47.22   	 -15.26		
259.40   	181.27   	 24.80   	 483.21		 47.16   	 -20.35		
267.03   	192.57   	 26.73   	 498.47		 47.08   	 -30.52		
274.35   	202.94   	 28.73   	 523.90		 46.96   	 -25.43		
282.29   	213.62   	 30.82   	 534.08		 46.86   	 -20.35		
290.53   	225.52   	 32.96   	 569.68		 46.77   	 -30.52		
298.46   	239.87   	 35.24   	 605.29		 46.65   	 -35.61		
306.40   	256.65   	 37.66   	 605.29		 46.51   	 -25.43		
313.42   	274.35   	 40.08   	 584.94		 46.41   	 -30.52		
320.13   	291.75   	 42.42   	 595.11		 46.29   	 -40.69		
326.23   	306.70   	 44.80   	 600.20		 46.12   	 -35.61		
332.34   	318.91   	 47.20   	 615.46		 45.98   	 -20.35		
338.44   	329.90   	 49.66   	1134.28		 45.90   	 -66.12		
350.34   	355.22   	 54.20   	 442.52		 45.64   	 -35.61		
355.83   	368.96   	 55.97   	 366.22		 45.49   	 -30.52		
361.02   	382.39   	 57.44   	 340.79		 45.37   	 -15.26		
364.99   	394.90   	 58.80   	 381.48		 45.31   	 -15.26		
368.35   	406.80   	 60.33   	 386.57		 45.25   	 -25.43		
371.09   	419.31   	 61.87   	 325.53		 45.15   	 -15.26		
374.15   	432.74   	 63.17   	 249.24		 45.09(D)	   5.09		
377.81   	447.08   	 64.17   	 167.85		 45.11   	  35.61		
382.39   	460.21   	 64.84   	 157.68		 45.25   	  66.12		
387.88   	471.50   	 65.47   	 198.37		 45.51   	 111.90		
393.07   	480.96   	 66.27   	 183.11		 45.96   	 193.29		
396.73   	489.81   	 67.00   	  96.64		 46.73   	 284.84		
398.86   	499.27   	 67.39   	  40.69		 47.87   	 381.48		
398.86   	510.25   	 67.55   	  66.12		 49.40   	 447.61		
397.34   	522.16   	 67.81   	  96.64		 51.19   	 478.13		
395.20   	532.53   	 68.20   	 111.90		 53.10   	 493.39		
391.24   	540.47   	 68.65   	 101.73		 55.08   	 493.39		
385.13   	544.43   	 69.05   	  86.47		 57.05   	 473.04		
374.45   	544.43   	 69.40   	  81.38		 58.94   	 432.35		
358.28   	540.47   	 69.73   	  76.30		 60.67   	 381.48		
336.61   	532.23   	 70.03   	  96.64		 62.20   	 330.62		
310.97   	518.49   	 70.42   	  96.64		 63.52   	 274.67		
281.98   	499.57   	 70.80   	 106.82		 64.62   	 223.80		
250.85   	475.77   	 71.23   	 127.16		 65.51   	 172.94		
218.20   	448.61   	 71.74   	 228.89		 66.21   	 218.72		
151.37   	389.40   	 72.65   	 132.25		 67.08   	  66.12		
120.54   	357.36   	 73.18   	 116.99		 67.34   	  40.69		
 92.77   	322.57   	 73.65   	 101.73		 67.51   	  30.52		
 68.05   	285.64   	 74.06   	  91.56		 67.63   	  15.26		
 46.08   	248.72   	 74.42   	  61.04		 67.69   	  20.35		
 26.55   	213.32   	 74.67   	  61.04		 67.77   	  20.35		
 10.07   	181.58   	 74.91   	  40.69		 67.85   	  30.52		
 -2.75   	154.11   	 75.08(S)	  -5.09		 67.98   	  45.78		
-11.60   	130.62   	 75.06   	 -35.61		 68.16   	  61.04		
-17.40   	112.00   	 74.91   	 -45.78		 68.40   	  76.30		
-20.75   	 98.27   	 74.73   	 -66.12		 68.71   	  91.56		
-23.19   	 87.28   	 74.47   	-122.07		 69.07   	 101.73		
-24.41   	 78.43   	 73.98   	-183.11		 69.48   	 116.99		
-24.72   	 70.50   	 73.24   	-208.54		 69.95   	 116.99		
-24.41   	 63.48   	 72.41   	-259.41		 70.42   	 132.25		
-23.19   	 58.29   	 71.37   	-320.45		 70.95   	 137.33		
-21.97   	 54.63   	 70.09   	-340.79		 71.50   	 127.16		
-20.14   	 51.88   	 68.73   	-320.45		 72.00   	 116.99		
-17.70   	 49.74   	 67.45   	-391.66		 72.47   	 106.82		
-14.65   	 47.61   	 65.88   	-513.73		 72.90   	  81.38		
-10.38   	 46.39   	 63.82   	-549.34		 73.22   	  45.78		
 -5.80   	 45.47   	 61.63   	-554.42		 73.41   	  15.26		
 -0.92   	 45.47   	 59.41   	-605.29		 73.47(S)	 -10.17		
  3.66   	 45.78   	 56.99   	-610.37		 73.43   	 -45.78		
  8.54   	 46.69   	 54.55   	-564.60		 73.24   	 -81.38		
 14.04   	 48.52   	 52.29   	-564.60		 72.92   	-111.90		
 21.06   	 52.19   	 50.03   	-676.50		 72.47   	-142.42		
 30.52   	 57.37   	 47.32   	-742.62		 71.90   	-167.85		
