SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
149.84   	133.06   	 68.04   	 172.94		 58.98   	 300.10		
144.35   	144.65   	 68.73   	 167.85		 60.18   	 442.52		
135.19   	155.03   	 69.40   	 157.68		 61.95   	 549.34		
122.68   	164.79   	 70.03   	 157.68		 64.15   	 605.29		
109.25   	174.26   	 70.66   	 152.59		 66.57   	 615.46		
 96.13   	183.41   	 71.27   	 147.51		 69.03   	 590.03		
 83.31   	191.04   	 71.86   	 142.42		 71.39   	 564.60		
 69.27   	195.31   	 72.43   	 137.33		 73.65   	 539.16		
 53.71   	194.70   	 72.98   	 132.25		 75.81   	 513.73		
 37.84   	188.90   	 73.51   	 127.16		 77.86   	 467.95		
 23.50   	177.92   	 74.02   	 127.16		 79.74   	 417.09		
 11.29   	162.96   	 74.53   	 122.07		 81.40   	 366.22		
  1.53   	145.57   	 75.01   	 122.07		 82.87   	 325.53		
 -4.58   	126.34   	 75.50   	 116.99		 84.17   	 289.93		
 -7.32   	105.90   	 75.97   	 106.82		 85.33   	 274.67		
 -8.54   	 84.23   	 76.40   	 101.73		 86.43   	 264.50		
-10.68   	 61.34   	 76.81   	  91.56		 87.49   	 244.15		
-14.95   	 38.15   	 77.17   	  81.38		 88.46   	 233.98		
-20.45   	 18.01   	 77.50   	  61.04		 89.40   	 223.80		
-24.41   	  3.36   	 77.74   	  40.69		 90.29   	 213.63		
-25.63   	 -5.80   	 77.90   	  20.35		 91.15   	 208.54		
-26.25   	-11.90   	 77.99(S)	  -5.09		 91.98   	 198.37		
-28.69   	-17.70   	 77.97   	 -30.52		 92.78   	 183.11		
-32.65   	-24.41   	 77.84   	 -55.95		 93.51   	 167.85		
-35.10   	-30.52   	 77.62   	-142.42		 94.18   	 142.42		
-31.13   	-36.93   	 77.05   	-178.03		 94.75   	 122.07		
-28.69   	-37.23   	 76.34   	-239.06		 95.24   	  91.56		
-29.30   	-36.93   	 75.38   	-295.01		 95.60   	  66.12		
-31.74   	-37.54   	 74.20   	-330.62		 95.87   	  40.69		
-33.57   	-38.45   	 72.88   	-376.40		 96.03   	  15.26		
-32.96   	-40.28   	 71.37   	-417.09		 96.09(S)	  -5.09		
-31.13   	-43.03   	 69.70   	-437.43		 96.07   	 -30.52		
-28.99   	-46.08   	 67.95   	-473.04		 95.95   	 -45.78		
-27.47   	-48.52   	 66.06   	-518.82		 95.77   	 -71.21		
-25.63   	-50.35   	 63.99   	-569.68		 95.48   	 -91.56		
-23.50   	-53.10   	 61.71   	-605.29		 95.12   	-101.73		
-20.75   	-58.59   	 59.29   	-640.89		 94.71   	-116.99		
-17.70   	-66.83   	 56.72   	-676.50		 94.24   	-127.16		
-14.34   	-75.68   	 54.02   	-712.10		 93.73   	-132.25		
 -9.77   	-82.09   	 51.17   	-742.62		 93.20   	-132.25		
 -2.75   	-82.70   	 48.20   	-762.97		 92.68   	-132.25		
  7.93   	-76.90   	 45.15   	-773.14		 92.15   	-127.16		
 22.28   	-66.53   	 42.05   	-762.97		 91.64   	-122.07		
 37.54   	-53.71   	 39.00   	-757.88		 91.15   	-127.16		
 51.27   	-41.50   	 35.97   	-742.62		 90.64   	-122.07		
 62.26   	-31.43   	 33.00   	-707.02		 90.15   	-132.25		
 70.50   	-24.11   	 30.17   	-676.50		 89.62   	-127.16		
 77.82   	-19.23   	 27.47   	-635.81		 89.11   	-137.33		
 85.14   	-16.17   	 24.92   	-595.11		 88.57   	-137.33		
 91.86   	-14.65   	 22.54   	-549.34		 88.02   	-147.51		
 96.44   	-15.56   	 20.35   	-493.39		 87.43   	-157.68		
 98.27   	-18.92   	 18.37   	-447.61		 86.80   	-162.77		
 99.18   	-23.19   	 16.58   	-401.83		 86.14   	-172.94		
101.01   	-26.55   	 14.97   	-361.14		 85.45   	-178.03		
104.68   	-27.47   	 13.53   	-315.36		 84.74   	-183.11		
111.39   	-24.41   	 12.27   	-279.75		 84.01   	-183.11		
122.07   	-17.40   	 11.15   	-254.32		 83.28   	-188.20		
136.72   	 -5.80   	 10.13   	-228.89		 82.52   	-188.20		
153.50   	 10.07   	  9.22   	-203.46		 81.77   	-183.11		
170.29   	 30.52   	  8.40   	-178.03		 81.04   	-178.03		
184.33   	 54.32   	  7.69   	-172.94		 80.33   	-167.85		
194.09   	 77.21   	  7.00   	-162.77		 79.65   	-157.68		
202.64   	 97.05   	  6.35   	-147.51		 79.02   	-152.59		
213.01   	113.53   	  5.76   	-137.33		 78.41   	-137.33		
227.05   	130.00   	  5.21   	-122.07		 77.86   	-132.25		
242.00   	150.15   	  4.72   	-101.73		 77.33   	-122.07		
251.46   	170.59   	  4.31   	 -81.38		 76.85   	-122.07		
249.94   	180.97   	  3.99   	 -61.04		 76.36   	-111.90		
236.21   	169.98   	  3.74   	 -40.69		 75.91   	-106.82		
214.54   	133.36   	  3.58   	 -25.43		 75.48   	-106.82		
190.12   	 79.04   	  3.48   	 -15.26		 75.06   	-106.82		
165.41   	 21.67   	  3.42   	 -15.26		 74.63   	-106.82		
138.24   	-25.02   	  3.36   	 -15.26		 74.20   	-106.82		
108.95   	-54.63   	  3.30   	 -25.43		 73.77   	-116.99		
 80.87   	-66.83   	  3.19   	 -30.52		 73.31   	-122.07		
 60.12   	-63.78   	  3.07   	 -30.52		 72.82   	-111.90		
 50.66   	-49.44   	  2.95   	 -25.43		 72.37   	-111.90		
 50.96   	-28.69   	  2.85   	 -25.43		 71.92   	-116.99		
 54.93   	 -7.93   	  2.75   	 -20.35		 71.45   	-127.16		
 57.98   	  8.54   	  2.67(D)	   0.00		 70.95   	-116.99		
 59.51   	 18.62   	  2.67   	  10.17		 70.48   	-111.90		
 61.04   	 24.11   	  2.71   	  20.35		 70.03   	-106.82		
 64.39   	 27.16   	  2.79   	  25.43		 69.60   	-106.82		
 68.97   	 28.08   	  2.89   	  30.52		 69.18   	-101.73		
 72.33   	 25.02   	  3.01   	  35.61		 68.77   	 -91.56		
 73.24   	 16.78   	  3.15   	  35.61		 68.40   	 -86.47		
 71.41   	  2.44   	  3.30   	  30.52		 68.06   	 -91.56		
 67.44   	-13.43   	  3.42   	  25.43		 67.69   	 -86.47		
 63.17   	-19.53   	  3.52   	  25.43		 67.34   	 -81.38		
 67.14   	 -2.14   	  3.62   	  30.52		 67.02   	 -71.21		
101.93   	 50.66   	  3.74   	  25.43		 66.73   	 -71.21		
200.81   	150.45   	  3.85   	  35.61		 66.45   	 -66.12		
386.66   	301.51   	  3.99   	  50.86		 66.18   	 -55.95		
632.93   	493.16   	  4.19   	  71.21		 65.96   	 -61.04		
837.10   	697.94   	  4.48   	  96.64		 65.72   	 -55.95		
859.68   	875.24   	  4.86   	 167.85		 65.49   	 -50.86		
143.74   	1004.33(R)	  5.53(E)	 198.37		 65.29   	 -55.95		
-377.20   	921.33   	  6.33   	 198.37		 65.07   	 -50.86		
-737.92   	741.58   	  7.12   	 183.11		 64.86   	 -50.86		
-824.59   	479.43   	  7.85   	 157.68		 64.66   	 -45.78		
-673.22   	184.02   	  8.48   	 116.99		 64.48   	 -45.78		
-421.14   	-61.34   	  8.95   	  71.21		 64.29   	 -45.78		
-199.89   	-178.22   	  9.24   	  25.43		 64.11   	 -35.61		
-64.09   	-144.65   	  9.34   	 -15.26		 63.97   	 -40.69		
  1.83   	-20.75   	  9.28   	 -55.95		 63.80   	 -40.69		
 35.10   	 87.28   	  9.05   	 -96.64		 63.64   	 -40.69		
 58.29   	104.37   	  8.67   	-122.07		 63.48   	 -40.69		
 74.46   	 36.93   	  8.18   	 -86.47		 63.32   	 -40.69		
 81.48   	-50.05   	  7.83   	  30.52		 63.15   	 -50.86		
 82.40   	-96.74   	  7.96   	 122.07		 62.95   	 -61.04		
 83.01   	-91.25   	  8.44   	 188.20		 62.71   	 -61.04		
 86.06   	-63.17   	  9.20   	 289.93		 62.46   	 -55.95		
 89.72   	-46.08   	 10.36   	 406.92		 62.24   	 -50.86		
 92.47   	-51.27   	 11.98   	 508.65		 62.03   	 -45.78		
 93.08   	-67.44   	 14.02   	 610.37		 61.85   	 -45.78		
 92.77   	-80.26   	 16.46   	 666.32		 61.67   	 -45.78		
 93.08   	-83.01   	 19.13   	 707.02		 61.49   	 -40.69		
 95.21   	-77.82   	 21.95   	 762.97		 61.32   	 -35.61		
 98.27   	-70.19   	 25.00   	 813.83		 61.18   	 -30.52		
100.10   	-65.00   	 28.26   	 854.52		 61.06   	 -25.43		
 99.18   	-64.39   	 31.68   	 991.86		 60.96   	 -10.17		
 97.66   	-67.75   	 35.65   	 971.51		 60.92   	  30.52		
103.45   	-64.70   	 39.53   	 900.30		 61.04   	  40.69		
112.92   	-58.59   	 43.13   	 829.09		 61.20   	 -30.52		
122.38   	-52.80   	 46.45   	 752.79		 61.08   	 -96.64		
127.56   	-50.05   	 49.46   	 656.15		 60.69   	 -86.47		
129.39   	-50.05   	 52.09   	 569.68		 60.35   	 -40.69		
130.31   	-51.88   	 54.36   	 498.47		 60.18   	 -30.52		
133.97   	-53.10   	 56.36   	 412.00		 60.06   	 -45.78		
141.30   	-53.71   	 58.01   	 330.62		 59.88   	 -61.04		
149.84   	-53.41   	 59.33   	 279.75		 59.63   	 -71.21		
155.64   	-51.57   	 60.45   	 218.72		 59.35   	 -66.12		
157.78   	-48.52   	 61.32   	 167.85		 59.08   	 -40.69		
158.69   	-44.56   	 61.99   	 137.33		 58.92   	 -25.43		
161.13   	-39.98   	 62.54   	 106.82		 58.82   	 -20.35		
167.24   	-36.01   	 62.97   	  81.38		 58.74   	 -20.35		
174.87   	-32.35   	 63.30   	  71.21		 58.66   	 -35.61		
181.27   	-28.99   	 63.58   	  55.95		 58.51   	 -30.52		
184.94   	-24.72   	 63.80   	  61.04		 58.39   	 -30.52		
184.94   	-19.84   	 64.05   	  76.30		 58.27   	 -25.43		
183.72   	-13.43   	 64.35   	  96.64		 58.17   	 -30.52		
182.80   	 -5.19   	 64.74   	 116.99		 58.05   	 -35.61		
182.80   	  3.97   	 65.21   	 142.42		 57.90   	 -35.61		
182.80   	 13.43   	 65.78   	 152.59		 57.76   	 -10.17		
182.80   	 23.19   	 66.39   	 157.68		 57.72(D)	  55.95		
183.11   	 33.87   	 67.02   	 178.03		 57.94   	 254.32		
187.68   	 57.98   	 67.73   	 178.03		 58.96   	 320.45		
188.90   	 68.36   	 68.44   	 167.85		 60.24   	 391.66		
185.55   	 75.99   	 69.11   	 172.94		 61.81   	 488.30		
175.78   	 81.18   	 69.81   	 172.94		 63.76   	 579.86		
161.44   	 85.45   	 70.50   	 162.77		 66.08   	 630.72		
145.87   	 89.42   	 71.15   	 152.59		 68.61   	 620.55		
131.53   	 92.77   	 71.76   	 142.42		 71.09   	 579.86		
118.41   	 93.08   	 72.33   	 127.16		 73.41   	 523.90		
104.98   	 88.81   	 72.84   	 122.07		 75.50   	 473.04		
 87.89   	 79.35   	 73.33   	 122.07		 77.40   	 437.43		
 67.14   	 65.31   	 73.81   	 122.07		 79.15   	 406.92		
 45.47   	 48.22   	 74.30   	 106.82		 80.77   	 361.14		
 27.16   	 29.91   	 74.73   	 111.90		 82.22   	 315.36		
 15.26   	 11.29   	 75.18   	 106.82		 83.48   	 279.75		
  8.54   	 -8.54   	 75.60   	 111.90		 84.60   	 259.41		
  4.27   	-29.30   	 76.05   	 101.73		 85.64   	 239.06		
  0.00   	-50.35   	 76.46   	  81.38		 86.59   	 233.98		
 -4.58   	-69.27   	 76.79   	  81.38		 87.53   	 223.80		
 -7.93   	-83.62   	 77.11   	  61.04		 88.42   	 218.72		
 -9.16   	-92.16   	 77.35   	  35.61		 89.30   	 213.63		
 -9.46   	-95.52   	 77.50   	  20.35		 90.15   	 198.37		
-10.68   	-96.44   	 77.58(S)	   0.00		 90.95   	 188.20		
-13.12   	-96.74   	 77.58   	 -20.35		 91.70   	 183.11		
-14.34   	-96.74   	 77.50   	 -61.04		 92.43   	 167.85		
-12.51   	-95.52   	 77.25   	 -96.64		 93.10   	 147.51		
 -7.93   	-93.08   	 76.87   	-132.25		 93.69   	 127.16		
 -3.05   	-90.33   	 76.34   	-183.11		 94.20   	 106.82		
 -0.61   	-88.81   	 75.60   	-233.98		 94.63   	  81.38		
 -0.92   	-88.81   	 74.67   	-284.84		 94.95   	  55.95		
 -2.44   	-89.42   	 73.53   	-320.45		 95.18   	  30.52		
 -3.97   	-89.11   	 72.25   	-366.22		 95.30   	  20.35		
 -4.88   	-86.98   	 70.78   	-412.00		 95.38(S)	   0.00		
 -6.10   	-83.92   	 69.14   	-427.26		 95.38   	 -20.35		
 -7.93   	-82.40   	 67.43   	-462.87		 95.30   	 -40.69		
-10.99   	-82.70   	 65.57   	-523.90		 95.14   	 -61.04		
-14.34   	-84.53   	 63.48   	-579.86		 94.89   	 -81.38		
-16.48   	-86.36   	 61.16   	-615.46		 94.57   	 -96.64		
-16.48   	-87.28   	 58.70   	-640.89		 94.18   	-111.90		
-14.95   	-86.67   	 56.13   	-686.67		 93.73   	-116.99		
-12.82   	-86.67   	 53.39   	-712.10		 93.27   	-127.16		
-11.60   	-88.50   	 50.54   	-742.62		 92.76   	-132.25		
-12.21   	-91.55   	 47.57   	-762.97		 92.23   	-132.25		
-14.04   	-93.38   	 44.52   	-773.14		 91.70   	-132.25		
-14.95   	-92.77   	 41.42   	-768.05		 91.17   	-127.16		
-14.04   	-88.50   	 38.35   	-752.79		 90.66   	-132.25		
-11.60   	-83.31   	 35.34   	-737.54		 90.13   	-132.25		
 -8.85   	-79.96   	 32.39   	-707.02		 89.60   	-127.16		
 -7.63   	-79.96   	 29.56   	-676.50		 89.09   	-127.16		
 -8.85   	-82.40   	 26.86   	-625.63		 88.59   	-132.25		
-11.29   	-83.92   	 24.35   	-584.94		 88.06   	-127.16		
-14.65   	-81.79   	 22.01   	-539.16		 87.55   	-137.33		
-18.31   	-76.29   	 19.86   	-493.39		 87.00   	-147.51		
-22.89   	-70.80   	 17.88   	-437.43		 86.41   	-147.51		
-27.77   	-66.83   	 16.13   	-391.66		 85.82   	-157.68		
-31.43   	-64.70   	 14.57   	-345.88		 85.19   	-167.85		
-33.26   	-61.95   	 13.18   	-300.10		 84.52   	-172.94		
-32.35   	-56.76   	 11.98   	-264.50		 83.82   	-183.11		
-27.77   	-48.22   	 10.93   	-233.98		 83.09   	-188.20		
-18.92   	-36.01   	  9.99   	-208.54		 82.34   	-183.11		
 -6.10   	-20.14   	  9.16   	-183.11		 81.61   	-183.11		
  9.16   	  0.31   	  8.42   	-157.68		 80.87   	-178.03		
 22.58   	 24.72   	  7.79   	-147.51		 80.16   	-172.94		
 31.74   	 50.96   	  7.20   	-137.33		 79.47   	-162.77		
 36.93   	 75.38   	  6.65   	-132.25		 78.82   	-157.68		
 42.42   	 94.91   	  6.12   	-122.07		 78.19   	-142.42		
 51.57   	110.47   	  5.64   	-106.82		 77.62   	-137.33		
 64.09   	123.90   	  5.21   	 -96.64		 77.07   	-127.16		
 75.07   	137.94   	  4.82   	 -76.30		 76.56   	-122.07		
 79.65   	149.23   	  4.52   	 -66.12		 76.07   	-116.99		
 75.99   	149.54   	  4.25   	 -45.78		 75.60   	-111.90		
 66.83   	131.23   	  4.07   	 -35.61		 75.16   	-106.82		
 55.54   	 93.69   	  3.93   	 -30.52		 74.73   	-106.82		
 41.20   	 44.25   	  3.80   	 -35.61		 74.30   	-106.82		
 20.45   	 -5.80   	  3.66   	 -40.69		 73.88   	-101.73		
 -8.54   	-47.91   	  3.50   	 -40.69		 73.47   	-106.82		
-41.50   	-79.35   	  3.34   	 -45.78		 73.04   	-106.82		
-71.11   	-101.32   	  3.15   	 -50.86		 72.61   	-106.82		
-91.86   	-115.97   	  2.95   	 -45.78		 72.19   	-106.82		
-102.84   	-124.82   	  2.77   	 -30.52		 71.76   	-106.82		
-108.34   	-130.00   	  2.64   	 -15.26		 71.33   	-106.82		
-113.83   	-133.67   	  2.58(D)	   0.00		 70.91   	-106.82		
-119.63   	-137.02   	  2.58   	  20.35		 70.48   	-101.73		
-123.60   	-138.55   	  2.67   	  35.61		 70.07   	-101.73		
-123.60   	-136.41   	  2.81   	  50.86		 69.66   	 -91.56		
-119.63   	-131.23   	  3.01   	  55.95		 69.30   	 -96.64		
-113.53   	-125.43   	  3.23   	  61.04		 68.91   	 -91.56		
-107.73   	-122.07   	  3.48   	  61.04		 68.55   	 -86.47		
-103.45   	-123.29   	  3.72   	  55.95		 68.20   	 -81.38		
-101.01   	-129.39   	  3.95   	  45.78		 67.87   	 -81.38		
-102.23   	-136.11   	  4.13   	  40.69		 67.55   	 -76.30		
-105.29   	-134.28   	  4.29   	  35.61		 67.24   	 -76.30		
-98.57   	-112.61   	  4.44   	  35.61		 66.94   	 -71.21		
-54.32   	-58.59   	  4.58   	  35.61		 66.65   	 -71.21		
 61.65   	 42.42   	  4.72   	  45.78		 66.37   	 -66.12		
264.89   	195.92   	  4.90   	  55.95		 66.10   	 -66.12		
514.53   	391.24   	  5.13   	  71.21		 65.84   	 -61.04		
696.41   	597.84   	  5.41   	  91.56		 65.59   	 -61.04		
672.91   	772.09   	  5.78   	 142.42		 65.35   	 -66.12		
-122.07   	874.94(R)	  6.35(E)	 152.59		 65.09   	 -61.04		
-632.63   	773.32   	  6.96   	 162.77		 64.84   	 -61.04		
-952.45   	576.17   	  7.61   	 157.68		 64.60   	 -66.12		
-990.91   	304.57   	  8.24   	 132.25		 64.33   	 -55.95		
-809.02   	 15.26   	  8.77   	 106.82		 64.11   	 -61.04		
-552.06   	-205.38   	  9.20   	  61.04		 63.87   	 -61.04		
-343.02   	-286.87   	  9.44   	  25.43		 63.62   	 -55.95		
-222.47   	-222.78   	  9.54   	 -20.35		 63.40   	 -50.86		
-166.63   	-86.36   	  9.46   	 -61.04		 63.19   	 -55.95		
-136.72   	 15.26   	  9.22   	-101.73		 62.97   	 -55.95		
-113.22   	 19.84   	  8.81   	-132.25		 62.75   	 -50.86		
-95.52   	-51.88   	  8.28   	 -81.38		 62.54   	 -55.95		
-86.67   	-128.48   	  7.96   	  50.86		 62.32   	 -50.86		
-83.31   	-156.86   	  8.16   	 157.68		 62.12   	 -50.86		
-80.57   	-136.72   	  8.79   	 208.54		 61.91   	 -45.78		
-76.29   	-103.15   	  9.62   	 300.10		 61.73   	 -50.86		
-71.72   	-87.59   	 10.82   	 396.74		 61.53   	 -45.78		
-67.44   	-93.99   	 12.41   	 508.65		 61.34   	 -40.69		
-63.48   	-105.90   	 14.45   	 630.72		 61.18   	 -45.78		
-59.51   	-109.56   	 16.97   	 717.19		 61.00   	 -40.69		
-55.85   	-103.15   	 19.84   	 752.79		 60.83   	 -45.78		
-51.57   	-94.91   	 22.85   	 798.57		 60.65   	 -40.69		
-47.30   	-90.33   	 26.04   	 834.18		 60.49   	 -35.61		
-42.11   	-90.64   	 29.38   	 859.61		 60.35   	 -35.61		
-36.62   	-92.16   	 32.82   	 961.34		 60.20   	 -40.69		
-25.33   	-84.23   	 36.66   	 935.91		 60.04   	 -40.69		
-22.58   	-76.29   	 40.41   	 885.04		 59.88   	 -35.61		
-22.89   	-70.50   	 43.95   	 818.92		 59.74   	 -35.61		
-25.02   	-68.66   	 47.22   	 732.45		 59.59   	 -30.52		
-25.02   	-69.27   	 50.15   	 651.07		 59.47   	 -30.52		
-21.06   	-70.19   	 52.76   	 554.42		 59.35   	 -25.43		
-11.90   	-69.27   	 54.97   	 467.95		 59.25   	 -30.52		
 -0.92   	-67.75   	 56.85   	 371.31		 59.12   	 -25.43		
  7.02   	-66.53   	 58.33   	 295.01		 59.02   	 -30.52		
 10.38   	-65.92   	 59.51   	 228.89		 58.90   	 -25.43		
 10.99   	-65.61   	 60.43   	 162.77		 58.80   	 -30.52		
 12.21   	-63.78   	 61.08   	 127.16		 58.68   	 -30.52		
 17.70   	-60.12   	 61.59   	  96.64		 58.56   	 -35.61		
 27.16   	-54.63   	 61.97   	  81.38		 58.41   	 -35.61		
 37.84   	-48.22   	 62.30   	  81.38		 58.27   	 -35.61		
 48.22   	-41.50   	 62.62   	  76.30		 58.13   	 -40.69		
 57.07   	-33.87   	 62.93   	  86.47		 57.97   	 -40.69		
 64.70   	-25.02   	 63.28   	 101.73		 57.80   	 -40.69		
 70.80   	-16.17   	 63.68   	 116.99		 57.64   	 -45.78		
 74.16   	 -8.54   	 64.15   	 137.33		 57.46   	 -40.69		
 73.85   	 -2.14   	 64.70   	 147.51		 57.29   	 -40.69		
 69.89   	  3.97   	 65.29   	 157.68		 57.13   	 -30.52		
 63.17   	 11.29   	 65.92   	 162.77		 57.01   	 -15.26		
 55.54   	 19.84   	 66.57   	 162.77		 56.95(D)	  15.26		
 48.83   	 29.30   	 67.22   	 178.03		 57.01   	 188.20		
 36.93   	 46.69   	 67.93   	 178.03		 57.76   	 310.27		
 30.21   	 54.02   	 68.65   	 167.85		 59.00   	 437.43		
 21.67   	 61.34   	 69.32   	 162.77		 60.75   	 544.25		
 13.12   	 68.97   	 69.97   	 157.68		 62.93   	 600.20		
  4.88   	 77.21   	 70.60   	 147.51		 65.33   	 605.29		
 -3.97   	 86.06   	 71.19   	 137.33		 67.75   	 584.94		
-13.12   	 93.99   	 71.74   	 132.25		 70.09   	 554.42		
-23.19   	 98.88   	 72.27   	 127.16		 72.31   	 534.08		
-33.26   	 98.88   	 72.78   	 122.07		 74.45   	 498.47		
-44.25   	 92.77   	 73.27   	 116.99		 76.44   	 457.78		
-56.76   	 80.26   	 73.73   	 111.90		 78.27   	 401.83		
-71.72   	 62.56   	 74.18   	 101.73		 79.88   	 356.05		
-87.28   	 42.42   	 74.59   	 106.82		 81.30   	 310.27		
-100.40   	 22.89   	 75.01   	 101.73		 82.54   	 274.67		
-108.95   	  4.58   	 75.42   	  96.64		 83.64   	 259.41		
-112.00   	-11.29   	 75.81   	  91.56		 84.68   	 244.15		
-112.30   	-25.94   	 76.17   	  81.38		 85.66   	 233.98		
-112.00   	-39.37   	 76.50   	  71.21		 86.59   	 218.72		
-112.92   	-50.96   	 76.79   	  61.04		 87.47   	 213.63		
-115.97   	-59.81   	 77.03   	  45.78		 88.32   	 208.54		
-120.85   	-65.61   	 77.21   	  15.26		 89.16   	 193.29		
-126.95   	-68.36   	 77.27(S)	   0.00		 89.93   	 188.20		
-132.75   	-69.58   	 77.27   	 -20.35		 90.68   	 178.03		
-136.11   	-69.58   	 77.19   	 -55.95		 91.39   	 162.77		
-136.11   	-68.97   	 76.97   	 -86.47		 92.04   	 147.51		
-133.36   	-68.05   	 76.62   	-132.25		 92.63   	 127.16		
-129.09   	-67.14   	 76.09   	-172.94		 93.14   	 106.82		
-124.51   	-66.22   	 75.40   	-233.98		 93.57   	  86.47		
-120.54   	-65.31   	 74.47   	-284.84		 93.92   	  66.12		
-116.58   	-65.00   	 73.33   	-325.53		 94.18   	  45.78		
-112.00   	-65.31   	 72.02   	-366.22		 94.36   	  20.35		
-107.12   	-65.92   	 70.56   	-412.00		 94.45(S)	   0.00		
-101.32   	-65.31   	 68.91   	-427.26		 94.45   	 -15.26		
-94.91   	-63.48   	 67.20   	-457.78		 94.38   	 -35.61		
-87.89   	-60.73   	 65.37   	-503.56		 94.24   	 -55.95		
-81.18   	-57.07   	 63.36   	-554.42		 94.02   	 -71.21		
-75.38   	-54.32   	 61.14   	-590.03		 93.73   	 -86.47		
-70.80   	-52.19   	 58.78   	-620.55		 93.39   	-101.73		
-66.53   	-50.35   	 56.30   	-656.15		 92.98   	-106.82		
-61.95   	-49.13   	 53.67   	-691.76		 92.55   	-116.99		
-56.76   	-49.44   	 50.91   	-722.28		 92.09   	-116.99		
-50.66   	-52.19   	 48.02   	-742.62		 91.62   	-127.16		
-45.17   	-57.07   	 45.05   	-762.97		 91.11   	-132.25		
-42.11   	-62.26   	 41.99   	-762.97		 90.58   	-127.16		
-42.11   	-65.92   	 38.94   	-762.97		 90.07   	-132.25		
-44.86   	-67.75   	 35.89   	-747.71		 89.54   	-127.16		
-48.52   	-68.05   	 32.90   	-727.36		 89.03   	-132.25		
-49.74   	-67.14   	 29.99   	-691.76		 88.50   	-137.33		
-48.52   	-65.31   	 27.22   	-656.15		 87.95   	-142.42		
-46.69   	-61.65   	 24.60   	-615.46		 87.39   	-147.51		
-46.39   	-56.46   	 22.14   	-569.68		 86.80   	-152.59		
-49.44   	-50.66   	 19.86   	-518.82		 86.18   	-162.77		
-55.24   	-46.08   	 17.78   	-467.95		 85.53   	-167.85		
-61.95   	-43.33   	 15.91   	-417.09		 84.86   	-178.03		
-67.44   	-42.11   	 14.24   	-371.31		 84.15   	-183.11		
-70.50   	-41.20   	 12.76   	-320.45		 83.42   	-188.20		
-71.41   	-38.76   	 11.48   	-279.75		 82.66   	-188.20		
-70.50   	-33.26   	 10.36   	-239.06		 81.91   	-188.20		
-67.44   	-24.11   	  9.40   	-198.37		 81.16   	-183.11		
-61.95   	-10.99   	  8.61   	-162.77		 80.43   	-188.20		
-53.71   	  4.27   	  7.96   	-137.33		 79.67   	-183.11		
-42.72   	 20.75   	  7.41   	-116.99		 78.94   	-172.94		
-29.30   	 38.76   	  6.94   	-101.73		 78.25   	-162.77		
-14.65   	 60.12   	  6.53   	 -96.64		 77.60   	-147.51		
 -0.61   	 84.53   	  6.14   	 -91.56		 77.01   	-142.42		
 13.43   	108.64   	  5.78   	 -86.47		 76.44   	-132.25		
 27.77   	127.87   	  5.43   	 -81.38		 75.91   	-127.16		
 42.72   	140.38   	  5.11   	 -81.38		 75.40   	-116.99		
 58.29   	150.15   	  4.78   	 -71.21		 74.93   	-106.82		
 72.33   	161.74   	  4.50   	 -66.12		 74.51   	-101.73		
 81.48   	172.42   	  4.23   	 -66.12		 74.10   	-101.73		
 83.01   	172.73   	  3.97   	 -61.04		 73.69   	-101.73		
 75.99   	152.89   	  3.72   	 -66.12		 73.29   	 -96.64		
 62.56   	111.39   	  3.46   	 -71.21		 72.90   	-101.73		
 44.86   	 58.59   	  3.17   	 -76.30		 72.49   	 -96.64		
 23.19   	  8.54   	  2.87   	 -71.21		 72.11   	 -96.64		
 -0.92   	-31.13   	  2.58   	 -66.12		 71.72   	-101.73		
-25.02   	-59.51   	  2.32   	 -66.12		 71.31   	-101.73		
-45.78   	-78.43   	  2.05   	 -50.86		 70.91   	-101.73		
-60.73   	-90.64   	  1.85   	 -30.52		 70.50   	-106.82		
-69.89   	-97.05   	  1.73   	 -15.26		 70.07   	-101.73		
-75.68   	-100.10   	  1.67(D)	  15.26		 69.66   	-101.73		
-79.96   	-101.93   	  1.73   	  40.69		 69.26   	-101.73		
-80.26   	-103.45   	  1.89   	  66.12		 68.85   	-101.73		
-74.77   	-104.37   	  2.16   	  86.47		 68.44   	-101.73		
-65.00   	-104.06   	  2.50   	  96.64		 68.04   	 -91.56		
-54.63   	-104.68   	  2.89   	  96.64		 67.67   	 -96.64		
-49.13   	-108.03   	  3.28   	  96.64		 67.28   	 -86.47		
-49.74   	-114.44   	  3.66   	  76.30		 66.94   	 -86.47		
-54.02   	-122.38   	  3.97   	  61.04		 66.59   	 -86.47		
-56.15   	-130.92   	  4.21   	  40.69		 66.25   	 -76.30		
-54.93   	-136.41   	  4.37   	  15.26		 65.94   	 -76.30		
-48.52   	-130.62   	  4.44   	   0.00		 65.64   	 -71.21		
-27.77   	-104.37   	  4.44   	   0.00		 65.35   	 -71.21		
 32.04   	-44.25   	  4.44   	  -5.09		 65.07   	 -66.12		
162.66   	 64.39   	  4.42(E)	  10.17		 64.80   	 -66.12		
